sample,codec,bits,reference_gap,method,total_frames,keyframe_count,middle_count,anchor_mib_per_frame_with_metadata,all_psnr,middle_psnr,given_psnr,all_ssim,middle_ssim,given_ssim
DAVIS/val/soapbox,float32,32,4,dense_direct,99,26,73,0.48012666027955336,31.037566713622628,31.055108277724866,30.988315399027865,0.9098833353832515,0.9100392624123456,0.9094455402631026
DAVIS/val/soapbox,float32,32,4,linear,99,26,73,0.48012666027955336,21.918202797759754,18.68775173429439,30.988315399027865,0.5416485176543997,0.410652317821163,0.9094455402631026
DAVIS/val/soapbox,float32,32,4,adapter,99,26,73,0.48012666027955336,22.288713465945264,19.19022510621721,30.988315399027865,0.5720740758409404,0.4519143761837319,0.9094455402631026
DAVIS/val/soapbox,float32,32,8,dense_direct,99,14,85,0.2585297401505287,31.037566713622628,31.047288992931083,30.97853858924984,0.9098833353832515,0.9100004175130059,0.9091724795954568
DAVIS/val/soapbox,float32,32,8,linear,99,14,85,0.2585297401505287,19.167620942347156,17.222293329916127,30.97853858924984,0.4276370792978942,0.3483253663077074,0.9091724795954568
DAVIS/val/soapbox,float32,32,8,adapter,99,14,85,0.2585297401505287,19.5835394845991,17.706716102656628,30.97853858924984,0.46615762481785783,0.3931904722662533,0.9091724795954568
DAVIS/val/soapbox,float32,32,16,dense_direct,99,8,91,0.1477312800860164,31.037566713622628,31.03751657372327,31.038137054977852,0.9098833353832515,0.9098912012446058,0.9097938612103462
DAVIS/val/soapbox,float32,32,16,linear,99,8,91,0.1477312800860164,16.971024370094735,15.734355123072042,31.038137054977852,0.354116437712101,0.3052656752067608,0.9097938612103462
DAVIS/val/soapbox,float32,32,16,adapter,99,8,91,0.1477312800860164,17.318591123912274,16.11247719590651,31.038137054977852,0.39298196513243394,0.3475479522904197,0.9097938612103462
DAVIS/val/soapbox,q8,8,4,dense_direct,99,26,73,0.12004143300682607,28.14363498473552,28.14723670909816,28.133522450948092,0.8287810514671634,0.8286622958640529,0.8291144806605119
DAVIS/val/soapbox,q8,8,4,linear,99,26,73,0.12004143300682607,21.109689026669123,18.608049724871137,28.133522450948092,0.504833644387698,0.3893363602357368,0.8291144806605119
DAVIS/val/soapbox,q8,8,4,adapter,99,26,73,0.12004143300682607,21.524673663718215,19.170837109362363,28.133522450948092,0.5473472301406089,0.4469917710513285,0.8291144806605119
DAVIS/val/soapbox,q8,8,8,dense_direct,99,14,85,0.06463769469598327,28.14363498473552,28.143133443009354,28.146680059501488,0.8287810514671634,0.8286055095055525,0.829846841948373
DAVIS/val/soapbox,q8,8,8,linear,99,14,85,0.06463769469598327,18.7365648659621,17.186663539967373,28.146680059501488,0.4019321311603893,0.3314520611482508,0.829846841948373
DAVIS/val/soapbox,q8,8,8,adapter,99,14,85,0.06463769469598327,19.176595738107597,17.699170085172135,28.146680059501488,0.4518461019703836,0.3895871565622442,0.829846841948373
DAVIS/val/soapbox,q8,8,16,dense_direct,99,8,91,0.03693582554056187,28.14363498473552,28.13924330918133,28.19359029416438,0.8287810514671634,0.8285505784736885,0.8314026817679405
DAVIS/val/soapbox,q8,8,16,linear,99,8,91,0.03693582554056187,16.727263429515755,15.71923469416203,28.19359029416438,0.334840039111147,0.29118618041604427,0.8314026817679405
DAVIS/val/soapbox,q8,8,16,adapter,99,8,91,0.03693582554056187,17.089743502361333,16.113581147037987,28.19359029416438,0.3842097465137039,0.34489608187596876,0.8314026817679405
DAVIS/val/soapbox,q12,12,4,dense_direct,99,26,73,0.18005563755228063,31.007719432459897,31.024907405595812,30.95946089250136,0.909063382582231,0.909220183548862,0.9086231337143824
DAVIS/val/soapbox,q12,12,4,linear,99,26,73,0.18005563755228063,21.910293074767036,18.687301797217817,30.95946089250136,0.5412986847487363,0.4104707988157664,0.9086231337143824
DAVIS/val/soapbox,q12,12,4,adapter,99,26,73,0.18005563755228063,22.28105591968299,19.190117162240828,30.95946089250136,0.5718521304202803,0.4519062936306,0.9086231337143824
DAVIS/val/soapbox,q12,12,8,dense_direct,99,14,85,0.09695303560507418,31.007719432459897,31.01743084612707,30.94875727805205,0.909063382582231,0.9091795114909902,0.908358314207622
DAVIS/val/soapbox,q12,12,8,linear,99,14,85,0.09695303560507418,19.16343748199777,17.222325986177065,30.94875727805205,0.4273951237249856,0.3481776570572573,0.908358314207622
DAVIS/val/soapbox,q12,12,8,adapter,99,14,85,0.09695303560507418,19.57942759043899,17.706832112479198,30.94875727805205,0.46605617921761794,0.3932064158074996,0.908358314207622
DAVIS/val/soapbox,q12,12,16,dense_direct,99,8,91,0.05540173463147096,31.007719432459897,31.00770265666963,31.007910257074222,0.909063382582231,0.9090668310175886,0.9090241566300392
DAVIS/val/soapbox,q12,12,16,linear,99,8,91,0.05540173463147096,16.968683549567743,15.7344658170397,31.007910257074222,0.3539443803255004,0.30514615823279373,0.9090241566300392
DAVIS/val/soapbox,q12,12,16,adapter,99,8,91,0.05540173463147096,17.31625244483136,16.112590219579243,31.007910257074222,0.39292170498708284,0.3475500608866031,0.9090241566300392
DAVIS/val/soapbox,q16,16,4,dense_direct,99,26,73,0.24006984209773516,31.03729400359565,31.0547913051634,30.988166964578507,0.9098747806115584,0.9100295901298523,0.909440123117887
DAVIS/val/soapbox,q16,16,4,linear,99,26,73,0.24006984209773516,21.918178800874838,18.6877720576379,30.988166964578507,0.5416447159015771,0.4106490914135763,0.909440123117887
DAVIS/val/soapbox,q16,16,4,adapter,99,26,73,0.24006984209773516,22.288672927655583,19.190222996696733,30.988166964578507,0.5720725718772772,0.4519142659559642,0.909440123117887
DAVIS/val/soapbox,q16,16,8,dense_direct,99,14,85,0.1292683765141651,31.03729400359565,31.046996717853553,30.97838466702977,0.9098747806115584,0.9099914144067204,0.9091666468552181
DAVIS/val/soapbox,q16,16,8,linear,99,14,85,0.1292683765141651,19.167587788280695,17.222280067074966,30.97838466702977,0.4276348680558831,0.3483237515477573,0.9091666468552181
DAVIS/val/soapbox,q16,16,8,adapter,99,14,85,0.1292683765141651,19.583521179137783,17.706720134073223,30.97838466702977,0.4661575573863405,0.393191354414996,0.9091666468552181
DAVIS/val/soapbox,q16,16,16,dense_direct,99,8,91,0.07386764372238006,31.03729400359565,31.03722705945601,31.038055493183954,0.9098747806115584,0.9098822598928934,0.9097897037863731
DAVIS/val/soapbox,q16,16,16,linear,99,8,91,0.07386764372238006,16.97100867045777,15.73434521351481,31.038055493183954,0.35411519053006413,0.3052646838701688,0.9097897037863731
DAVIS/val/soapbox,q16,16,16,adapter,99,8,91,0.07386764372238006,17.31858146792509,16.11247386130892,31.038055493183954,0.39298253227966,0.34754893478456433,0.9097897037863731
