policy_name,policy_type,task_count,mean_selected_sideinfo_psnr,mean_endpoint_sideinfo_psnr,mean_gain_vs_endpoint,mean_teacher_oracle_sideinfo_psnr,mean_gap_to_teacher_oracle_psnr,selected_candidate_counts
render_aware_group_switch_v2,metadata_group_switch,480,20.327046871072337,20.3212149854921,0.005831885580240304,22.077800340877268,-1.750753469804888,endpoint_diff_baseline:323;shared_energy_regression:157
