task_id,sequence,codec,reference_gap,target_index,base_method,keep_fraction,side_bits,keep_gaussians,fixed_payload_bytes,entropy_payload_bytes,fixed_mib_per_intermediate_frame,entropy_mib_per_intermediate_frame,entropy_ratio_vs_fixed,entropy_savings_bytes_vs_fixed,entropy_header_bytes,metadata_zlib_bytes,delta_zlib_bytes,residual_zlib_bytes,decoded_max_abs_diff_vs_fixed,base_psnr,entropy_psnr,delta_psnr_vs_base
stage79_00029633,parkour,q12,8,11,linear,0.1,6,3686,43381,30199,0.04137134552001953,0.028800010681152344,0.6961342523224453,13182,30,50,2727,27392,0.0,17.36886471920398,20.685962280341684,3.317097561137704
stage79_00029633,parkour,q12,8,11,stage65_adapter,0.1,6,3686,43381,35853,0.04137134552001953,0.03419208526611328,0.8264678084875867,7528,30,60,2760,33003,0.0,17.790964786693866,21.239936432558903,3.4489716458650364
stage79_00027964,libby,q12,4,47,linear,0.1,6,3686,43381,31932,0.04137134552001953,0.030452728271484375,0.7360826168138125,11449,30,50,2771,29081,0.0,18.644206453870645,21.344851338169395,2.7006448842987503
stage79_00027964,libby,q12,4,47,stage65_adapter,0.1,6,3686,43381,36766,0.04137134552001953,0.03506278991699219,0.8475138885687282,6615,30,61,2820,33855,0.0,19.576089510052373,22.261961873739207,2.6858723636868334
stage79_00021366,bike-packing,q12,8,39,linear,0.1,6,3686,43381,31141,0.04137134552001953,0.02969837188720703,0.7178488278278509,12240,30,50,2955,28106,0.0,18.24650828541061,21.51180333733941,3.265295051928799
stage79_00021366,bike-packing,q12,8,39,stage65_adapter,0.1,6,3686,43381,36505,0.04137134552001953,0.034813880920410156,0.8414974297503516,6876,30,63,2977,33435,0.0,19.59357702158396,21.711834089142084,2.1182570675581225
stage79_00022853,camel,q12,8,41,linear,0.1,6,3686,43381,31621,0.04137134552001953,0.03015613555908203,0.7289135796777391,11760,30,50,2877,28664,0.0,19.375768228337094,21.18846540594309,1.8126971776059975
stage79_00022853,camel,q12,8,41,stage65_adapter,0.1,6,3686,43381,36619,0.04137134552001953,0.03492259979248047,0.8441253083147,6762,30,63,2901,33625,0.0,20.208519959770474,21.582609533124177,1.3740895733537037
stage79_00025565,drift-straight,q12,4,35,linear,0.1,6,3686,43381,30400,0.04137134552001953,0.02899169921875,0.700767617159586,12981,30,50,2125,28195,0.0,12.45274416598902,15.215364060960397,2.762619894971376
stage79_00025565,drift-straight,q12,4,35,stage65_adapter,0.1,6,3686,43381,35630,0.04137134552001953,0.03397941589355469,0.8213273091906595,7751,30,61,2172,33367,0.0,12.702281006401657,15.68294089360792,2.9806598872062633
stage79_00028537,mbike-trick,q12,4,54,linear,0.1,6,3686,43381,29624,0.04137134552001953,0.02825164794921875,0.6828796016689334,13757,30,50,2415,27129,0.0,22.63890389457564,26.555792096842378,3.916888202266737
stage79_00028537,mbike-trick,q12,4,54,stage65_adapter,0.1,6,3686,43381,34684,0.04137134552001953,0.033077239990234375,0.7995205274198381,8697,30,61,2522,32071,0.0,23.314936188064095,26.274099264539647,2.9591630764755514
