task_id,sequence,codec,reference_gap,target_index,base_method,keep_fraction,side_bits,keep_gaussians,fixed_payload_bytes,entropy_payload_bytes,fixed_mib_per_intermediate_frame,entropy_mib_per_intermediate_frame,entropy_ratio_vs_fixed,entropy_savings_bytes_vs_fixed,entropy_header_bytes,metadata_zlib_bytes,delta_zlib_bytes,residual_zlib_bytes,decoded_max_abs_diff_vs_fixed,base_psnr,entropy_psnr,delta_psnr_vs_base
stage79_00021631,blackswan,q12,8,21,stage65_adapter,0.1,6,3686,43381,36426,0.04137134552001953,0.03473854064941406,0.8396763560083907,6955,30,61,2850,33485,0.0,19.613517939603312,21.93171918055572,2.3182012409524084
stage79_00029612,parkour,q12,4,83,linear,0.1,6,3686,43381,30565,0.04137134552001953,0.02914905548095703,0.7045711256079851,12816,30,50,2846,27639,0.0,18.44801222938532,20.722082493302384,2.2740702639170642
stage79_00029612,parkour,q12,4,83,stage65_adapter,0.1,6,3686,43381,36157,0.04137134552001953,0.03448200225830078,0.8334754846591826,7224,30,60,2865,33202,0.0,19.175017991384124,21.294034881214152,2.1190168898300286
stage79_00029159,paragliding-launch,q12,8,5,linear,0.1,6,3686,43381,30642,0.04137134552001953,0.029222488403320312,0.706346096217238,12739,30,50,2542,28020,0.0,21.604266410881134,24.40734737856751,2.803080967686377
stage79_00029159,paragliding-launch,q12,8,5,stage65_adapter,0.1,6,3686,43381,35575,0.04137134552001953,0.033926963806152344,0.8200594730411932,7806,30,63,2654,32828,0.0,22.060538153788123,24.511801364299842,2.451263210511719
stage79_00026356,gold-fish,q12,4,62,linear,0.1,6,3686,43381,31075,0.04137134552001953,0.02963542938232422,0.7163274244484913,12306,30,51,2571,28423,0.0,24.704080894725298,28.135353731128244,3.431272836402947
stage79_00026356,gold-fish,q12,4,62,stage65_adapter,0.1,6,3686,43381,35322,0.04137134552001953,0.03368568420410156,0.8142274267536479,8059,30,61,2702,32529,0.0,24.531130683457874,26.845638176330194,2.3145074928723197
stage79_00027082,india,q12,8,75,linear,0.1,6,3686,43381,30765,0.04137134552001953,0.02933979034423828,0.7091814388787718,12616,30,50,2614,28071,0.0,17.376113615461847,20.99570984519371,3.6195962297318616
stage79_00027082,india,q12,8,75,stage65_adapter,0.1,6,3686,43381,36101,0.04137134552001953,0.03442859649658203,0.8321845969433623,7280,30,63,2689,33319,0.0,17.84213480140795,21.502848127327216,3.6607133259192643
stage79_00030339,scooter-black,q12,8,3,linear,0.1,6,3686,43381,30910,0.04137134552001953,0.029478073120117188,0.7125239160000922,12471,30,51,2560,28269,0.0,14.33477014972311,17.84868776508056,3.5139176153574496
stage79_00030339,scooter-black,q12,8,3,stage65_adapter,0.1,6,3686,43381,36178,0.04137134552001953,0.03450202941894531,0.8339595675526152,7203,30,63,2548,33537,0.0,15.029189123606535,18.42916279989544,3.399973676288905
stage79_00021578,blackswan,q12,4,2,linear,0.1,6,3686,43381,30875,0.04137134552001953,0.02944469451904297,0.7117171111777045,12506,30,50,2796,27999,0.0,20.37794755328132,22.744888012427186,2.366940459145866
stage79_00021578,blackswan,q12,4,2,stage65_adapter,0.1,6,3686,43381,36426,0.04137134552001953,0.03473854064941406,0.8396763560083907,6955,30,61,2833,33502,0.0,21.37342990092202,23.27104314975758,1.8976132488355617
stage79_00023943,cows,q12,8,59,linear,0.1,6,3686,43381,30481,0.04137134552001953,0.029068946838378906,0.7026347940342547,12900,30,50,2812,27589,0.0,16.967707948015445,19.42939519909673,2.461687251081287
stage79_00023943,cows,q12,8,59,stage65_adapter,0.1,6,3686,43381,36135,0.04137134552001953,0.034461021423339844,0.8329683501993961,7246,30,63,2869,33173,0.0,17.697560022187687,19.90448926407956,2.2069292418918742
stage79_00024387,dance-twirl,q12,8,20,linear,0.1,6,3686,43381,30230,0.04137134552001953,0.028829574584960938,0.6968488508794173,13151,30,50,2341,27809,0.0,15.139232602332438,18.641366878899102,3.5021342765666645
stage79_00024387,dance-twirl,q12,8,20,stage65_adapter,0.1,6,3686,43381,35534,0.04137134552001953,0.03388786315917969,0.8191143588206818,7847,30,63,2383,33058,0.0,15.472514479862818,19.09551381278648,3.6229993329236603
stage79_00025305,drift-chicane,q12,4,25,linear,0.1,6,3686,43381,23701,0.04137134552001953,0.02260303497314453,0.5463451741545838,19680,30,50,2455,21166,0.0,30.742830541586585,31.400699363298497,0.6578688217119115
stage79_00025305,drift-chicane,q12,4,25,stage65_adapter,0.1,6,3686,43381,19970,0.04137134552001953,0.019044876098632812,0.460339780088057,23411,30,61,2148,17731,0.0,28.63789686902054,28.8644308557083,0.22653398668775893
stage79_00028208,loading,q12,4,45,linear,0.1,6,3686,43381,31045,0.04137134552001953,0.02960681915283203,0.7156358774578733,12336,30,50,2819,28146,0.0,17.479986024488593,20.73398511917364,3.253999094685046
stage79_00028208,loading,q12,4,45,stage65_adapter,0.1,6,3686,43381,36309,0.04137134552001953,0.03462696075439453,0.8369793227449805,7072,30,61,2810,33408,0.0,18.22798637938086,20.84759731097541,2.6196109315945506
stage79_00029679,parkour,q12,8,63,linear,0.1,6,3686,43381,30354,0.04137134552001953,0.028947830200195312,0.6997072451073051,13027,30,51,2785,27488,0.0,16.395543190380156,19.031232129032347,2.6356889386521907
stage79_00029679,parkour,q12,8,63,stage65_adapter,0.1,6,3686,43381,36072,0.04137134552001953,0.03440093994140625,0.8315161015190983,7309,30,61,2816,33165,0.0,16.982267523925852,19.424964444744024,2.4426969208181717
stage79_00027944,libby,q12,4,21,linear,0.1,6,3686,43381,31661,0.04137134552001953,0.03019428253173828,0.7298356423318965,11720,30,50,2550,29031,0.0,17.751325992970195,20.518008171992843,2.7666821790226486
stage79_00027944,libby,q12,4,21,stage65_adapter,0.1,6,3686,43381,36450,0.04137134552001953,0.03476142883300781,0.8402295936008852,6931,30,61,2569,33790,0.0,17.953001237708914,20.869245327913696,2.9162440902047813
stage79_00021337,bike-packing,q12,8,6,linear,0.1,6,3686,43381,30237,0.04137134552001953,0.02883625030517578,0.6970102118438948,13144,30,50,2244,27913,0.0,21.03823807718484,25.475421892949292,4.4371838157644525
stage79_00021337,bike-packing,q12,8,6,stage65_adapter,0.1,6,3686,43381,34836,0.04137134552001953,0.033222198486328125,0.8030243655056362,8545,30,63,2424,32319,0.0,20.37472237214947,23.014000492032384,2.6392781198829134
stage79_00022860,camel,q12,8,49,linear,0.1,6,3686,43381,31790,0.04137134552001953,0.030317306518554688,0.732809294391554,11591,30,50,2893,28817,0.0,19.33348894554838,21.43886050445429,2.1053715589059117
stage79_00022860,camel,q12,8,49,stage65_adapter,0.1,6,3686,43381,36516,0.04137134552001953,0.034824371337890625,0.8417509969802448,6865,30,63,2930,33493,0.0,20.28547641610158,21.80426437458148,1.5187879584798978
stage79_00025548,drift-straight,q12,4,13,linear,0.1,6,3686,43381,30790,0.04137134552001953,0.029363632202148438,0.7097577280376202,12591,30,50,2539,28171,0.0,14.85151309058705,18.558167061999672,3.7066539714126225
stage79_00025548,drift-straight,q12,4,13,stage65_adapter,0.1,6,3686,43381,36054,0.04137134552001953,0.03438377380371094,0.8311011733247274,7327,30,61,2558,33405,0.0,15.350062392572394,19.32176836367827,3.9717059711058766
stage79_00028506,mbike-trick,q12,4,13,linear,0.1,6,3686,43381,29345,0.04137134552001953,0.027985572814941406,0.6764482146561859,14036,30,50,2318,26947,0.0,24.426188888875174,27.436266385112667,3.0100774962374928
stage79_00028506,mbike-trick,q12,4,13,stage65_adapter,0.1,6,3686,43381,34817,0.04137134552001953,0.033204078674316406,0.8025863857449114,8564,30,61,2495,32231,0.0,25.13071339856479,26.97190838077637,1.8411949822115794
stage79_00030527,shooting,q12,4,22,linear,0.1,6,3686,43381,27810,0.04137134552001953,0.026521682739257812,0.6410640603028975,15571,30,50,2119,25611,0.0,15.373898739975026,17.929435972165606,2.5555372321905807
stage79_00030527,shooting,q12,4,22,stage65_adapter,0.1,6,3686,43381,33599,0.04137134552001953,0.032042503356933594,0.7745095779258201,9782,30,61,2264,31244,0.0,15.69425774764063,18.48529276926046,2.7910350216198303
stage79_00024774,dog,q12,8,58,linear,0.1,6,3686,43381,29085,0.04137134552001953,0.02773761749267578,0.6704548074041631,14296,30,50,3029,25976,0.0,19.631437639614514,22.398533873625354,2.7670962340108396
stage79_00024774,dog,q12,8,58,stage65_adapter,0.1,6,3686,43381,35657,0.04137134552001953,0.034005165100097656,0.8219497014822157,7724,30,61,3042,32524,0.0,20.302044700526324,22.7905939517603,2.4885492512339766
stage79_00028616,mbike-trick,q12,8,70,linear,0.1,6,3686,43381,30103,0.04137134552001953,0.028708457946777344,0.6939213019524677,13278,30,50,1928,28095,0.0,16.72129011198052,22.47878131692491,5.75749120494439
stage79_00028616,mbike-trick,q12,8,70,stage65_adapter,0.1,6,3686,43381,34864,0.04137134552001953,0.0332489013671875,0.8036698093635463,8517,30,61,2002,32771,0.0,16.973293579187942,22.26294690115274,5.289653321964799
stage79_00025895,goat,q12,4,10,linear,0.1,6,3686,43381,30192,0.04137134552001953,0.0287933349609375,0.6959728913579678,13189,30,51,3063,27048,0.0,17.73928450790023,20.000538477701117,2.2612539698008867
stage79_00025895,goat,q12,4,10,stage65_adapter,0.1,6,3686,43381,36041,0.04137134552001953,0.034371376037597656,0.8308015029621263,7340,30,63,3050,32898,0.0,18.453579700325417,20.512737479846344,2.059157779520927
stage79_00027273,judo,q12,8,6,linear,0.1,6,3686,43381,26419,0.04137134552001953,0.02519512176513672,0.6089993315045757,16962,30,51,1722,24616,0.0,27.9103004994385,31.53777529964995,3.627474800211452
stage79_00027273,judo,q12,8,6,stage65_adapter,0.1,6,3686,43381,28344,0.04137134552001953,0.02703094482421875,0.6533735967358982,15037,30,63,2267,25984,0.0,25.36971669138579,27.094671791693017,1.724955100307227
stage79_00023842,cows,q12,4,37,linear,0.1,6,3686,43381,28949,0.04137134552001953,0.02760791778564453,0.6673197943800281,14432,30,50,2972,25897,0.0,22.0900327673776,23.01234269426522,0.9223099268876211
stage79_00023842,cows,q12,4,37,stage65_adapter,0.1,6,3686,43381,35145,0.04137134552001953,0.033516883850097656,0.8101472995090017,8236,30,61,2946,32108,0.0,21.20486394492497,21.93732611124282,0.7324621663178519
stage79_00027266,judo,q12,4,30,linear,0.1,6,3686,43381,28085,0.04137134552001953,0.02678394317626953,0.6474032410502294,15296,30,50,1630,26375,0.0,24.51787748531348,30.85389556115148,6.336018075837998
stage79_00027266,judo,q12,4,30,stage65_adapter,0.1,6,3686,43381,32826,0.04137134552001953,0.03130531311035156,0.7566907171342293,10555,30,61,1875,30860,0.0,23.233601806610544,26.63740357778766,3.4038017711771147
stage79_00027510,kite-surf,q12,8,29,linear,0.1,6,3686,43381,30755,0.04137134552001953,0.02933025360107422,0.7089509232152325,12626,30,50,2238,28437,0.0,21.26740718454149,24.945705023419343,3.678297838877853
stage79_00027510,kite-surf,q12,8,29,stage65_adapter,0.1,6,3686,43381,35620,0.04137134552001953,0.033969879150390625,0.8210967935271202,7761,30,63,2395,33132,0.0,21.826415177381765,25.339404515649342,3.5129893382675768
stage79_00026415,gold-fish,q12,8,55,linear,0.1,6,3686,43381,30071,0.04137134552001953,0.028677940368652344,0.6931836518291418,13310,30,50,2594,27397,0.0,26.939332380927453,30.52784033882474,3.588507957897285
stage79_00026415,gold-fish,q12,8,55,stage65_adapter,0.1,6,3686,43381,34031,0.04137134552001953,0.032454490661621094,0.7844678545907194,9350,30,61,2764,31176,0.0,26.256979285565016,28.41049875241755,2.153519466852533
stage79_00027007,india,q12,4,67,linear,0.1,6,3686,43381,30528,0.04137134552001953,0.02911376953125,0.7037182176528896,12853,30,50,2733,27715,0.0,19.78106770920443,23.539440256144033,3.7583725469396043
stage79_00027007,india,q12,4,67,stage65_adapter,0.1,6,3686,43381,35544,0.04137134552001953,0.03389739990234375,0.8193448744842212,7837,30,63,2772,32679,0.0,20.98211649197105,24.502685127129183,3.520568635158135
stage79_00027728,lab-coat,q12,8,6,linear,0.1,6,3686,43381,30656,0.04137134552001953,0.02923583984375,0.706668818146193,12725,30,50,2605,27971,0.0,18.977726186756403,22.25260589713419,3.2748797103777854
stage79_00027728,lab-coat,q12,8,6,stage65_adapter,0.1,6,3686,43381,36072,0.04137134552001953,0.03440093994140625,0.8315161015190983,7309,30,61,2715,33266,0.0,19.757077210379265,22.521902226287175,2.7648250159079097
stage79_00029121,paragliding-launch,q12,4,34,linear,0.1,6,3686,43381,30225,0.04137134552001953,0.028824806213378906,0.6967335930476476,13156,30,50,2561,27584,0.0,23.198224045815987,25.95930545809759,2.7610814122816016
stage79_00029121,paragliding-launch,q12,4,34,stage65_adapter,0.1,6,3686,43381,35380,0.04137134552001953,0.033740997314453125,0.815564417602176,8001,30,61,2664,32625,0.0,23.759360527461894,26.150010000217673,2.390649472755779
stage79_00025364,drift-chicane,q12,8,45,linear,0.1,6,3686,43381,27461,0.04137134552001953,0.02618885040283203,0.6330190636453747,15920,30,50,1581,25800,0.0,26.399781361142356,30.338045417645777,3.938264056503421
stage79_00025364,drift-chicane,q12,8,45,stage65_adapter,0.1,6,3686,43381,28574,0.04137134552001953,0.027250289916992188,0.658675456997303,14807,30,61,2290,26193,0.0,25.467248903841423,27.370114246425462,1.9028653425840396
stage79_00021327,bike-packing,q12,4,62,linear,0.1,6,3686,43381,29741,0.04137134552001953,0.02836322784423828,0.6855766349323437,13640,30,50,2094,27567,0.0,20.11987849808787,24.723450992549132,4.603572494461261
stage79_00021327,bike-packing,q12,4,62,stage65_adapter,0.1,6,3686,43381,34675,0.04137134552001953,0.03306865692138672,0.7993130633226527,8706,30,61,2235,32349,0.0,19.34940159363445,22.24680879043376,2.8974071967993105
stage79_00028827,motocross-jump,q12,8,4,linear,0.1,6,3686,43381,28758,0.04137134552001953,0.027425765991210938,0.6629169452064267,14623,30,50,2169,26509,0.0,16.775060677295528,19.241735256381332,2.4666745790858045
stage79_00028827,motocross-jump,q12,8,4,stage65_adapter,0.1,6,3686,43381,34361,0.04137134552001953,0.032769203186035156,0.7920748714875175,9020,30,61,2391,31879,0.0,17.094159823825635,19.454311140588448,2.3601513167628134
stage79_00030099,pigs,q12,8,46,linear,0.1,6,3686,43381,29887,0.04137134552001953,0.028502464294433594,0.688942163620018,13494,30,50,2754,27053,0.0,21.732090775828365,25.10250871718982,3.370417941361456
stage79_00030099,pigs,q12,8,46,stage65_adapter,0.1,6,3686,43381,35438,0.04137134552001953,0.03379631042480469,0.8169014084507042,7943,30,61,2776,32571,0.0,22.3593335219989,25.226315806306403,2.866982284307504
stage79_00030312,scooter-black,q12,4,9,linear,0.1,6,3686,43381,31021,0.04137134552001953,0.02958393096923828,0.7150826398653789,12360,30,51,2589,28351,0.0,14.652343043408337,18.433467192123725,3.7811241487153886
stage79_00030312,scooter-black,q12,4,9,stage65_adapter,0.1,6,3686,43381,36195,0.04137134552001953,0.03451824188232422,0.8343514441806321,7186,30,61,2600,33504,0.0,15.434216894202557,18.904052770199392,3.4698358759968357
stage79_00023175,car-roundabout,q12,4,13,linear,0.1,6,3686,43381,30756,0.04137134552001953,0.029331207275390625,0.7089739747815864,12625,30,50,2542,28134,0.0,16.508210720267936,20.66397225418216,4.155761533914223
stage79_00023175,car-roundabout,q12,4,13,stage65_adapter,0.1,6,3686,43381,35948,0.04137134552001953,0.034282684326171875,0.8286577072912105,7433,30,63,2518,33337,0.0,16.884595807870205,20.874788638333154,3.9901928304629486
stage79_00022805,camel,q12,4,71,linear,0.1,6,3686,43381,31321,0.04137134552001953,0.029870033264160156,0.721998109771559,12060,30,50,2911,28330,0.0,20.41785335949318,21.73491921376649,1.3170658542733094
stage79_00022805,camel,q12,4,71,stage65_adapter,0.1,6,3686,43381,36386,0.04137134552001953,0.03470039367675781,0.8387542933542335,6995,30,61,2891,33404,0.0,20.758812463148463,21.619253697603327,0.8604412344548642
stage79_00022369,breakdance,q12,4,73,linear,0.1,6,3686,43381,30074,0.04137134552001953,0.028680801391601562,0.6932528065282036,13307,30,50,1974,28020,0.0,20.044703091591103,24.793677480376136,4.748974388785033
stage79_00022369,breakdance,q12,4,73,stage65_adapter,0.1,6,3686,43381,34813,0.04137134552001953,0.03320026397705078,0.8024941794794956,8568,30,61,2121,32601,0.0,19.051722160716622,21.797893288102195,2.7461711273855727
stage79_00025078,dogs-jump,q12,8,42,linear,0.1,6,3686,43381,29712,0.04137134552001953,0.0283355712890625,0.6849081395080796,13669,30,50,1904,27728,0.0,22.08520025520246,28.232429200737936,6.147228945535478
stage79_00025078,dogs-jump,q12,8,42,stage65_adapter,0.1,6,3686,43381,34235,0.04137134552001953,0.03264904022216797,0.7891703741269219,9146,30,63,2241,31901,0.0,22.252634093590977,26.7872820930584,4.534647999467424
stage79_00030981,soapbox,q12,8,57,linear,0.1,6,3686,43381,30749,0.04137134552001953,0.02932453155517578,0.7088126138171089,12632,30,50,2591,28078,0.0,16.25051773703866,20.172749258005922,3.9222315209672622
stage79_00030981,soapbox,q12,8,57,stage65_adapter,0.1,6,3686,43381,36167,0.04137134552001953,0.034491539001464844,0.8337060003227219,7214,30,63,2666,33408,0.0,16.696019715925967,20.56315601263205,3.8671362967060823
stage79_00022433,breakdance,q12,8,65,linear,0.1,6,3686,43381,30338,0.04137134552001953,0.028932571411132812,0.6993384200456421,13043,30,50,1949,28309,0.0,19.346149610082964,24.595715034699246,5.249565424616282
stage79_00022433,breakdance,q12,8,65,stage65_adapter,0.1,6,3686,43381,34866,0.04137134552001953,0.03325080871582031,0.8037159124962541,8515,30,63,2031,32742,0.0,18.63584987317094,21.947455800948728,3.311605927777787
stage79_00023511,car-shadow,q12,8,34,linear,0.1,6,3686,43381,30194,0.04137134552001953,0.028795242309570312,0.6960189944906756,13187,30,50,2439,27675,0.0,17.123738820207816,21.064630772695093,3.940891952487277
stage79_00023511,car-shadow,q12,8,34,stage65_adapter,0.1,6,3686,43381,35557,0.04137134552001953,0.03390979766845703,0.8196445448468224,7824,30,63,2484,32980,0.0,17.829330321449966,21.630575302997173,3.8012449815472067
stage79_00025598,drift-straight,q12,8,27,linear,0.1,6,3686,43381,30118,0.04137134552001953,0.028722763061523438,0.6942670754477767,13263,30,50,2067,27971,0.0,12.112770578703312,14.68742050396257,2.5746499252592585
stage79_00025598,drift-straight,q12,8,27,stage65_adapter,0.1,6,3686,43381,35363,0.04137134552001953,0.03372478485107422,0.8151725409741591,8018,30,61,2120,33152,0.0,12.35589241770552,15.193461633121414,2.8375692154158934
stage79_00025021,dogs-jump,q12,4,37,linear,0.1,6,3686,43381,29511,0.04137134552001953,0.028143882751464844,0.6802747746709389,13870,30,50,1683,27748,0.0,21.78126460669034,29.34953147293063,7.56826686624029
stage79_00025021,dogs-jump,q12,4,37,stage65_adapter,0.1,6,3686,43381,33600,0.04137134552001953,0.03204345703125,0.7745326294921739,9781,30,61,2094,31415,0.0,21.814400999389708,27.655129395162984,5.840728395773276
stage79_00026686,horsejump-high,q12,8,25,linear,0.1,6,3686,43381,30865,0.04137134552001953,0.029435157775878906,0.7114865955141652,12516,30,51,2565,28219,0.0,16.668766143064666,20.987048839031004,4.318282695966339
stage79_00026686,horsejump-high,q12,8,25,stage65_adapter,0.1,6,3686,43381,35999,0.04137134552001953,0.034331321716308594,0.8298333371752611,7382,30,63,2588,33318,0.0,17.2170165704443,21.32146997456017,4.104453404115869
stage79_00021976,bmx-trees,q12,8,18,linear,0.1,6,3686,43381,30672,0.04137134552001953,0.0292510986328125,0.707037643207856,12709,30,50,2364,28228,0.0,15.584106597154907,17.955993864352934,2.3718872671980264
stage79_00021976,bmx-trees,q12,8,18,stage65_adapter,0.1,6,3686,43381,35394,0.04137134552001953,0.03375434875488281,0.8158871395311311,7987,30,61,2485,32818,0.0,15.701161007976992,18.164012377830755,2.4628513698537624
stage79_00026652,horsejump-high,q12,4,31,linear,0.1,6,3686,43381,30901,0.04137134552001953,0.02946949005126953,0.7123164519029068,12480,30,50,2575,28246,0.0,16.822479437002297,20.970680165309588,4.148200728307291
stage79_00026652,horsejump-high,q12,4,31,stage65_adapter,0.1,6,3686,43381,36250,0.04137134552001953,0.03457069396972656,0.8356192803300985,7131,30,61,2662,33497,0.0,17.626043748931515,21.514907745539077,3.8888639966075615
stage79_00021957,bmx-trees,q12,4,74,linear,0.1,6,3686,43381,31696,0.04137134552001953,0.0302276611328125,0.7306424471542842,11685,30,50,2866,28750,0.0,18.089135228674404,20.072679080878963,1.9835438522045585
stage79_00021957,bmx-trees,q12,4,74,stage65_adapter,0.1,6,3686,43381,36579,0.04137134552001953,0.03488445281982422,0.8432032456605426,6802,30,59,2814,33676,0.0,18.761331311978118,20.471478675532655,1.7101473635545368
stage79_00024716,dog,q12,4,49,linear,0.1,6,3686,43381,28676,0.04137134552001953,0.027347564697265625,0.6610267167654043,14705,30,50,2899,25697,0.0,20.55314454033093,23.399241338598827,2.8460967982678973
stage79_00024716,dog,q12,4,49,stage65_adapter,0.1,6,3686,43381,35196,0.04137134552001953,0.033565521240234375,0.8113229293930523,8185,30,63,2944,32159,0.0,20.898396620825686,23.486015083275632,2.587618462449946
stage79_00030549,shooting,q12,8,11,linear,0.1,6,3686,43381,29575,0.04137134552001953,0.028204917907714844,0.6817500749175907,13806,30,50,2243,27252,0.0,14.135037668845158,16.63652480156134,2.501487132716182
stage79_00030549,shooting,q12,8,11,stage65_adapter,0.1,6,3686,43381,35389,0.04137134552001953,0.03374958038330078,0.8157718816993614,7992,30,61,2569,32729,0.0,14.357924384713577,16.99890790733137,2.640983522617791
stage79_00027695,lab-coat,q12,4,9,linear,0.1,6,3686,43381,30239,0.04137134552001953,0.028838157653808594,0.6970563149766027,13142,30,50,2718,27441,0.0,20.643559554909594,23.57607129743593,2.932511742526337
stage79_00027695,lab-coat,q12,4,9,stage65_adapter,0.1,6,3686,43381,35771,0.04137134552001953,0.03411388397216797,0.8245775800465641,7610,30,61,2763,32917,0.0,21.562478177986414,23.670326538304273,2.1078483603178597
stage79_00028006,libby,q12,8,47,linear,0.1,6,3686,43381,31889,0.04137134552001953,0.030411720275878906,0.7350913994605933,11492,30,50,2774,29035,0.0,18.3377281721077,21.188733164799658,2.8510049926919585
stage79_00028006,libby,q12,8,47,stage65_adapter,0.1,6,3686,43381,36646,0.04137134552001953,0.03494834899902344,0.8447477006062561,6735,30,61,2801,33754,0.0,19.194181802589657,21.98825213264227,2.7940703300526124
stage79_00025989,goat,q12,8,41,linear,0.1,6,3686,43381,30706,0.04137134552001953,0.029283523559570312,0.7078213964638898,12675,30,50,3069,27557,0.0,17.494966685739925,19.83433293129299,2.339366245553066
stage79_00025989,goat,q12,8,41,stage65_adapter,0.1,6,3686,43381,36129,0.04137134552001953,0.034455299377441406,0.8328300408012724,7252,30,63,3061,32975,0.0,18.305187345148987,20.364060432982207,2.05887308783322
stage79_00030914,soapbox,q12,4,74,linear,0.1,6,3686,43381,30672,0.04137134552001953,0.0292510986328125,0.707037643207856,12709,30,50,2578,28014,0.0,16.109791306088365,19.40382199908036,3.2940306929919956
stage79_00030914,soapbox,q12,4,74,stage65_adapter,0.1,6,3686,43381,35947,0.04137134552001953,0.03428173065185547,0.8286346557248565,7434,30,61,2678,33178,0.0,16.53492380285827,19.96988811944133,3.4349643165830592
stage79_00027459,kite-surf,q12,4,14,linear,0.1,6,3686,43381,30554,0.04137134552001953,0.029138565063476562,0.7043175583780918,12827,30,50,2362,28112,0.0,23.94703490001417,26.979948950871403,3.032914050857233
stage79_00027459,kite-surf,q12,4,14,stage65_adapter,0.1,6,3686,43381,35284,0.04137134552001953,0.033649444580078125,0.8133514672321984,8097,30,61,2506,32687,0.0,24.747071630234952,27.269643592017772,2.5225719617828197
stage79_00028246,loading,q12,8,41,linear,0.1,6,3686,43381,31183,0.04137134552001953,0.029738426208496094,0.7188169936147161,12198,30,50,2726,28377,0.0,17.04861274654284,20.64622705371748,3.5976143071746414
stage79_00028246,loading,q12,8,41,stage65_adapter,0.1,6,3686,43381,36268,0.04137134552001953,0.034587860107421875,0.8360342085244692,7113,30,63,2715,33460,0.0,17.67668937302034,20.593743736210335,2.917054363189994
stage79_00023459,car-shadow,q12,4,9,linear,0.1,6,3686,43381,30190,0.04137134552001953,0.028791427612304688,0.6959267882252599,13191,30,50,2413,27697,0.0,18.38800134232309,22.907634278096218,4.519632935773128
stage79_00023459,car-shadow,q12,4,9,stage65_adapter,0.1,6,3686,43381,35428,0.04137134552001953,0.033786773681640625,0.8166708927871649,7953,30,61,2469,32868,0.0,19.168512306678732,23.272183610414796,4.103671303736064
stage79_00030007,pigs,q12,4,9,linear,0.1,6,3686,43381,29014,0.04137134552001953,0.027669906616210938,0.6688181461930338,14367,30,51,2903,26030,0.0,25.715259305497913,28.14242760138618,2.4271682958882685
stage79_00030007,pigs,q12,4,9,stage65_adapter,0.1,6,3686,43381,34578,0.04137134552001953,0.03297615051269531,0.7970770613863212,8803,30,61,2869,31618,0.0,25.841164627687082,27.530741639381418,1.689577011694336
stage79_00028800,motocross-jump,q12,4,7,linear,0.1,6,3686,43381,29205,0.04137134552001953,0.02785205841064453,0.6732209953666352,14176,30,50,2141,26984,0.0,18.376344827538333,22.14314585829915,3.766801030760817
stage79_00028800,motocross-jump,q12,4,7,stage65_adapter,0.1,6,3686,43381,34830,0.04137134552001953,0.03321647644042969,0.8028860561075125,8551,30,63,2350,32387,0.0,18.650873253481254,22.23517209880128,3.584298845320024
stage79_00024333,dance-twirl,q12,4,39,linear,0.1,6,3686,43381,30594,0.04137134552001953,0.029176712036132812,0.7052396210322491,12787,30,50,2669,27845,0.0,18.05110338002682,21.808003689711914,3.7569003096850935
stage79_00024333,dance-twirl,q12,4,39,stage65_adapter,0.1,6,3686,43381,36126,0.04137134552001953,0.03445243835449219,0.8327608861022107,7255,30,61,2741,33294,0.0,18.662794997512293,21.790653317910362,3.1278583203980688
stage79_00023241,car-roundabout,q12,8,23,linear,0.1,6,3686,43381,30862,0.04137134552001953,0.029432296752929688,0.7114174408151034,12519,30,50,2547,28235,0.0,16.400101719138036,20.244045191301016,3.84394347216298
stage79_00023241,car-roundabout,q12,8,23,stage65_adapter,0.1,6,3686,43381,36034,0.04137134552001953,0.03436470031738281,0.8306401419976488,7347,30,63,2548,33393,0.0,16.89197174642272,20.384276960364993,3.4923052139422737
stage79_00021653,blackswan,q12,8,46,linear,0.1,6,3686,43381,31325,0.04137134552001953,0.02987384796142578,0.7220903160369747,12056,30,50,2786,28459,0.0,19.603467368680313,22.164372117970288,2.560904749289975
stage79_00021653,blackswan,q12,8,46,stage65_adapter,0.1,6,3686,43381,36306,0.04137134552001953,0.03462409973144531,0.8369101680459187,7075,30,61,2781,33434,0.0,20.311266742808694,22.633465650225094,2.3221989074164
stage79_00029600,parkour,q12,4,67,linear,0.1,6,3686,43381,30383,0.04137134552001953,0.028975486755371094,0.7003757405315691,12998,30,50,2914,27389,0.0,17.068451598979532,19.289375917912896,2.2209243189333634
stage79_00029600,parkour,q12,4,67,stage65_adapter,0.1,6,3686,43381,35999,0.04137134552001953,0.034331321716308594,0.8298333371752611,7382,30,61,2913,32995,0.0,17.687750745023713,19.685444547340673,1.9976938023169595
stage79_00029178,paragliding-launch,q12,8,27,linear,0.1,6,3686,43381,30646,0.04137134552001953,0.029226303100585938,0.7064383024826537,12735,30,50,2574,27992,0.0,21.863542003382662,24.862307438647868,2.998765435265206
stage79_00029178,paragliding-launch,q12,8,27,stage65_adapter,0.1,6,3686,43381,35591,0.04137134552001953,0.033942222595214844,0.8204282981028561,7790,30,61,2691,32809,0.0,22.316773887834472,25.08646905037198,2.7696951625375092
