policy_name,policy_type,task_count,mean_selected_sideinfo_psnr,mean_endpoint_sideinfo_psnr,mean_gain_vs_endpoint,mean_teacher_oracle_sideinfo_psnr,mean_gap_to_teacher_oracle_psnr,selected_candidate_counts
render_aware_group_switch_v1,metadata_group_switch,120,20.346872347170144,20.316812710325646,0.030059636844502392,22.010204667924707,-1.6633323207545507,endpoint_diff_baseline:60;shared_energy_regression:60
