reference_gap,target_middle_psnr,q12_adapter_middle_psnr,q16_adapter_middle_psnr,float32_adapter_middle_psnr,q12_dense_direct_middle_psnr,q16_dense_direct_middle_psnr,float32_dense_direct_middle_psnr,q16_minus_q12_adapter_middle_psnr,float32_minus_q12_adapter_middle_psnr,float32_dense_minus_float32_adapter_middle_psnr,float32_adapter_gap_to_target,float32_dense_gap_to_target,decision
4,23.004337221027775,18.25528373980314,18.255332804105823,18.255332640417755,29.722410525860948,29.749435689288717,29.749654363336436,4.9064302682921834e-05,4.890061461537698e-05,11.49432172291868,-4.74900458061002,6.745317142308661,model_training_or_sideinfo_required
8,21.56004909948801,17.06788939572344,17.067879472412265,17.067872741131573,29.718262412631926,29.745294520564382,29.74550454012203,-9.92331117544154e-06,-1.6654591867393265e-05,12.677631798990458,-4.492176358356435,8.185455440634023,model_training_or_sideinfo_required
