step,sample,frame_gap,target_frame_index,normalized_time,rgb_mse,rgb_psnr
1,n3dv,4,2,0.5,0.002875811653211713,25.41239560795898
2,n3dv,4,6,0.5,0.0025512068532407284,25.932543271295398
3,n3dv,4,2,0.5,0.0027694874443113804,25.576005994209424
4,n3dv,4,6,0.5,0.0024442733265459538,26.118502315008936
