task_id,sequence,gap,left_index,target_index,right_index,normalized_time,vote_count,selector_score,selected_for_extra_keyframe,hard_quality_label,high_payload_label,stage158_psnr,stage158_lpips,payload_bytes,rgb_motion_proxy_score,rgb_mad_linear_interp_target,rgb_mad_left_right,edge_mad_left_right,hist_chi_left_right
stage79_00022430,breakdance,8,56,61,64,0.625,0,0.280672268907563,0,1,0,25.42756354330215,0.17937248945236206,155857.0,0.16464371731469804,0.046068232506513596,0.07045207917690277,0.17548255622386932,0.003102919051820814
stage79_00027472,kite-surf,4,28,31,32,0.75,0,0.27226890756302524,0,0,0,32.172246610110015,0.10853549838066101,215418.0,0.15382554298087006,0.03380215913057327,0.0659630075097084,0.16775760054588318,0.005098348303679578
stage79_00024365,dance-twirl,4,80,82,84,0.5,1,1.5697478991596638,1,1,0,27.389016543533767,0.2247844934463501,215387.0,0.2853941174569279,0.08818760514259338,0.12059684097766876,0.28927335143089294,0.00478105964809848
stage79_00021988,bmx-trees,8,24,31,32,0.875,3,3.665546218487395,1,0,1,32.928300295189196,0.09058301895856857,250631.0,0.34059354488716104,0.11639012396335602,0.15502150356769562,0.2054043561220169,0.01423527763841412
stage79_00030895,soapbox,4,48,49,52,0.25,4,4.695798319327731,1,0,1,30.851491404380763,0.10691956430673599,236226.0,0.33660993325704214,0.08882862329483032,0.15293948352336884,0.2925838530063629,0.01634542941438799
stage79_00027694,lab-coat,4,4,7,8,0.75,0,0.41848739495798315,0,0,0,27.62454827465259,0.2015841156244278,218917.0,0.2104878330908675,0.051459603011608124,0.08762313425540924,0.23396451771259308,0.011429175063560875
stage79_00023928,cows,8,40,42,48,0.25,1,1.519327731092437,1,1,0,24.676416846228694,0.21696004271507263,215843.0,0.2888373172714991,0.07786985486745834,0.11771057546138763,0.3131718933582306,0.0010453058747704864
stage79_00021315,bike-packing,4,44,46,48,0.5,2,2.6638655462184877,1,1,0,25.72814190108804,0.19889308512210846,211478.0,0.33582482283479986,0.08205714076757431,0.13557389378547668,0.3363606333732605,0.012137164838131601
stage79_00028835,motocross-jump,8,8,13,16,0.625,4,4.776470588235294,1,1,1,31.063829825022648,0.3191358745098114,263358.0,0.38213216583189863,0.14251607656478882,0.18602244555950165,0.16781707108020782,0.1418326747988629
stage79_00025591,drift-straight,8,16,19,24,0.375,5,5.9714285714285715,1,0,1,30.242848185595204,0.11668480932712555,260238.0,0.5688937825766242,0.1745232790708542,0.2553001642227173,0.45970678329467773,0.12464223113691919
stage79_00023829,cows,4,16,19,20,0.75,1,1.4470588235294117,1,1,1,24.70318608724209,0.20844119787216187,225030.0,0.25732264631838847,0.06646450608968735,0.1047738641500473,0.2983238995075226,0.0005818544340613502
