budget_label,budget_bytes,chosen_cost_bytes,target_count,oracle_mean_corrected_psnr,fixed_mean_corrected_psnr,delta_psnr_vs_fixed,chosen_settings
topk_keep0p05_q6,8893010,8893010,61,23.104662593777928,23.104662593777928,0.0,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p05_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p05_q6;bike-packing:00016:00020:gap4=topk_keep0p05_q6;bike-packing:00016:00024:gap8=topk_keep0p05_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6
topk_keep0p1_q6,9764534,9761325,61,24.4543097775874,24.43813548907444,0.016174288512960544,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p1_q6;bike-packing:00000:00012:gap12=topk_keep0p1_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p1_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p1_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p2_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p1_q6
topk_keep0p2_q6,11344328,11344328,61,25.73203365395984,25.73203365395984,0.0,bike-packing:00000:00004:gap4=topk_keep0p2_q6;bike-packing:00000:00008:gap8=topk_keep0p2_q6;bike-packing:00000:00012:gap12=topk_keep0p2_q6;bike-packing:00004:00008:gap4=topk_keep0p2_q6;bike-packing:00008:00012:gap4=topk_keep0p2_q6;bike-packing:00008:00016:gap8=topk_keep0p2_q6;bike-packing:00012:00016:gap4=topk_keep0p2_q6;bike-packing:00012:00024:gap12=topk_keep0p2_q6;bike-packing:00016:00020:gap4=topk_keep0p2_q6;bike-packing:00016:00024:gap8=topk_keep0p2_q6;bike-packing:00020:00024:gap4=topk_keep0p2_q6
