setting_label,edge_count,target_count,total_cost_bytes,total_cost_mib,total_residual_payload_bytes,mean_corrected_psnr,mean_delta_psnr_vs_base,score_sum_psnr
topk_keep0p05_q6,11,61,8893010,8.481035232543945,976851.0,23.104662593777928,2.8786575187184025,1409.3844182204537
topk_keep0p1_q6,11,61,9764534,9.312185287475586,1848375.0,24.43813548907444,4.212130414014913,1490.7262648335409
topk_keep0p2_q6,11,61,11344328,10.818794250488281,3428169.0,25.73203365395984,5.5060285789003105,1569.6540528915502
