schedule,component,bytes,mib,mib_per_frame,fraction_of_total
uniform_gap8,q12_schedule_packed_keyframes,210098951.0,200.36597347259521,0.10023310328794158,0.3633395900688546
uniform_gap8,stage158_residual_payloads,368145084.0,351.0905113220215,0.1756330721971093,0.6366604082017717
uniform_gap8,schedule_metadata,1.0,9.5367431640625e-07,4.770756960511505e-10,1.729373651507925e-09
stage165_adaptive,q12_schedule_packed_keyframes,257586133.0,245.6532793045044,0.12288808369409925,0.4226692029956251
stage165_adaptive,stage158_residual_payloads,351840797.0,335.5415315628052,0.16785469312796658,0.5773302604350038
stage165_adaptive,schedule_metadata,327.0,0.00031185150146484375,1.5600375260872624e-07,5.365693710676942e-07
uniform_gap4,q12_schedule_packed_keyframes,385657561.0,367.79171085357666,0.18398784935146406,0.5562428167530913
uniform_gap4,stage158_residual_payloads,307668355.0,293.41540813446045,0.1467810946145375,0.44375718180458557
uniform_gap4,schedule_metadata,1.0,9.5367431640625e-07,4.770756960511505e-10,1.4423231203111077e-09
