frontier_index,cost_bytes,cost_mib,target_count,mean_corrected_psnr,score_sum_psnr,chosen_settings
450,18618773,17.756245613098145,122,22.349397155254042,2726.626452940993,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p05_q6;parkour:00008:00016:gap8=topk_keep0p05_q6;parkour:00012:00016:gap4=topk_keep0p1_q6;parkour:00012:00024:gap12=topk_keep0p1_q6;parkour:00016:00020:gap4=topk_keep0p05_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p2_q6
451,18618864,17.756332397460938,122,22.35261987292916,2727.0196244973577,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p05_q6;parkour:00008:00016:gap8=topk_keep0p05_q6;parkour:00012:00016:gap4=topk_keep0p05_q6;parkour:00012:00024:gap12=topk_keep0p1_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p2_q6
452,18624052,17.761280059814453,122,22.354112073105203,2727.201672918835,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p1_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p05_q6;parkour:00008:00016:gap8=topk_keep0p05_q6;parkour:00012:00016:gap4=topk_keep0p1_q6;parkour:00012:00024:gap12=topk_keep0p1_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p1_q6
453,18624331,17.76154613494873,122,22.35532518027811,2727.3496719939294,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p1_q6;parkour:00008:00016:gap8=topk_keep0p05_q6;parkour:00012:00016:gap4=topk_keep0p1_q6;parkour:00012:00024:gap12=topk_keep0p1_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p1_q6
454,18624585,17.761788368225098,122,22.35559538937627,2727.382637503905,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p1_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p05_q6;parkour:00008:00016:gap8=topk_keep0p05_q6;parkour:00012:00016:gap4=topk_keep0p1_q6;parkour:00012:00024:gap12=topk_keep0p1_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p1_q6
455,18629937,17.766892433166504,122,22.355929518655476,2727.423401275968,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p1_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p1_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p1_q6;parkour:00008:00016:gap8=topk_keep0p05_q6;parkour:00012:00016:gap4=topk_keep0p1_q6;parkour:00012:00024:gap12=topk_keep0p05_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p2_q6
456,18630277,17.767216682434082,122,22.357892512717576,2727.6628865515445,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p1_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p1_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p1_q6;parkour:00008:00016:gap8=topk_keep0p05_q6;parkour:00012:00016:gap4=topk_keep0p1_q6;parkour:00012:00024:gap12=topk_keep0p05_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p2_q6
457,18634345,17.771096229553223,122,22.358659875052243,2727.7565047563735,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p05_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p05_q6;parkour:00008:00016:gap8=topk_keep0p1_q6;parkour:00012:00016:gap4=topk_keep0p1_q6;parkour:00012:00024:gap12=topk_keep0p05_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p2_q6;parkour:00020:00024:gap4=topk_keep0p2_q6
458,18639000,17.775535583496094,122,22.360274651462667,2727.9535074784453,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p1_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p05_q6;parkour:00008:00016:gap8=topk_keep0p1_q6;parkour:00012:00016:gap4=topk_keep0p05_q6;parkour:00012:00024:gap12=topk_keep0p1_q6;parkour:00016:00020:gap4=topk_keep0p05_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p1_q6
459,18639069,17.775601387023926,122,22.360562328140624,2727.988604033156,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p1_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p05_q6;parkour:00008:00016:gap8=topk_keep0p1_q6;parkour:00012:00016:gap4=topk_keep0p05_q6;parkour:00012:00024:gap12=topk_keep0p1_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p05_q6
460,18639279,17.77580165863037,122,22.361487758635576,2728.1015065535403,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p1_q6;parkour:00008:00016:gap8=topk_keep0p1_q6;parkour:00012:00016:gap4=topk_keep0p05_q6;parkour:00012:00024:gap12=topk_keep0p1_q6;parkour:00016:00020:gap4=topk_keep0p05_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p1_q6
461,18639348,17.775867462158203,122,22.361775435313533,2728.136603108251,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p1_q6;parkour:00008:00016:gap8=topk_keep0p1_q6;parkour:00012:00016:gap4=topk_keep0p05_q6;parkour:00012:00024:gap12=topk_keep0p1_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p05_q6
462,18639512,17.776023864746094,122,22.363035682381465,2728.290353250539,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p05_q6;parkour:00008:00016:gap8=topk_keep0p1_q6;parkour:00012:00016:gap4=topk_keep0p1_q6;parkour:00012:00024:gap12=topk_keep0p1_q6;parkour:00016:00020:gap4=topk_keep0p05_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p1_q6
463,18639581,17.776089668273926,122,22.363323359059425,2728.3254498052497,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p05_q6;parkour:00008:00016:gap8=topk_keep0p1_q6;parkour:00012:00016:gap4=topk_keep0p1_q6;parkour:00012:00024:gap12=topk_keep0p1_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p05_q6
464,18639603,17.776110649108887,122,22.36625840005658,2728.683524806903,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p05_q6;parkour:00008:00016:gap8=topk_keep0p1_q6;parkour:00012:00016:gap4=topk_keep0p05_q6;parkour:00012:00024:gap12=topk_keep0p1_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p1_q6
465,18644955,17.781214714050293,122,22.366592529335787,2728.724288578966,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p1_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p1_q6;parkour:00008:00016:gap8=topk_keep0p1_q6;parkour:00012:00016:gap4=topk_keep0p05_q6;parkour:00012:00024:gap12=topk_keep0p05_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p2_q6
466,18645188,17.781436920166016,122,22.36814045308168,2728.913135275965,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p1_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p05_q6;parkour:00008:00016:gap8=topk_keep0p1_q6;parkour:00012:00016:gap4=topk_keep0p1_q6;parkour:00012:00024:gap12=topk_keep0p05_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p2_q6
467,18645295,17.78153896331787,122,22.368555523397895,2728.963773854543,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p1_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p1_q6;parkour:00008:00016:gap8=topk_keep0p1_q6;parkour:00012:00016:gap4=topk_keep0p05_q6;parkour:00012:00024:gap12=topk_keep0p05_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p2_q6
468,18645528,17.781761169433594,122,22.370103447143784,2729.1526205515415,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p1_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p05_q6;parkour:00008:00016:gap8=topk_keep0p1_q6;parkour:00012:00016:gap4=topk_keep0p1_q6;parkour:00012:00024:gap12=topk_keep0p05_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p2_q6
469,18645807,17.78202724456787,122,22.37131655431669,2729.300619626636,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p1_q6;parkour:00008:00016:gap8=topk_keep0p1_q6;parkour:00012:00016:gap4=topk_keep0p1_q6;parkour:00012:00024:gap12=topk_keep0p05_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p2_q6
470,18646061,17.78226947784424,122,22.371586763414847,2729.3335851366114,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p1_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p05_q6;parkour:00008:00016:gap8=topk_keep0p1_q6;parkour:00012:00016:gap4=topk_keep0p1_q6;parkour:00012:00024:gap12=topk_keep0p05_q6;parkour:00016:00020:gap4=topk_keep0p1_q6;parkour:00016:00024:gap8=topk_keep0p1_q6;parkour:00020:00024:gap4=topk_keep0p2_q6
471,18650232,17.78624725341797,122,22.372792532512914,2729.4806889665756,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p05_q6;parkour:00008:00016:gap8=topk_keep0p05_q6;parkour:00012:00016:gap4=topk_keep0p1_q6;parkour:00012:00024:gap12=topk_keep0p05_q6;parkour:00016:00020:gap4=topk_keep0p05_q6;parkour:00016:00024:gap8=topk_keep0p2_q6;parkour:00020:00024:gap4=topk_keep0p2_q6
