budget_label,budget_bytes,chosen_cost_bytes,target_count,oracle_mean_corrected_psnr,fixed_mean_corrected_psnr,delta_psnr_vs_fixed,chosen_settings
topk_keep0p05_q6,17777952,17777952,122,21.632219013305335,21.63221901330533,3.552713678800501e-15,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p05_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p05_q6;bike-packing:00008:00016:gap8=topk_keep0p05_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p05_q6;bike-packing:00016:00020:gap4=topk_keep0p05_q6;bike-packing:00016:00024:gap8=topk_keep0p05_q6;bike-packing:00020:00024:gap4=topk_keep0p05_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p05_q6;parkour:00008:00016:gap8=topk_keep0p05_q6;parkour:00012:00016:gap4=topk_keep0p05_q6;parkour:00012:00024:gap12=topk_keep0p05_q6;parkour:00016:00020:gap4=topk_keep0p05_q6;parkour:00016:00024:gap8=topk_keep0p05_q6;parkour:00020:00024:gap4=topk_keep0p05_q6
topk_keep0p1_q6,19538702,19527034,122,23.068662816073218,22.999679901928367,0.06898291414485058,bike-packing:00000:00004:gap4=topk_keep0p05_q6;bike-packing:00000:00008:gap8=topk_keep0p05_q6;bike-packing:00000:00012:gap12=topk_keep0p1_q6;bike-packing:00004:00008:gap4=topk_keep0p05_q6;bike-packing:00008:00012:gap4=topk_keep0p1_q6;bike-packing:00008:00016:gap8=topk_keep0p1_q6;bike-packing:00012:00016:gap4=topk_keep0p05_q6;bike-packing:00012:00024:gap12=topk_keep0p1_q6;bike-packing:00016:00020:gap4=topk_keep0p1_q6;bike-packing:00016:00024:gap8=topk_keep0p1_q6;bike-packing:00020:00024:gap4=topk_keep0p1_q6;parkour:00000:00004:gap4=topk_keep0p05_q6;parkour:00000:00008:gap8=topk_keep0p05_q6;parkour:00000:00012:gap12=topk_keep0p05_q6;parkour:00004:00008:gap4=topk_keep0p05_q6;parkour:00008:00012:gap4=topk_keep0p1_q6;parkour:00008:00016:gap8=topk_keep0p05_q6;parkour:00012:00016:gap4=topk_keep0p1_q6;parkour:00012:00024:gap12=topk_keep0p2_q6;parkour:00016:00020:gap4=topk_keep0p2_q6;parkour:00016:00024:gap8=topk_keep0p2_q6;parkour:00020:00024:gap4=topk_keep0p2_q6
topk_keep0p2_q6,22782640,22782640,122,24.83158527312851,24.831585273128514,-3.552713678800501e-15,bike-packing:00000:00004:gap4=topk_keep0p2_q6;bike-packing:00000:00008:gap8=topk_keep0p2_q6;bike-packing:00000:00012:gap12=topk_keep0p2_q6;bike-packing:00004:00008:gap4=topk_keep0p2_q6;bike-packing:00008:00012:gap4=topk_keep0p2_q6;bike-packing:00008:00016:gap8=topk_keep0p2_q6;bike-packing:00012:00016:gap4=topk_keep0p2_q6;bike-packing:00012:00024:gap12=topk_keep0p2_q6;bike-packing:00016:00020:gap4=topk_keep0p2_q6;bike-packing:00016:00024:gap8=topk_keep0p2_q6;bike-packing:00020:00024:gap4=topk_keep0p2_q6;parkour:00000:00004:gap4=topk_keep0p2_q6;parkour:00000:00008:gap8=topk_keep0p2_q6;parkour:00000:00012:gap12=topk_keep0p2_q6;parkour:00004:00008:gap4=topk_keep0p2_q6;parkour:00008:00012:gap4=topk_keep0p2_q6;parkour:00008:00016:gap8=topk_keep0p2_q6;parkour:00012:00016:gap4=topk_keep0p2_q6;parkour:00012:00024:gap12=topk_keep0p2_q6;parkour:00016:00020:gap4=topk_keep0p2_q6;parkour:00016:00024:gap8=topk_keep0p2_q6;parkour:00020:00024:gap4=topk_keep0p2_q6
