representation,bits,measurement_key,sequence,frame_index,psnr,ssim,ms_ssim,lpips,status,error
q16_keyframe,16,keyframe::bike-packing:00033,bike-packing,33,25.238300133160173,0.8503270149230957,0.9864428043365479,0.17216190695762634,ok,
q16_keyframe,16,keyframe::bike-packing:00034,bike-packing,34,25.20310661775047,0.848983108997345,0.9863042831420898,0.17565888166427612,ok,
q16_keyframe,16,keyframe::bike-packing:00035,bike-packing,35,25.324236609355847,0.8525441288948059,0.9865626692771912,0.1709851622581482,ok,
q16_keyframe,16,keyframe::bike-packing:00036,bike-packing,36,25.132625426588632,0.8456627726554871,0.9858957529067993,0.17275100946426392,ok,
q16_keyframe,16,keyframe::bike-packing:00037,bike-packing,37,25.22377220915866,0.8494619727134705,0.986068069934845,0.17404180765151978,ok,
q16_keyframe,16,keyframe::bike-packing:00038,bike-packing,38,25.244172969376617,0.8477804064750671,0.9861006736755371,0.1754920929670334,ok,
q16_keyframe,16,keyframe::bike-packing:00039,bike-packing,39,25.76059429070242,0.8635386824607849,0.9873104691505432,0.16289106011390686,ok,
q16_keyframe,16,keyframe::bike-packing:00040,bike-packing,40,25.901924432891636,0.8644987940788269,0.9874311685562134,0.16285566985607147,ok,
q16_keyframe,16,keyframe::bike-packing:00041,bike-packing,41,25.865263531562654,0.8687192797660828,0.987754225730896,0.15958642959594727,ok,
q16_keyframe,16,keyframe::bike-packing:00042,bike-packing,42,25.732886971578996,0.8631728291511536,0.9873435497283936,0.15918000042438507,ok,
q16_keyframe,16,keyframe::bike-packing:00043,bike-packing,43,25.434282977400294,0.853892982006073,0.9869460463523865,0.17224588990211487,ok,
q16_keyframe,16,keyframe::bike-packing:00044,bike-packing,44,25.310359101690658,0.8533709645271301,0.9868423938751221,0.16738173365592957,ok,
q16_keyframe,16,keyframe::bike-packing:00045,bike-packing,45,25.74485019367778,0.8601219058036804,0.9872401356697083,0.1610071063041687,ok,
q16_keyframe,16,keyframe::bike-packing:00046,bike-packing,46,26.220063254069252,0.8612244725227356,0.9875937104225159,0.15976884961128235,ok,
q16_keyframe,16,keyframe::bike-packing:00047,bike-packing,47,27.30804095760132,0.8868487477302551,0.9898609519004822,0.14853927493095398,ok,
q16_keyframe,16,keyframe::bike-packing:00048,bike-packing,48,27.543150617868367,0.8803066611289978,0.989364504814148,0.15728777647018433,ok,
q16_keyframe,16,keyframe::bike-packing:00049,bike-packing,49,27.555118006350007,0.8786514401435852,0.9892259836196899,0.16547301411628723,ok,
q16_keyframe,16,keyframe::bike-packing:00050,bike-packing,50,27.515520065803784,0.875462532043457,0.9889656901359558,0.16508632898330688,ok,
q16_keyframe,16,keyframe::bike-packing:00051,bike-packing,51,27.34173816893149,0.8719236254692078,0.9884263277053833,0.16463400423526764,ok,
q16_keyframe,16,keyframe::bike-packing:00052,bike-packing,52,27.045446505407504,0.8628464341163635,0.9878979325294495,0.1776769608259201,ok,
q16_keyframe,16,keyframe::bike-packing:00053,bike-packing,53,26.80917065452434,0.8629053235054016,0.9877753257751465,0.17793546617031097,ok,
q16_keyframe,16,keyframe::bike-packing:00054,bike-packing,54,26.599761341654435,0.8564338684082031,0.9870656132698059,0.1824428141117096,ok,
q16_keyframe,16,keyframe::bike-packing:00055,bike-packing,55,26.500331123057812,0.8566460609436035,0.987097442150116,0.1806941032409668,ok,
q16_keyframe,16,keyframe::bike-packing:00056,bike-packing,56,26.194432654238653,0.8497109413146973,0.986504852771759,0.18408416211605072,ok,
q16_keyframe,16,keyframe::bike-packing:00057,bike-packing,57,26.5313620197194,0.8551723957061768,0.9869477152824402,0.17881052196025848,ok,
q16_keyframe,16,keyframe::bike-packing:00058,bike-packing,58,26.43176708129966,0.8543174862861633,0.9870830774307251,0.1816542148590088,ok,
q16_keyframe,16,keyframe::bike-packing:00059,bike-packing,59,26.573169771774396,0.8559763431549072,0.9871546626091003,0.18011067807674408,ok,
q16_keyframe,16,keyframe::bike-packing:00060,bike-packing,60,26.46258783933967,0.8517243266105652,0.9866477847099304,0.17904801666736603,ok,
q16_keyframe,16,keyframe::bike-packing:00061,bike-packing,61,26.363172637901535,0.8527688980102539,0.9866117835044861,0.18007320165634155,ok,
q16_keyframe,16,keyframe::bike-packing:00062,bike-packing,62,26.23696959604529,0.8496816158294678,0.9863744378089905,0.18176031112670898,ok,
q16_keyframe,16,keyframe::bike-packing:00063,bike-packing,63,26.24097063325354,0.8522875308990479,0.9865763187408447,0.1812182515859604,ok,
q16_keyframe,16,keyframe::bike-packing:00064,bike-packing,64,26.169263823089214,0.8501569628715515,0.9863129258155823,0.17729300260543823,ok,
q16_keyframe,16,keyframe::bike-packing:00065,bike-packing,65,26.10920343219268,0.8514578938484192,0.9864609837532043,0.18083497881889343,ok,
q16_keyframe,16,keyframe::bike-packing:00066,bike-packing,66,26.059518288613546,0.84939044713974,0.9862973690032959,0.18186044692993164,ok,
q16_keyframe,16,keyframe::bike-packing:00067,bike-packing,67,26.035093615730133,0.8516607284545898,0.9865075945854187,0.18018686771392822,ok,
q16_keyframe,16,keyframe::bike-packing:00068,bike-packing,68,25.916728409454354,0.8485473990440369,0.9862396121025085,0.1807934194803238,ok,
q16_keyframe,16,keyframe::blackswan:00000,blackswan,0,30.069417921779827,0.8868605494499207,0.9886279106140137,0.14621123671531677,ok,
q16_keyframe,16,keyframe::blackswan:00001,blackswan,1,30.115854907848547,0.890998899936676,0.9890322089195251,0.14205129444599152,ok,
q16_keyframe,16,keyframe::blackswan:00002,blackswan,2,30.087435335106193,0.8926604390144348,0.9892131686210632,0.14950022101402283,ok,
q16_keyframe,16,keyframe::blackswan:00003,blackswan,3,29.99636261982882,0.8933689594268799,0.9893404245376587,0.1463513821363449,ok,
q16_keyframe,16,keyframe::blackswan:00004,blackswan,4,30.04659791828967,0.893618106842041,0.9894750118255615,0.14703026413917542,ok,
q16_keyframe,16,keyframe::blackswan:00005,blackswan,5,29.868446494300716,0.8886143565177917,0.9891844987869263,0.14942830801010132,ok,
q16_keyframe,16,keyframe::blackswan:00006,blackswan,6,29.815802167834992,0.8853055834770203,0.9889044761657715,0.15398664772510529,ok,
q16_keyframe,16,keyframe::blackswan:00007,blackswan,7,29.98332528469939,0.8887398838996887,0.9892814755439758,0.1447908580303192,ok,
q16_keyframe,16,keyframe::blackswan:00008,blackswan,8,29.954471667698208,0.8894531726837158,0.989054799079895,0.14533403515815735,ok,
q16_keyframe,16,keyframe::blackswan:00009,blackswan,9,29.84632740779393,0.887382447719574,0.9889512062072754,0.15013377368450165,ok,
q16_keyframe,16,keyframe::blackswan:00010,blackswan,10,30.120159580091833,0.8909189105033875,0.9892334938049316,0.14822512865066528,ok,
q16_keyframe,16,keyframe::blackswan:00011,blackswan,11,30.193329943598826,0.8915386199951172,0.9892475008964539,0.14704206585884094,ok,
q16_keyframe,16,keyframe::blackswan:00012,blackswan,12,30.139622477702336,0.8896134495735168,0.9891735315322876,0.1524830460548401,ok,
q16_keyframe,16,keyframe::blackswan:00013,blackswan,13,30.845239140554312,0.9046451449394226,0.9904104471206665,0.1326877623796463,ok,
q16_keyframe,16,keyframe::blackswan:00014,blackswan,14,31.009626548879424,0.9034323692321777,0.9904608130455017,0.1359921097755432,ok,
q16_keyframe,16,keyframe::blackswan:00015,blackswan,15,30.929748296738122,0.9003046154975891,0.9901316165924072,0.13837435841560364,ok,
q16_keyframe,16,keyframe::blackswan:00016,blackswan,16,31.052578953795056,0.9044027924537659,0.9904940128326416,0.13519304990768433,ok,
q16_keyframe,16,keyframe::blackswan:00017,blackswan,17,30.79268882532117,0.9022929668426514,0.9902921319007874,0.13973015546798706,ok,
q16_keyframe,16,keyframe::blackswan:00018,blackswan,18,30.390020162277423,0.8952159881591797,0.9894874095916748,0.1501418650150299,ok,
q16_keyframe,16,keyframe::blackswan:00019,blackswan,19,30.402375240824796,0.8980230689048767,0.9896382093429565,0.13959969580173492,ok,
q16_keyframe,16,keyframe::blackswan:00020,blackswan,20,30.33626442990893,0.8972333073616028,0.9895392656326294,0.13871988654136658,ok,
q16_keyframe,16,keyframe::blackswan:00021,blackswan,21,30.23046304183563,0.8946254253387451,0.9892839193344116,0.14441801607608795,ok,
q16_keyframe,16,keyframe::blackswan:00022,blackswan,22,30.507329581402725,0.9005632400512695,0.9899020195007324,0.13865645229816437,ok,
q16_keyframe,16,keyframe::blackswan:00023,blackswan,23,30.529125393945957,0.901836633682251,0.9898480772972107,0.13657411932945251,ok,
q16_keyframe,16,keyframe::blackswan:00024,blackswan,24,30.585990890390526,0.9015786647796631,0.9897571802139282,0.1381051391363144,ok,
q16_keyframe,16,keyframe::blackswan:00025,blackswan,25,30.737227509577533,0.904570996761322,0.9901863932609558,0.13360947370529175,ok,
q16_keyframe,16,keyframe::blackswan:00026,blackswan,26,30.72153486395298,0.9036688804626465,0.9902899861335754,0.13808828592300415,ok,
q16_keyframe,16,keyframe::blackswan:00027,blackswan,27,30.404940499098654,0.8974780440330505,0.9895724058151245,0.14124873280525208,ok,
q16_keyframe,16,keyframe::blackswan:00028,blackswan,28,30.41085632548059,0.8997847437858582,0.9897693991661072,0.14204025268554688,ok,
q16_keyframe,16,keyframe::blackswan:00029,blackswan,29,30.40864333401499,0.8998201489448547,0.9898664951324463,0.13954401016235352,ok,
q16_keyframe,16,keyframe::blackswan:00030,blackswan,30,30.318407287278934,0.8942365050315857,0.989352822303772,0.14862693846225739,ok,
q16_keyframe,16,keyframe::blackswan:00031,blackswan,31,30.304526683546257,0.8979296088218689,0.9897870421409607,0.1468992829322815,ok,
q16_keyframe,16,keyframe::blackswan:00032,blackswan,32,30.22820098753385,0.8975233435630798,0.9897833466529846,0.1415480226278305,ok,
q16_keyframe,16,keyframe::blackswan:00033,blackswan,33,30.13942564909896,0.8944537043571472,0.9893642663955688,0.14866536855697632,ok,
q16_keyframe,16,keyframe::blackswan:00034,blackswan,34,30.08292074846754,0.8956913352012634,0.989536464214325,0.14586937427520752,ok,
q16_keyframe,16,keyframe::blackswan:00035,blackswan,35,30.13488071168009,0.8949356079101562,0.9896579384803772,0.1510196030139923,ok,
q16_keyframe,16,keyframe::blackswan:00036,blackswan,36,29.919812579192033,0.889535665512085,0.9890567064285278,0.1507306545972824,ok,
q16_keyframe,16,keyframe::blackswan:00037,blackswan,37,29.899718322192594,0.8920288681983948,0.9893426299095154,0.15503473579883575,ok,
q16_keyframe,16,keyframe::blackswan:00038,blackswan,38,29.772360520240202,0.8903921246528625,0.9891847372055054,0.1522480845451355,ok,
q16_keyframe,16,keyframe::blackswan:00039,blackswan,39,29.60028588470987,0.88641756772995,0.9887823462486267,0.15484344959259033,ok,
q16_keyframe,16,keyframe::blackswan:00040,blackswan,40,29.700528844650584,0.8896728157997131,0.9891785979270935,0.1553264707326889,ok,
q16_keyframe,16,keyframe::blackswan:00041,blackswan,41,29.667432302168297,0.8892178535461426,0.989104688167572,0.15512751042842865,ok,
q16_keyframe,16,keyframe::blackswan:00042,blackswan,42,29.515683658817323,0.8864450454711914,0.9888783693313599,0.1589908003807068,ok,
q16_keyframe,16,keyframe::blackswan:00043,blackswan,43,29.65713831252653,0.8898255228996277,0.9891926646232605,0.14919880032539368,ok,
q16_keyframe,16,keyframe::blackswan:00044,blackswan,44,29.625388873238304,0.8880601525306702,0.9890645742416382,0.16068875789642334,ok,
q16_keyframe,16,keyframe::blackswan:00045,blackswan,45,29.58302877712923,0.8854091763496399,0.9887130856513977,0.1556147336959839,ok,
q16_keyframe,16,keyframe::blackswan:00046,blackswan,46,29.76115419675169,0.8908042907714844,0.9890591502189636,0.1551024615764618,ok,
q16_keyframe,16,keyframe::blackswan:00047,blackswan,47,29.83727063992506,0.8946482539176941,0.9896049499511719,0.1490909308195114,ok,
q16_keyframe,16,keyframe::blackswan:00048,blackswan,48,29.773335036645882,0.8918835520744324,0.9892052412033081,0.14780907332897186,ok,
q16_keyframe,16,keyframe::blackswan:00049,blackswan,49,30.02464406308936,0.8970778584480286,0.9896109104156494,0.14507541060447693,ok,
q16_keyframe,16,keyframe::bmx-trees:00000,bmx-trees,0,32.445110433904965,0.9047185778617859,0.9894276857376099,0.07642658054828644,ok,
q16_keyframe,16,keyframe::bmx-trees:00001,bmx-trees,1,32.574455330977194,0.9050085544586182,0.989460289478302,0.08304238319396973,ok,
q16_keyframe,16,keyframe::bmx-trees:00002,bmx-trees,2,32.519017572100246,0.9056978225708008,0.9895046949386597,0.07716779410839081,ok,
q16_keyframe,16,keyframe::bmx-trees:00003,bmx-trees,3,32.278137872324514,0.9028642177581787,0.9894724488258362,0.08801226317882538,ok,
q16_keyframe,16,keyframe::bmx-trees:00004,bmx-trees,4,32.127186538432085,0.9015350341796875,0.9896548390388489,0.0931742861866951,ok,
q16_keyframe,16,keyframe::bmx-trees:00005,bmx-trees,5,31.952229694082614,0.9019697308540344,0.9894396066665649,0.08887682110071182,ok,
q16_keyframe,16,keyframe::bmx-trees:00006,bmx-trees,6,31.697913002558234,0.9009303450584412,0.989043653011322,0.08711762726306915,ok,
q16_keyframe,16,keyframe::bmx-trees:00007,bmx-trees,7,31.603536131307504,0.8989970684051514,0.9892472624778748,0.08696798235177994,ok,
q16_keyframe,16,keyframe::bmx-trees:00008,bmx-trees,8,32.063625221386374,0.9028064608573914,0.9900506734848022,0.08619201928377151,ok,
q16_keyframe,16,keyframe::bmx-trees:00009,bmx-trees,9,33.53612026441277,0.9126682877540588,0.9918334484100342,0.07692907750606537,ok,
q16_keyframe,16,keyframe::bmx-trees:00010,bmx-trees,10,32.351650180497145,0.9067630171775818,0.990635097026825,0.08081303536891937,ok,
q16_keyframe,16,keyframe::bmx-trees:00011,bmx-trees,11,33.53085000593136,0.9166991114616394,0.9915381669998169,0.06815522909164429,ok,
q16_keyframe,16,keyframe::bmx-trees:00012,bmx-trees,12,33.141309744117244,0.9130704402923584,0.9913163781166077,0.07169738411903381,ok,
q16_keyframe,16,keyframe::bmx-trees:00013,bmx-trees,13,32.842722866291915,0.9111621379852295,0.991192638874054,0.07849693298339844,ok,
q16_keyframe,16,keyframe::bmx-trees:00014,bmx-trees,14,33.537278856215316,0.9197195172309875,0.9918396472930908,0.0732974261045456,ok,
q16_keyframe,16,keyframe::bmx-trees:00015,bmx-trees,15,34.13440333454368,0.9219134449958801,0.9919664859771729,0.07406934350728989,ok,
q16_keyframe,16,keyframe::bmx-trees:00016,bmx-trees,16,34.47621763661715,0.9212929606437683,0.9920655488967896,0.0762224942445755,ok,
q16_keyframe,16,keyframe::bmx-trees:00017,bmx-trees,17,35.117137875053544,0.928562343120575,0.9927834272384644,0.07104814797639847,ok,
q16_keyframe,16,keyframe::bmx-trees:00018,bmx-trees,18,35.53336674067887,0.9330375790596008,0.9933115243911743,0.06825527548789978,ok,
q16_keyframe,16,keyframe::bmx-trees:00019,bmx-trees,19,35.4318262951907,0.9323742389678955,0.993192195892334,0.06662855297327042,ok,
q16_keyframe,16,keyframe::bmx-trees:00020,bmx-trees,20,35.2647815718531,0.9335013031959534,0.9931495189666748,0.06999292969703674,ok,
q16_keyframe,16,keyframe::bmx-trees:00021,bmx-trees,21,34.71299557409497,0.9331682324409485,0.9928780794143677,0.07334023714065552,ok,
q16_keyframe,16,keyframe::bmx-trees:00022,bmx-trees,22,34.04328812796539,0.9290856719017029,0.9924368262290955,0.0818173810839653,ok,
q16_keyframe,16,keyframe::bmx-trees:00023,bmx-trees,23,34.67997784649542,0.9324732422828674,0.9930196404457092,0.09215544164180756,ok,
q16_keyframe,16,keyframe::bmx-trees:00024,bmx-trees,24,34.297143009310986,0.9324019551277161,0.9927990436553955,0.09832599759101868,ok,
q16_keyframe,16,keyframe::bmx-trees:00025,bmx-trees,25,33.72506366813079,0.9297053217887878,0.992449939250946,0.10231083631515503,ok,
q16_keyframe,16,keyframe::bmx-trees:00026,bmx-trees,26,33.437128160698634,0.9302952885627747,0.992392897605896,0.09895733743906021,ok,
q16_keyframe,16,keyframe::bmx-trees:00027,bmx-trees,27,32.873058904082754,0.9287025928497314,0.9918841123580933,0.09281909465789795,ok,
q16_keyframe,16,keyframe::bmx-trees:00028,bmx-trees,28,31.856443879208598,0.9219527244567871,0.9908742308616638,0.09437361359596252,ok,
q16_keyframe,16,keyframe::bmx-trees:00029,bmx-trees,29,31.91955119049795,0.9228513240814209,0.9907862544059753,0.09538441896438599,ok,
q16_keyframe,16,keyframe::bmx-trees:00030,bmx-trees,30,32.403900500421905,0.9275316596031189,0.9912651777267456,0.08865620195865631,ok,
q16_keyframe,16,keyframe::bmx-trees:00031,bmx-trees,31,33.350131739936145,0.9334481358528137,0.9918292164802551,0.08040464669466019,ok,
q16_keyframe,16,keyframe::bmx-trees:00032,bmx-trees,32,33.3295987538871,0.9341027736663818,0.9920235276222229,0.07988335937261581,ok,
q16_keyframe,16,keyframe::bmx-trees:00033,bmx-trees,33,32.351439482367496,0.9244335293769836,0.9910516142845154,0.08959006518125534,ok,
q16_keyframe,16,keyframe::bmx-trees:00034,bmx-trees,34,28.69143497582643,0.8860526084899902,0.9863172173500061,0.12489211559295654,ok,
q16_keyframe,16,keyframe::bmx-trees:00035,bmx-trees,35,29.413751533735134,0.8970816731452942,0.9875596165657043,0.11603301763534546,ok,
q16_keyframe,16,keyframe::bmx-trees:00036,bmx-trees,36,30.759142371641847,0.9172243475914001,0.9896574020385742,0.10077959299087524,ok,
q16_keyframe,16,keyframe::bmx-trees:00037,bmx-trees,37,31.131180253757055,0.9209399223327637,0.9901195168495178,0.09629335254430771,ok,
q16_keyframe,16,keyframe::bmx-trees:00038,bmx-trees,38,30.59087950921854,0.9143106937408447,0.9894315004348755,0.10789322853088379,ok,
q16_keyframe,16,keyframe::bmx-trees:00039,bmx-trees,39,30.183666523183156,0.9077469706535339,0.9885466694831848,0.112020343542099,ok,
q16_keyframe,16,keyframe::bmx-trees:00040,bmx-trees,40,30.067158604427938,0.906773030757904,0.9883596897125244,0.11138596385717392,ok,
q16_keyframe,16,keyframe::bmx-trees:00041,bmx-trees,41,30.239935522262368,0.9089717864990234,0.9889318943023682,0.10856873542070389,ok,
q16_keyframe,16,keyframe::bmx-trees:00042,bmx-trees,42,30.835293851283865,0.9116827845573425,0.9899894595146179,0.10601366311311722,ok,
q16_keyframe,16,keyframe::bmx-trees:00043,bmx-trees,43,30.729897716412907,0.9089277386665344,0.9897240996360779,0.11038321256637573,ok,
q16_keyframe,16,keyframe::bmx-trees:00044,bmx-trees,44,30.593379496919045,0.9107592701911926,0.9899930357933044,0.11284458637237549,ok,
q16_keyframe,16,keyframe::bmx-trees:00045,bmx-trees,45,30.46366565378326,0.9079096913337708,0.9895966053009033,0.11447517573833466,ok,
q16_keyframe,16,keyframe::bmx-trees:00046,bmx-trees,46,29.99766916540124,0.9002028107643127,0.9890990257263184,0.125713050365448,ok,
q16_keyframe,16,keyframe::bmx-trees:00047,bmx-trees,47,30.249424424688847,0.9096282124519348,0.9895728230476379,0.11104145646095276,ok,
q16_keyframe,16,keyframe::bmx-trees:00048,bmx-trees,48,31.09196718628057,0.9143133163452148,0.9901353716850281,0.10521483421325684,ok,
q16_keyframe,16,keyframe::bmx-trees:00049,bmx-trees,49,30.67549271413967,0.9059157371520996,0.9895846843719482,0.11641396582126617,ok,
q16_keyframe,16,keyframe::bmx-trees:00050,bmx-trees,50,30.364118051842183,0.9048973917961121,0.9895367622375488,0.11485175788402557,ok,
q16_keyframe,16,keyframe::bmx-trees:00051,bmx-trees,51,28.550094099012682,0.8716971278190613,0.9870858192443848,0.1421877145767212,ok,
q16_keyframe,16,keyframe::bmx-trees:00052,bmx-trees,52,27.817174165611164,0.8485388159751892,0.9859634637832642,0.15497525036334991,ok,
q16_keyframe,16,keyframe::bmx-trees:00053,bmx-trees,53,29.797113507768415,0.8972387313842773,0.9895241260528564,0.12766844034194946,ok,
q16_keyframe,16,keyframe::bmx-trees:00054,bmx-trees,54,30.880692670655264,0.9108440279960632,0.990216076374054,0.10516094416379929,ok,
q16_keyframe,16,keyframe::bmx-trees:00055,bmx-trees,55,31.20125101926415,0.9085263609886169,0.9902774691581726,0.1186191588640213,ok,
q16_keyframe,16,keyframe::bmx-trees:00056,bmx-trees,56,30.678366084820297,0.9071739315986633,0.9898530840873718,0.11107128858566284,ok,
q16_keyframe,16,keyframe::bmx-trees:00057,bmx-trees,57,27.774619059671526,0.8359114527702332,0.9848653674125671,0.1665676087141037,ok,
q16_keyframe,16,keyframe::bmx-trees:00058,bmx-trees,58,26.610275457055156,0.8117672801017761,0.9827033877372742,0.19297605752944946,ok,
q16_keyframe,16,keyframe::bmx-trees:00059,bmx-trees,59,27.7674055398264,0.8420745730400085,0.9852980375289917,0.17099109292030334,ok,
q16_keyframe,16,keyframe::bmx-trees:00060,bmx-trees,60,30.899215079819204,0.9030842781066895,0.9904701113700867,0.12482300400733948,ok,
q16_keyframe,16,keyframe::bmx-trees:00061,bmx-trees,61,31.21421935130753,0.9035666584968567,0.9902476668357849,0.1283591091632843,ok,
q16_keyframe,16,keyframe::bmx-trees:00062,bmx-trees,62,30.830289794295616,0.9024538993835449,0.9899278283119202,0.12179138511419296,ok,
q16_keyframe,16,keyframe::bmx-trees:00063,bmx-trees,63,26.76830249978293,0.8181156516075134,0.9822981357574463,0.18968895077705383,ok,
q16_keyframe,16,keyframe::bmx-trees:00064,bmx-trees,64,26.826953638610807,0.815274715423584,0.9819248914718628,0.1926725059747696,ok,
q16_keyframe,16,keyframe::bmx-trees:00065,bmx-trees,65,27.175362803274588,0.8217055797576904,0.9825825691223145,0.18437853455543518,ok,
q16_keyframe,16,keyframe::bmx-trees:00066,bmx-trees,66,27.336478191818255,0.8228602409362793,0.9825574159622192,0.18272046744823456,ok,
q16_keyframe,16,keyframe::bmx-trees:00067,bmx-trees,67,27.295753596206858,0.8199899196624756,0.9817962646484375,0.1875765323638916,ok,
q16_keyframe,16,keyframe::bmx-trees:00068,bmx-trees,68,26.6453398180388,0.7978866696357727,0.9793744683265686,0.20693734288215637,ok,
q16_keyframe,16,keyframe::bmx-trees:00069,bmx-trees,69,26.440839048572666,0.791144609451294,0.9790862798690796,0.20876377820968628,ok,
q16_keyframe,16,keyframe::bmx-trees:00070,bmx-trees,70,26.38276286975514,0.7897286415100098,0.9784855842590332,0.20927192270755768,ok,
