representation,bits,frame_count,mean_psnr,p10_psnr,mean_ssim,p10_ssim,mean_ms_ssim,mean_lpips,p90_lpips,q16_schedule_keyframe_bytes,metadata_bytes,total_payload_bytes,total_mib_per_frame,rate_scope,best_fixed_reference,best_fixed_psnr,best_fixed_ssim,best_fixed_ms_ssim,best_fixed_lpips,delta_rate_vs_best_fixed,delta_psnr_vs_best_fixed,delta_ssim_vs_best_fixed,delta_ms_ssim_vs_best_fixed,delta_lpips_vs_best_fixed,beats_best_fixed_by_1db_no_metric_regression
q16_keyframe,16,1999,29.884665362865746,25.697016068182272,0.8868697442192623,0.8127606272697449,0.9886300584386145,0.13601533181894535,0.19265438616275787,1917291581,1,1917291582,0.9146932160156617,measured_schedule_packed_q16_keyframes_plus_fixed_gap_metadata,uniform_gap2,29.654815328772308,0.878375951948018,0.9866168332910943,0.15168131759139583,0.4651463338289934,0.22985003409343818,0.00849379227124436,0.0020132251475202256,-0.015665985772450486,0
float_dense_anchor,float,1999,29.88493146578025,25.697293398906208,0.8868824350291219,0.812761127948761,0.9886313845897806,0.13598978392716465,0.19263392984867095,,,,,quality_upper_bound_no_payload_rate,uniform_gap2,29.654815328772308,0.878375951948018,0.9866168332910943,0.15168131759139583,,0.23011613700794342,0.00850648308110391,0.002014551298686329,-0.015691533664231178,0
