sample,method,reference_gap,total_frames,keyframe_count,keyframe_ratio,estimated_q8_static_mib_per_frame,raw_mib_per_frame,zlib_mib_per_frame,raw_bitstream_bytes,zlib_bitstream_bytes,zlib_savings_percent_vs_raw_bitstream,raw_path,zlib_path,max_roundtrip_abs_diff,mean_roundtrip_mse,max_segment_length,mean_segment_length,segment_lengths,indices,selector_cost,checkpoint,linear_all_psnr,adapter_all_psnr,delta_all_psnr,linear_middle_psnr,adapter_middle_psnr,delta_middle_psnr,linear_given_psnr,adapter_given_psnr,delta_given_psnr,linear_all_ssim,adapter_all_ssim,linear_middle_ssim,adapter_middle_ssim
meetroom,uniform,8,81,11,0.13580246913580246,0.062065972222222224,0.062142501642674576,0.039963710455246916,5278052,3394304,35.6902129800919,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/meetroom_uniform_gap8_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/meetroom_uniform_gap8_q8_zlib.mdfcgs,0.0,0.0,8,8.0,8 8 8 8 8 8 8 8 8 8,0 8 16 24 32 40 48 56 64 72 80,,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/meetroom/stage25_best_anchor_adapter.safetensors,27.836636201042285,27.920280841013945,0.08364463997165927,27.26623587446192,27.36302467214341,0.09678879768149073,31.466456461099163,31.466456461099163,0.0,0.8845061792267693,0.897264685159848,0.8798230818339756,0.8945864958422525
meetroom,rendered_prior_0p1,8,81,11,0.13580246913580246,0.062065972222222224,0.06214231326256269,0.039946297068654754,5278036,3392825,35.71803981632562,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/meetroom_rendered_prior_0p1_gap8_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/meetroom_rendered_prior_0p1_gap8_q8_zlib.mdfcgs,0.0,0.0,9,8.0,8 7 8 8 8 8 8 9 8 8,0 8 15 23 31 39 47 55 64 72 80,0.11551765382755547,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/meetroom/stage25_best_anchor_adapter.safetensors,27.947345357744,28.037761841276634,0.09041648353263554,27.387335930169236,27.491960718257005,0.10462478808776865,31.511041715037923,31.511041715037923,0.0,0.8855304401597859,0.8982695510357986,0.8809049112456185,0.8956458824021476
meetroom,uniform,16,81,6,0.07407407407407407,0.033854166666666664,0.03389637558548539,0.021798345777723525,2878977,1851435,35.691219485254656,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/meetroom_uniform_gap16_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/meetroom_uniform_gap16_q8_zlib.mdfcgs,0.0,0.0,16,16.0,16 16 16 16 16,0 16 32 48 64 80,,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/meetroom/stage25_best_anchor_adapter.safetensors,25.931059230358613,25.9925422175848,0.06148298722618506,25.488498235474264,25.55489986167854,0.06640162620427503,31.46307166641299,31.46307166641299,0.0,0.8686625847110042,0.8821232554353313,0.8649900452295939,0.8795275696118673
meetroom,rendered_prior_0p1,16,81,6,0.07407407407407407,0.033854166666666664,0.033896422680513356,0.021798793180489245,2878981,1851473,35.68998892316414,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/meetroom_rendered_prior_0p1_gap16_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/meetroom_rendered_prior_0p1_gap16_q8_zlib.mdfcgs,0.0,0.0,18,16.0,16 18 16 14 16,0 16 34 50 64 80,0.15756500818145772,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/meetroom/stage25_best_anchor_adapter.safetensors,25.976216621963054,26.038275635725196,0.06205901376214129,25.534786023753824,25.601809758616934,0.06702373486310975,31.494099099578406,31.494099099578406,0.0,0.8691440769183782,0.8826179048161448,0.8654783503214518,0.8800300844510396
driving,uniform,1,81,81,1.0,0.45703125,0.4575810491302867,0.29068785537908104,38864489,24689473,36.472925193999075,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_uniform_gap1_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_uniform_gap1_q8_zlib.mdfcgs,0.0,0.0,1,1.0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80,,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/driving/stage25_best_anchor_adapter.safetensors,32.469080054119516,32.469080054119516,0.0,,,,32.469080054119516,32.469080054119516,0.0,0.8940392342614539,0.8940392342614539,,
driving,rendered_prior_0p1,1,81,81,1.0,0.45703125,0.4575810491302867,0.29068785537908104,38864489,24689473,36.472925193999075,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_rendered_prior_0p1_gap1_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_rendered_prior_0p1_gap1_q8_zlib.mdfcgs,0.0,0.0,1,1.0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80,0.0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/driving/stage25_best_anchor_adapter.safetensors,32.469080054119516,32.469080054119516,0.0,,,,32.469080054119516,32.469080054119516,0.0,0.8940392342614539,0.8940392342614539,,
driving,uniform,2,81,41,0.5061728395061729,0.23133680555555555,0.23161579650125386,0.147155773492507,19672208,12498625,36.46557112450214,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_uniform_gap2_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_uniform_gap2_q8_zlib.mdfcgs,0.0,0.0,2,2.0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76 78 80,,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/driving/stage25_best_anchor_adapter.safetensors,30.21225026295153,30.284168016076453,0.07191775312492155,27.90557572883258,28.05120917891055,0.14563345007796968,32.46266444257977,32.46266444257977,0.0,0.8367961350782418,0.8400195182105641,0.7781874909996986,0.7847148418426514
driving,rendered_prior_0p1,2,81,41,0.5061728395061729,0.23133680555555555,0.23161579650125386,0.147155773492507,19672208,12498625,36.46557112450214,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_rendered_prior_0p1_gap2_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_rendered_prior_0p1_gap2_q8_zlib.mdfcgs,0.0,0.0,2,2.0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76 78 80,0.0668586342362687,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/driving/stage25_best_anchor_adapter.safetensors,30.21225026295153,30.284168016076453,0.07191775312492155,27.90557572883258,28.05120917891055,0.14563345007796968,32.46266444257977,32.46266444257977,0.0,0.8367961350782418,0.8400195182105641,0.7781874909996986,0.7847148418426514
driving,uniform,3,81,28,0.345679012345679,0.1579861111111111,0.15817730515091508,0.10050229673032407,13434735,8536128,36.4622525118657,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_uniform_gap3_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_uniform_gap3_q8_zlib.mdfcgs,0.0,0.0,3,2.962962962962963,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2,0 3 6 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 80,,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/driving/stage25_best_anchor_adapter.safetensors,28.648583176124365,28.715948017176355,0.06736484105199025,26.646078045114525,26.749031858797746,0.10295381368322154,32.439039316964426,32.439039316964426,0.0,0.7912152924655397,0.79551124204824,0.7372750414992278,0.743840549352034
driving,rendered_prior_0p1,3,81,28,0.345679012345679,0.1579861111111111,0.1581767988793644,0.10052132312162423,13434692,8537744,36.45002058848837,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_rendered_prior_0p1_gap3_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_rendered_prior_0p1_gap3_q8_zlib.mdfcgs,0.0,0.0,3,2.962962962962963,2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0 2 5 8 11 14 17 20 23 26 29 32 35 38 41 44 47 50 53 56 59 62 65 68 71 74 77 80,0.11444605324520833,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/driving/stage25_best_anchor_adapter.safetensors,29.06582790427498,29.14143570467914,0.07560780040416049,27.271237874541963,27.38678941855588,0.11555154401391476,32.46273046055533,32.46273046055533,0.0,0.8065620094169805,0.8104948872401391,0.7602696047638947,0.7662802293615522
driving,uniform,4,81,21,0.25925925925925924,0.11848958333333333,0.11863334090621383,0.07539344128267264,10076082,6403516,36.44835363586759,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_uniform_gap4_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_uniform_gap4_q8_zlib.mdfcgs,0.0,0.0,4,4.0,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,0 4 8 12 16 20 24 28 32 36 40 44 48 52 56 60 64 68 72 76 80,,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/driving/stage25_best_anchor_adapter.safetensors,27.918159891285423,27.987355651411722,0.06919576012629847,26.337111877661762,26.430526153832265,0.09341427617050257,32.43543993021016,32.43543993021016,0.0,0.7710227694040463,0.7754659476103606,0.7283048699299495,0.7343031605084737
driving,rendered_prior_0p1,4,81,21,0.25925925925925924,0.11848958333333333,0.11863334090621383,0.07539344128267264,10076082,6403516,36.44835363586759,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_rendered_prior_0p1_gap4_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_rendered_prior_0p1_gap4_q8_zlib.mdfcgs,0.0,0.0,4,4.0,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,0 4 8 12 16 20 24 28 32 36 40 44 48 52 56 60 64 68 72 76 80,0.1489442870952189,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/driving/stage25_best_anchor_adapter.safetensors,27.918159891285423,27.987355651411722,0.06919576012629847,26.337111877661762,26.430526153832265,0.09341427617050257,32.43543993021016,32.43543993021016,0.0,0.7710227694040463,0.7754659476103606,0.7283048699299495,0.7343031605084737
driving,uniform,8,81,11,0.13580246913580246,0.062065972222222224,0.06214206601366585,0.03951131561656057,5278015,3355880,36.41776311738409,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_uniform_gap8_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_uniform_gap8_q8_zlib.mdfcgs,0.0,0.0,8,8.0,8 8 8 8 8 8 8 8 8 8,0 8 16 24 32 40 48 56 64 72 80,,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/driving/stage25_best_anchor_adapter.safetensors,25.722301850385016,25.776341229195026,0.05403937881001042,24.67251167422008,24.735042955414524,0.0625312811944454,32.40278478961645,32.40278478961645,0.0,0.70124500769156,0.7062944946465669,0.6711267301014492,0.6769697078636714
driving,rendered_prior_0p1,8,81,11,0.13580246913580246,0.062065972222222224,0.0621416657059281,0.0395233130749361,5277981,3356899,36.39804690467813,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_rendered_prior_0p1_gap8_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_rendered_prior_0p1_gap8_q8_zlib.mdfcgs,0.0,0.0,9,8.0,7 9 9 8 8 8 8 8 8 7,0 7 16 25 33 41 49 57 65 73 80,0.22210000907847038,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/driving/stage25_best_anchor_adapter.safetensors,25.760310436036985,25.80974233483715,0.049431898800165186,24.70994168536249,24.76714145397411,0.057199768611617685,32.44447521305645,32.44447521305645,0.0,0.7009155150548911,0.7058368413536636,0.6707212622676577,0.6764159398419517
driving,uniform,16,81,6,0.07407407407407407,0.033854166666666664,0.033896198979130494,0.021581579137731483,2878962,1833024,36.330385743194945,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_uniform_gap16_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_uniform_gap16_q8_zlib.mdfcgs,0.0,0.0,16,16.0,16 16 16 16 16,0 16 32 48 64 80,,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/driving/stage25_best_anchor_adapter.safetensors,23.76875803859573,23.804673762790383,0.03591572419465194,23.079622516033428,23.118411498163656,0.03878898213022808,32.38295207062447,32.38295207062447,0.0,0.6309859112456992,0.6359695516250752,0.610102678934733,0.615485010544459
driving,rendered_prior_0p1,16,81,6,0.07407407407407407,0.033854166666666664,0.033896187205373504,0.021578506187156395,2878961,1832763,36.33942939831418,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_rendered_prior_0p1_gap16_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/driving_rendered_prior_0p1_gap16_q8_zlib.mdfcgs,0.0,0.0,18,16.0,14 17 16 15 18,0 14 31 47 62 80,0.29112654419926304,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/driving/stage25_best_anchor_adapter.safetensors,23.788782399927722,23.825157306291235,0.036374906363512594,23.09910549148434,23.138390390356935,0.039284898872594454,32.40974375546997,32.40974375546997,0.0,0.6294729172447582,0.6348553664154477,0.6083548537890117,0.6141678988933563
robot,uniform,1,77,77,1.0,0.45703125,0.4575892114020013,0.3070654683298879,36945914,24792574,32.89495016959115,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_uniform_gap1_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_uniform_gap1_q8_zlib.mdfcgs,0.0,0.0,1,1.0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76,,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/robot/stage25_best_anchor_adapter.safetensors,31.77449842642711,31.77449842642711,0.0,,,,31.77449842642711,31.77449842642711,0.0,0.8883825919844888,0.8883825919844888,,
robot,rendered_prior_0p1,1,77,77,1.0,0.45703125,0.4575892114020013,0.3070654683298879,36945914,24792574,32.89495016959115,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_rendered_prior_0p1_gap1_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_rendered_prior_0p1_gap1_q8_zlib.mdfcgs,0.0,0.0,1,1.0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76,0.0,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/robot/stage25_best_anchor_adapter.safetensors,31.77449842642711,31.77449842642711,0.0,,,,31.77449842642711,31.77449842642711,0.0,0.8883825919844888,0.8883825919844888,,
robot,uniform,2,77,39,0.5064935064935064,0.2314833603896104,0.23176618055863815,0.15556044392771534,18712883,12560005,32.880438572720195,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_uniform_gap2_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_uniform_gap2_q8_zlib.mdfcgs,0.0,0.0,2,2.0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76,,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/robot/stage25_best_anchor_adapter.safetensors,27.924278465850623,27.95933423125426,0.035055765403637196,23.94226438732552,24.013298438274997,0.07103405094947846,31.804189619285335,31.804189619285335,0.0,0.836614275133455,0.8440130685831045,0.7829037214580336,0.7978960134481129
robot,rendered_prior_0p1,2,77,39,0.5064935064935064,0.2314833603896104,0.23176618055863815,0.15556044392771534,18712883,12560005,32.880438572720195,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_rendered_prior_0p1_gap2_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_rendered_prior_0p1_gap2_q8_zlib.mdfcgs,0.0,0.0,2,2.0,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76,0.19612354040145874,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/robot/stage25_best_anchor_adapter.safetensors,27.924278465850623,27.95933423125426,0.035055765403637196,23.94226438732552,24.013298438274997,0.07103405094947846,31.804189619285335,31.804189619285335,0.0,0.836614275133455,0.8440130685831045,0.7829037214580336,0.7978960134481129
robot,uniform,3,77,27,0.35064935064935066,0.16025771103896103,0.16045375923057656,0.10768481663295201,12955093,8694510,32.887320839765486,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_uniform_gap3_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_uniform_gap3_q8_zlib.mdfcgs,0.0,0.0,3,2.923076923076923,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1,0 3 6 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 76,,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/robot/stage25_best_anchor_adapter.safetensors,26.36182235405404,26.399372513226808,0.03755015917276694,23.42731333087972,23.48514057600578,0.05782724512605952,31.79609832289538,31.79609832289538,0.0,0.8115189199323778,0.8210997953043355,0.7695412886142731,0.784295836687088
robot,rendered_prior_0p1,3,77,27,0.35064935064935066,0.16025771103896103,0.16045382115748022,0.10766543351210557,12955098,8692945,32.89942692830267,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_rendered_prior_0p1_gap3_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_rendered_prior_0p1_gap3_q8_zlib.mdfcgs,0.0,0.0,3,2.923076923076923,3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 2 3 3 3 3 3 3 3 3 3 3,0 3 6 9 12 15 18 21 24 27 30 33 36 39 42 44 46 49 52 55 58 61 64 67 70 73 76,0.29416667674409436,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/robot/stage25_best_anchor_adapter.safetensors,26.486635798591188,26.525310705101138,0.03867490650995009,23.609593703093786,23.669153059119107,0.059559356025321364,31.814491530993777,31.814491530993777,0.0,0.8138423484641236,0.8234008984132246,0.7731886148452759,0.7879087817668915
robot,uniform,4,77,20,0.2597402597402597,0.11870941558441558,0.11885509243259182,0.07977967448048777,9596402,6441439,32.87651976230258,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_uniform_gap4_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_uniform_gap4_q8_zlib.mdfcgs,0.0,0.0,4,4.0,4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,0 4 8 12 16 20 24 28 32 36 40 44 48 52 56 60 64 68 72 76,,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/robot/stage25_best_anchor_adapter.safetensors,25.1543985695563,25.19141168744805,0.03701311789174966,22.82414386674953,22.874144043550658,0.05000017680112734,31.795624472555602,31.795624472555602,0.0,0.7914315578225372,0.8025368839115291,0.757226942924031,0.7722288746582834
robot,rendered_prior_0p1,4,77,20,0.2597402597402597,0.11870941558441558,0.11885462178812399,0.07975530005120612,9596364,6439471,32.89676173183927,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_rendered_prior_0p1_gap4_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_rendered_prior_0p1_gap4_q8_zlib.mdfcgs,0.0,0.0,5,4.0,5 4 5 4 4 4 4 4 4 4 3 3 4 4 4 4 4 4 4,0 5 9 14 18 22 26 30 34 38 42 45 48 52 56 60 64 68 72 76,0.3594198908889666,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/robot/stage25_best_anchor_adapter.safetensors,25.316699559002004,25.354727880541567,0.03802832153956359,23.04006766679285,23.09143925904806,0.05137159225520804,31.80510045179808,31.80510045179808,0.0,0.7948025085709312,0.8055106300812263,0.7617818305366918,0.7762471876646343
robot,uniform,8,77,11,0.14285714285714285,0.06529017857142858,0.06537104272223138,0.04393036334545582,5278081,3546953,32.7984356435606,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_uniform_gap8_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_uniform_gap8_q8_zlib.mdfcgs,0.0,0.0,8,7.6,8 8 8 8 8 8 8 8 8 4,0 8 16 24 32 40 48 56 64 72 76,,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/robot/stage25_best_anchor_adapter.safetensors,22.962144328620898,22.983025497793417,0.02088116917251881,21.488095166754647,21.51245653078925,0.024361364034604094,31.806439299818383,31.806439299818383,0.0,0.7515562130259229,0.7635170430332036,0.7284991479281223,0.7424534496032831
robot,rendered_prior_0p1,8,77,11,0.14285714285714285,0.06529017857142858,0.06537121611756164,0.04387014562433416,5278095,3542091,32.890730462411156,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_rendered_prior_0p1_gap8_q8_raw.mdfcgs,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage49_extended_adaptive_rd/robot_rendered_prior_0p1_gap8_q8_zlib.mdfcgs,0.0,0.0,10,7.6,6 7 7 9 10 9 8 6 7 7,0 6 13 20 29 39 48 56 62 69 76,0.4518422149975474,/mnt/hdd2tC/tmp/opencode/mono_dfcgs_runs/stage25_leave_one_out_adapter_training/robot/stage25_best_anchor_adapter.safetensors,23.250841881262676,23.270675269064448,0.01983338780177135,21.833160258542364,21.856299210977763,0.023138952435399318,31.756931617584552,31.756931617584552,0.0,0.758166219506945,0.7699745320654535,0.7364664746053291,0.7502428392569224
