target_key,category,sequence,target_index,schedule,final_type,row_source,psnr,ssim,ms_ssim,lpips,payload_bytes,status_note
parkour:00015,high_payload_residual_control_extension,parkour,15,uniform_gap4,middle_recovery,stage174_rendered,29.319853135921633,0.8644894957542419,0.9844995141029358,0.1671568751335144,223015.0,Stage174 rendered/reused middle recovery
parkour:00087,positive_promoted_extension,parkour,87,uniform_gap8,middle_recovery,stage174_rendered,25.783851442535276,0.8151230812072754,0.9807788133621216,0.20480650663375854,218629.0,Stage174 rendered/reused middle recovery
parkour:00087,positive_promoted_extension,parkour,87,stage165_adaptive,q12_target_keyframe,stage174_keyframe_marker,25.920616846383414,0.8231777548789978,0.9835963249206543,0.18988604843616486,0.0,Target is transmitted as q12 keyframe; PSNR is keyframe render quality
parkour:00087,positive_promoted_extension,parkour,87,uniform_gap4,middle_recovery,stage174_rendered,25.729023406510624,0.8113656044006348,0.9802846908569336,0.209231898188591,217363.0,Stage174 rendered/reused middle recovery
parkour:00090,positive_promoted_extension,parkour,90,uniform_gap8,middle_recovery,stage174_rendered,25.56769999688809,0.800015926361084,0.9787485599517822,0.22302022576332092,223869.0,Stage174 rendered/reused middle recovery
parkour:00090,positive_promoted_extension,parkour,90,stage165_adaptive,q12_target_keyframe,stage174_keyframe_marker,25.880542795571024,0.8202226161956787,0.9837514758110046,0.194299578666687,0.0,Target is transmitted as q12 keyframe; PSNR is keyframe render quality
parkour:00090,positive_promoted_extension,parkour,90,uniform_gap4,middle_recovery,stage174_rendered,25.409730501702526,0.790982723236084,0.9773632287979126,0.2288757860660553,229963.0,Stage174 rendered/reused middle recovery
pigs:00044,high_payload_residual_control_extension,pigs,44,uniform_gap8,middle_recovery,stage174_rendered,32.36086746918035,0.8682002425193787,0.9830214381217957,0.17234298586845398,232006.0,Stage174 rendered/reused middle recovery
pigs:00044,high_payload_residual_control_extension,pigs,44,stage165_adaptive,middle_recovery,stage174_rendered,32.36086746918035,0.8682002425193787,0.9830214381217957,0.17234298586845398,232006.0,Stage174 rendered/reused middle recovery
pigs:00044,high_payload_residual_control_extension,pigs,44,uniform_gap4,q12_target_keyframe,stage174_keyframe_marker,34.03707407231179,0.9204404354095459,0.992315948009491,0.09683818370103836,0.0,Target is transmitted as q12 keyframe; PSNR is keyframe render quality
scooter-black:00004,positive_promoted,scooter-black,4,uniform_gap8,middle_recovery,stage170,24.4885691478027,0.860408365726471,0.9826357960700989,0.20375370979309082,218516.0,Stage174 rendered/reused middle recovery
scooter-black:00004,positive_promoted,scooter-black,4,stage165_adaptive,q12_target_keyframe,stage170,24.865771865211276,0.8812634348869324,0.9891049265861511,0.17033608257770538,0.0,Target is transmitted as q12 keyframe; PSNR is keyframe render quality
scooter-black:00004,positive_promoted,scooter-black,4,uniform_gap4,q12_target_keyframe,stage170,24.865771865211276,0.8812634348869324,0.9891049265861511,0.17033608257770538,0.0,Target is transmitted as q12 keyframe; PSNR is keyframe render quality
scooter-black:00010,positive_promoted,scooter-black,10,uniform_gap8,middle_recovery,stage170,25.139113673960868,0.8793522715568542,0.984836757183075,0.20580781996250153,223623.0,Stage174 rendered/reused middle recovery
scooter-black:00010,positive_promoted,scooter-black,10,stage165_adaptive,q12_target_keyframe,stage170,25.31829586541633,0.8913974761962891,0.98980712890625,0.16774390637874603,0.0,Target is transmitted as q12 keyframe; PSNR is keyframe render quality
scooter-black:00010,positive_promoted,scooter-black,10,uniform_gap4,middle_recovery,stage170,25.11918262531335,0.878140389919281,0.9847619533538818,0.2064022421836853,225433.0,Stage174 rendered/reused middle recovery
shooting:00007,positive_promoted,shooting,7,uniform_gap8,middle_recovery,stage170,35.400259805160104,0.9470732808113098,0.9913724064826965,0.14264389872550964,240428.0,Stage174 rendered/reused middle recovery
shooting:00007,positive_promoted,shooting,7,stage165_adaptive,q12_target_keyframe,stage170,36.14975274651963,0.9641492962837219,0.9958207011222839,0.08117498457431793,0.0,Target is transmitted as q12 keyframe; PSNR is keyframe render quality
shooting:00007,positive_promoted,shooting,7,uniform_gap4,middle_recovery,stage170,35.227434595209886,0.9421463012695312,0.9908420443534851,0.16433610022068024,238787.0,Stage174 rendered/reused middle recovery
shooting:00012,positive_promoted,shooting,12,uniform_gap8,middle_recovery,stage170,32.64275504495283,0.8721089363098145,0.9837605357170105,0.28768661618232727,249775.0,Stage174 rendered/reused middle recovery
shooting:00012,positive_promoted,shooting,12,stage165_adaptive,q12_target_keyframe,stage170,36.1647720346951,0.9664149880409241,0.996120810508728,0.07618208974599838,0.0,Target is transmitted as q12 keyframe; PSNR is keyframe render quality
shooting:00012,positive_promoted,shooting,12,uniform_gap4,q12_target_keyframe,stage170,36.1647720346951,0.9664149880409241,0.996120810508728,0.07618208974599838,0.0,Target is transmitted as q12 keyframe; PSNR is keyframe render quality
