target_key,category,sequence,target_index,schedule,final_type,row_source,psnr,ssim,ms_ssim,lpips,payload_bytes,status_note
blackswan:00021,high_payload_residual_control_extension,blackswan,21,uniform_gap8,middle_recovery,stage174_rendered,29.532253410680767,0.8641613125801086,0.9840983748435974,0.18338865041732788,231887.0,Stage174 rendered/reused middle recovery
blackswan:00021,high_payload_residual_control_extension,blackswan,21,stage165_adaptive,middle_recovery,stage174_rendered,29.532253410680767,0.8641613125801086,0.9840983748435974,0.18338865041732788,231887.0,Stage174 rendered/reused middle recovery
blackswan:00021,high_payload_residual_control_extension,blackswan,21,uniform_gap4,middle_recovery,stage174_rendered,29.993041439257844,0.8843846321105957,0.9865955114364624,0.1594529002904892,224833.0,Stage174 rendered/reused middle recovery
blackswan:00023,high_payload_residual_control_extension,blackswan,23,uniform_gap8,middle_recovery,stage174_rendered,30.283530221824208,0.8926516175270081,0.987189769744873,0.15252235531806946,224272.0,Stage174 rendered/reused middle recovery
blackswan:00023,high_payload_residual_control_extension,blackswan,23,stage165_adaptive,middle_recovery,stage174_rendered,30.283530221824208,0.8926516175270081,0.987189769744873,0.15252235531806946,224272.0,Stage174 rendered/reused middle recovery
blackswan:00023,high_payload_residual_control_extension,blackswan,23,uniform_gap4,middle_recovery,stage174_rendered,30.29329210357583,0.8927242159843445,0.987244188785553,0.15124574303627014,228000.0,Stage174 rendered/reused middle recovery
blackswan:00035,high_payload_residual_control_extension,blackswan,35,uniform_gap8,middle_recovery,stage174_rendered,29.643894551920273,0.872429370880127,0.9855258464813232,0.17870968580245972,236919.0,Stage174 rendered/reused middle recovery
blackswan:00035,high_payload_residual_control_extension,blackswan,35,stage165_adaptive,middle_recovery,stage174_rendered,29.643894551920273,0.872429370880127,0.9855258464813232,0.17870968580245972,236919.0,Stage174 rendered/reused middle recovery
blackswan:00035,high_payload_residual_control_extension,blackswan,35,uniform_gap4,middle_recovery,stage174_rendered,29.93624604505344,0.8861104846000671,0.9872103929519653,0.162162184715271,226344.0,Stage174 rendered/reused middle recovery
breakdance:00006,false_negative_residual,breakdance,6,uniform_gap8,middle_recovery,stage170,25.242663608239635,0.8441993594169617,0.9827916026115417,0.1973235011100769,142447.0,Stage174 rendered/reused middle recovery
