base_method,codec,reference_gap,keep_fraction,side_bits,task_count,selector_policy,selected_candidate,zlib_level,mean_keep_gaussians,mean_raw_deterministic_payload_bytes,mean_compressed_deterministic_payload_bytes,mean_raw_deterministic_mib_per_intermediate_frame,mean_compressed_deterministic_mib_per_intermediate_frame,mean_compressed_savings_bytes_vs_raw,mean_compressed_ratio_vs_raw,mean_stage96_entropy_reference_bytes,mean_stage96_entropy_reference_mib_per_intermediate_frame,mean_compressed_minus_stage96_entropy_reference_bytes,mean_compressed_ratio_vs_stage96_entropy_reference,compressed_below_stage96_entropy_reference_count,max_decoded_max_abs_diff_vs_raw_deterministic,comparison_note
linear,q12,8,0.025,5,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,922.0,7562.0,6198.8,0.0072116851806640625,0.005911636352539063,1363.2,0.8197302300978577,30440.894736842107,0.02903069947895251,-24242.094736842108,0.20363396193140457,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.025,6,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,922.0,9060.0,7263.6,0.008640289306640625,0.006927108764648438,1796.4,0.8017218543046358,30440.894736842107,0.02903069947895251,-23177.29473684211,0.2386132228632881,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.025,8,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,922.0,12056.0,8822.0,0.01149749755859375,0.008413314819335938,3234.0,0.7317518248175182,30440.894736842107,0.02903069947895251,-21618.894736842107,0.2898075130926714,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.05,2,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,1843.0,6060.0,3432.2,0.005779266357421875,0.003273200988769531,2627.8,0.5663696369636964,30440.894736842107,0.02903069947895251,-27008.694736842106,0.11274964253419481,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.05,3,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,1843.0,9055.0,6227.4,0.008635520935058594,0.005938911437988281,2827.6,0.687730535615682,30440.894736842107,0.02903069947895251,-24213.494736842105,0.20457348753494692,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.05,4,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,1843.0,12050.0,7709.8,0.011491775512695312,0.007352638244628906,4340.2,0.6398174273858921,30440.894736842107,0.02903069947895251,-22731.094736842108,0.2532711363003715,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.05,5,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,1843.0,15045.0,11935.0,0.014348030090332031,0.011382102966308594,3110.0,0.7932868062479229,30440.894736842107,0.02903069947895251,-18505.894736842107,0.39207126147823995,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.05,6,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,1843.0,18040.0,14035.6,0.01720428466796875,0.013385391235351563,4004.4,0.7780266075388027,30440.894736842107,0.02903069947895251,-16405.29473684211,0.46107711752023334,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.05,8,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,1843.0,24029.0,17207.4,0.02291584014892578,0.016410255432128908,6821.6,0.7161097007782263,30440.894736842107,0.02903069947895251,-13233.494736842107,0.565272477985812,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.1,2,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,3686.0,12050.0,6232.6,0.011491775512695312,0.005943870544433594,5817.4,0.5172282157676349,30440.894736842107,0.02903069947895251,-24208.29473684211,0.20474431037195462,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.1,3,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,3686.0,18040.0,11591.8,0.01720428466796875,0.011054801940917968,6448.2,0.6425609756097561,30440.894736842107,0.02903069947895251,-18849.094736842108,0.38079695423573207,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.1,4,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,3686.0,24029.0,14508.4,0.02291584014892578,0.013836288452148437,9520.6,0.6037870905988597,30440.894736842107,0.02903069947895251,-15932.494736842107,0.4766088554697022,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.1,5,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,3686.0,30019.0,23084.4,0.02862834930419922,0.02201499938964844,6934.6,0.7689929711182917,30440.894736842107,0.02903069947895251,-7356.494736842107,0.7583351343500866,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.1,6,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,3686.0,36009.0,27322.2,0.034340858459472656,0.026056480407714844,8686.8,0.7587603099225195,30440.894736842107,0.02903069947895251,-3118.694736842107,0.8975491764022427,5,0.0,stage115_q6_top10_setting
linear,q12,8,0.1,8,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,3686.0,47988.0,33486.8,0.045764923095703125,0.031935501098632815,14501.2,0.6978161206968407,30440.894736842107,0.02903069947895251,3045.9052631578934,1.1000596496748662,0,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.15,2,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,5530.0,18043.0,9038.4,0.01720714569091797,0.00861968994140625,9004.6,0.5009366513329269,30440.894736842107,0.02903069947895251,-21402.494736842105,0.29691637115583774,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.15,3,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,5530.0,27029.0,16791.4,0.02577686309814453,0.016013526916503908,10237.6,0.6212364497391689,30440.894736842107,0.02903069947895251,-13649.494736842107,0.5516066510251963,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.15,4,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,5530.0,36015.0,20854.0,0.034346580505371094,0.019887924194335938,15161.0,0.5790365125642094,30440.894736842107,0.02903069947895251,-9586.894736842107,0.6850652774920164,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.15,5,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,5530.0,45002.0,33632.2,0.04291725158691406,0.03207416534423828,11369.8,0.7473490067108128,30440.894736842107,0.02903069947895251,3191.305263157893,1.1048361190019658,0,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.15,6,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,5530.0,53988.0,40108.8,0.051486968994140625,0.038250732421875,13879.2,0.7429206490331184,30440.894736842107,0.02903069947895251,9667.905263157892,1.3175959624950506,0,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.15,8,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,5530.0,71960.0,49399.0,0.06862640380859375,0.047110557556152344,22561.0,0.6864785992217899,30440.894736842107,0.02903069947895251,18958.105263157893,1.6227841010275301,0,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.2,2,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,7373.0,24033.0,11638.4,0.022919654846191406,0.0110992431640625,12394.6,0.48426746556817707,30440.894736842107,0.02903069947895251,-18802.494736842105,0.3823277896596856,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.2,3,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,7373.0,36014.0,21601.4,0.03434562683105469,0.02060070037841797,14412.6,0.5998056311434442,30440.894736842107,0.02903069947895251,-8839.494736842107,0.7096177752573148,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.2,4,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,7373.0,47995.0,26916.2,0.04577159881591797,0.025669288635253907,21078.8,0.5608125846442338,30440.894736842107,0.02903069947895251,-3524.694736842107,0.8842118548974112,5,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.2,5,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,7373.0,59976.0,43912.4,0.05719757080078125,0.041878128051757814,16063.6,0.7321661998132586,30440.894736842107,0.02903069947895251,13471.505263157893,1.4425462976570644,0,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.2,6,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,7373.0,71957.0,52579.6,0.06862354278564453,0.05014381408691406,19377.4,0.73070861764665,30440.894736842107,0.02903069947895251,22138.70526315789,1.727268546294199,0,0.0,cross_setting_rate_only_quality_unknown
linear,q12,8,0.2,8,5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,7373.0,95919.0,64887.2,0.0914754867553711,0.06188125610351562,31031.8,0.6764791125845765,30440.894736842107,0.02903069947895251,34446.30526315789,2.1315799210549518,0,0.0,cross_setting_rate_only_quality_unknown
linear,q12,16,0.025,2,4,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,922.0,3067.0,1798.75,0.0029249191284179688,0.0017154216766357422,1268.25,0.5864851646560156,30239.565217391304,0.028838696687117867,-28440.815217391304,0.059483328780319485,4,0.0,cross_setting_rate_only_quality_unknown
linear,q12,16,0.025,3,4,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,922.0,4565.0,3274.0,0.004353523254394531,0.0031223297119140625,1291.0,0.717196056955093,30239.565217391304,0.028838696687117867,-26965.565217391304,0.10826875242627713,4,0.0,cross_setting_rate_only_quality_unknown
linear,q12,16,0.025,4,4,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,9,922.0,6063.0,4041.25,0.005782127380371094,0.003854036331176758,2021.75,0.6665429655286161,30239.565217391304,0.028838696687117867,-26198.315217391304,0.13364114103319866,4,0.0,cross_setting_rate_only_quality_unknown
