schedule,main_anchor_mib_per_frame_proxy,metadata_mib_per_frame_exact,stage180_residual_mib_per_target_proxy,stage180_broader_total_proxy_mib_per_frame,delta_total_proxy_vs_gap8,delta_total_proxy_vs_gap4,mean_psnr_stage180,mean_lpips_stage180,rate_scope
uniform_gap8,0.09762538675351436,4.770756960511505e-10,0.2096925523546007,0.3073179395851907,0.0,-0.06154849032882481,29.206326430809128,0.1766524552471108,full_sequence_keyframe_metadata_plus_stage180_sampled_residual_proxy
stage165_adaptive,0.12043131726560583,1.5600375260872624e-07,0.07121413548787435,0.1916456087572328,-0.11567233082795791,-0.17722082115678273,29.770752551041166,0.1427798855635855,full_sequence_keyframe_metadata_plus_stage180_sampled_residual_proxy
uniform_gap4,0.18193822076791313,4.770756960511505e-10,0.18692820866902668,0.3688664299140155,0.06154849032882481,0.0,29.46421682151917,0.16245726098616917,full_sequence_keyframe_metadata_plus_stage180_sampled_residual_proxy
