schedule,validation_scope,target_count,keyframe_count,middle_recovery_count,mean_payload_bytes_per_target,sampled_residual_mib_per_target,mean_psnr,mean_lpips,residual_scope
uniform_gap8,stage180_broader_sampled_90_targets,90,0,90,219878.57777777777,0.2096925523546007,29.206326430809128,0.1766524552471108,sampled_estimate_not_full_sequence_payload_measurement
stage165_adaptive,stage180_broader_sampled_90_targets,90,56,34,74673.43333333333,0.07121413548787435,29.770752551041166,0.1427798855635855,sampled_estimate_not_full_sequence_payload_measurement
uniform_gap4,stage180_broader_sampled_90_targets,90,8,82,196008.43333333332,0.18692820866902668,29.46421682151917,0.16245726098616917,sampled_estimate_not_full_sequence_payload_measurement
