policy_name,policy_type,selected_candidate,task_count,mean_selected_sideinfo_psnr,mean_endpoint_sideinfo_psnr,mean_gain_vs_endpoint,min_fold_gain_vs_endpoint,min_group_gain_vs_endpoint,min_fold_group_gain_vs_endpoint,aggregate_safe_no_group_regression,fold_group_safe_no_regression
strict_safe_endpoint_selector_v1,fixed_candidate_selector,endpoint_diff_baseline,480,20.3212149854921,20.3212149854921,0.0,0.0,0.0,0.0,1,1
