gap,task_count,mean_psnr,p10_psnr,mean_ssim,mean_ms_ssim,mean_lpips,p90_lpips,mean_original_psnr,mean_original_ssim,mean_original_ms_ssim,mean_original_lpips,mean_payload_bytes,mean_side_mib_per_intermediate,mean_direct_total_mib_per_frame_ref,mean_delta_psnr_vs_original,mean_delta_ssim_vs_original,mean_delta_ms_ssim_vs_original,mean_delta_lpips_vs_original,passes_quality_gate
4,60,29.780485398070507,25.726690616240614,0.8779375642538071,0.9850881884495417,0.16601951060195763,0.20979373008012772,22.06421822428011,0.6008085365096728,0.8013669446110725,0.3014947975675265,209392.83333333334,0.19969256718953451,0.3816307879574477,7.7162671737904,0.2771290277441343,0.1837212438384692,-0.13547528696556885,True
8,60,29.578682359235195,25.326197674163037,0.8696596751610438,0.9838472485542298,0.17853523269295693,0.2392323151230812,20.33727549162514,0.5203309365858634,0.7005373592178027,0.3593370050191879,215967.88333333333,0.20596302350362142,0.3035884102571357,9.24140686761006,0.3493287385751804,0.28330988933642703,-0.18080177232623101,True
