stage97_task_id,source_task_id,task_split,sequence,codec,reference_gap,target_index,base_method,objective,candidate,keep_fraction,keep_gaussians,precision_at_keep,energy_recall_total,oracle_energy_recall_total,relative_energy_recall_vs_oracle
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,linear,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.3038524091243744,0.24836888909339905,0.6145318746566772,0.4041594862937927
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,linear,topk_bce,mlp_selector,0.1,3686,0.3524145483970642,0.304141104221344,0.6145318746566772,0.49491509795188904
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,linear,energy_weighted_bce,mlp_selector,0.1,3686,0.3434617519378662,0.29926154017448425,0.6145318746566772,0.4869748055934906
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,linear,hybrid_bce_energy,mlp_selector,0.1,3686,0.3586543798446655,0.3046833872795105,0.6145318746566772,0.4957975447177887
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,linear,energy_regression,mlp_selector,0.1,3686,0.35838305950164795,0.2997259497642517,0.6145318746566772,0.4877305328845978
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,stage65_adapter,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.3279978334903717,0.15305206179618835,0.24954350292682648,0.6133281588554382
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,stage65_adapter,topk_bce,mlp_selector,0.1,3686,0.47856754064559937,0.18652981519699097,0.24954350292682648,0.7474841475486755
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,stage65_adapter,energy_weighted_bce,mlp_selector,0.1,3686,0.4777536690235138,0.18606171011924744,0.24954350292682648,0.7456083297729492
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,stage65_adapter,hybrid_bce_energy,mlp_selector,0.1,3686,0.4815518260002136,0.1868339478969574,0.24954350292682648,0.7487029433250427
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,stage65_adapter,energy_regression,mlp_selector,0.1,3686,0.4644601047039032,0.18558867275714874,0.24954350292682648,0.7437127232551575
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,linear,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.4107433557510376,0.30027636885643005,0.6407492756843567,0.46863317489624023
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,linear,topk_bce,mlp_selector,0.1,3686,0.45252305269241333,0.3764673173427582,0.6407492756843567,0.5875422954559326
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,linear,energy_weighted_bce,mlp_selector,0.1,3686,0.4484536051750183,0.37828925251960754,0.6407492756843567,0.5903857946395874
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,linear,hybrid_bce_energy,mlp_selector,0.1,3686,0.44763970375061035,0.37326785922050476,0.6407492756843567,0.5825490355491638
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,linear,energy_regression,mlp_selector,0.1,3686,0.4715138375759125,0.37985512614250183,0.6407492756843567,0.5928295850753784
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,stage65_adapter,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.40938687324523926,0.13535720109939575,0.18657547235488892,0.7254822850227356
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,stage65_adapter,topk_bce,mlp_selector,0.1,3686,0.5428649187088013,0.1542879194021225,0.18657547235488892,0.8269464373588562
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,stage65_adapter,energy_weighted_bce,mlp_selector,0.1,3686,0.548019528388977,0.15452425181865692,0.18657547235488892,0.828213095664978
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,stage65_adapter,hybrid_bce_energy,mlp_selector,0.1,3686,0.5412371158599854,0.15422751009464264,0.18657547235488892,0.8266226649284363
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,stage65_adapter,energy_regression,mlp_selector,0.1,3686,0.5135648250579834,0.15371476113796234,0.18657547235488892,0.8238744139671326
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,linear,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.16413456201553345,0.1952672302722931,0.5758381485939026,0.3391008973121643
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,linear,topk_bce,mlp_selector,0.1,3686,0.34671729803085327,0.2966552972793579,0.5758381485939026,0.5151712894439697
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,linear,energy_weighted_bce,mlp_selector,0.1,3686,0.35621270537376404,0.29922813177108765,0.5758381485939026,0.5196393132209778
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,linear,hybrid_bce_energy,mlp_selector,0.1,3686,0.33830711245536804,0.29286912083625793,0.5758381485939026,0.5085962414741516
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,linear,energy_regression,mlp_selector,0.1,3686,0.3532284200191498,0.2984919548034668,0.5758381485939026,0.5183608531951904
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,stage65_adapter,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.13781876862049103,0.11584813892841339,0.2115018665790558,0.5477405190467834
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,stage65_adapter,topk_bce,mlp_selector,0.1,3686,0.5181769132614136,0.1685342788696289,0.2115018665790558,0.7968453764915466
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,stage65_adapter,energy_weighted_bce,mlp_selector,0.1,3686,0.5263158082962036,0.16780535876750946,0.2115018665790558,0.7933989763259888
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,stage65_adapter,hybrid_bce_energy,mlp_selector,0.1,3686,0.5141074061393738,0.16837123036384583,0.2115018665790558,0.7960744500160217
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,stage65_adapter,energy_regression,mlp_selector,0.1,3686,0.5198046565055847,0.16992546617984772,0.2115018665790558,0.8034229874610901
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,linear,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.2835051417350769,0.2682661712169647,0.7081098556518555,0.37884822487831116
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,linear,topk_bce,mlp_selector,0.1,3686,0.39853498339653015,0.37321460247039795,0.7081098556518555,0.5270574688911438
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,linear,energy_weighted_bce,mlp_selector,0.1,3686,0.39853498339653015,0.3789500594139099,0.7081098556518555,0.5351571440696716
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,linear,hybrid_bce_energy,mlp_selector,0.1,3686,0.4017905592918396,0.3774794340133667,0.7081098556518555,0.5330803394317627
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,linear,energy_regression,mlp_selector,0.1,3686,0.38931089639663696,0.3534161448478699,0.7081098556518555,0.49909791350364685
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,stage65_adapter,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.2655995786190033,0.1484198123216629,0.28356045484542847,0.5234150886535645
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,stage65_adapter,topk_bce,mlp_selector,0.1,3686,0.5173630118370056,0.20803044736385345,0.28356045484542847,0.7336370348930359
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,stage65_adapter,energy_weighted_bce,mlp_selector,0.1,3686,0.513836145401001,0.20835493505001068,0.28356045484542847,0.7347813248634338
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,stage65_adapter,hybrid_bce_energy,mlp_selector,0.1,3686,0.5238741040229797,0.20918844640254974,0.28356045484542847,0.737720787525177
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,stage65_adapter,energy_regression,mlp_selector,0.1,3686,0.48290830850601196,0.2012154459953308,0.28356045484542847,0.7096033692359924
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,linear,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.16332067549228668,0.14105457067489624,0.4490913152694702,0.3140888512134552
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,linear,topk_bce,mlp_selector,0.1,3686,0.21269668638706207,0.17531007528305054,0.4490913152694702,0.39036619663238525
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,linear,energy_weighted_bce,mlp_selector,0.1,3686,0.22626152634620667,0.18109503388404846,0.4490913152694702,0.4032476842403412
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,linear,hybrid_bce_energy,mlp_selector,0.1,3686,0.20211611688137054,0.1689373403787613,0.4490913152694702,0.3761759102344513
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,linear,energy_regression,mlp_selector,0.1,3686,0.20482908189296722,0.17059177160263062,0.4490913152694702,0.3798598647117615
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,stage65_adapter,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.17010308802127838,0.12164118885993958,0.2646443843841553,0.45964017510414124
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,stage65_adapter,topk_bce,mlp_selector,0.1,3686,0.316332072019577,0.15967243909835815,0.2646443843841553,0.6033471822738647
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,stage65_adapter,energy_weighted_bce,mlp_selector,0.1,3686,0.31090614199638367,0.15971623361110687,0.2646443843841553,0.6035126447677612
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,stage65_adapter,hybrid_bce_energy,mlp_selector,0.1,3686,0.3103635311126709,0.1579691767692566,0.2646443843841553,0.5969111323356628
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,stage65_adapter,energy_regression,mlp_selector,0.1,3686,0.3326098620891571,0.1638096123933792,0.2646443843841553,0.6189801096916199
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,linear,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.7327726483345032,0.5174478888511658,0.8767296671867371,0.5902023315429688
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,linear,topk_bce,mlp_selector,0.1,3686,0.583830714225769,0.5629705190658569,0.8767296671867371,0.6421255469322205
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,linear,energy_weighted_bce,mlp_selector,0.1,3686,0.5116657614707947,0.5556984543800354,0.8767296671867371,0.6338310241699219
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,linear,hybrid_bce_energy,mlp_selector,0.1,3686,0.5575149059295654,0.5508761405944824,0.8767296671867371,0.628330647945404
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,linear,energy_regression,mlp_selector,0.1,3686,0.7018448114395142,0.5621702075004578,0.8767296671867371,0.6412127017974854
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,stage65_adapter,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.5067824125289917,0.14348508417606354,0.191832035779953,0.7479724884033203
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,stage65_adapter,topk_bce,mlp_selector,0.1,3686,0.5056972503662109,0.15045350790023804,0.191832035779953,0.7842981219291687
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,stage65_adapter,energy_weighted_bce,mlp_selector,0.1,3686,0.5032555460929871,0.15126073360443115,0.191832035779953,0.7885060906410217
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,stage65_adapter,hybrid_bce_energy,mlp_selector,0.1,3686,0.49918609857559204,0.14999721944332123,0.191832035779953,0.781919538974762
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,stage65_adapter,energy_regression,mlp_selector,0.1,3686,0.48345088958740234,0.14913487434387207,0.191832035779953,0.7774242162704468
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,linear,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.5046120285987854,0.37829792499542236,0.8040966391563416,0.47046324610710144
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,linear,topk_bce,mlp_selector,0.1,3686,0.41589799523353577,0.3539307117462158,0.8040966391563416,0.440159410238266
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,linear,energy_weighted_bce,mlp_selector,0.1,3686,0.3478024899959564,0.3287726640701294,0.8040966391563416,0.4088720679283142
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,linear,hybrid_bce_energy,mlp_selector,0.1,3686,0.3746608793735504,0.32513129711151123,0.8040966391563416,0.40434354543685913
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,linear,energy_regression,mlp_selector,0.1,3686,0.5046120285987854,0.39401623606681824,0.8040966391563416,0.4900110363960266
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,stage65_adapter,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.48534998297691345,0.15755285322666168,0.24402426183223724,0.6456441879272461
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,stage65_adapter,topk_bce,mlp_selector,0.1,3686,0.4169831871986389,0.1534130722284317,0.24402426183223724,0.6286795735359192
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,stage65_adapter,energy_weighted_bce,mlp_selector,0.1,3686,0.3996201753616333,0.1512182056903839,0.24402426183223724,0.6196851134300232
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,stage65_adapter,hybrid_bce_energy,mlp_selector,0.1,3686,0.40016278624534607,0.15066330134868622,0.24402426183223724,0.6174111366271973
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,stage65_adapter,energy_regression,mlp_selector,0.1,3686,0.46337494254112244,0.15905191004276276,0.24402426183223724,0.651787281036377
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,linear,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.16332067549228668,0.1307079792022705,0.4530504643917084,0.2885064482688904
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,linear,topk_bce,mlp_selector,0.1,3686,0.1739012449979782,0.14446863532066345,0.4530504643917084,0.31887978315353394
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,linear,energy_weighted_bce,mlp_selector,0.1,3686,0.17580032348632812,0.14861717820167542,0.4530504643917084,0.32803669571876526
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,linear,hybrid_bce_energy,mlp_selector,0.1,3686,0.17037439346313477,0.14374355971813202,0.4530504643917084,0.3172793686389923
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,linear,energy_regression,mlp_selector,0.1,3686,0.19126424193382263,0.15432119369506836,0.4530504643917084,0.34062695503234863
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,stage65_adapter,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.17091698944568634,0.1113307774066925,0.2535172998905182,0.43914470076560974
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,stage65_adapter,topk_bce,mlp_selector,0.1,3686,0.218665212392807,0.13370613753795624,0.2535172998905182,0.5274043679237366
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,stage65_adapter,energy_weighted_bce,mlp_selector,0.1,3686,0.2254476398229599,0.13554802536964417,0.2535172998905182,0.5346696972846985
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,stage65_adapter,hybrid_bce_energy,mlp_selector,0.1,3686,0.2211068868637085,0.13410969078540802,0.2535172998905182,0.5289962291717529
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,stage65_adapter,energy_regression,mlp_selector,0.1,3686,0.2254476398229599,0.1348446011543274,0.2535172998905182,0.5318950414657593
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,linear,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.2479652762413025,0.21687233448028564,0.6266083717346191,0.34610506892204285
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,linear,topk_bce,mlp_selector,0.1,3686,0.30656537413597107,0.26917117834091187,0.6266083717346191,0.42956843972206116
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,linear,energy_weighted_bce,mlp_selector,0.1,3686,0.30276721715927124,0.27269116044044495,0.6266083717346191,0.4351859390735626
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,linear,hybrid_bce_energy,mlp_selector,0.1,3686,0.3054801821708679,0.26908090710639954,0.6266083717346191,0.42942437529563904
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,linear,energy_regression,mlp_selector,0.1,3686,0.316332072019577,0.2672417163848877,0.6266083717346191,0.4264892339706421
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,stage65_adapter,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.22897449135780334,0.13164351880550385,0.2737717032432556,0.4808514416217804
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,stage65_adapter,topk_bce,mlp_selector,0.1,3686,0.4262072741985321,0.1771717071533203,0.2737717032432556,0.6471512913703918
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,stage65_adapter,energy_weighted_bce,mlp_selector,0.1,3686,0.4245795011520386,0.17821577191352844,0.2737717032432556,0.6509649157524109
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,stage65_adapter,hybrid_bce_energy,mlp_selector,0.1,3686,0.42756375670433044,0.17620855569839478,0.2737717032432556,0.6436331868171692
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,stage65_adapter,energy_regression,mlp_selector,0.1,3686,0.4145415127277374,0.17712225019931793,0.2737717032432556,0.6469706296920776
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,linear,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.15897992253303528,0.13014847040176392,0.39352694153785706,0.3307231664657593
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,linear,topk_bce,mlp_selector,0.1,3686,0.1562669575214386,0.13921310007572174,0.39352694153785706,0.35375747084617615
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,linear,energy_weighted_bce,mlp_selector,0.1,3686,0.16033640503883362,0.14146645367145538,0.39352694153785706,0.359483540058136
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,linear,hybrid_bce_energy,mlp_selector,0.1,3686,0.15436787903308868,0.13947676122188568,0.39352694153785706,0.3544274866580963
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,linear,energy_regression,mlp_selector,0.1,3686,0.1429734081029892,0.1350570172071457,0.39352694153785706,0.3431963622570038
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,stage65_adapter,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.16196419298648834,0.11031148582696915,0.2357836663722992,0.4678504168987274
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,stage65_adapter,topk_bce,mlp_selector,0.1,3686,0.26641345024108887,0.14215759932994843,0.2357836663722992,0.6029154062271118
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,stage65_adapter,energy_weighted_bce,mlp_selector,0.1,3686,0.263429194688797,0.14122113585472107,0.2357836663722992,0.5989436507225037
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,stage65_adapter,hybrid_bce_energy,mlp_selector,0.1,3686,0.26234400272369385,0.14115864038467407,0.2357836663722992,0.5986786484718323
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,stage65_adapter,energy_regression,mlp_selector,0.1,3686,0.2631579041481018,0.14124837517738342,0.2357836663722992,0.5990592241287231
stage97_00013450,stage79_00027031,eval,india,q12,8,17,linear,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.19777536392211914,0.24564121663570404,0.7428126931190491,0.3306906521320343
stage97_00013450,stage79_00027031,eval,india,q12,8,17,linear,topk_bce,mlp_selector,0.1,3686,0.3529571294784546,0.34710052609443665,0.7428126931190491,0.4672786593437195
stage97_00013450,stage79_00027031,eval,india,q12,8,17,linear,energy_weighted_bce,mlp_selector,0.1,3686,0.3545849025249481,0.3536303639411926,0.7428126931190491,0.4760693609714508
stage97_00013450,stage79_00027031,eval,india,q12,8,17,linear,hybrid_bce_energy,mlp_selector,0.1,3686,0.3415626585483551,0.3317488729953766,0.7428126931190491,0.4466117322444916
stage97_00013450,stage79_00027031,eval,india,q12,8,17,linear,energy_regression,mlp_selector,0.1,3686,0.34047749638557434,0.34688279032707214,0.7428126931190491,0.4669855535030365
stage97_00013450,stage79_00027031,eval,india,q12,8,17,stage65_adapter,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.19696147739887238,0.14427241683006287,0.3001001477241516,0.4807475805282593
stage97_00013450,stage79_00027031,eval,india,q12,8,17,stage65_adapter,topk_bce,mlp_selector,0.1,3686,0.438144326210022,0.20036305487155914,0.3001001477241516,0.6676539778709412
stage97_00013450,stage79_00027031,eval,india,q12,8,17,stage65_adapter,energy_weighted_bce,mlp_selector,0.1,3686,0.4327183961868286,0.19945137202739716,0.3001001477241516,0.664616048336029
stage97_00013450,stage79_00027031,eval,india,q12,8,17,stage65_adapter,hybrid_bce_energy,mlp_selector,0.1,3686,0.42756375670433044,0.1975543051958084,0.3001001477241516,0.6582946181297302
stage97_00013450,stage79_00027031,eval,india,q12,8,17,stage65_adapter,energy_regression,mlp_selector,0.1,3686,0.4148128032684326,0.199696347117424,0.3001001477241516,0.665432333946228
stage97_00011393,stage79_00022882,eval,camel,q12,8,74,linear,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.3141616880893707,0.22640617191791534,0.5657708644866943,0.4001729190349579
stage97_00011393,stage79_00022882,eval,camel,q12,8,74,linear,topk_bce,mlp_selector,0.1,3686,0.3437330424785614,0.266181617975235,0.5657708644866943,0.4704760015010834
stage97_00011393,stage79_00022882,eval,camel,q12,8,74,linear,energy_weighted_bce,mlp_selector,0.1,3686,0.33586543798446655,0.2637382745742798,0.5657708644866943,0.4661574065685272
stage97_00011393,stage79_00022882,eval,camel,q12,8,74,linear,hybrid_bce_energy,mlp_selector,0.1,3686,0.35160064697265625,0.2717790901660919,0.5657708644866943,0.48036953806877136
stage97_00011393,stage79_00022882,eval,camel,q12,8,74,linear,energy_regression,mlp_selector,0.1,3686,0.35105806589126587,0.2621016204357147,0.5657708644866943,0.4632646143436432
stage97_00011393,stage79_00022882,eval,camel,q12,8,74,stage65_adapter,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.3038524091243744,0.149018794298172,0.2798888087272644,0.5324214100837708
stage97_00011393,stage79_00022882,eval,camel,q12,8,74,stage65_adapter,topk_bce,mlp_selector,0.1,3686,0.4148128032684326,0.184548482298851,0.2798888087272644,0.6593635678291321
stage97_00011393,stage79_00022882,eval,camel,q12,8,74,stage65_adapter,energy_weighted_bce,mlp_selector,0.1,3686,0.4169831871986389,0.18497209250926971,0.2798888087272644,0.6608770489692688
stage97_00011393,stage79_00022882,eval,camel,q12,8,74,stage65_adapter,hybrid_bce_energy,mlp_selector,0.1,3686,0.4104720652103424,0.18342892825603485,0.2798888087272644,0.6553635597229004
stage97_00011393,stage79_00022882,eval,camel,q12,8,74,stage65_adapter,energy_regression,mlp_selector,0.1,3686,0.40721648931503296,0.18197333812713623,0.2798888087272644,0.6501629948616028
stage97_00013550,stage79_00027131,eval,india,q12,16,47,linear,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.16332067549228668,0.17829352617263794,0.571483850479126,0.31198349595069885
stage97_00013550,stage79_00027131,eval,india,q12,16,47,linear,topk_bce,mlp_selector,0.1,3686,0.19804666936397552,0.19083386659622192,0.571483850479126,0.3339269757270813
stage97_00013550,stage79_00027131,eval,india,q12,16,47,linear,energy_weighted_bce,mlp_selector,0.1,3686,0.1828540414571762,0.17737609148025513,0.571483850479126,0.31037813425064087
stage97_00013550,stage79_00027131,eval,india,q12,16,47,linear,hybrid_bce_energy,mlp_selector,0.1,3686,0.20048832893371582,0.1893266886472702,0.571483850479126,0.3312896490097046
stage97_00013550,stage79_00027131,eval,india,q12,16,47,linear,energy_regression,mlp_selector,0.1,3686,0.23982636630535126,0.21532754600048065,0.571483850479126,0.3767867684364319
stage97_00013550,stage79_00027131,eval,india,q12,16,47,stage65_adapter,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.15301139652729034,0.12912586331367493,0.2772064805030823,0.4658111333847046
stage97_00013550,stage79_00027131,eval,india,q12,16,47,stage65_adapter,topk_bce,mlp_selector,0.1,3686,0.3190450370311737,0.15963681042194366,0.2772064805030823,0.5758768916130066
stage97_00013550,stage79_00027131,eval,india,q12,16,47,stage65_adapter,energy_weighted_bce,mlp_selector,0.1,3686,0.2919153571128845,0.15426969528198242,0.2772064805030823,0.5565154552459717
stage97_00013550,stage79_00027131,eval,india,q12,16,47,stage65_adapter,hybrid_bce_energy,mlp_selector,0.1,3686,0.32447096705436707,0.16021554172039032,0.2772064805030823,0.5779646039009094
stage97_00013550,stage79_00027131,eval,india,q12,16,47,stage65_adapter,energy_regression,mlp_selector,0.1,3686,0.34020617604255676,0.1650373786687851,0.2772064805030823,0.5953590273857117
stage97_00014188,stage79_00028536,eval,mbike-trick,q12,4,53,linear,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.4148128032684326,0.40406060218811035,0.784191370010376,0.5152576565742493
stage97_00014188,stage79_00028536,eval,mbike-trick,q12,4,53,linear,topk_bce,mlp_selector,0.1,3686,0.45415082573890686,0.4763891398906708,0.784191370010376,0.6074908971786499
stage97_00014188,stage79_00028536,eval,mbike-trick,q12,4,53,linear,energy_weighted_bce,mlp_selector,0.1,3686,0.44275638461112976,0.47296836972236633,0.784191370010376,0.6031287908554077
stage97_00014188,stage79_00028536,eval,mbike-trick,q12,4,53,linear,hybrid_bce_energy,mlp_selector,0.1,3686,0.45170918107032776,0.4716777801513672,0.784191370010376,0.6014829874038696
stage97_00014188,stage79_00028536,eval,mbike-trick,q12,4,53,linear,energy_regression,mlp_selector,0.1,3686,0.4660879075527191,0.466762900352478,0.784191370010376,0.5952155590057373
stage97_00014188,stage79_00028536,eval,mbike-trick,q12,4,53,stage65_adapter,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.40992945432662964,0.15822738409042358,0.23489661514759064,0.6736043691635132
stage97_00014188,stage79_00028536,eval,mbike-trick,q12,4,53,stage65_adapter,topk_bce,mlp_selector,0.1,3686,0.5314704179763794,0.18263719975948334,0.23489661514759064,0.7775216102600098
stage97_00014188,stage79_00028536,eval,mbike-trick,q12,4,53,stage65_adapter,energy_weighted_bce,mlp_selector,0.1,3686,0.5265870690345764,0.1826084703207016,0.23489661514759064,0.7773993015289307
stage97_00014188,stage79_00028536,eval,mbike-trick,q12,4,53,stage65_adapter,hybrid_bce_energy,mlp_selector,0.1,3686,0.526858389377594,0.18278230726718903,0.23489661514759064,0.7781394124031067
stage97_00014188,stage79_00028536,eval,mbike-trick,q12,4,53,stage65_adapter,energy_regression,mlp_selector,0.1,3686,0.5113944411277771,0.1820404827594757,0.23489661514759064,0.7749813199043274
stage97_00012712,stage79_00025543,eval,drift-straight,q12,4,6,linear,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.15138360857963562,0.1785767823457718,0.4842933714389801,0.36873677372932434
stage97_00012712,stage79_00025543,eval,drift-straight,q12,4,6,linear,topk_bce,mlp_selector,0.1,3686,0.18475311994552612,0.1798178255558014,0.4842933714389801,0.3712993860244751
stage97_00012712,stage79_00025543,eval,drift-straight,q12,4,6,linear,energy_weighted_bce,mlp_selector,0.1,3686,0.20482908189296722,0.18713341653347015,0.4842933714389801,0.3864050805568695
stage97_00012712,stage79_00025543,eval,drift-straight,q12,4,6,linear,hybrid_bce_energy,mlp_selector,0.1,3686,0.18393923342227936,0.18023833632469177,0.4842933714389801,0.3721676766872406
