step,sample,frame_gap,target_frame_index,normalized_time,rgb_mse,rgb_psnr
68,DAVIS/train/bmx-bumps,2,1,0.5,0.01289588026702404,18.89549007766974
69,DAVIS/train/bmx-bumps,4,2,0.5,0.01962910033762455,17.07099605003102
70,DAVIS/train/bear,16,8,0.5,0.0214602779597044,16.68364657226357
71,DAVIS/train/bmx-bumps,8,4,0.5,0.030469311401247978,15.16137360612164
72,DAVIS/train/boxing-fisheye,2,1,0.5,0.013948815874755383,18.554626584037827
73,DAVIS/train/bear,2,1,0.5,0.006736683659255505,21.71553845739996
74,DAVIS/train/boat,2,1,0.5,0.002275953534990549,26.428366085788966
75,DAVIS/train/boxing-fisheye,8,4,0.5,0.03190159797668457,14.961875622382825
76,DAVIS/train/bmx-bumps,16,85,0.5555555555555556,0.04017922282218933,13.959984679685295
77,DAVIS/train/boat,8,4,0.5,0.004265645984560251,23.700151904552058
78,DAVIS/train/boxing-fisheye,16,83,0.5,0.01661752536892891,17.79433649543295
79,DAVIS/train/bear,8,4,0.5,0.01653890870511532,17.814931501028447
80,DAVIS/train/bear,4,2,0.5,0.011420918628573418,19.422989627035538
81,DAVIS/train/boat,2,1,0.5,0.002274248981848359,26.43161991045129
82,DAVIS/train/bear,4,2,0.5,0.011418761685490608,19.423809908640663
83,DAVIS/train/bmx-bumps,16,85,0.5555555555555556,0.04018131643533707,13.95975838836224
84,DAVIS/train/boxing-fisheye,4,2,0.5,0.02228347770869732,16.520170293047208
85,DAVIS/train/boat,8,4,0.5,0.004263230133801699,23.702612230313722
86,DAVIS/train/bmx-bumps,2,1,0.5,0.012889966368675232,18.89748215766676
87,DAVIS/train/bear,16,8,0.5,0.021456215530633926,16.68446876922805
88,DAVIS/train/boat,16,69,0.5,0.004307648632675409,23.657597285666164
89,DAVIS/train/boxing-fisheye,16,83,0.5,0.016613444313406944,17.795403199124948
90,DAVIS/train/boat,4,2,0.5,0.0031482516787946224,25.019305563820204
91,DAVIS/train/boxing-fisheye,2,1,0.5,0.013939515687525272,18.557523150392402
92,DAVIS/train/bear,2,1,0.5,0.006722689606249332,21.72456940121904
93,DAVIS/train/bear,8,4,0.5,0.016529561951756477,17.81738655470037
94,DAVIS/train/bmx-bumps,4,2,0.5,0.019624462351202965,17.07202232728151
95,DAVIS/train/boxing-fisheye,8,4,0.5,0.03190544992685318,14.961351266293711
96,DAVIS/train/bmx-bumps,8,4,0.5,0.030487369745969772,15.15880042151027
97,DAVIS/train/boat,8,4,0.5,0.004258304834365845,23.70763252445766
98,DAVIS/train/bmx-bumps,4,2,0.5,0.019623544067144394,17.07222555069891
99,DAVIS/train/boxing-fisheye,16,83,0.5,0.016610249876976013,17.796238341725928
100,DAVIS/train/bear,8,4,0.5,0.01652541197836399,17.818477047500444
101,DAVIS/train/boxing-fisheye,4,2,0.5,0.022280963137745857,16.520660398731913
102,DAVIS/train/boxing-fisheye,2,1,0.5,0.013933439739048481,18.55941656348564
103,DAVIS/train/boat,16,69,0.5,0.004302195739001036,23.663098342009548
104,DAVIS/train/boat,4,2,0.5,0.0031439082231372595,25.02530140357445
105,DAVIS/train/boat,2,1,0.5,0.0022661839611828327,26.447048384780206
106,DAVIS/train/bear,2,1,0.5,0.006712413392961025,21.7312130474889
107,DAVIS/train/bear,16,8,0.5,0.021449359133839607,16.685856791806536
108,DAVIS/train/bmx-bumps,2,1,0.5,0.012881807051599026,18.900232101524253
109,DAVIS/train/bmx-bumps,8,4,0.5,0.030497021973133087,15.157425673345388
110,DAVIS/train/boxing-fisheye,8,4,0.5,0.031910352408885956,14.960683995548623
111,DAVIS/train/bear,4,2,0.5,0.011390582658350468,19.434540600443093
112,DAVIS/train/bmx-bumps,16,85,0.5555555555555556,0.040197376161813736,13.958022940706364
113,DAVIS/train/boxing-fisheye,4,2,0.5,0.02227731980383396,16.521370605549922
114,DAVIS/train/boat,16,69,0.5,0.00429876521229744,23.66656274303365
115,DAVIS/train/bmx-bumps,16,85,0.5555555555555556,0.04019812494516373,13.957942042528586
116,DAVIS/train/boxing-fisheye,8,4,0.5,0.03191129118204117,14.960556231994392
117,DAVIS/train/boxing-fisheye,16,83,0.5,0.01660596765577793,17.797358123076762
118,DAVIS/train/bear,16,8,0.5,0.021447356790304184,16.686262233915663
119,DAVIS/train/boat,4,2,0.5,0.003140469780191779,25.030053813266488
120,DAVIS/train/bear,2,1,0.5,0.006705682724714279,21.735569987994637
121,DAVIS/train/boat,8,4,0.5,0.004251966718584299,23.714101434882885
122,DAVIS/train/bmx-bumps,8,4,0.5,0.03050306625664234,15.156565019185733
123,DAVIS/train/bmx-bumps,2,1,0.5,0.012878835201263428,18.90123414036696
124,DAVIS/train/bmx-bumps,4,2,0.5,0.0196202602237463,17.072952368649577
125,DAVIS/train/bear,4,2,0.5,0.0113836620002985,19.437180076518523
126,DAVIS/train/bear,8,4,0.5,0.016513848677277565,17.82151699328604
127,DAVIS/train/boat,2,1,0.5,0.002261525020003319,26.455986031472154
128,DAVIS/train/boxing-fisheye,2,1,0.5,0.01392364501953125,18.562470574951867
