stage97_task_id,source_task_id,task_split,sequence,codec,reference_gap,target_index,base_method,selector_scope,group_key,objective,candidate,keep_fraction,keep_gaussians,precision_at_keep,energy_recall_total,oracle_energy_recall_total,relative_energy_recall_vs_oracle
stage97_00013703,stage79_00027489,eval,kite-surf,q12,8,5,stage65_adapter,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.5344547033309937,0.17002616822719574,0.2157866656780243,0.7879363894462585
stage97_00013703,stage79_00027489,eval,kite-surf,q12,8,5,stage65_adapter,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.5208898782730103,0.16970427334308624,0.2157866656780243,0.7864446640014648
stage97_00013703,stage79_00027489,eval,kite-surf,q12,8,5,stage65_adapter,group_specific,stage65_adapter__gap8,topk_bce,mlp_selector,0.1,3686,0.5225176215171814,0.16921137273311615,0.2157866656780243,0.7841604948043823
stage97_00013703,stage79_00027489,eval,kite-surf,q12,8,5,stage65_adapter,group_specific,stage65_adapter__gap8,energy_regression,mlp_selector,0.1,3686,0.5084102153778076,0.16808460652828217,0.2157866656780243,0.7789388298988342
stage97_00012756,stage79_00025587,eval,drift-straight,q12,8,14,linear,endpoint_only,linear__gap8,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.17932718992233276,0.14173851907253265,0.45204707980155945,0.31354814767837524
stage97_00012756,stage79_00025587,eval,drift-straight,q12,8,14,linear,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.1739012449979782,0.1544439196586609,0.45204707980155945,0.341654509305954
stage97_00012756,stage79_00025587,eval,drift-straight,q12,8,14,linear,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.17118827998638153,0.1576528400182724,0.45204707980155945,0.3487531542778015
stage97_00012756,stage79_00025587,eval,drift-straight,q12,8,14,linear,group_specific,linear__gap8,topk_bce,mlp_selector,0.1,3686,0.16603364050388336,0.15327969193458557,0.45204707980155945,0.3390790522098541
stage97_00012756,stage79_00025587,eval,drift-straight,q12,8,14,linear,group_specific,linear__gap8,energy_regression,mlp_selector,0.1,3686,0.1494845300912857,0.14712229371070862,0.45204707980155945,0.325457900762558
stage97_00012756,stage79_00025587,eval,drift-straight,q12,8,14,stage65_adapter,endpoint_only,stage65_adapter__gap8,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.16576234996318817,0.11449737846851349,0.27580636739730835,0.41513681411743164
stage97_00012756,stage79_00025587,eval,drift-straight,q12,8,14,stage65_adapter,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.26641345024108887,0.15289165079593658,0.27580636739730835,0.5543441772460938
stage97_00012756,stage79_00025587,eval,drift-straight,q12,8,14,stage65_adapter,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.27753663063049316,0.15379221737384796,0.27580636739730835,0.5576093792915344
stage97_00012756,stage79_00025587,eval,drift-straight,q12,8,14,stage65_adapter,group_specific,stage65_adapter__gap8,topk_bce,mlp_selector,0.1,3686,0.2704828977584839,0.1551177203655243,0.27580636739730835,0.5624153017997742
stage97_00012756,stage79_00025587,eval,drift-straight,q12,8,14,stage65_adapter,group_specific,stage65_adapter__gap8,energy_regression,mlp_selector,0.1,3686,0.2658708691596985,0.15276119112968445,0.27580636739730835,0.5538711547851562
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,linear,endpoint_only,linear__gap4,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.3038524091243744,0.24836888909339905,0.6145318746566772,0.4041594862937927
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,linear,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.34915897250175476,0.29927366971969604,0.6145318746566772,0.48699453473091125
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,linear,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.3638090193271637,0.3018933832645416,0.6145318746566772,0.4912574887275696
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,linear,group_specific,linear__gap4,topk_bce,mlp_selector,0.1,3686,0.35811176896095276,0.2972941994667053,0.6145318746566772,0.48377344012260437
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,linear,group_specific,linear__gap4,energy_regression,mlp_selector,0.1,3686,0.3616386353969574,0.29996517300605774,0.6145318746566772,0.48811978101730347
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,stage65_adapter,endpoint_only,stage65_adapter__gap4,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.3279978334903717,0.15305206179618835,0.24954350292682648,0.6133281588554382
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,stage65_adapter,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.4750407040119171,0.18580153584480286,0.24954350292682648,0.7445657253265381
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,stage65_adapter,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.46527400612831116,0.1863769292831421,0.24954350292682648,0.7468714714050293
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,stage65_adapter,group_specific,stage65_adapter__gap4,topk_bce,mlp_selector,0.1,3686,0.482094407081604,0.1868487000465393,0.24954350292682648,0.7487620115280151
stage97_00010741,stage79_00021591,eval,blackswan,q12,4,19,stage65_adapter,group_specific,stage65_adapter__gap4,energy_regression,mlp_selector,0.1,3686,0.47232773900032043,0.18697896599769592,0.24954350292682648,0.749284029006958
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,linear,endpoint_only,linear__gap4,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.4107433557510376,0.30027636885643005,0.6407492756843567,0.46863317489624023
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,linear,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.45252305269241333,0.37466442584991455,0.6407492756843567,0.5847285985946655
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,linear,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.46771568059921265,0.3800451457500458,0.6407492756843567,0.593126118183136
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,linear,group_specific,linear__gap4,topk_bce,mlp_selector,0.1,3686,0.44058600068092346,0.3561176061630249,0.6407492756843567,0.5557830929756165
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,linear,group_specific,linear__gap4,energy_regression,mlp_selector,0.1,3686,0.46066197752952576,0.3659675419330597,0.6407492756843567,0.5711556077003479
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,stage65_adapter,endpoint_only,stage65_adapter__gap4,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.40938687324523926,0.13535720109939575,0.18657547235488892,0.7254822850227356
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,stage65_adapter,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.5444926619529724,0.15451917052268982,0.18657547235488892,0.8281858563423157
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,stage65_adapter,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.5086814761161804,0.15219320356845856,0.18657547235488892,0.8157192468643188
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,stage65_adapter,group_specific,stage65_adapter__gap4,topk_bce,mlp_selector,0.1,3686,0.563483476638794,0.1558167040348053,0.18657547235488892,0.8351403474807739
stage97_00014496,stage79_00029145,eval,paragliding-launch,q12,4,66,stage65_adapter,group_specific,stage65_adapter__gap4,energy_regression,mlp_selector,0.1,3686,0.5477482080459595,0.15523502230644226,0.18657547235488892,0.8320226669311523
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,linear,endpoint_only,linear__gap8,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.16413456201553345,0.1952672302722931,0.5758381485939026,0.3391008973121643
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,linear,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.34047749638557434,0.29313504695892334,0.5758381485939026,0.5090580582618713
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,linear,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.3705914318561554,0.3057040274143219,0.5758381485939026,0.5308853387832642
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,linear,group_specific,linear__gap8,topk_bce,mlp_selector,0.1,3686,0.3507867455482483,0.29900774359703064,0.5758381485939026,0.519256591796875
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,linear,group_specific,linear__gap8,energy_regression,mlp_selector,0.1,3686,0.36516550183296204,0.3033009469509125,0.5758381485939026,0.5267121195793152
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,stage65_adapter,endpoint_only,stage65_adapter__gap8,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.13781876862049103,0.11584813892841339,0.2115018665790558,0.5477405190467834
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,stage65_adapter,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.521975040435791,0.16837723553180695,0.2115018665790558,0.7961028218269348
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,stage65_adapter,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.5176342725753784,0.16765755414962769,0.2115018665790558,0.7927001118659973
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,stage65_adapter,group_specific,stage65_adapter__gap8,topk_bce,mlp_selector,0.1,3686,0.495930552482605,0.167212575674057,0.2115018665790558,0.7905962467193604
stage97_00014409,stage79_00028856,eval,motocross-jump,q12,8,37,stage65_adapter,group_specific,stage65_adapter__gap8,energy_regression,mlp_selector,0.1,3686,0.486977756023407,0.16789674758911133,0.2115018665790558,0.7938310503959656
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,linear,endpoint_only,linear__gap8,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.2835051417350769,0.2682661712169647,0.7081098556518555,0.37884822487831116
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,linear,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.39392295479774475,0.37069442868232727,0.7081098556518555,0.5234984755516052
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,linear,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.39148128032684326,0.3534345328807831,0.7081098556518555,0.49912387132644653
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,linear,group_specific,linear__gap8,topk_bce,mlp_selector,0.1,3686,0.39365166425704956,0.36269664764404297,0.7081098556518555,0.5122039318084717
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,linear,group_specific,linear__gap8,energy_regression,mlp_selector,0.1,3686,0.3947368264198303,0.3558511435985565,0.7081098556518555,0.5025366544723511
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,stage65_adapter,endpoint_only,stage65_adapter__gap8,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.2655995786190033,0.1484198123216629,0.28356045484542847,0.5234150886535645
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,stage65_adapter,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.5092241168022156,0.2064843326807022,0.28356045484542847,0.7281845211982727
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,stage65_adapter,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.5024416446685791,0.20629675686359406,0.28356045484542847,0.7275230288505554
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,stage65_adapter,group_specific,stage65_adapter__gap8,topk_bce,mlp_selector,0.1,3686,0.5265870690345764,0.20998121798038483,0.28356045484542847,0.7405166029930115
stage97_00015398,stage79_00030952,eval,soapbox,q12,8,23,stage65_adapter,group_specific,stage65_adapter__gap8,energy_regression,mlp_selector,0.1,3686,0.5192620754241943,0.2074580043554306,0.28356045484542847,0.7316182255744934
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,linear,endpoint_only,linear__gap16,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.16332067549228668,0.14105457067489624,0.4490913152694702,0.3140888512134552
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,linear,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.2078133523464203,0.17208613455295563,0.4490913152694702,0.3831874132156372
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,linear,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.20130223035812378,0.16928240656852722,0.4490913152694702,0.37694430351257324
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,linear,group_specific,linear__gap16,topk_bce,mlp_selector,0.1,3686,0.22436244785785675,0.1765097975730896,0.4490913152694702,0.3930376470088959
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,linear,group_specific,linear__gap16,energy_regression,mlp_selector,0.1,3686,0.19913184642791748,0.16516123712062836,0.4490913152694702,0.3677676022052765
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,stage65_adapter,endpoint_only,stage65_adapter__gap16,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.17010308802127838,0.12164118885993958,0.2646443843841553,0.45964017510414124
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,stage65_adapter,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.31172001361846924,0.15875335037708282,0.2646443843841553,0.5998742580413818
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,stage65_adapter,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.3258274495601654,0.16170355677604675,0.2646443843841553,0.6110220551490784
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,stage65_adapter,group_specific,stage65_adapter__gap16,topk_bce,mlp_selector,0.1,3686,0.32230058312416077,0.16113631427288055,0.2646443843841553,0.6088786721229553
stage97_00014888,stage79_00029789,eval,parkour,q12,16,85,stage65_adapter,group_specific,stage65_adapter__gap16,energy_regression,mlp_selector,0.1,3686,0.32447096705436707,0.16172394156455994,0.2646443843841553,0.6110990643501282
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,linear,endpoint_only,linear__gap8,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.7327726483345032,0.5174478888511658,0.8767296671867371,0.5902023315429688
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,linear,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.5919696092605591,0.5530726313591003,0.8767296671867371,0.630836009979248
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,linear,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.6985892653465271,0.5540726780891418,0.8767296671867371,0.6319766640663147
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,linear,group_specific,linear__gap8,topk_bce,mlp_selector,0.1,3686,0.5135648250579834,0.4988293945789337,0.8767296671867371,0.5689660310745239
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,linear,group_specific,linear__gap8,energy_regression,mlp_selector,0.1,3686,0.660336434841156,0.523176372051239,0.8767296671867371,0.5967362523078918
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,stage65_adapter,endpoint_only,stage65_adapter__gap8,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.5067824125289917,0.14348508417606354,0.191832035779953,0.7479724884033203
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,stage65_adapter,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.5062398314476013,0.1503046602010727,0.191832035779953,0.7835221886634827
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,stage65_adapter,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.46961474418640137,0.1465269923210144,0.191832035779953,0.7638296484947205
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,stage65_adapter,group_specific,stage65_adapter__gap8,topk_bce,mlp_selector,0.1,3686,0.4994574189186096,0.150176003575325,0.191832035779953,0.78285151720047
stage97_00012487,stage79_00025066,eval,dogs-jump,q12,8,28,stage65_adapter,group_specific,stage65_adapter__gap8,energy_regression,mlp_selector,0.1,3686,0.477211058139801,0.14719536900520325,0.191832035779953,0.7673137784004211
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,linear,endpoint_only,linear__gap8,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.5046120285987854,0.37829792499542236,0.8040966391563416,0.47046324610710144
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,linear,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.41806837916374207,0.35457485914230347,0.8040966391563416,0.44096049666404724
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,linear,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.4997287094593048,0.3901139497756958,0.8040966391563416,0.4851580262184143
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,linear,group_specific,linear__gap8,topk_bce,mlp_selector,0.1,3686,0.38035809993743896,0.32891857624053955,0.8040966391563416,0.4090535342693329
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,linear,group_specific,linear__gap8,energy_regression,mlp_selector,0.1,3686,0.5016278028488159,0.38813599944114685,0.8040966391563416,0.4826982021331787
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,stage65_adapter,endpoint_only,stage65_adapter__gap8,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.48534998297691345,0.15755285322666168,0.24402426183223724,0.6456441879272461
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,stage65_adapter,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.4218665063381195,0.15395092964172363,0.24402426183223724,0.6308836936950684
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,stage65_adapter,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.4413999021053314,0.15617670118808746,0.24402426183223724,0.6400048136711121
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,stage65_adapter,group_specific,stage65_adapter__gap8,topk_bce,mlp_selector,0.1,3686,0.4194248616695404,0.15341413021087646,0.24402426183223724,0.6286839246749878
stage97_00011160,stage79_00022423,eval,breakdance,q12,8,53,stage65_adapter,group_specific,stage65_adapter__gap8,energy_regression,mlp_selector,0.1,3686,0.4804666340351105,0.16014158725738525,0.24402426183223724,0.6562527418136597
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,linear,endpoint_only,linear__gap4,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.16332067549228668,0.1307079792022705,0.4530504643917084,0.2885064482688904
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,linear,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.1760716289281845,0.14513587951660156,0.4530504643917084,0.32035255432128906
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,linear,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.18231144547462463,0.15041686594486237,0.4530504643917084,0.33200907707214355
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,linear,group_specific,linear__gap4,topk_bce,mlp_selector,0.1,3686,0.17308735847473145,0.14600878953933716,0.4530504643917084,0.32227930426597595
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,linear,group_specific,linear__gap4,energy_regression,mlp_selector,0.1,3686,0.18909387290477753,0.15504533052444458,0.4530504643917084,0.3422253131866455
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,stage65_adapter,endpoint_only,stage65_adapter__gap4,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.17091698944568634,0.1113307774066925,0.2535172998905182,0.43914470076560974
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,stage65_adapter,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.21785132586956024,0.13296332955360413,0.2535172998905182,0.5244743824005127
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,stage65_adapter,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.2078133523464203,0.13161063194274902,0.2535172998905182,0.5191386342048645
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,stage65_adapter,group_specific,stage65_adapter__gap4,topk_bce,mlp_selector,0.1,3686,0.24064025282859802,0.13801470398902893,0.2535172998905182,0.5443995594978333
stage97_00015224,stage79_00030529,eval,shooting,q12,4,25,stage65_adapter,group_specific,stage65_adapter__gap4,energy_regression,mlp_selector,0.1,3686,0.2452523112297058,0.1380363404750824,0.2535172998905182,0.5444849133491516
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,linear,endpoint_only,linear__gap16,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.2479652762413025,0.21687233448028564,0.6266083717346191,0.34610506892204285
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,linear,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.30737927556037903,0.2714378833770752,0.6266083717346191,0.4331858456134796
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,linear,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.32121542096138,0.27262431383132935,0.6266083717346191,0.43507927656173706
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,linear,group_specific,linear__gap16,topk_bce,mlp_selector,0.1,3686,0.27997830510139465,0.25618690252304077,0.6266083717346191,0.408846914768219
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,linear,group_specific,linear__gap16,energy_regression,mlp_selector,0.1,3686,0.30005425214767456,0.25470468401908875,0.6266083717346191,0.40648144483566284
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,stage65_adapter,endpoint_only,stage65_adapter__gap16,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.22897449135780334,0.13164351880550385,0.2737717032432556,0.4808514416217804
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,stage65_adapter,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.4194248616695404,0.1758900284767151,0.2737717032432556,0.6424697041511536
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,stage65_adapter,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.41372761130332947,0.17794577777385712,0.2737717032432556,0.6499786972999573
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,stage65_adapter,group_specific,stage65_adapter__gap16,topk_bce,mlp_selector,0.1,3686,0.40531742572784424,0.17170043289661407,0.2737717032432556,0.6271664500236511
stage97_00012224,stage79_00024489,eval,dance-twirl,q12,16,45,stage65_adapter,group_specific,stage65_adapter__gap16,energy_regression,mlp_selector,0.1,3686,0.4218665063381195,0.17769967019557953,0.2737717032432556,0.6490797400474548
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,linear,endpoint_only,linear__gap16,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.15897992253303528,0.13014847040176392,0.39352694153785706,0.3307231664657593
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,linear,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.15246880054473877,0.13724306225776672,0.39352694153785706,0.34875136613845825
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,linear,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.13998915255069733,0.13295255601406097,0.39352694153785706,0.3378486633300781
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,linear,group_specific,linear__gap16,topk_bce,mlp_selector,0.1,3686,0.16901791095733643,0.14305219054222107,0.39352694153785706,0.3635130822658539
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,linear,group_specific,linear__gap16,energy_regression,mlp_selector,0.1,3686,0.13564839959144592,0.13171717524528503,0.39352694153785706,0.33470943570137024
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,stage65_adapter,endpoint_only,stage65_adapter__gap16,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.16196419298648834,0.11031148582696915,0.2357836663722992,0.4678504168987274
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,stage65_adapter,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.2655995786190033,0.14178775250911713,0.2357836663722992,0.6013467907905579
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,stage65_adapter,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.2547476887702942,0.1402091532945633,0.2357836663722992,0.5946516990661621
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,stage65_adapter,group_specific,stage65_adapter__gap16,topk_bce,mlp_selector,0.1,3686,0.26180142164230347,0.14136765897274017,0.2357836663722992,0.5995650887489319
stage97_00013015,stage79_00026072,eval,goat,q12,16,44,stage65_adapter,group_specific,stage65_adapter__gap16,energy_regression,mlp_selector,0.1,3686,0.25827455520629883,0.14165359735488892,0.2357836663722992,0.600777804851532
stage97_00013450,stage79_00027031,eval,india,q12,8,17,linear,endpoint_only,linear__gap8,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.19777536392211914,0.24564121663570404,0.7428126931190491,0.3306906521320343
stage97_00013450,stage79_00027031,eval,india,q12,8,17,linear,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.3483451008796692,0.33981478214263916,0.7428126931190491,0.4574703574180603
stage97_00013450,stage79_00027031,eval,india,q12,8,17,linear,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.33125337958335876,0.34367820620536804,0.7428126931190491,0.4626714289188385
stage97_00013450,stage79_00027031,eval,india,q12,8,17,linear,group_specific,linear__gap8,topk_bce,mlp_selector,0.1,3686,0.31144872307777405,0.29510006308555603,0.7428126931190491,0.39727386832237244
stage97_00013450,stage79_00027031,eval,india,q12,8,17,linear,group_specific,linear__gap8,energy_regression,mlp_selector,0.1,3686,0.34671729803085327,0.3420759439468384,0.7428126931190491,0.4605143964290619
stage97_00013450,stage79_00027031,eval,india,q12,8,17,stage65_adapter,endpoint_only,stage65_adapter__gap8,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.19696147739887238,0.14427241683006287,0.3001001477241516,0.4807475805282593
stage97_00013450,stage79_00027031,eval,india,q12,8,17,stage65_adapter,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.4324471056461334,0.19900617003440857,0.3001001477241516,0.6631325483322144
stage97_00013450,stage79_00027031,eval,india,q12,8,17,stage65_adapter,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.43000543117523193,0.2021833211183548,0.3001001477241516,0.6737195253372192
stage97_00013450,stage79_00027031,eval,india,q12,8,17,stage65_adapter,group_specific,stage65_adapter__gap8,topk_bce,mlp_selector,0.1,3686,0.4313619136810303,0.19163264334201813,0.3001001477241516,0.6385623216629028
stage97_00013450,stage79_00027031,eval,india,q12,8,17,stage65_adapter,group_specific,stage65_adapter__gap8,energy_regression,mlp_selector,0.1,3686,0.4443841576576233,0.20231786370277405,0.3001001477241516,0.674167811870575
stage97_00011393,stage79_00022882,eval,camel,q12,8,74,linear,endpoint_only,linear__gap8,endpoint_diff_baseline,endpoint_diff_baseline,0.1,3686,0.3141616880893707,0.22640617191791534,0.5657708644866943,0.4001729190349579
stage97_00011393,stage79_00022882,eval,camel,q12,8,74,linear,shared,all_groups,topk_bce,mlp_selector,0.1,3686,0.34074878692626953,0.2638121545314789,0.5657708644866943,0.4662879705429077
stage97_00011393,stage79_00022882,eval,camel,q12,8,74,linear,shared,all_groups,energy_regression,mlp_selector,0.1,3686,0.3478024899959564,0.26083680987358093,0.5657708644866943,0.461029052734375
stage97_00011393,stage79_00022882,eval,camel,q12,8,74,linear,group_specific,linear__gap8,topk_bce,mlp_selector,0.1,3686,0.3399348855018616,0.2625475525856018,0.5657708644866943,0.46405279636383057
stage97_00011393,stage79_00022882,eval,camel,q12,8,74,linear,group_specific,linear__gap8,energy_regression,mlp_selector,0.1,3686,0.3214867115020752,0.24565571546554565,0.5657708644866943,0.43419647216796875
