source_stage,method_label,setting_label,setting_role,teacher_required,deployable_no_teacher,residual_payload_bytes,selected_index_payload_bytes,direct_total_mib_per_frame,amortized_total_mib_per_frame,psnr,delta_psnr_vs_linear_base,delta_psnr_vs_full_adapter,note
122,teacher_compressed_sideinfo,q4_top10,low_rate,1,0,15190.475,0,0.12124604296658527,0.11924717736218463,19.73848817438193,1.2544684336567946,,Teacher residual values from dense target anchors; not deployable without residual value predictor.
125,adapter_delta_selected_predictor,q4_top10,low_rate,0,1,0,0,0.11729838135687401,0.11729838135687401,18.994813480380337,0.04401048394920189,-0.19282981274515912,No teacher target input; uses Stage65 adapter delta at selected indices.
129,dedicated_mlp_selected_predictor,q4_top10,low_rate,0,1,0,0,0.11729838135687401,0.11729838135687401,18.865777753557193,-0.08502524287394495,-0.321865539568306,No teacher target input; MSE-trained MLP regresses rendered PSNR in Stage129.
122,teacher_compressed_sideinfo,q4_top20,primary,1,0,28320.791666666668,0,0.1337680887378662,0.13005386354500142,20.689270746602087,2.2052510058769683,,Teacher residual values from dense target anchors; not deployable without residual value predictor.
125,adapter_delta_selected_predictor,q4_top20,primary,0,1,0,0,0.11729838135687401,0.11729838135687401,19.010259350474836,0.059456354043700026,-0.17738394265066096,No teacher target input; uses Stage65 adapter delta at selected indices.
129,dedicated_mlp_selected_predictor,q4_top20,primary,0,1,0,0,0.11729838135687401,0.11729838135687401,18.76520305064309,-0.1855999457880447,-0.4224402424824056,No teacher target input; MSE-trained MLP regresses rendered PSNR in Stage129.
