sample,method,reference_gap,bits,payload_dtype,total_frames,keyframe_count,raw_bitstream_bytes,zlib_bitstream_bytes,raw_mib_per_frame,zlib_mib_per_frame,theoretical_bitpacked_mib_per_frame,zlib_savings_percent_vs_raw_bitstream,max_roundtrip_abs_diff,mean_roundtrip_mse
meetroom,uniform,16,12,uint16,81,6,5754604,3255970,0.06775330908504533,0.03833499955542294,0.05078125,43.41973835210902,0.0,0.0
meetroom,uniform,16,16,uint16,81,6,5754632,3820499,0.06775363875024112,0.0449816268167378,0.06770833333333333,33.610020588631905,0.0,0.0
meetroom,rendered_prior_0p1,16,6,uint8,81,6,2879130,1212182,0.03389817697030527,0.014271936298888406,0.025390625,57.89762879758816,0.0,0.0
meetroom,rendered_prior_0p1,16,8,uint8,81,6,2879125,1851617,0.033898118101520304,0.02180048860149619,0.033854166666666664,35.68820388138757,0.0,0.0
meetroom,rendered_prior_0p1,16,10,uint16,81,6,5754582,2859812,0.06775305006239149,0.03367073153272087,0.042317708333333336,50.30374056708202,0.0,0.0
meetroom,rendered_prior_0p1,16,12,uint16,81,6,5754608,3255660,0.0677533561800733,0.03833134969075521,0.05078125,43.425164668036466,0.0,0.0
meetroom,rendered_prior_0p1,16,16,uint16,81,6,5754635,3820199,0.0677536740715121,0.04497809468964,0.06770833333333333,33.615268388003756,0.0,0.0
driving,uniform,1,6,uint8,81,81,38866419,16485492,0.45760377248128253,0.19409617671260126,0.3427734375,57.58422714477503,0.0,0.0
driving,uniform,1,8,uint8,81,81,38866433,24691417,0.45760393731388044,0.2907107435626748,0.45703125,36.47110091116414,0.0,0.0
driving,uniform,1,10,uint16,81,81,77685034,38444996,0.9146447122832875,0.4526420404881607,0.5712890625,50.51170860014041,0.0,0.0
driving,uniform,1,12,uint16,81,81,77685509,43469845,0.914650304817859,0.5118033915390203,0.685546875,44.04381774727124,0.0,0.0
