source_scope,base_method,codec,reference_gap,keep_fraction,side_bits,gaussian_count,attr_dim,keep_count,fixed_payload_bytes,deterministic_payload_bytes,fixed_sideinfo_mib_per_intermediate_frame,deterministic_sideinfo_mib_per_intermediate_frame,saved_index_bytes_vs_fixed,deterministic_ratio_vs_fixed,entropy_reference_setting,entropy_reference_mib_per_intermediate_frame,entropy_reference_payload_bytes,deterministic_minus_entropy_reference_mib_per_intermediate_frame,deterministic_minus_entropy_reference_bytes,deterministic_ratio_vs_entropy_reference,below_entropy_reference_rate,q12_main_anchor_mib_per_frame,uniform_intermediate_frame_ratio,deterministic_direct_total_mib_per_frame,deterministic_amortized_total_mib_per_frame,comparison_note
stage96_entropy_broader,stage65_adapter,q12,4,0.025,5,36860,13,922,9406,7562,0.008970260620117188,0.0072116851806640625,1844,0.8039549223899638,stage96_q6_top10_measured,0.033147705925835505,34757.88888888889,-0.025936020745171443,-27195.88888888889,0.21756212019014068,1,0.18193822076791313,0.75,0.1891499059485772,0.18734698465341118,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,8,0.025,5,36860,13,922,9406,7562,0.008970260620117188,0.0072116851806640625,1844,0.8039549223899638,stage96_q6_top10_measured,0.033867986578690376,35513.15789473684,-0.026656301398026314,-27951.15789473684,0.21293516117080402,1,0.09762538675351436,0.875,0.10483707193417842,0.10393561128659541,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,16,0.025,5,36860,13,922,9406,7562,0.008970260620117188,0.0072116851806640625,1844,0.8039549223899638,stage96_q6_top10_measured,0.03376620748768682,35406.434782608696,-0.02655452230702276,-27844.434782608696,0.21357699656657841,1,0.055468969746314975,0.9375,0.06268065492697904,0.062229924603187534,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,4,0.025,6,36860,13,922,10904,9060,0.01039886474609375,0.008640289306640625,1844,0.830887747615554,stage96_q6_top10_measured,0.028486092885335285,29869.833333333332,-0.01984580357869466,-20809.833333333332,0.3033160546593832,1,0.18193822076791313,0.75,0.19057851007455376,0.1884184377478936,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,8,0.025,6,36860,13,922,10904,9060,0.01039886474609375,0.008640289306640625,1844,0.830887747615554,stage96_q6_top10_measured,0.02903069947895251,30440.894736842107,-0.020390410172311885,-21380.894736842107,0.2976259429403313,1,0.09762538675351436,0.875,0.10626567606015498,0.1051856398968249,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,16,0.025,6,36860,13,922,10904,9060,0.01039886474609375,0.008640289306640625,1844,0.830887747615554,stage96_q6_top10_measured,0.028838696687117867,30239.565217391304,-0.02019840738047724,-21179.565217391304,0.2996074822791908,1,0.055468969746314975,0.9375,0.0641092590529556,0.06356924097129056,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,4,0.025,6,36860,13,922,10904,9060,0.01039886474609375,0.008640289306640625,1844,0.830887747615554,stage96_q6_top10_measured,0.033147705925835505,34757.88888888889,-0.02450741661919488,-25697.88888888889,0.2606602497914142,1,0.18193822076791313,0.75,0.19057851007455376,0.1884184377478936,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,8,0.025,6,36860,13,922,10904,9060,0.01039886474609375,0.008640289306640625,1844,0.830887747615554,stage96_q6_top10_measured,0.033867986578690376,35513.15789473684,-0.02522769727204975,-26453.15789473684,0.2551167098925528,1,0.09762538675351436,0.875,0.10626567606015498,0.1051856398968249,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,16,0.025,6,36860,13,922,10904,9060,0.01039886474609375,0.008640289306640625,1844,0.830887747615554,stage96_q6_top10_measured,0.03376620748768682,35406.434782608696,-0.025125918181046196,-26346.434782608696,0.2558856901472098,1,0.055468969746314975,0.9375,0.0641092590529556,0.06356924097129056,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,4,0.025,8,36860,13,922,13900,12056,0.013256072998046875,0.01149749755859375,1844,0.8673381294964029,stage96_q6_top10_measured,0.028486092885335285,29869.833333333332,-0.016988595326741535,-17813.833333333332,0.4036179199750027,1,0.18193822076791313,0.75,0.19343571832650688,0.19056134393685845,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,8,0.025,8,36860,13,922,13900,12056,0.013256072998046875,0.01149749755859375,1844,0.8673381294964029,stage96_q6_top10_measured,0.02903069947895251,30440.894736842107,-0.01753320192035876,-18384.894736842107,0.39604617749322674,1,0.09762538675351436,0.875,0.1091228843121081,0.10768569711728389,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,16,0.025,8,36860,13,922,13900,12056,0.013256072998046875,0.01149749755859375,1844,0.8673381294964029,stage96_q6_top10_measured,0.028838696687117867,30239.565217391304,-0.017341199128524117,-18183.565217391304,0.398682980834208,1,0.055468969746314975,0.9375,0.06696646730490873,0.06624787370749662,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,4,0.025,8,36860,13,922,13900,12056,0.013256072998046875,0.01149749755859375,1844,0.8673381294964029,stage96_q6_top10_measured,0.033147705925835505,34757.88888888889,-0.021650208367241755,-22701.88888888889,0.34685650899396137,1,0.18193822076791313,0.75,0.19343571832650688,0.19056134393685845,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,8,0.025,8,36860,13,922,13900,12056,0.013256072998046875,0.01149749755859375,1844,0.8673381294964029,stage96_q6_top10_measured,0.033867986578690376,35513.15789473684,-0.022370489020096626,-23457.15789473684,0.33947980733605043,1,0.09762538675351436,0.875,0.1091228843121081,0.10768569711728389,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,16,0.025,8,36860,13,922,13900,12056,0.013256072998046875,0.01149749755859375,1844,0.8673381294964029,stage96_q6_top10_measured,0.03376620748768682,35406.434782608696,-0.02226870992909307,-23350.434782608696,0.34050307730847257,1,0.055468969746314975,0.9375,0.06696646730490873,0.06624787370749662,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,4,0.05,2,36860,13,1843,9746,6060,0.009294509887695312,0.005779266357421875,3686,0.6217935563308024,stage96_q6_top10_measured,0.028486092885335285,29869.833333333332,-0.02270682652791341,-23809.833333333332,0.20288027497084574,1,0.18193822076791313,0.75,0.187717487125335,0.18627267053597954,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,8,0.05,2,36860,13,1843,9746,6060,0.009294509887695312,0.005779266357421875,3686,0.6217935563308024,stage96_q6_top10_measured,0.02903069947895251,30440.894736842107,-0.023251433121530635,-24380.894736842107,0.19907430620512226,1,0.09762538675351436,0.875,0.10340465311093623,0.1026822448162585,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,16,0.05,2,36860,13,1843,9746,6060,0.009294509887695312,0.005779266357421875,3686,0.6217935563308024,stage96_q6_top10_measured,0.028838696687117867,30239.565217391304,-0.02305943032969599,-24179.565217391304,0.20039970669005477,1,0.055468969746314975,0.9375,0.06124823610373685,0.06088703195639798,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,4,0.05,2,36860,13,1843,9746,6060,0.009294509887695312,0.005779266357421875,3686,0.6217935563308024,stage96_q6_top10_measured,0.033147705925835505,34757.88888888889,-0.02736843956841363,-28697.88888888889,0.17434890880087972,1,0.18193822076791313,0.75,0.187717487125335,0.18627267053597954,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,8,0.05,2,36860,13,1843,9746,6060,0.009294509887695312,0.005779266357421875,3686,0.6217935563308024,stage96_q6_top10_measured,0.033867986578690376,35513.15789473684,-0.0280887202212685,-29453.15789473684,0.17064097814005189,1,0.09762538675351436,0.875,0.10340465311093623,0.1026822448162585,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,16,0.05,2,36860,13,1843,9746,6060,0.009294509887695312,0.005779266357421875,3686,0.6217935563308024,stage96_q6_top10_measured,0.03376620748768682,35406.434782608696,-0.027986941130264946,-29346.434782608696,0.17115532917131251,1,0.055468969746314975,0.9375,0.06124823610373685,0.06088703195639798,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,4,0.05,3,36860,13,1843,12741,9055,0.012150764465332031,0.008635520935058594,3686,0.7106977474295582,stage96_q6_top10_measured,0.028486092885335285,29869.833333333332,-0.01985057195027669,-20814.833333333332,0.3031486616932357,1,0.18193822076791313,0.75,0.19057374170297173,0.18841486146920708,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,8,0.05,3,36860,13,1843,12741,9055,0.012150764465332031,0.008635520935058594,3686,0.7106977474295582,stage96_q6_top10_measured,0.02903069947895251,30440.894736842107,-0.020395178543893916,-21385.894736842107,0.2974616902124393,1,0.09762538675351436,0.875,0.10626090768857295,0.10518146757169063,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,16,0.05,3,36860,13,1843,12741,9055,0.012150764465332031,0.008635520935058594,3686,0.7106977474295582,stage96_q6_top10_measured,0.028838696687117867,30239.565217391304,-0.020203175752059273,-21184.565217391304,0.29944213598654223,1,0.055468969746314975,0.9375,0.06410449068137357,0.0635647706229324,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,4,0.05,3,36860,13,1843,12741,9055,0.012150764465332031,0.008635520935058594,3686,0.7106977474295582,stage96_q6_top10_measured,0.033147705925835505,34757.88888888889,-0.02451218499077691,-25702.88888888889,0.26051639755643,1,0.18193822076791313,0.75,0.19057374170297173,0.18841486146920708,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,8,0.05,3,36860,13,1843,12741,9055,0.012150764465332031,0.008635520935058594,3686,0.7106977474295582,stage96_q6_top10_measured,0.033867986578690376,35513.15789473684,-0.025232465643631782,-26458.15789473684,0.2549759170062986,1,0.09762538675351436,0.875,0.10626090768857295,0.10518146757169063,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,16,0.05,3,36860,13,1843,12741,9055,0.012150764465332031,0.008635520935058594,3686,0.7106977474295582,stage96_q6_top10_measured,0.03376620748768682,35406.434782608696,-0.025130686552628227,-26351.434782608696,0.2557444728789166,1,0.055468969746314975,0.9375,0.06410449068137357,0.0635647706229324,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,4,0.05,4,36860,13,1843,15736,12050,0.01500701904296875,0.011491775512695312,3686,0.7657600406710727,stage96_q6_top10_measured,0.028486092885335285,29869.833333333332,-0.016994317372639973,-17819.833333333332,0.4034170484156256,1,0.18193822076791313,0.75,0.19342999628060845,0.19055705240243462,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,8,0.05,4,36860,13,1843,15736,12050,0.01500701904296875,0.011491775512695312,3686,0.7657600406710727,stage96_q6_top10_measured,0.02903069947895251,30440.894736842107,-0.017538923966257197,-18390.894736842107,0.3958490742197563,1,0.09762538675351436,0.875,0.10911716226620967,0.10768069032712276,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,16,0.05,4,36860,13,1843,15736,12050,0.01500701904296875,0.011491775512695312,3686,0.7657600406710727,stage96_q6_top10_measured,0.028838696687117867,30239.565217391304,-0.017346921174422554,-18189.565217391304,0.3984845652830297,1,0.055468969746314975,0.9375,0.06696074525901029,0.06624250928946683,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,4,0.05,4,36860,13,1843,15736,12050,0.01500701904296875,0.011491775512695312,3686,0.7657600406710727,stage96_q6_top10_measured,0.033147705925835505,34757.88888888889,-0.021655930413140193,-22707.88888888889,0.3466838863119803,1,0.18193822076791313,0.75,0.19342999628060845,0.19055705240243462,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,8,0.05,4,36860,13,1843,15736,12050,0.01500701904296875,0.011491775512695312,3686,0.7657600406710727,stage96_q6_top10_measured,0.033867986578690376,35513.15789473684,-0.022376211065995064,-23463.15789473684,0.3393108558725454,1,0.09762538675351436,0.875,0.10911716226620967,0.10768069032712276,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,16,0.05,4,36860,13,1843,15736,12050,0.01500701904296875,0.011491775512695312,3686,0.7657600406710727,stage96_q6_top10_measured,0.03376620748768682,35406.434782608696,-0.02227443197499151,-23356.434782608696,0.3403336165865207,1,0.055468969746314975,0.9375,0.06696074525901029,0.06624250928946683,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,4,0.05,5,36860,13,1843,18731,15045,0.01786327362060547,0.014348030090332031,3686,0.8032139234424217,stage96_q6_top10_measured,0.028486092885335285,29869.833333333332,-0.014138062795003254,-14824.833333333332,0.5036854351380156,1,0.18193822076791313,0.75,0.19628625085824516,0.19269924333566216,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,8,0.05,5,36860,13,1843,18731,15045,0.01786327362060547,0.014348030090332031,3686,0.8032139234424217,stage96_q6_top10_measured,0.02903069947895251,30440.894736842107,-0.014682669388620478,-15395.894736842107,0.4942364582270733,1,0.09762538675351436,0.875,0.11197341684384639,0.11017991308255488,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,16,0.05,5,36860,13,1843,18731,15045,0.01786327362060547,0.014348030090332031,3686,0.8032139234424217,stage96_q6_top10_measured,0.028838696687117867,30239.565217391304,-0.014490666596785835,-15194.565217391304,0.4975269945795172,1,0.055468969746314975,0.9375,0.069816999836647,0.06892024795600125,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,4,0.05,5,36860,13,1843,18731,15045,0.01786327362060547,0.014348030090332031,3686,0.8032139234424217,stage96_q6_top10_measured,0.033147705925835505,34757.88888888889,-0.018799675835503474,-19712.88888888889,0.43285137506753063,1,0.18193822076791313,0.75,0.19628625085824516,0.19269924333566216,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,8,0.05,5,36860,13,1843,18731,15045,0.01786327362060547,0.014348030090332031,3686,0.8032139234424217,stage96_q6_top10_measured,0.033867986578690376,35513.15789473684,-0.019519956488358345,-20468.15789473684,0.42364579473879216,1,0.09762538675351436,0.875,0.11197341684384639,0.11017991308255488,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,16,0.05,5,36860,13,1843,18731,15045,0.01786327362060547,0.014348030090332031,3686,0.8032139234424217,stage96_q6_top10_measured,0.03376620748768682,35406.434782608696,-0.01941817739735479,-20361.434782608696,0.42492276029412485,1,0.055468969746314975,0.9375,0.069816999836647,0.06892024795600125,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,4,0.05,6,36860,13,1843,21726,18040,0.020719528198242188,0.01720428466796875,3686,0.8303415262818743,stage96_q6_top10_measured,0.028486092885335285,29869.833333333332,-0.011281808217366535,-11829.833333333332,0.6039538218604055,1,0.18193822076791313,0.75,0.19914250543588188,0.1948414342688897,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,8,0.05,6,36860,13,1843,21726,18040,0.020719528198242188,0.01720428466796875,3686,0.8303415262818743,stage96_q6_top10_measured,0.02903069947895251,30440.894736842107,-0.01182641481098376,-12400.894736842107,0.5926238422343904,1,0.09762538675351436,0.875,0.1148296714214831,0.11267913583798701,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,16,0.05,6,36860,13,1843,21726,18040,0.020719528198242188,0.01720428466796875,3686,0.8303415262818743,stage96_q6_top10_measured,0.028838696687117867,30239.565217391304,-0.011634412019149117,-12199.565217391304,0.5965694238760046,1,0.055468969746314975,0.9375,0.07267325441428373,0.07159798662253568,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,4,0.05,6,36860,13,1843,21726,18040,0.020719528198242188,0.01720428466796875,3686,0.8303415262818743,stage96_q6_top10_measured,0.033147705925835505,34757.88888888889,-0.015943421257866755,-16717.88888888889,0.5190188638230809,1,0.18193822076791313,0.75,0.19914250543588188,0.1948414342688897,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,8,0.05,6,36860,13,1843,21726,18040,0.020719528198242188,0.01720428466796875,3686,0.8303415262818743,stage96_q6_top10_measured,0.033867986578690376,35513.15789473684,-0.016663701910721626,-17473.15789473684,0.5079807336050389,1,0.09762538675351436,0.875,0.1148296714214831,0.11267913583798701,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,16,0.05,6,36860,13,1843,21726,18040,0.020719528198242188,0.01720428466796875,3686,0.8303415262818743,stage96_q6_top10_measured,0.03376620748768682,35406.434782608696,-0.01656192281971807,-17366.434782608696,0.509511904001729,1,0.055468969746314975,0.9375,0.07267325441428373,0.07159798662253568,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,4,0.05,8,36860,13,1843,27715,24029,0.02643108367919922,0.02291584014892578,3686,0.8670034277467076,stage96_q6_top10_measured,0.028486092885335285,29869.833333333332,-0.005570252736409504,-5840.833333333332,0.8044571167119557,1,0.18193822076791313,0.75,0.20485406091683891,0.19912510087960747,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,8,0.05,8,36860,13,1843,27715,24029,0.02643108367919922,0.02291584014892578,3686,0.8670034277467076,stage96_q6_top10_measured,0.02903069947895251,30440.894736842107,-0.0061148593300267284,-6411.894736842107,0.789365759703446,1,0.09762538675351436,0.875,0.12054122690244014,0.11767674688382442,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,16,0.05,8,36860,13,1843,27715,24029,0.02643108367919922,0.02291584014892578,3686,0.8670034277467076,stage96_q6_top10_measured,0.028838696687117867,30239.565217391304,-0.005922856538192085,-6210.565217391304,0.7946212132104499,1,0.055468969746314975,0.9375,0.07838480989524076,0.0769525698859329,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,4,0.05,8,36860,13,1843,27715,24029,0.02643108367919922,0.02291584014892578,3686,0.8670034277467076,stage96_q6_top10_measured,0.033147705925835505,34757.88888888889,-0.010231865776909724,-10728.88888888889,0.6913250708871846,1,0.18193822076791313,0.75,0.20485406091683891,0.19912510087960747,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,8,0.05,8,36860,13,1843,27715,24029,0.02643108367919922,0.02291584014892578,3686,0.8670034277467076,stage96_q6_top10_measured,0.033867986578690376,35513.15789473684,-0.010952146429764595,-11484.15789473684,0.6766224527602817,1,0.09762538675351436,0.875,0.12054122690244014,0.11767674688382442,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,stage65_adapter,q12,16,0.05,8,36860,13,1843,27715,24029,0.02643108367919922,0.02291584014892578,3686,0.8670034277467076,stage96_q6_top10_measured,0.03376620748768682,35406.434782608696,-0.01085036733876104,-11377.434782608696,0.6786619479632786,1,0.055468969746314975,0.9375,0.07838480989524076,0.0769525698859329,cross_setting_rate_only_quality_unknown
stage96_entropy_broader,linear,q12,4,0.1,2,36860,13,3686,19422,12050,0.018522262573242188,0.011491775512695312,7372,0.6204304397075482,stage96_q6_top10_measured,0.028486092885335285,29869.833333333332,-0.016994317372639973,-17819.833333333332,0.4034170484156256,1,0.18193822076791313,0.75,0.19342999628060845,0.19055705240243462,cross_setting_rate_only_quality_unknown
