reference_gap,sample_count,mean_estimated_q8_static_mib_per_frame,mean_raw_pred_gs_mib_per_frame,mean_keyframe_ratio,mean_all_psnr_avg,mean_middle_psnr_avg,mean_given_psnr_avg,mean_all_ssim_avg,mean_middle_ssim_avg,mean_given_ssim_avg
2,4,0.23137344426406925,3.0550595238095237,0.5062530062530063,32.953542199364946,29.996391443587946,35.83678978896073,0.9376985132694244,0.9029108732938766,0.9716198891401291
4,4,0.1185445413961039,1.5275297619047619,0.2593795093795094,30.626730087064544,28.807739474456714,35.81793379119585,0.908709391951561,0.8867006301879883,0.971526637673378
8,4,0.06287202380952381,0.7738095238095237,0.13756613756613756,28.484245511008048,27.302025920513756,35.82481680540889,0.8764742016792297,0.861191600561142,0.97151118516922
16,4,0.03429383116883117,0.38690476190476186,0.07503607503607504,26.15445374823089,25.367519709128025,35.79403535099706,0.8393286466598511,0.8285636156797409,0.9713692665100098
