task_id,sequence,codec,reference_gap,target_index,base_method,setting_label,selector_policy,selected_candidate,keep_fraction,side_bits,zlib_level,keep_gaussians,compressed_payload_bytes,compressed_mib_per_intermediate_frame,q12_main_anchor_mib_per_frame,uniform_intermediate_frame_ratio,direct_total_mib_per_frame,amortized_total_mib_per_frame,base_psnr,setting_psnr,delta_psnr_vs_base,q6_top10_psnr,delta_psnr_vs_q6_top10,q6_top10_payload_bytes,decoded_max_abs_diff_vs_raw_deterministic
stage79_00021953,bmx-trees,q12,4,69,stage65_adapter,q6_top5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.05,6,9,1843,16736,0.015960693359375,0.18193822076791313,0.75,0.19789891412728813,0.19390874078744438,18.76259807656818,19.24307886144954,0.48048078488135815,19.652961819010454,-0.40988295756091375,32949,0.0
stage79_00021953,bmx-trees,q12,4,69,stage65_adapter,q4_top20,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.2,4,9,7373,34395,0.03280162811279297,0.18193822076791313,0.75,0.2147398488807061,0.20653944185250786,18.76259807656818,20.270387911313396,1.507789834745214,19.652961819010454,0.6174260923029422,32949,0.0
stage79_00028248,loading,q12,8,43,linear,q6_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,6,9,3686,28137,0.026833534240722656,0.09762538675351436,0.875,0.12445892099423701,0.12110472921414668,14.203621355192599,15.197326292570628,0.9937049373780287,15.197326292570628,0.0,28137,0.0
stage79_00028248,loading,q12,8,43,linear,q5_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,5,9,3686,23869,0.02276325225830078,0.09762538675351436,0.875,0.12038863901181514,0.11754323247952754,14.203621355192599,15.211501318479598,1.0078799632869995,15.197326292570628,0.014175025908970795,28137,0.0
stage79_00028248,loading,q12,8,43,linear,q4_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,4,9,3686,15307,0.014597892761230469,0.09762538675351436,0.875,0.11222327951474483,0.11039854291959102,14.203621355192599,15.161888957094634,0.9582676019020351,15.197326292570628,-0.03543733547599359,28137,0.0
stage79_00028248,loading,q12,8,43,linear,q6_top5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.05,6,9,1843,14387,0.013720512390136719,0.09762538675351436,0.875,0.11134589914365108,0.10963083509488399,14.203621355192599,14.714058650603953,0.5104372954113536,15.197326292570628,-0.48326764196667504,28137,0.0
stage79_00028248,loading,q12,8,43,linear,q4_top20,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.2,4,9,7373,28944,0.0276031494140625,0.09762538675351436,0.875,0.12522853616757684,0.12177814249081904,14.203621355192599,16.036503826855693,1.832882471663094,15.197326292570628,0.8391775342850654,28137,0.0
stage79_00028248,loading,q12,8,43,stage65_adapter,q6_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,6,9,3686,32957,0.03143024444580078,0.09762538675351436,0.875,0.12905563119931512,0.12512685064359003,14.708515181208464,15.719326258478517,1.0108110772700538,15.719326258478517,0.0,32957,0.0
stage79_00028248,loading,q12,8,43,stage65_adapter,q5_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,5,9,3686,27935,0.026640892028808594,0.09762538675351436,0.875,0.12426627878232295,0.12093616727872188,14.708515181208464,15.722605103069114,1.0140899218606503,15.719326258478517,0.0032788445905964636,32957,0.0
stage79_00028248,loading,q12,8,43,stage65_adapter,q4_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,4,9,3686,17753,0.016930580139160156,0.09762538675351436,0.875,0.11455596689267451,0.1124396443752795,14.708515181208464,15.700969812288912,0.9924546310804487,15.719326258478517,-0.01835644618960508,32957,0.0
stage79_00028248,loading,q12,8,43,stage65_adapter,q6_top5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.05,6,9,1843,16756,0.015979766845703125,0.09762538675351436,0.875,0.11360515359921748,0.11160768274350459,14.708515181208464,15.229075810491643,0.5205606292831799,15.719326258478517,-0.4902504479868739,32957,0.0
stage79_00028248,loading,q12,8,43,stage65_adapter,q4_top20,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.2,4,9,7373,33847,0.032279014587402344,0.09762538675351436,0.875,0.1299044013409167,0.1258695245174914,14.708515181208464,16.596568097872655,1.8880529166641917,15.719326258478517,0.8772418393941379,32957,0.0
stage79_00022888,camel,q12,8,81,linear,q6_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,6,9,3686,26428,0.025203704833984375,0.09762538675351436,0.875,0.12282909158749873,0.11967862848325068,22.489052326242458,22.973265129473205,0.4842128032307471,22.973265129473205,0.0,26428,0.0
stage79_00022888,camel,q12,8,81,linear,q5_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,5,9,3686,22307,0.02127361297607422,0.09762538675351436,0.875,0.11889899972958858,0.1162397981075793,22.489052326242458,22.966668324057512,0.4776159978150538,22.973265129473205,-0.0065968054156932965,26428,0.0
stage79_00022888,camel,q12,8,81,linear,q4_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,4,9,3686,13490,0.012865066528320312,0.09762538675351436,0.875,0.11049045328183467,0.10888231996579463,22.489052326242458,22.936303177679257,0.44725085143679877,22.973265129473205,-0.036961951793948344,26428,0.0
stage79_00022888,camel,q12,8,81,linear,q6_top5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.05,6,9,1843,13573,0.012944221496582031,0.09762538675351436,0.875,0.11056960825009639,0.10895158056302363,22.489052326242458,22.750720272643324,0.2616679464008662,22.973265129473205,-0.2225448568298809,26428,0.0
stage79_00022888,camel,q12,8,81,linear,q4_top20,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.2,4,9,7373,24223,0.023100852966308594,0.09762538675351436,0.875,0.12072623971982295,0.11783863309903438,22.489052326242458,23.249371702932823,0.7603193766903651,22.973265129473205,0.276106573459618,26428,0.0
stage79_00022888,camel,q12,8,81,stage65_adapter,q6_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,6,9,3686,31776,0.030303955078125,0.09762538675351436,0.875,0.12792934183163934,0.12414134744687373,21.59513563488174,22.23985338366754,0.6447177487858013,22.23985338366754,0.0,31776,0.0
stage79_00022888,camel,q12,8,81,stage65_adapter,q5_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,5,9,3686,26793,0.025551795959472656,0.09762538675351436,0.875,0.12317718271298701,0.11998320821805293,21.59513563488174,22.23297977824311,0.6378441433613702,22.23985338366754,-0.006873605424431162,31776,0.0
stage79_00022888,camel,q12,8,81,stage65_adapter,q4_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,4,9,3686,15938,0.015199661254882812,0.09762538675351436,0.875,0.11282504800839717,0.11092509035153682,21.59513563488174,22.193104548259065,0.5979689133773256,22.23985338366754,-0.04674883540847574,31776,0.0
