task_id,sequence,codec,reference_gap,target_index,base_method,setting_label,selector_policy,selected_candidate,keep_fraction,side_bits,zlib_level,keep_gaussians,compressed_payload_bytes,compressed_mib_per_intermediate_frame,q12_main_anchor_mib_per_frame,uniform_intermediate_frame_ratio,direct_total_mib_per_frame,amortized_total_mib_per_frame,base_psnr,setting_psnr,delta_psnr_vs_base,q6_top10_psnr,delta_psnr_vs_q6_top10,q6_top10_payload_bytes,decoded_max_abs_diff_vs_raw_deterministic
stage79_00022888,camel,q12,8,81,stage65_adapter,q6_top5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.05,6,9,1843,16269,0.015515327453613281,0.09762538675351436,0.875,0.11314071420712764,0.11120129827542598,21.59513563488174,21.976144881574765,0.3810092466930257,22.23985338366754,-0.26370850209277563,31776,0.0
stage79_00022888,camel,q12,8,81,stage65_adapter,q4_top20,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.2,4,9,7373,29634,0.028261184692382812,0.09762538675351436,0.875,0.12588657144589716,0.12235392335934932,21.59513563488174,22.58903418939842,0.9938985545166794,22.23985338366754,0.34918080573087806,31776,0.0
stage79_00030005,pigs,q12,4,6,linear,q6_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,6,9,3686,26723,0.02548503875732422,0.18193822076791313,0.75,0.20742325952523735,0.2010519998359063,23.684025514285292,25.09421057607724,1.4101850617919496,25.09421057607724,0.0,26723,0.0
stage79_00030005,pigs,q12,4,6,linear,q5_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,5,9,3686,22506,0.021463394165039062,0.18193822076791313,0.75,0.2034016149329522,0.19803576639169243,23.684025514285292,25.0876604616124,1.4036349473271095,25.09421057607724,-0.006550114464840107,26723,0.0
stage79_00030005,pigs,q12,4,6,linear,q4_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,4,9,3686,13799,0.013159751892089844,0.18193822076791313,0.75,0.19509797266000298,0.19180803468698052,23.684025514285292,25.068345283037434,1.3843197687521425,25.09421057607724,-0.025865293039807113,26723,0.0
stage79_00030005,pigs,q12,4,6,linear,q6_top5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.05,6,9,1843,14160,0.0135040283203125,0.18193822076791313,0.75,0.19544224908822563,0.1920662420081475,23.684025514285292,24.517402768243407,0.8333772539581155,25.09421057607724,-0.5768078078338341,26723,0.0
stage79_00030005,pigs,q12,4,6,linear,q4_top20,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.2,4,9,7373,24964,0.023807525634765625,0.18193822076791313,0.75,0.20574574640267876,0.19979386499398735,23.684025514285292,25.93144155826437,2.2474160439790793,25.09421057607724,0.8372309821871298,26723,0.0
stage79_00030005,pigs,q12,4,6,stage65_adapter,q6_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,6,9,3686,32294,0.030797958374023438,0.18193822076791313,0.75,0.21273617914193657,0.2050366895484307,24.401265605812654,25.63335824895126,1.232092643138607,25.63335824895126,0.0,32294,0.0
stage79_00030005,pigs,q12,4,6,stage65_adapter,q5_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,5,9,3686,27377,0.026108741760253906,0.18193822076791313,0.75,0.20804696252816704,0.20151977708810356,24.401265605812654,25.62758398080227,1.2263183749896172,25.63335824895126,-0.005774268148989847,32294,0.0
stage79_00030005,pigs,q12,4,6,stage65_adapter,q4_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,4,9,3686,16441,0.015679359436035156,0.18193822076791313,0.75,0.1976175802039483,0.1936977403449395,24.401265605812654,25.593387157843548,1.192121552030894,25.63335824895126,-0.03997109110771291,32294,0.0
stage79_00030005,pigs,q12,4,6,stage65_adapter,q6_top5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.05,6,9,1843,16706,0.015932083129882812,0.18193822076791313,0.75,0.19787030389779595,0.19388728311532524,24.401265605812654,25.103590573175044,0.7023249673623901,25.63335824895126,-0.5297676757762169,32294,0.0
stage79_00030005,pigs,q12,4,6,stage65_adapter,q4_top20,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.2,4,9,7373,30160,0.0287628173828125,0.18193822076791313,0.75,0.21070103815072563,0.2035103338050225,24.401265605812654,26.389838539015656,1.9885729332030024,25.63335824895126,0.7564802900643954,32294,0.0
stage79_00029696,parkour,q12,8,83,linear,q6_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,6,9,3686,27423,0.026152610778808594,0.09762538675351436,0.875,0.12377799753232295,0.12050892118497188,16.598817972818342,17.5013735039346,0.9025555311162599,17.5013735039346,0.0,27423,0.0
stage79_00029696,parkour,q12,8,83,linear,q5_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,5,9,3686,23170,0.022096633911132812,0.09762538675351436,0.875,0.11972202066464717,0.11695994142575557,16.598817972818342,17.51499377915741,0.9161758063390693,17.5013735039346,0.013620275222809397,27423,0.0
stage79_00029696,parkour,q12,8,83,linear,q4_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,4,9,3686,14761,0.014077186584472656,0.09762538675351436,0.875,0.11170257333798701,0.10994292501492793,16.598817972818342,17.4306218905778,0.8318039177594585,17.5013735039346,-0.07075161335680136,27423,0.0
stage79_00029696,parkour,q12,8,83,linear,q6_top5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.05,6,9,1843,14105,0.013451576232910156,0.09762538675351436,0.875,0.11107696298642451,0.10939551595731074,16.598817972818342,17.11625915867549,0.5174411858571482,17.5013735039346,-0.3851143452591117,27423,0.0
stage79_00029696,parkour,q12,8,83,linear,q4_top20,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.2,4,9,7373,27274,0.026010513305664062,0.09762538675351436,0.875,0.12363590005917842,0.12038458589597041,16.598817972818342,18.18122239153075,1.5824044187124073,17.5013735039346,0.6798488875961475,27423,0.0
stage79_00029696,parkour,q12,8,83,stage65_adapter,q6_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,6,9,3686,32832,0.03131103515625,0.09762538675351436,0.875,0.12893642190976434,0.1250225425152331,16.973858945248693,17.905762637800883,0.93190369255219,17.905762637800883,0.0,32832,0.0
stage79_00029696,parkour,q12,8,83,stage65_adapter,q5_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,5,9,3686,27763,0.02647686004638672,0.09762538675351436,0.875,0.12410224679990108,0.12079263929410274,16.973858945248693,17.905064464939915,0.9312055196912219,17.905762637800883,-0.0006981728609680715,32832,0.0
stage79_00029696,parkour,q12,8,83,stage65_adapter,q4_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,4,9,3686,17482,0.016672134399414062,0.09762538675351436,0.875,0.11429752115292842,0.11221350435300166,16.973858945248693,17.86343949804487,0.8895805527961755,17.905762637800883,-0.04232313975601443,32832,0.0
stage79_00029696,parkour,q12,8,83,stage65_adapter,q6_top5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.05,6,9,1843,16644,0.015872955322265625,0.09762538675351436,0.875,0.11349834207577998,0.11151422266049678,16.973858945248693,17.50225774116994,0.5283987959212482,17.905762637800883,-0.4035048966309418,32832,0.0
stage79_00029696,parkour,q12,8,83,stage65_adapter,q4_top20,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.2,4,9,7373,32386,0.030885696411132812,0.09762538675351436,0.875,0.12851108316464716,0.12465037111325557,16.973858945248693,18.62905593177898,1.6551969865302851,17.905762637800883,0.7232932939780952,32832,0.0
stage79_00027304,judo,q12,16,9,linear,q6_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,6,9,3686,26412,0.025188446044921875,0.055468969746314975,0.9375,0.08065741579123685,0.07908313791342923,24.158958063438494,28.603947024128587,4.444988960690093,28.603947024128587,0.0,26412,0.0
stage79_00027304,judo,q12,16,9,linear,q5_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,5,9,3686,22096,0.0210723876953125,0.055468969746314975,0.9375,0.07654135744162748,0.07522433321067044,24.158958063438494,28.587675333383984,4.428717269945491,28.603947024128587,-0.01627169074460255,26412,0.0
stage79_00027304,judo,q12,16,9,linear,q4_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,4,9,3686,12976,0.0123748779296875,0.055468969746314975,0.9375,0.06784384767600248,0.067070417805397,24.158958063438494,28.53438692706966,4.375428863631168,28.603947024128587,-0.06956009705892541,26412,0.0
stage79_00027304,judo,q12,16,9,linear,q6_top5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.05,6,9,1843,13825,0.013184547424316406,0.055468969746314975,0.9375,0.06865351717063138,0.0678294829566116,24.158958063438494,26.883604881362075,2.724646817923581,28.603947024128587,-1.720342142766512,26412,0.0
stage79_00027304,judo,q12,16,9,linear,q4_top20,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.2,4,9,7373,21673,0.020668983459472656,0.055468969746314975,0.9375,0.07613795320578763,0.07484614173957059,24.158958063438494,30.543377827583843,6.384419764145349,28.603947024128587,1.9394308034552559,26412,0.0
stage79_00027304,judo,q12,16,9,stage65_adapter,q6_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,6,9,3686,31494,0.030035018920898438,0.055468969746314975,0.9375,0.08550398866721341,0.08362679998465726,23.08400204611761,25.846887402182563,2.7628853560649524,25.846887402182563,0.0,31494,0.0
stage79_00027304,judo,q12,16,9,stage65_adapter,q5_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,5,9,3686,26430,0.025205612182617188,0.055468969746314975,0.9375,0.08067458192893216,0.07909923116751859,23.08400204611761,25.83933629688952,2.7553342507719094,25.846887402182563,-0.007551105293043037,31494,0.0
stage79_00027304,judo,q12,16,9,stage65_adapter,q4_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,4,9,3686,15172,0.014469146728515625,0.055468969746314975,0.9375,0.0699381164748306,0.06903379480429837,23.08400204611761,25.79831457555752,2.7143125294399084,25.846887402182563,-0.04857282662504403,31494,0.0
stage79_00027304,judo,q12,16,9,stage65_adapter,q6_top5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.05,6,9,1843,16303,0.015547752380371094,0.055468969746314975,0.9375,0.07101672212668607,0.07004498760291288,23.08400204611761,24.892697428690024,1.808695382572413,25.846887402182563,-0.9541899734925394,31494,0.0
stage79_00027304,judo,q12,16,9,stage65_adapter,q4_top20,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.2,4,9,7373,26361,0.025139808654785156,0.055468969746314975,0.9375,0.08060877840110013,0.07903754036017606,23.08400204611761,26.878018929516905,3.794016883399294,25.846887402182563,1.0311315273343418,31494,0.0
stage79_00026745,horsejump-high,q12,16,41,linear,q6_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,6,9,3686,27735,0.026450157165527344,0.055468969746314975,0.9375,0.08191912691184232,0.08026599208899686,15.603721029251016,16.741657912973512,1.137936883722496,16.741657912973512,0.0,27735,0.0
stage79_00026745,horsejump-high,q12,16,41,linear,q5_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,5,9,3686,23379,0.02229595184326172,0.055468969746314975,0.9375,0.0777649215895767,0.07637142459937284,15.603721029251016,16.704948303099744,1.1012272738487283,16.741657912973512,-0.03670960987376759,27735,0.0
stage79_00026745,horsejump-high,q12,16,41,linear,q4_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,4,9,3686,14829,0.014142036437988281,0.055468969746314975,0.9375,0.06961100618430326,0.06872712890692899,15.603721029251016,16.66500894857581,1.0612879193247942,16.741657912973512,-0.07664896439770175,27735,0.0
stage79_00026745,horsejump-high,q12,16,41,linear,q6_top5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.05,6,9,1843,14290,0.013628005981445312,0.055468969746314975,0.9375,0.06909697572776029,0.06824522535391996,15.603721029251016,16.151287212559076,0.5475661833080601,16.741657912973512,-0.5903707004144358,27735,0.0
stage79_00026745,horsejump-high,q12,16,41,linear,q4_top20,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.2,4,9,7373,28351,0.027037620544433594,0.055468969746314975,0.9375,0.08250659029074857,0.08081673900672147,15.603721029251016,17.792837418756836,2.18911638950582,16.741657912973512,1.051179505783324,27735,0.0
stage79_00026745,horsejump-high,q12,16,41,stage65_adapter,q6_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,6,9,3686,32863,0.031340599060058594,0.055468969746314975,0.9375,0.08680956880637357,0.0848507813651199,16.04432040174668,17.311773731197707,1.2674533294510262,17.311773731197707,0.0,32863,0.0
stage79_00026745,horsejump-high,q12,16,41,stage65_adapter,q5_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,5,9,3686,27743,0.026457786560058594,0.055468969746314975,0.9375,0.08192675630637357,0.0802731446463699,16.04432040174668,17.298133762184765,1.253813360438084,17.311773731197707,-0.013639969012942288,32863,0.0
stage79_00026745,horsejump-high,q12,16,41,stage65_adapter,q4_top10,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.1,4,9,3686,17369,0.016564369201660156,0.055468969746314975,0.9375,0.07203333894797513,0.07099806587287137,16.04432040174668,17.174001844252672,1.1296814425059907,17.311773731197707,-0.1377718869450355,32863,0.0
stage79_00026745,horsejump-high,q12,16,41,stage65_adapter,q6_top5,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.05,6,9,1843,16810,0.016031265258789062,0.055468969746314975,0.9375,0.07150023500510404,0.07049828092642972,16.04432040174668,16.666833068696445,0.6225126669497634,17.311773731197707,-0.6449406625012628,32863,0.0
stage79_00026745,horsejump-high,q12,16,41,stage65_adapter,q4_top20,strict_safe_endpoint_selector_v1,endpoint_diff_baseline,0.2,4,9,7373,32984,0.03145599365234375,0.055468969746314975,0.9375,0.08692496339865873,0.08495896379538724,16.04432040174668,18.332125064098257,2.2878046623515758,17.311773731197707,1.0203513329005496,32863,0.0
