step,sample,frame_gap,target_frame_index,normalized_time,rgb_mse,rgb_psnr
100,n3dv,16,47,0.9375,0.0010328834177926183,29.85948694808185
101,n3dv,16,1,0.0625,0.0015395974041894078,28.12592829811252
102,meetroom,16,63,0.9375,0.0015953247202560306,27.971509051698092
103,n3dv,8,7,0.875,0.0009109604870900512,30.405004601410653
104,meetroom,16,31,0.9375,0.0010768524371087551,29.678438047243855
105,meetroom,8,23,0.875,0.0015637381002306938,28.058359821898485
106,n3dv,2,3,0.5,0.0009886088082566857,30.049755244030266
107,n3dv,4,1,0.25,0.0013884021900594234,28.57484709945906
108,driving,4,3,0.75,0.00413017813116312,23.840312171782458
109,n3dv,16,49,0.0625,0.0009775463258847594,30.098626522447383
110,meetroom,8,9,0.125,0.001208454486913979,29.177697014452644
111,driving,8,31,0.875,0.001300290459766984,28.85959623859486
112,meetroom,16,17,0.0625,0.0011645875638350844,29.338278518603445
113,n3dv,16,63,0.9375,0.0009610559209249914,30.17251341319421
114,driving,16,17,0.0625,0.0016070425044745207,27.939726364820675
115,meetroom,8,17,0.125,0.0011517633683979511,29.38636738235024
116,n3dv,16,15,0.9375,0.000876883277669549,30.57058211922088
117,driving,8,7,0.875,0.0023902510292828083,26.215564861199255
118,meetroom,16,15,0.9375,0.0008937357924878597,30.48790849015386
119,driving,8,15,0.875,0.003253623377531767,24.876327201533293
120,meetroom,4,9,0.25,0.0010936054168269038,29.611393472952017
121,meetroom,2,1,0.5,0.0008852429455146194,30.52937525441109
122,driving,16,63,0.9375,0.002153032459318638,26.66949422662947
123,driving,2,3,0.5,0.0033054728992283344,24.807663991636847
124,n3dv,2,1,0.5,0.001189519534818828,29.246284213910204
125,n3dv,4,11,0.75,0.0008795718313194811,30.557286875631817
126,driving,16,47,0.9375,0.0020932615734636784,26.791764989360946
127,n3dv,4,5,0.25,0.0010842004558071494,29.648904144742694
128,driving,16,1,0.0625,0.007869156077504158,21.04071840771241
129,meetroom,8,15,0.875,0.0008933935314416885,30.489571963340154
130,n3dv,8,25,0.125,0.0008502163691446185,30.704705378530804
131,meetroom,16,49,0.0625,0.0012340364046394825,29.086720282275465
132,meetroom,4,11,0.75,0.000989677500911057,30.04506302768482
133,n3dv,4,15,0.75,0.0008700473699718714,30.60457101453401
134,meetroom,8,7,0.875,0.001127200317569077,29.47998897543769
135,driving,8,17,0.125,0.001597328344359994,27.966058017785006
136,n3dv,8,1,0.125,0.0014800337376073003,28.297283846795803
137,driving,2,5,0.5,0.00320075242780149,24.947479164206236
138,n3dv,4,9,0.25,0.0008977993275038898,30.468207242422952
139,driving,16,15,0.9375,0.003376156557351351,24.715774227047582
140,meetroom,4,13,0.25,0.0009902843739837408,30.042400737685426
141,driving,16,33,0.0625,0.002128393854945898,26.719480036314252
142,n3dv,16,17,0.0625,0.0008944651344791055,30.484365832111287
143,meetroom,4,3,0.75,0.0012196267489343882,29.137730592269513
144,meetroom,4,15,0.75,0.0008626098860986531,30.64185568850061
145,driving,8,23,0.875,0.0029542092233896255,25.295587502746066
146,driving,4,11,0.75,0.005104764364659786,22.92024300098099
147,n3dv,16,31,0.9375,0.0008650875533930957,30.62939936429668
148,meetroom,2,7,0.5,0.0009639519266784191,30.159446242910327
149,driving,4,9,0.25,0.004869221709668636,23.125404503270733
150,n3dv,4,3,0.75,0.0010500914650037885,29.78772871390616
151,n3dv,8,31,0.875,0.0008628276409581304,30.640759505846667
152,n3dv,16,33,0.0625,0.0009179578046314418,30.3717728136618
153,meetroom,16,33,0.0625,0.0011769995326176286,29.292237096133412
154,driving,4,13,0.25,0.0038266449701040983,24.171818290420575
155,meetroom,16,1,0.0625,0.0009611263521946967,30.172195150850122
156,n3dv,2,5,0.5,0.0009708410943858325,30.12851848855062
157,meetroom,8,1,0.125,0.0009773087222129107,30.099682252530005
158,driving,4,15,0.75,0.002965373918414116,25.279205365441754
159,driving,16,31,0.9375,0.0012764246203005314,28.940048275139848
160,n3dv,8,15,0.875,0.000859220395796001,30.658954224306868
161,meetroom,4,1,0.25,0.000969732878729701,30.13347879414273
162,meetroom,4,5,0.25,0.001329127000644803,28.764335194003557
163,driving,8,25,0.125,0.0027505119796842337,25.60586459167432
164,meetroom,8,25,0.125,0.0014074078062549233,28.51580044466762
165,driving,2,7,0.5,0.002425155369564891,26.152604327387547
166,n3dv,8,23,0.875,0.0008483482524752617,30.714258304311194
167,meetroom,8,31,0.875,0.0011212837416678667,29.502844749626288
168,meetroom,16,47,0.9375,0.0010374587727710605,29.84029152556866
169,n3dv,16,33,0.0625,0.0009160559275187552,30.380780107521122
170,n3dv,16,47,0.9375,0.0010261917486786842,29.88771481707259
171,n3dv,8,1,0.125,0.0014744290383532643,28.313761244300576
172,meetroom,8,25,0.125,0.0014076075749471784,28.515184047034925
173,meetroom,16,1,0.0625,0.0009593017166480422,30.180447783694873
174,n3dv,2,1,0.5,0.001182579668238759,29.27169591976199
175,n3dv,8,9,0.125,0.0009149179677478969,30.386178433668995
176,meetroom,2,3,0.5,0.0010236331727355719,29.898556484368967
177,meetroom,16,17,0.0625,0.0011594670359045267,29.35741594010271
178,driving,4,3,0.75,0.004108383320271969,23.863290426520464
179,driving,16,17,0.0625,0.0016090356511995196,27.934343331864305
180,meetroom,4,3,0.75,0.0012156701413914561,29.151842500691835
181,driving,8,1,0.125,0.007415850646793842,21.298390253477084
182,meetroom,16,63,0.9375,0.0015982998302206397,27.963417466766714
183,n3dv,4,7,0.75,0.0009155350853689015,30.383250078995427
184,n3dv,4,3,0.75,0.001046078046783805,29.80435912005017
185,n3dv,4,9,0.25,0.0008903972338885069,30.504161978521708
186,meetroom,4,9,0.25,0.0010863067582249641,29.640475185847663
187,n3dv,8,23,0.875,0.0008461868856102228,30.72533709743614
188,n3dv,16,17,0.0625,0.0008902224362827837,30.50501464388457
189,driving,4,1,0.25,0.006177662871778011,22.091757957628726
190,meetroom,8,15,0.875,0.0008862431277520955,30.524471194714046
191,meetroom,2,1,0.5,0.0008783445227891207,30.563351025472443
192,driving,16,47,0.9375,0.0020826503168791533,26.813836432536043
193,n3dv,16,49,0.0625,0.0009656060137785971,30.15200038123293
194,meetroom,4,11,0.75,0.000983740552328527,30.071194255007722
195,n3dv,2,7,0.5,0.0008745039813220501,30.5823820898432
196,driving,2,1,0.5,0.0034681784454733133,24.598985652066037
197,n3dv,16,1,0.0625,0.0015224033268168569,28.17470275682265
198,driving,4,15,0.75,0.0029586225282400846,25.28910440165356
199,n3dv,2,5,0.5,0.0009658291819505394,30.150996767896522
200,driving,4,11,0.75,0.005094434600323439,22.929040086320647
201,driving,8,31,0.875,0.0012761984253302217,28.940817955785523
202,meetroom,8,9,0.125,0.00119840819388628,29.213952302291958
203,meetroom,16,47,0.9375,0.0010324217146262527,29.861428696423275
204,n3dv,8,7,0.875,0.0008981822757050395,30.46635519346168
205,driving,16,15,0.9375,0.003360989037901163,24.735329040097845
206,n3dv,8,15,0.875,0.0008536909590475261,30.68699317918331
207,meetroom,2,7,0.5,0.000958548451308161,30.183859301474598
208,n3dv,16,15,0.9375,0.0008634780533611774,30.63748696226531
209,meetroom,16,49,0.0625,0.0012336919317021966,29.08793275525798
210,driving,16,31,0.9375,0.001266369130462408,28.974396845585517
211,driving,2,3,0.5,0.0032835539896041155,24.836558384613937
212,meetroom,8,1,0.125,0.0009737900691106915,30.115346587821342
213,driving,2,5,0.5,0.0031867497600615025,24.96652038217921
214,driving,4,13,0.25,0.00382854207418859,24.169665758163454
215,n3dv,16,31,0.9375,0.0008607596391811967,30.65118105167275
216,meetroom,4,7,0.75,0.0011288909008726478,29.473480274624887
217,meetroom,2,5,0.5,0.0010229989420622587,29.90124815414683
218,driving,16,1,0.0625,0.00788229238241911,21.033474596358403
219,n3dv,4,11,0.75,0.0008670211536809802,30.61970306428232
220,meetroom,4,13,0.25,0.0009854654781520367,30.063585848910588
221,driving,8,15,0.875,0.0032296888530254364,24.908393154159754
222,meetroom,16,31,0.9375,0.0010642596753314137,29.729523929018775
223,driving,16,63,0.9375,0.0021353268530219793,26.7053563839111
224,meetroom,16,33,0.0625,0.0011731259291991591,29.30655366042329
225,driving,2,7,0.5,0.002420322736725211,26.161267193776332
226,meetroom,8,7,0.875,0.0011230673408135772,29.495942020048677
227,meetroom,4,15,0.75,0.0008569121710024774,30.67063688699521
228,n3dv,4,1,0.25,0.0013702564174309373,28.63198155285087
229,meetroom,8,23,0.875,0.001541180768981576,28.121464187982077
230,driving,8,7,0.875,0.002369788009673357,26.252905022375188
231,n3dv,4,5,0.25,0.0010703974403440952,29.704549381092903
232,n3dv,4,15,0.75,0.0008603796013630927,30.65309894798365
233,n3dv,8,17,0.125,0.0008784523233771324,30.56281804181323
234,meetroom,8,17,0.125,0.0011450470192357898,29.4117667945913
235,driving,4,5,0.25,0.0027890512719750404,25.54543501893447
236,driving,8,17,0.125,0.00160125270485878,27.955401236302393
237,meetroom,16,15,0.9375,0.0008800774812698364,30.554790912513624
238,driving,16,49,0.0625,0.002048558322712779,26.88551667116373
239,meetroom,4,1,0.25,0.0009649614221416414,30.154900488177706
240,meetroom,8,31,0.875,0.001115855062380433,29.52392211936255
241,n3dv,4,13,0.25,0.0008949178154580295,30.482168461722683
242,driving,4,7,0.75,0.0024624152574688196,26.086387065549992
243,driving,16,33,0.0625,0.0021175253205001354,26.741713878507426
244,n3dv,8,31,0.875,0.0008565452299080789,30.672496991539766
245,n3dv,2,3,0.5,0.0009687572019174695,30.137850558493597
246,meetroom,4,5,0.25,0.001321655698120594,28.788816673022065
247,n3dv,8,25,0.125,0.0008383103413507342,30.765951763751524
248,n3dv,16,63,0.9375,0.000950452231336385,30.220697054038347
249,driving,4,9,0.25,0.004866119008511305,23.128172739280654
250,driving,8,25,0.125,0.0027514456305652857,25.604390645641722
251,driving,8,9,0.125,0.005150260869413614,22.88170772652496
252,driving,8,23,0.875,0.0029325180221349,25.327593101963416
253,driving,8,7,0.875,0.0023661477025598288,26.259581488016885
254,n3dv,8,25,0.125,0.0008381701773032546,30.76667795736781
255,driving,4,3,0.75,0.004092865623533726,23.87972513824266
256,n3dv,8,15,0.875,0.0008507865713909268,30.701793735140726
257,n3dv,16,63,0.9375,0.0009502790635451674,30.221488389631965
258,driving,16,31,0.9375,0.0012571146944537759,29.006250970984354
259,driving,4,15,0.75,0.002947022207081318,25.306165915418163
260,driving,2,5,0.5,0.0031793471425771713,24.976620502938502
261,n3dv,2,5,0.5,0.0009614047012291849,30.170937585201436
262,driving,4,11,0.75,0.005083288531750441,22.93855238676066
263,driving,16,15,0.9375,0.003349477890878916,24.75022884539839
264,meetroom,4,7,0.75,0.0011280663311481476,29.476653627598942
265,n3dv,2,7,0.5,0.0008702751365490258,30.603434239392456
266,meetroom,4,13,0.25,0.0009848427725955844,30.066330978723848
267,driving,16,33,0.0625,0.0021140817552804947,26.7487822176812
268,n3dv,8,1,0.125,0.001463799038901925,28.34518542325894
269,meetroom,4,11,0.75,0.0009803957073017955,30.085985989899555
270,n3dv,16,47,0.9375,0.0010250346967950463,29.89261433757892
271,meetroom,4,9,0.25,0.0010811738902702928,29.661044508094697
272,meetroom,16,63,0.9375,0.0016052874270826578,27.944471957699875
273,n3dv,2,3,0.5,0.0009669731953181326,30.145855644762225
274,n3dv,4,5,0.25,0.001067369943484664,29.716850308396655
275,n3dv,16,1,0.0625,0.0015143381897360086,28.19777125143314
276,meetroom,8,1,0.125,0.0009716316126286983,30.12498363600485
277,n3dv,8,23,0.875,0.0008420683443546295,30.746526586529193
278,driving,4,1,0.25,0.006184923928231001,22.08665637627856
279,meetroom,8,25,0.125,0.0014118687249720097,28.502056819461586
280,n3dv,8,17,0.125,0.0008771820575930178,30.569102602230124
281,driving,8,23,0.875,0.0029270092491060495,25.335759052295582
282,driving,4,5,0.25,0.0027851909399032593,25.55145026233934
283,meetroom,4,15,0.75,0.0008554018568247557,30.678298113531497
284,driving,16,17,0.0625,0.0016149169532582164,27.918498062548863
285,n3dv,4,7,0.75,0.0009101669420488179,30.408789424469678
286,n3dv,8,9,0.125,0.0009049518266692758,30.433745389920936
287,n3dv,4,3,0.75,0.0010397518053650856,29.83070316878476
288,meetroom,8,9,0.125,0.0011931398184970021,29.23308660400329
289,n3dv,8,31,0.875,0.0008561015711165965,30.674747059320037
290,meetroom,16,47,0.9375,0.0010226069716736674,29.902912507752532
291,driving,2,1,0.5,0.003460621228441596,24.608459324596197
292,driving,8,9,0.125,0.005146464798599482,22.884909934169094
293,meetroom,8,15,0.875,0.0008791383588686585,30.55942770245265
294,meetroom,2,5,0.5,0.0010201160330325365,29.91350426630539
295,n3dv,4,11,0.75,0.0008626477792859077,30.641664913493962
296,n3dv,4,9,0.25,0.0008819361100904644,30.545628752311877
297,driving,2,3,0.5,0.0032706435304135084,24.853667873365424
298,driving,4,9,0.25,0.00486066285520792,23.13304501369538
299,meetroom,2,7,0.5,0.0009523388580419123,30.212084949002826
300,driving,8,31,0.875,0.0012598857283592224,28.996688436074916
301,meetroom,8,31,0.875,0.0011140666902065277,29.530888106687726
302,n3dv,16,33,0.0625,0.0009078498114831746,30.419859922708557
303,meetroom,16,49,0.0625,0.0012346651637926698,29.084508053466024
304,meetroom,4,3,0.75,0.0012082718312740326,29.178353492069252
305,meetroom,16,17,0.0625,0.001154933706857264,29.374429435401108
306,meetroom,4,1,0.25,0.0009627695544622838,30.164776518183732
307,meetroom,16,15,0.9375,0.000876031699590385,30.57480178411716
308,driving,4,7,0.75,0.0024615623988211155,26.08789150701622
309,meetroom,16,1,0.0625,0.0009528804221190512,30.209615959747026
310,n3dv,4,1,0.25,0.0013639574171975255,28.651991881581466
311,driving,4,13,0.25,0.00383438216522336,24.163046040358527
312,n3dv,16,49,0.0625,0.0009563568164594471,30.193800423396006
313,n3dv,8,7,0.875,0.0008935976075008512,30.488580026616606
314,n3dv,16,15,0.9375,0.0008564722375012934,30.67286710101162
315,meetroom,16,31,0.9375,0.0010600411333143711,29.7467728225895
316,n3dv,16,31,0.9375,0.0008580659632571042,30.66479324765033
317,meetroom,2,1,0.5,0.0008720253244973719,30.594709025333007
318,n3dv,2,1,0.5,0.0011725169606506824,29.308808664263324
319,driving,16,47,0.9375,0.0020724621135741472,26.835133999893085
320,driving,8,1,0.125,0.007426960859447718,21.2918886483769
321,driving,16,49,0.0625,0.0020458002109080553,26.891367809546534
322,n3dv,4,15,0.75,0.0008565781754441559,30.672329950864487
323,driving,2,7,0.5,0.002418843097984791,26.163923019107184
324,meetroom,2,3,0.5,0.001016508787870407,29.92888862469004
325,driving,16,63,0.9375,0.0021282853558659554,26.719701432146014
326,driving,16,1,0.0625,0.007892453111708164,21.02787989529112
327,n3dv,16,17,0.0625,0.0008839102811180055,30.53591814616784
328,meetroom,8,7,0.875,0.001120586646720767,29.50554557033575
329,driving,8,17,0.125,0.0016047601820901036,27.94589860067104
330,driving,8,15,0.875,0.0032162489369511604,24.926503443265084
331,meetroom,8,23,0.875,0.001529088243842125,28.1556745068458
332,meetroom,8,17,0.125,0.0011421209201216698,29.42287913461862
333,driving,8,25,0.125,0.0027530312072485685,25.601888655921282
334,n3dv,4,13,0.25,0.000891957723069936,30.496557297859393
335,meetroom,4,5,0.25,0.0013171244645491242,28.803731834947015
336,meetroom,16,33,0.0625,0.0011684208875522017,29.324006878611222
337,meetroom,16,47,0.9375,0.0010181585093960166,29.921846047132373
338,meetroom,2,1,0.5,0.0008712385897524655,30.59862896629935
339,driving,4,1,0.25,0.00618766201660037,22.084734164229282
340,meetroom,2,3,0.5,0.0010159866651520133,29.931119921396025
341,meetroom,2,5,0.5,0.001018432667478919,29.920676786019538
342,meetroom,8,9,0.125,0.0011900498066097498,29.244348618989655
343,driving,16,17,0.0625,0.0016173115000128746,27.912063253577315
344,n3dv,2,3,0.5,0.0009632013970986009,30.162828961529314
345,n3dv,16,15,0.9375,0.0008548109326511621,30.68129932039426
346,driving,16,31,0.9375,0.0012527481885626912,29.02136216562174
347,n3dv,16,49,0.0625,0.0009547783993184566,30.20097414930172
348,meetroom,8,15,0.875,0.0008746014209464192,30.581898214015347
349,driving,16,47,0.9375,0.0020730013493448496,26.834004152178462
350,n3dv,8,15,0.875,0.0008458176744170487,30.72723243968504
351,n3dv,4,1,0.25,0.0013618430821225047,28.658729309653445
352,driving,4,5,0.25,0.002788411919027567,25.546430695459023
353,driving,4,11,0.75,0.005072952248156071,22.947392256896777
354,driving,4,7,0.75,0.0024617058224976063,26.087638471396417
355,driving,8,31,0.875,0.0012590058613568544,28.99972248010475
356,driving,16,1,0.0625,0.007892541587352753,21.027831210467383
357,driving,16,63,0.9375,0.0021280006039887667,26.720282531115046
358,meetroom,8,17,0.125,0.0011412136955186725,29.426330250867313
359,driving,8,25,0.125,0.002753868233412504,25.600568436255312
360,meetroom,8,7,0.875,0.0011198364663869143,29.50845394232758
361,meetroom,4,13,0.25,0.0009799797553569078,30.087828959683186
362,meetroom,4,5,0.25,0.0013161924434825778,28.80680606898156
363,n3dv,4,9,0.25,0.0008786366088315845,30.5619070559799
364,meetroom,4,1,0.25,0.0009606701205484569,30.17425716826939
365,driving,2,7,0.5,0.00241812109015882,26.165219551414815
366,n3dv,2,7,0.5,0.0008664922788739204,30.622353028374157
367,meetroom,4,15,0.75,0.00085038086399436,30.70386521244827
368,driving,4,3,0.75,0.0040855323895812035,23.887513421201003
369,meetroom,4,3,0.75,0.001205921988002956,29.186807861226352
370,n3dv,8,1,0.125,0.0014570362400263548,28.365296461382208
371,n3dv,8,7,0.875,0.0008920541731640697,30.496087707451494
372,driving,2,1,0.5,0.003461501793935895,24.607354389777917
373,meetroom,16,49,0.0625,0.0012341232504695654,29.086414656464598
374,meetroom,2,7,0.5,0.0009483472094871104,30.23032629373887
375,driving,16,49,0.0625,0.0020453559700399637,26.89231097255412
376,meetroom,4,7,0.75,0.001123308320529759,29.495010242134676
377,n3dv,8,9,0.125,0.0009000669815577567,30.45725169851241
378,n3dv,8,23,0.875,0.0008388846763409674,30.762977386602287
379,meetroom,8,31,0.875,0.0011112889042124152,29.541730218921245
380,n3dv,4,7,0.75,0.0009069294901564717,30.424264761442032
381,driving,8,15,0.875,0.0032120347023010254,24.93219771320993
382,driving,16,33,0.0625,0.0021125092171132565,26.752013874988883
383,n3dv,16,47,0.9375,0.001023966004140675,29.897144617773726
384,n3dv,16,31,0.9375,0.0008569017518311739,30.670689693061757
