stage97_task_id,source_task_id,sequence,codec,reference_gap,target_index,base_method,candidate,keep_fraction,keep_gaussians,precision_at_keep,energy_recall_total,oracle_energy_recall_total,relative_energy_recall_vs_oracle,base_psnr,sideinfo_psnr,teacher_oracle_sideinfo_psnr,delta_psnr_vs_base,gap_to_teacher_oracle_psnr
stage97_00015544,stage79_00031098,soapbox,q12,16,87,stage65_adapter,teacher_oracle_topk,0.1,3686,1.0,0.26095694303512573,0.26095694303512573,1.0,14.737028240950686,18.366273017084964,18.366273017084964,3.6292447761342785,0.0
stage97_00015544,stage79_00031098,soapbox,q12,16,87,stage65_adapter,mlp_importance,0.1,3686,0.27102550864219666,0.14938180148601532,0.26095694303512573,0.5724384784698486,14.737028240950686,15.970444332320772,18.366273017084964,1.2334160913700867,-2.395828684764192
stage97_00015544,stage79_00031098,soapbox,q12,16,87,stage65_adapter,endpoint_diff_baseline,0.1,3686,0.11421595513820648,0.11177577078342438,0.26095694303512573,0.42833033204078674,14.737028240950686,15.78451478911852,18.366273017084964,1.047486548167834,-2.5817582279664446
stage97_00014257,stage79_00028605,mbike-trick,q12,8,58,linear,teacher_oracle_topk,0.1,3686,1.0,0.7059814929962158,0.7059814929962158,1.0,20.718688817006615,24.703797738105703,24.703797738105703,3.985108921099087,0.0
stage97_00014257,stage79_00028605,mbike-trick,q12,8,58,linear,mlp_importance,0.1,3686,0.3798155188560486,0.3826276361942291,0.7059814929962158,0.5419796705245972,20.718688817006615,22.786906091861468,24.703797738105703,2.0682172748548524,-1.9168916462442347
stage97_00014257,stage79_00028605,mbike-trick,q12,8,58,linear,endpoint_diff_baseline,0.1,3686,0.3643516004085541,0.3261403739452362,0.7059814929962158,0.4619673192501068,20.718688817006615,22.702195629933883,24.703797738105703,1.983506812927267,-2.00160210817182
stage97_00014257,stage79_00028605,mbike-trick,q12,8,58,stage65_adapter,teacher_oracle_topk,0.1,3686,1.0,0.25488442182540894,0.25488442182540894,1.0,21.320967745543484,24.638738568454635,24.638738568454635,3.31777082291115,0.0
stage97_00014257,stage79_00028605,mbike-trick,q12,8,58,stage65_adapter,mlp_importance,0.1,3686,0.4666304886341095,0.18612906336784363,0.25488442182540894,0.7302488684654236,21.320967745543484,23.014536902437342,24.638738568454635,1.693569156893858,-1.6242016660172922
stage97_00014257,stage79_00028605,mbike-trick,q12,8,58,stage65_adapter,endpoint_diff_baseline,0.1,3686,0.3659793734550476,0.1574932187795639,0.25488442182540894,0.617900550365448,21.320967745543484,23.120231308788668,24.638738568454635,1.7992635632451837,-1.5185072596659666
stage97_00010864,stage79_00021916,bmx-trees,q12,4,19,linear,teacher_oracle_topk,0.1,3686,1.0,0.4578790068626404,0.4578790068626404,1.0,17.279025530927047,19.90913335363921,19.90913335363921,2.630107822712162,0.0
stage97_00010864,stage79_00021916,bmx-trees,q12,4,19,linear,mlp_importance,0.1,3686,0.2609875202178955,0.20544876158237457,0.4578790068626404,0.4486966133117676,17.279025530927047,18.289578977113223,19.90913335363921,1.0105534461861758,-1.6195543765259863
stage97_00010864,stage79_00021916,bmx-trees,q12,4,19,linear,endpoint_diff_baseline,0.1,3686,0.2189365178346634,0.17352792620658875,0.4578790068626404,0.3789820671081543,17.279025530927047,18.22583122272644,19.90913335363921,0.9468056917993941,-1.683302130912768
stage97_00010864,stage79_00021916,bmx-trees,q12,4,19,stage65_adapter,teacher_oracle_topk,0.1,3686,1.0,0.22188284993171692,0.22188284993171692,1.0,17.578954941088917,20.338460621984062,20.338460621984062,2.7595056808951455,0.0
stage97_00010864,stage79_00021916,bmx-trees,q12,4,19,stage65_adapter,mlp_importance,0.1,3686,0.4020618498325348,0.1557316929101944,0.22188284993171692,0.70186448097229,17.578954941088917,18.59346525155574,20.338460621984062,1.0145103104668252,-1.7449953704283203
stage97_00010864,stage79_00021916,bmx-trees,q12,4,19,stage65_adapter,endpoint_diff_baseline,0.1,3686,0.227618008852005,0.1268695443868637,0.22188284993171692,0.5717861652374268,17.578954941088917,18.575918995169243,20.338460621984062,0.9969640540803262,-1.7625416268148193
stage97_00015307,stage79_00030861,soapbox,q12,4,3,linear,teacher_oracle_topk,0.1,3686,1.0,0.794373631477356,0.794373631477356,1.0,26.61657426705727,28.150741441653437,28.150741441653437,1.534167174596167,0.0
stage97_00015307,stage79_00030861,soapbox,q12,4,3,linear,mlp_importance,0.1,3686,0.49240368604660034,0.5288642048835754,0.794373631477356,0.6657625436782837,26.61657426705727,27.42062302306618,28.150741441653437,0.8040487560089105,-0.7301184185872565
stage97_00015307,stage79_00030861,soapbox,q12,4,3,linear,endpoint_diff_baseline,0.1,3686,0.5409657955169678,0.4691872298717499,0.794373631477356,0.5906379818916321,26.61657426705727,27.874306258375128,28.150741441653437,1.2577319913178577,-0.2764351832783092
stage97_00015307,stage79_00030861,soapbox,q12,4,3,stage65_adapter,teacher_oracle_topk,0.1,3686,1.0,0.16845475137233734,0.16845475137233734,1.0,25.118114621822315,26.194227217900337,26.194227217900337,1.0761125960780227,0.0
stage97_00015307,stage79_00030861,soapbox,q12,4,3,stage65_adapter,mlp_importance,0.1,3686,0.43895822763442993,0.133377343416214,0.16845475137233734,0.7917695641517639,25.118114621822315,26.013756543921914,26.194227217900337,0.8956419220995997,-0.18047067397842298
stage97_00015307,stage79_00030861,soapbox,q12,4,3,stage65_adapter,endpoint_diff_baseline,0.1,3686,0.3657080829143524,0.1244654580950737,0.16845475137233734,0.7388657927513123,25.118114621822315,26.43886253885288,26.194227217900337,1.320747917030566,0.24463532095254337
stage97_00013876,stage79_00027779,lab-coat,q12,16,18,linear,teacher_oracle_topk,0.1,3686,1.0,0.6438446044921875,0.6438446044921875,1.0,17.45723647076153,21.152341569131057,21.152341569131057,3.6951050983695275,0.0
stage97_00013876,stage79_00027779,lab-coat,q12,16,18,linear,mlp_importance,0.1,3686,0.23765599727630615,0.20648860931396484,0.6438446044921875,0.3207118809223175,17.45723647076153,18.296273704863683,21.152341569131057,0.8390372341021539,-2.8560678642673736
stage97_00013876,stage79_00027779,lab-coat,q12,16,18,linear,endpoint_diff_baseline,0.1,3686,0.15762344002723694,0.15618087351322174,0.6438446044921875,0.24257542192935944,17.45723647076153,18.219605697560745,21.152341569131057,0.7623692267992155,-2.932735871570312
stage97_00013876,stage79_00027779,lab-coat,q12,16,18,stage65_adapter,teacher_oracle_topk,0.1,3686,1.0,0.32906678318977356,0.32906678318977356,1.0,18.08396385314128,21.270241682274758,21.270241682274758,3.186277829133477,0.0
stage97_00013876,stage79_00027779,lab-coat,q12,16,18,stage65_adapter,mlp_importance,0.1,3686,0.3079218566417694,0.16943863034248352,0.32906678318977356,0.5149065256118774,18.08396385314128,18.82388062487393,21.270241682274758,0.7399167717326485,-2.4463610574008285
stage97_00013876,stage79_00027779,lab-coat,q12,16,18,stage65_adapter,endpoint_diff_baseline,0.1,3686,0.1519262045621872,0.12079444527626038,0.32906678318977356,0.3670818507671356,18.08396385314128,18.687496743289376,21.270241682274758,0.6035328901480952,-2.582744938985382
stage97_00011683,stage79_00023459,car-shadow,q12,4,9,linear,teacher_oracle_topk,0.1,3686,1.0,0.7185969948768616,0.7185969948768616,1.0,18.38800134232309,22.907634278096218,22.907634278096218,4.519632935773128,0.0
stage97_00011683,stage79_00023459,car-shadow,q12,4,9,linear,mlp_importance,0.1,3686,0.2740097641944885,0.2758679986000061,0.7185969948768616,0.3838980793952942,18.38800134232309,19.686694868992657,22.907634278096218,1.2986935266695667,-3.2209394091035612
stage97_00011683,stage79_00023459,car-shadow,q12,4,9,linear,endpoint_diff_baseline,0.1,3686,0.31551817059516907,0.2791943848133087,0.7185969948768616,0.3885270655155182,18.38800134232309,20.02031828770951,22.907634278096218,1.632316945386421,-2.887315990386707
stage97_00011683,stage79_00023459,car-shadow,q12,4,9,stage65_adapter,teacher_oracle_topk,0.1,3686,1.0,0.3027016222476959,0.3027016222476959,1.0,19.168512306678732,23.272183610414796,23.272183610414796,4.103671303736064,0.0
stage97_00011683,stage79_00023459,car-shadow,q12,4,9,stage65_adapter,mlp_importance,0.1,3686,0.316332072019577,0.17173030972480774,0.3027016222476959,0.5673253536224365,19.168512306678732,20.326815210618406,23.272183610414796,1.1583029039396742,-2.94536839979639
stage97_00011683,stage79_00023459,car-shadow,q12,4,9,stage65_adapter,endpoint_diff_baseline,0.1,3686,0.30683666467666626,0.16158072650432587,0.3027016222476959,0.5337953567504883,19.168512306678732,20.72256636066473,23.272183610414796,1.5540540539859968,-2.5496172497500673
stage97_00015239,stage79_00030544,shooting,q12,8,5,linear,teacher_oracle_topk,0.1,3686,1.0,0.49843379855155945,0.49843379855155945,1.0,13.554008125720307,16.767354372968345,16.767354372968345,3.2133462472480385,0.0
stage97_00015239,stage79_00030544,shooting,q12,8,5,linear,mlp_importance,0.1,3686,0.16386327147483826,0.1371532380580902,0.49843379855155945,0.27516841888427734,13.554008125720307,14.74443125494954,16.767354372968345,1.1904231292292327,-2.022923118018806
stage97_00015239,stage79_00030544,shooting,q12,8,5,linear,endpoint_diff_baseline,0.1,3686,0.13537710905075073,0.1306276023387909,0.49843379855155945,0.26207613945007324,13.554008125720307,14.29211750403788,16.767354372968345,0.7381093783175725,-2.475236868930466
stage97_00015239,stage79_00030544,shooting,q12,8,5,stage65_adapter,teacher_oracle_topk,0.1,3686,1.0,0.2660045027732849,0.2660045027732849,1.0,13.805096541096226,17.251173010883395,17.251173010883395,3.446076469787169,0.0
stage97_00015239,stage79_00030544,shooting,q12,8,5,stage65_adapter,mlp_importance,0.1,3686,0.22490504384040833,0.12897728383541107,0.2660045027732849,0.4848687946796417,13.805096541096226,14.828671251076809,17.251173010883395,1.0235747099805828,-2.422501759806586
stage97_00015239,stage79_00030544,shooting,q12,8,5,stage65_adapter,endpoint_diff_baseline,0.1,3686,0.19587628543376923,0.12026755511760712,0.2660045027732849,0.45212602615356445,13.805096541096226,14.51394722453082,17.251173010883395,0.7088506834345942,-2.7372257863525746
