schedule,target_count,rendered_count,target_keyframe_count,mean_psnr,p10_psnr,mean_ssim,mean_ms_ssim,mean_lpips,p90_lpips,mean_original_psnr,mean_original_lpips,mean_payload_bytes,mean_side_mib_per_intermediate,mean_delta_psnr_vs_uniform_gap8,mean_delta_lpips_vs_uniform_gap8
uniform_gap8,8,8,0,26.203640896378754,25.184412756845912,0.8343665823340416,0.9815688729286194,0.20792134664952755,0.26954071819782255,19.69910130834679,0.2856053560972214,156389.625,0.14914476871490479,0.0,0.0
stage165_adaptive,8,8,0,26.192677144097146,25.184412756845912,0.8337735459208488,0.9814087599515915,0.2088309582322836,0.2746345430612564,19.86239408781455,0.28173528984189034,155993.625,0.1487671136856079,-0.010963752281610173,0.0009096115827560425
uniform_gap4,8,7,1,25.68324570510097,25.263786687198742,0.8433339936392648,0.983516446181706,0.19355605755533492,0.23076039850711824,20.052429695932908,0.2695577506508146,149221.57142857142,0.14230878012520926,0.10339870067147418,-0.004473369036402021
