step,sample,frame_gap,target_frame_index,normalized_time,rgb_mse,rgb_psnr
62,n3dv,8,23,0.875,0.000868504517711699,30.612279181355255
63,n3dv,16,33,0.0625,0.000936460739467293,30.28510425432497
64,driving,16,33,0.0625,0.002150055021047592,26.675504261162047
65,driving,8,23,0.875,0.0029775919392704964,25.26134819903489
66,n3dv,8,17,0.125,0.0009015201358124614,30.450245686924614
67,n3dv,4,1,0.25,0.0014002224197611213,28.538029728913365
68,n3dv,2,7,0.5,0.0008967059548012912,30.473499461898083
69,driving,2,7,0.5,0.0024448351468890905,26.11750419652887
70,driving,4,1,0.25,0.006178405601531267,22.091235844248615
71,driving,16,1,0.0625,0.007867864333093166,21.041431373008695
72,driving,2,1,0.5,0.0035027647390961647,24.555890308077547
73,n3dv,4,3,0.75,0.001067732460796833,29.71537553819859
74,meetroom,2,1,0.5,0.00089070393005386,30.502666314420797
75,driving,8,1,0.125,0.0074128806591033936,21.300129915833793
76,meetroom,16,17,0.0625,0.0011663851328194141,29.33158024670511
77,meetroom,16,49,0.0625,0.0012353964848443866,29.081936387234812
78,driving,4,9,0.25,0.004878243897110224,23.117364900983105
79,n3dv,2,1,0.5,0.0012010661885142326,29.20433058779915
80,driving,8,25,0.125,0.002759879920631647,25.591098132034563
81,meetroom,4,15,0.75,0.0008685165084898472,30.612219222049003
82,meetroom,8,15,0.875,0.000898876111023128,30.463001614443954
83,meetroom,4,13,0.25,0.0009951818501576781,30.02097553119741
84,n3dv,4,11,0.75,0.0008911275072023273,30.500601503823578
85,n3dv,4,15,0.75,0.00088183005573228,30.54615103041755
86,meetroom,16,15,0.9375,0.0008983493898995221,30.465547228045757
87,driving,2,1,0.5,0.0034969854168593884,24.563061787833213
88,n3dv,4,1,0.25,0.0013951810542494059,28.553694298389765
89,driving,8,1,0.125,0.007413124665617943,21.299986963392445
90,driving,2,3,0.5,0.0033207889646291733,24.787587228385885
91,driving,4,3,0.75,0.004138752352446318,23.831305593889745
92,driving,8,7,0.875,0.0024024094454944134,26.193529733007345
93,n3dv,16,47,0.9375,0.0010372702963650227,29.841080585350525
94,driving,2,5,0.5,0.003214977914467454,24.928220061481134
95,meetroom,4,15,0.75,0.0008671692339703441,30.618961387322695
96,meetroom,2,1,0.5,0.0008882408146746457,30.51469274867896
97,n3dv,8,9,0.125,0.0009304563864134252,30.313039788834516
