edge_id,task_id,sequence,reference_gap,left_index,right_index,target_index,normalized_time,setting_label,keep_fraction,side_bits,payload_bytes,base_anchor_mse,corrected_anchor_mse,anchor_mse_reduction,base_render_mse,corrected_render_mse,base_psnr,corrected_psnr,delta_psnr_vs_base,status,error
paragliding-launch:00060:00072:gap12,stage199_00027416,paragliding-launch,12,60,72,64,0.3333333333333333,topk_keep0p05_q6,0.05,6,16026,0.0036481281276792288,0.0019153757020831108,0.47497027652326873,0.0037660496309399605,0.0028264778666198254,24.2411396092548,25.487544110326297,1.2464045010714955,ok,
paragliding-launch:00060:00072:gap12,stage199_00027416,paragliding-launch,12,60,72,64,0.3333333333333333,topk_keep0p1_q6,0.1,6,30211,0.0036481281276792288,0.0013646995648741722,0.6259178633228731,0.0037660496309399605,0.0022823947947472334,24.2411396092548,26.416092318062603,2.174952708807801,ok,
paragliding-launch:00060:00072:gap12,stage199_00027416,paragliding-launch,12,60,72,64,0.3333333333333333,topk_keep0p2_q6,0.2,6,55655,0.0036481281276792288,0.0007846935768611729,0.7849051487782149,0.0037660496309399605,0.0015802232082933187,24.2411396092548,28.012815641319875,3.7716760320650735,ok,
paragliding-launch:00060:00072:gap12,stage199_00027417,paragliding-launch,12,60,72,65,0.4166666666666667,topk_keep0p05_q6,0.05,6,15978,0.003592963796108961,0.0019344708416610956,0.46159467463711945,0.0038390369154512882,0.0028361219447106123,24.157777117690994,25.472750997314456,1.3149738796234622,ok,
paragliding-launch:00060:00072:gap12,stage199_00027417,paragliding-launch,12,60,72,65,0.4166666666666667,topk_keep0p1_q6,0.1,6,29971,0.003592963796108961,0.001387049094773829,0.6139540575733191,0.0038390369154512882,0.0023081162944436073,24.157777117690994,26.367423130367825,2.2096460126768314,ok,
paragliding-launch:00060:00072:gap12,stage199_00027417,paragliding-launch,12,60,72,65,0.4166666666666667,topk_keep0p2_q6,0.2,6,55388,0.003592963796108961,0.0008042139234021306,0.7761697670672154,0.0038390369154512882,0.0015958992298692465,24.157777117690994,27.969945348483183,3.8121682307921887,ok,
paragliding-launch:00060:00072:gap12,stage199_00027418,paragliding-launch,12,60,72,66,0.5,topk_keep0p05_q6,0.05,6,15931,0.0036368640139698982,0.00197925278916955,0.45578036969024494,0.003950968850404024,0.0029058766085654497,24.03296394300071,25.36722830972916,1.3342643667284513,ok,
paragliding-launch:00060:00072:gap12,stage199_00027418,paragliding-launch,12,60,72,66,0.5,topk_keep0p1_q6,0.1,6,30123,0.0036368640139698982,0.0014184233732521534,0.609987239609808,0.003950968850404024,0.002383214421570301,24.03296394300071,26.228368817343302,2.195404874342593,ok,
paragliding-launch:00060:00072:gap12,stage199_00027418,paragliding-launch,12,60,72,66,0.5,topk_keep0p2_q6,0.2,6,55717,0.0036368640139698982,0.0008219277369789779,0.7740009706654429,0.003950968850404024,0.001666048658080399,24.03296394300071,27.783123188792743,3.750159245792034,ok,
paragliding-launch:00060:00072:gap12,stage199_00027419,paragliding-launch,12,60,72,67,0.5833333333333334,topk_keep0p05_q6,0.05,6,15945,0.0035618911497294903,0.0019234975334256887,0.4599785752656227,0.0038391428533941507,0.002758435672149062,24.157657276099897,25.593371395135446,1.4357141190355485,ok,
paragliding-launch:00060:00072:gap12,stage199_00027419,paragliding-launch,12,60,72,67,0.5833333333333334,topk_keep0p1_q6,0.1,6,29931,0.0035618911497294903,0.0013751446967944503,0.6139284893928085,0.0038391428533941507,0.0022439027670770884,24.157657276099897,26.489959658814616,2.332302382714719,ok,
paragliding-launch:00060:00072:gap12,stage199_00027419,paragliding-launch,12,60,72,67,0.5833333333333334,topk_keep0p2_q6,0.2,6,55350,0.0035618911497294903,0.0007947044796310365,0.776886927133809,0.0038391428533941507,0.0015560672618448734,24.157657276099897,28.07971634327871,3.9220590671788145,ok,
paragliding-launch:00060:00072:gap12,stage199_00027420,paragliding-launch,12,60,72,68,0.6666666666666666,topk_keep0p05_q6,0.05,6,15907,0.0035972846671938896,0.0019006328657269478,0.47164791180967003,0.0036984437610954046,0.0027297274209558964,24.31980980837058,25.638807176057576,1.3189973676869968,ok,
paragliding-launch:00060:00072:gap12,stage199_00027420,paragliding-launch,12,60,72,68,0.6666666666666666,topk_keep0p1_q6,0.1,6,29950,0.0035972846671938896,0.0013517345068976283,0.6242347681780582,0.0036984437610954046,0.0022106715478003025,24.31980980837058,26.554757782598955,2.234947974228376,ok,
paragliding-launch:00060:00072:gap12,stage199_00027420,paragliding-launch,12,60,72,68,0.6666666666666666,topk_keep0p2_q6,0.2,6,55442,0.0035972846671938896,0.0007767750066705048,0.7840662948488759,0.0036984437610954046,0.001546023995615542,24.31980980837058,28.107837697433432,3.788027889062853,ok,
paragliding-launch:00060:00072:gap12,stage199_00027421,paragliding-launch,12,60,72,69,0.75,topk_keep0p05_q6,0.05,6,15917,0.003713055746629834,0.0018890630453824997,0.49123762898062784,0.003547903848811984,0.00269236764870584,24.500281584277452,25.698656365348977,1.198374781071525,ok,
paragliding-launch:00060:00072:gap12,stage199_00027421,paragliding-launch,12,60,72,69,0.75,topk_keep0p1_q6,0.1,6,29932,0.003713055746629834,0.0013205315917730331,0.644354493473033,0.003547903848811984,0.0021717441268265247,24.500281584277452,26.631913443011186,2.1316318587337335,ok,
paragliding-launch:00060:00072:gap12,stage199_00027421,paragliding-launch,12,60,72,69,0.75,topk_keep0p2_q6,0.2,6,55389,0.003713055746629834,0.0007437271997332573,0.7996994253565131,0.003547903848811984,0.0015184738440439105,24.500281584277452,28.185926844735604,3.685645260458152,ok,
paragliding-launch:00060:00072:gap12,stage199_00027422,paragliding-launch,12,60,72,70,0.8333333333333334,topk_keep0p05_q6,0.05,6,15973,0.0036227316595613956,0.0017860622610896826,0.5069846654593453,0.0030898365657776594,0.0024406674783676863,25.10064491597191,26.124913857393448,1.0242689414215391,ok,
paragliding-launch:00060:00072:gap12,stage199_00027422,paragliding-launch,12,60,72,70,0.8333333333333334,topk_keep0p1_q6,0.1,6,30041,0.0036227316595613956,0.0012195345479995012,0.6633660280134714,0.0030898365657776594,0.0019515453604981303,25.10064491597191,27.09621349796472,1.99556858199281,ok,
paragliding-launch:00060:00072:gap12,stage199_00027422,paragliding-launch,12,60,72,70,0.8333333333333334,topk_keep0p2_q6,0.2,6,55443,0.0036227316595613956,0.0006702711107209325,0.8149818496901639,0.0030898365657776594,0.0013750443467870355,25.10064491597191,28.616832951033008,3.5161880350610986,ok,
paragliding-launch:00060:00072:gap12,stage199_00027423,paragliding-launch,12,60,72,71,0.9166666666666666,topk_keep0p05_q6,0.05,6,15976,0.0032890094444155693,0.0015514169353991747,0.5283026815160607,0.0024286271072924137,0.001991631230339408,26.146391618837086,27.0079107226516,0.8615191038145156,ok,
paragliding-launch:00060:00072:gap12,stage199_00027423,paragliding-launch,12,60,72,71,0.9166666666666666,topk_keep0p1_q6,0.1,6,29870,0.0032890094444155693,0.0010487090330570936,0.681147454642399,0.0024286271072924137,0.0016428099479526281,26.146391618837086,27.844126759621325,1.6977351407842391,ok,
paragliding-launch:00060:00072:gap12,stage199_00027423,paragliding-launch,12,60,72,71,0.9166666666666666,topk_keep0p2_q6,0.2,6,55224,0.0032890094444155693,0.0005623635370284319,0.8290173541510278,0.0024286271072924137,0.0012084386544302106,26.146391618837086,29.177753913619743,3.0313622947826566,ok,
