reference_gap,setting_label,keep_fraction,side_bits,edge_count,target_count,mean_left_keyframe_bytes,mean_right_keyframe_bytes,mean_endpoint_keyframe_bytes,mean_residual_payload_bytes,mean_schedule_metadata_bytes,mean_edge_total_bytes_once,mean_dp_incremental_bytes,mean_residual_mib_per_intermediate,mean_edge_total_mib_once,mean_dp_incremental_mib,mean_base_psnr,mean_corrected_psnr,mean_delta_psnr_vs_base,min_edge_delta_psnr_vs_base
4,topk_keep0p05_q6,0.05,6,2,6,719648.0,719650.0,1439298.0,46925.0,2.0,1486225.0,766577.0,0.014917055765787762,1.417374610900879,0.7310647964477539,21.295284279082864,23.7597578138106,2.4644735347277362,1.653786057330097
4,topk_keep0p1_q6,0.1,6,2,6,719648.0,719650.0,1439298.0,88630.5,2.0,1527930.5,808282.5,0.028174877166748047,1.4571480751037598,0.7708382606506348,21.295284279082864,25.095423096276672,3.8001388171938064,2.8769445544125367
4,topk_keep0p2_q6,0.2,6,2,6,719648.0,719650.0,1439298.0,165471.0,2.0,1604771.0,885123.0,0.05260181427001953,1.5304288864135742,0.8441190719604492,21.295284279082864,26.59671835498372,5.301434075900853,4.9877340996338
8,topk_keep0p05_q6,0.05,6,2,9,719647.0,719651.0,1439298.0,72877.0,2.0,1512177.0,792530.0,0.015432766505650113,1.442124366760254,0.7558155059814453,18.233520474210316,19.815585192010992,1.582064717800679,1.1229759583306507
8,topk_keep0p1_q6,0.1,6,2,9,719647.0,719651.0,1439298.0,139035.5,2.0,1578335.5,858688.5,0.029415641512189592,1.5052180290222168,0.8189091682434082,18.233520474210316,20.852189941667138,2.618669467456823,1.9837407526445894
8,topk_keep0p2_q6,0.2,6,2,9,719647.0,719651.0,1439298.0,262346.5,2.0,1701646.5,981999.5,0.0555793217250279,1.622816562652588,0.9365077018737793,18.233520474210316,22.501153480651734,4.267633006441421,3.406030984825632
12,topk_keep0p05_q6,0.05,6,2,22,719646.5,719640.5,1439287.0,174080.5,2.0,1613369.5,893723.0,0.01509237289428711,1.5386290550231934,0.852320671081543,21.908497690037763,23.22222939220146,1.313731702163698,1.1526334632931023
12,topk_keep0p1_q6,0.1,6,2,22,719646.5,719640.5,1439287.0,328624.0,2.0,1767913.0,1048266.5,0.028490933504971592,1.6860132217407227,0.9997048377990723,21.908497690037763,24.266999766662686,2.3585020766249225,2.0519017007451463
12,topk_keep0p2_q6,0.2,6,2,22,719646.5,719640.5,1439287.0,612781.0,2.0,2052070.0,1332423.5,0.053126681934703476,1.9570064544677734,1.270698070526123,21.908497690037763,26.07283417481182,4.164336484774056,3.599103658959883
