measurement_key,sequence,target_index,left_index,right_index,segment_length,normalized_time,used_by_schedules,schedule_count,selected_half,payload_bytes,stage184_selected_psnr,psnr,psnr_delta_vs_stage184,ssim,ms_ssim,lpips,status,error
residual::goat:00054:00052:00056,goat,54,52,56,4,0.5,uniform_gap4,1,right,249480,27.415800381486836,27.415800381486836,0.0,0.862648069858551,0.9873192310333252,0.1709492802619934,ok,
residual::goat:00055:00048:00056,goat,55,48,56,8,0.875,stage165_adaptive uniform_gap8,2,right,244235,27.369787828272763,27.369787828272763,0.0,0.8618771433830261,0.9871729612350464,0.16769707202911377,ok,
residual::goat:00055:00052:00056,goat,55,52,56,4,0.75,uniform_gap4,1,right,242250,27.374667895216866,27.374667895216866,0.0,0.8620441555976868,0.9871676564216614,0.16838349401950836,ok,
residual::goat:00057:00056:00060,goat,57,56,60,4,0.25,uniform_gap4,1,left,239718,27.34402589961138,27.34402589961138,0.0,0.8620021343231201,0.9872569441795349,0.16937682032585144,ok,
residual::goat:00057:00056:00064,goat,57,56,64,8,0.125,stage165_adaptive uniform_gap8,2,left,240827,27.344688889406687,27.344688889406687,0.0,0.861998975276947,0.9872490167617798,0.16962653398513794,ok,
residual::goat:00058:00056:00060,goat,58,56,60,4,0.5,uniform_gap4,1,left,245158,27.183914954109092,27.183914954109092,0.0,0.8577738404273987,0.9866377115249634,0.1750442236661911,ok,
residual::goat:00058:00056:00064,goat,58,56,64,8,0.25,stage165_adaptive uniform_gap8,2,left,244702,27.18435644779359,27.18435644779359,0.0,0.857776939868927,0.9866538047790527,0.17601901292800903,ok,
residual::goat:00059:00056:00060,goat,59,56,60,4,0.75,uniform_gap4,1,right,250924,27.78916935813328,27.78916935813328,0.0,0.8746973872184753,0.9883211851119995,0.1611018180847168,ok,
residual::goat:00059:00056:00064,goat,59,56,64,8,0.375,stage165_adaptive uniform_gap8,2,left,246386,27.58852776914545,27.58852776914545,0.0,0.867560088634491,0.9873053431510925,0.16241343319416046,ok,
residual::goat:00060:00056:00064,goat,60,56,64,8,0.5,stage165_adaptive uniform_gap8,2,right,249178,27.488419472385676,27.488419472385676,0.0,0.862453281879425,0.9867215752601624,0.16358894109725952,ok,
residual::goat:00061:00056:00064,goat,61,56,64,8,0.625,stage165_adaptive uniform_gap8,2,right,247428,27.490114607855972,27.490114607855972,0.0,0.8657144904136658,0.9871159195899963,0.16607914865016937,ok,
residual::goat:00061:00060:00064,goat,61,60,64,4,0.25,uniform_gap4,1,left,243075,27.61888083538603,27.61888083538603,0.0,0.8704056739807129,0.987739622592926,0.16434012353420258,ok,
residual::goat:00062:00056:00064,goat,62,56,64,8,0.75,stage165_adaptive uniform_gap8,2,right,246503,27.329237966024582,27.329237966024582,0.0,0.8656103014945984,0.9873402714729309,0.16540950536727905,ok,
residual::goat:00062:00060:00064,goat,62,60,64,4,0.5,uniform_gap4,1,right,245800,27.281057748727115,27.281057748727115,0.0,0.8639630675315857,0.9871407747268677,0.16563041508197784,ok,
residual::goat:00063:00056:00064,goat,63,56,64,8,0.875,stage165_adaptive uniform_gap8,2,right,245673,27.439190098853064,27.439190098853064,0.0,0.8693159222602844,0.9877206087112427,0.16464175283908844,ok,
residual::goat:00063:00060:00064,goat,63,60,64,4,0.75,uniform_gap4,1,right,245050,27.424295559588415,27.424295559588415,0.0,0.8687648773193359,0.9876599907875061,0.1636066436767578,ok,
residual::goat:00065:00064:00068,goat,65,64,68,4,0.25,uniform_gap4,1,left,247153,27.34330871183705,27.34330871183705,0.0,0.8674026131629944,0.9875437021255493,0.17108693718910217,ok,
residual::goat:00065:00064:00072,goat,65,64,72,8,0.125,stage165_adaptive uniform_gap8,2,left,247108,27.3364609421018,27.3364609421018,0.0,0.8672411441802979,0.9875288605690002,0.16916893422603607,ok,
residual::goat:00066:00064:00068,goat,66,64,68,4,0.5,uniform_gap4,1,left,247524,26.857394175673846,26.857394175673846,0.0,0.8576110005378723,0.9867473840713501,0.18027935922145844,ok,
residual::goat:00066:00064:00072,goat,66,64,72,8,0.25,stage165_adaptive uniform_gap8,2,left,247460,26.878536840301233,26.878536840301233,0.0,0.8581418991088867,0.9868286848068237,0.18013755977153778,ok,
residual::goat:00067:00064:00068,goat,67,64,68,4,0.75,uniform_gap4,1,right,239783,26.800732102433564,26.800732102433564,0.0,0.8571600317955017,0.986853301525116,0.1772834062576294,ok,
residual::goat:00067:00064:00072,goat,67,64,72,8,0.375,stage165_adaptive uniform_gap8,2,left,248037,26.619923968160958,26.619923968160958,0.0,0.8507111072540283,0.9857916831970215,0.177202969789505,ok,
residual::goat:00068:00064:00072,goat,68,64,72,8,0.5,stage165_adaptive uniform_gap8,2,right,254313,26.620245289085037,26.620245289085037,0.0,0.8519659638404846,0.9862189292907715,0.17680586874485016,ok,
residual::goat:00069:00064:00072,goat,69,64,72,8,0.625,stage165_adaptive uniform_gap8,2,right,252297,26.628115318024925,26.628115318024925,0.0,0.8531154990196228,0.986417829990387,0.1782299429178238,ok,
residual::goat:00069:00068:00072,goat,69,68,72,4,0.25,uniform_gap4,1,left,242476,26.689535726441758,26.689535726441758,0.0,0.8558812737464905,0.9867832064628601,0.17954005300998688,ok,
residual::goat:00070:00064:00072,goat,70,64,72,8,0.75,stage165_adaptive uniform_gap8,2,right,251787,26.550160102247556,26.550160102247556,0.0,0.8516025543212891,0.9864335060119629,0.1751042753458023,ok,
residual::goat:00070:00068:00072,goat,70,68,72,4,0.5,uniform_gap4,1,right,249647,26.54469877067274,26.54469877067274,0.0,0.8513374328613281,0.9863488674163818,0.17541620135307312,ok,
residual::goat:00071:00064:00072,goat,71,64,72,8,0.875,stage165_adaptive uniform_gap8,2,right,250600,26.730339821665275,26.730339821665275,0.0,0.8583096861839294,0.9870496392250061,0.1792082041501999,ok,
residual::goat:00071:00068:00072,goat,71,68,72,4,0.75,uniform_gap4,1,right,249446,26.732324916154,26.732324916154,0.0,0.8583291172981262,0.9869804978370667,0.1796613335609436,ok,
residual::goat:00073:00072:00075,goat,73,72,75,3,0.3333333333333333,stage165_adaptive,1,left,250103,26.78108222748562,26.78108222748562,0.0,0.8616841435432434,0.9873920679092407,0.1714857518672943,ok,
residual::goat:00073:00072:00076,goat,73,72,76,4,0.25,uniform_gap4,1,left,252453,26.791687217420233,26.791687217420233,0.0,0.8621230125427246,0.9874211549758911,0.17202216386795044,ok,
residual::goat:00073:00072:00080,goat,73,72,80,8,0.125,uniform_gap8,1,left,247020,26.790939518518616,26.790939518518616,0.0,0.8621706366539001,0.9874431490898132,0.17233945429325104,ok,
residual::goat:00074:00072:00075,goat,74,72,75,3,0.6666666666666666,stage165_adaptive,1,right,234327,26.7754903187531,26.7754903187531,0.0,0.8621644377708435,0.9874255061149597,0.17920935153961182,ok,
residual::goat:00074:00072:00076,goat,74,72,76,4,0.5,uniform_gap4,1,left,252606,26.745844998755256,26.745844998755256,0.0,0.8611199855804443,0.9872339963912964,0.1788758635520935,ok,
residual::goat:00074:00072:00080,goat,74,72,80,8,0.25,uniform_gap8,1,left,248466,26.75610737701863,26.75610737701863,0.0,0.8613165020942688,0.9872796535491943,0.17815367877483368,ok,
residual::goat:00075:00072:00076,goat,75,72,76,4,0.75,uniform_gap4,1,right,234363,26.673504536195516,26.673504536195516,0.0,0.8595869541168213,0.9872246980667114,0.17871399223804474,ok,
residual::goat:00075:00072:00080,goat,75,72,80,8,0.375,uniform_gap8,1,left,250518,26.62571928925063,26.62571928925063,0.0,0.8577370047569275,0.9869416952133179,0.17728166282176971,ok,
residual::goat:00076:00072:00080,goat,76,72,80,8,0.5,uniform_gap8,1,left,247938,26.573796826479562,26.573796826479562,0.0,0.8562391400337219,0.9867146015167236,0.1774667352437973,ok,
residual::goat:00076:00075:00078,goat,76,75,78,3,0.3333333333333333,stage165_adaptive,1,left,238298,26.65936631225652,26.65936631225652,0.0,0.8592779040336609,0.9871573448181152,0.1774214804172516,ok,
residual::goat:00077:00072:00080,goat,77,72,80,8,0.625,uniform_gap8,1,right,248413,26.654368763998832,26.654368763998832,0.0,0.8562070727348328,0.9868772029876709,0.1834017038345337,ok,
residual::goat:00077:00075:00078,goat,77,75,78,3,0.6666666666666666,stage165_adaptive,1,right,246282,26.726398048165724,26.726398048165724,0.0,0.8589560389518738,0.9873579144477844,0.18264010548591614,ok,
residual::goat:00077:00076:00080,goat,77,76,80,4,0.25,uniform_gap4,1,left,242828,26.706539930942824,26.706539930942824,0.0,0.8581764101982117,0.9871205687522888,0.18157483637332916,ok,
residual::goat:00078:00072:00080,goat,78,72,80,8,0.75,uniform_gap8,1,right,244291,26.54081198548788,26.54081198548788,0.0,0.8546752333641052,0.9868714213371277,0.18175573647022247,ok,
residual::goat:00078:00076:00080,goat,78,76,80,4,0.5,uniform_gap4,1,left,249842,26.558053258261786,26.558053258261786,0.0,0.8551040291786194,0.9869292974472046,0.18203853070735931,ok,
residual::goat:00079:00072:00080,goat,79,72,80,8,0.875,uniform_gap8,1,right,230639,26.475713839797614,26.475713839797614,0.0,0.8524438738822937,0.986755907535553,0.18231889605522156,ok,
residual::goat:00079:00076:00080,goat,79,76,80,4,0.75,uniform_gap4,1,right,234054,26.47321770694955,26.47321770694955,0.0,0.8523848652839661,0.9867541193962097,0.18224801123142242,ok,
residual::goat:00079:00078:00080,goat,79,78,80,2,0.5,stage165_adaptive uniform_gap2,2,left,244955,26.467217862588896,26.467217862588896,0.0,0.8524093627929688,0.9867820739746094,0.18166662752628326,ok,
residual::goat:00081:00080:00084,goat,81,80,84,4,0.25,uniform_gap4,1,left,235444,26.516402320468615,26.516402320468615,0.0,0.8536141514778137,0.9868084192276001,0.18086323142051697,ok,
residual::goat:00081:00080:00088,goat,81,80,88,8,0.125,stage165_adaptive uniform_gap8,2,left,237570,26.532382585383615,26.532382585383615,0.0,0.8541776537895203,0.9869049191474915,0.1817038655281067,ok,
residual::goat:00082:00080:00084,goat,82,80,84,4,0.5,uniform_gap4,1,right,256593,26.35631983840284,26.35631983840284,0.0,0.8492715954780579,0.986501157283783,0.18713653087615967,ok,
residual::goat:00082:00080:00088,goat,82,80,88,8,0.25,stage165_adaptive uniform_gap8,2,left,245851,26.34552120629899,26.34552120629899,0.0,0.848715603351593,0.9864183664321899,0.18572688102722168,ok,
residual::goat:00083:00080:00084,goat,83,80,84,4,0.75,uniform_gap4,1,right,252413,26.48143804327503,26.48143804327503,0.0,0.8508078455924988,0.9867174029350281,0.18688201904296875,ok,
residual::goat:00083:00080:00088,goat,83,80,88,8,0.375,stage165_adaptive uniform_gap8,2,left,249732,26.400264246517303,26.400264246517303,0.0,0.8472184538841248,0.9861088991165161,0.1874367743730545,ok,
residual::goat:00084:00080:00088,goat,84,80,88,8,0.5,stage165_adaptive uniform_gap8,2,right,256328,26.310347376997466,26.310347376997466,0.0,0.842965304851532,0.9856429696083069,0.189987450838089,ok,
residual::goat:00085:00080:00088,goat,85,80,88,8,0.625,stage165_adaptive uniform_gap8,2,right,257915,26.363985019924062,26.363985019924062,0.0,0.8430176377296448,0.9858300089836121,0.18959391117095947,ok,
residual::goat:00085:00084:00088,goat,85,84,88,4,0.25,uniform_gap4,1,left,245405,26.420433528354845,26.420433528354845,0.0,0.8454675674438477,0.986266553401947,0.18752504885196686,ok,
residual::goat:00086:00080:00088,goat,86,80,88,8,0.75,stage165_adaptive uniform_gap8,2,right,254322,26.530821121612487,26.530821121612487,0.0,0.8516406416893005,0.9864904284477234,0.1879175752401352,ok,
residual::goat:00086:00084:00088,goat,86,84,88,4,0.5,uniform_gap4,1,left,253562,26.550687420294313,26.550687420294313,0.0,0.8521474003791809,0.9866684079170227,0.1868528425693512,ok,
residual::goat:00087:00080:00088,goat,87,80,88,8,0.875,stage165_adaptive uniform_gap8,2,right,251287,26.587283166146662,26.587283166146662,0.0,0.8543674349784851,0.9869248867034912,0.18283666670322418,ok,
residual::goat:00087:00084:00088,goat,87,84,88,4,0.75,uniform_gap4,1,right,251312,26.585630898359476,26.585630898359476,0.0,0.8544159531593323,0.986916184425354,0.18280327320098877,ok,
residual::gold-fish:00001:00000:00004,gold-fish,1,0,4,4,0.25,uniform_gap4,1,left,202025,33.546236406434886,33.546236406434886,0.0,0.9127187728881836,0.9826949238777161,0.07109788805246353,ok,
residual::gold-fish:00001:00000:00008,gold-fish,1,0,8,8,0.125,stage165_adaptive uniform_gap8,2,left,198075,33.54623840839879,33.54623840839879,0.0,0.9127427935600281,0.9827060103416443,0.07117512077093124,ok,
residual::gold-fish:00002:00000:00004,gold-fish,2,0,4,4,0.5,uniform_gap4,1,left,215731,33.49087978237124,33.49087978237124,0.0,0.9062933325767517,0.981576144695282,0.07831414043903351,ok,
residual::gold-fish:00002:00000:00008,gold-fish,2,0,8,8,0.25,stage165_adaptive uniform_gap8,2,left,213148,33.51487845107237,33.51487845107237,0.0,0.9070770144462585,0.9816426038742065,0.07749350368976593,ok,
residual::gold-fish:00003:00000:00004,gold-fish,3,0,4,4,0.75,uniform_gap4,1,right,199462,33.510797919477355,33.510797919477355,0.0,0.9063701629638672,0.9818179607391357,0.07244770228862762,ok,
residual::gold-fish:00003:00000:00008,gold-fish,3,0,8,8,0.375,stage165_adaptive uniform_gap8,2,left,221813,33.37698799315631,33.37698799315631,0.0,0.9012914299964905,0.9802122712135315,0.07829634100198746,ok,
residual::gold-fish:00004:00000:00008,gold-fish,4,0,8,8,0.5,stage165_adaptive uniform_gap8,2,left,223394,33.24560126664891,33.24560126664891,0.0,0.8975816369056702,0.9795889258384705,0.0793648362159729,ok,
residual::gold-fish:00005:00000:00008,gold-fish,5,0,8,8,0.625,stage165_adaptive uniform_gap8,2,right,219542,33.36936854025517,33.36936854025517,0.0,0.9020798802375793,0.9799829125404358,0.07809347659349442,ok,
residual::gold-fish:00005:00004:00008,gold-fish,5,4,8,4,0.25,uniform_gap4,1,left,201189,33.571461331963846,33.571461331963846,0.0,0.912000834941864,0.9821628332138062,0.07060237973928452,ok,
residual::gold-fish:00006:00000:00008,gold-fish,6,0,8,8,0.75,stage165_adaptive uniform_gap8,2,right,214367,33.10758403974579,33.10758403974579,0.0,0.9012670516967773,0.98028165102005,0.07564761489629745,ok,
residual::gold-fish:00006:00004:00008,gold-fish,6,4,8,4,0.5,uniform_gap4,1,right,217059,33.11666911209052,33.11666911209052,0.0,0.9018464088439941,0.9803957939147949,0.07440603524446487,ok,
residual::gold-fish:00007:00000:00008,gold-fish,7,0,8,8,0.875,stage165_adaptive uniform_gap8,2,right,198703,33.38402624655904,33.38402624655904,0.0,0.9106165766716003,0.9819185733795166,0.07570886611938477,ok,
residual::gold-fish:00007:00004:00008,gold-fish,7,4,8,4,0.75,uniform_gap4,1,right,203307,33.397475674758795,33.397475674758795,0.0,0.9108753800392151,0.9819476008415222,0.07598130404949188,ok,
residual::gold-fish:00009:00008:00012,gold-fish,9,8,12,4,0.25,uniform_gap4,1,left,202874,33.248447266187135,33.248447266187135,0.0,0.9013482928276062,0.9806614518165588,0.07387413084506989,ok,
residual::gold-fish:00009:00008:00016,gold-fish,9,8,16,8,0.125,stage165_adaptive uniform_gap8,2,left,201639,33.268922281356986,33.268922281356986,0.0,0.9019565582275391,0.9807959794998169,0.07336334884166718,ok,
residual::gold-fish:00010:00008:00012,gold-fish,10,8,12,4,0.5,uniform_gap4,1,right,215844,33.34232699385169,33.34232699385169,0.0,0.9070813655853271,0.9811292290687561,0.07426091283559799,ok,
residual::gold-fish:00010:00008:00016,gold-fish,10,8,16,8,0.25,stage165_adaptive uniform_gap8,2,left,214852,33.373532093037646,33.373532093037646,0.0,0.9073457717895508,0.9811058044433594,0.07291214913129807,ok,
residual::gold-fish:00011:00008:00012,gold-fish,11,8,12,4,0.75,uniform_gap4,1,right,203171,33.264498596949686,33.264498596949686,0.0,0.9086443781852722,0.981518566608429,0.07276014238595963,ok,
residual::gold-fish:00011:00008:00016,gold-fish,11,8,16,8,0.375,stage165_adaptive uniform_gap8,2,left,223017,33.04848410374396,33.04848410374396,0.0,0.9014886021614075,0.9792425632476807,0.08112789690494537,ok,
residual::gold-fish:00012:00008:00016,gold-fish,12,8,16,8,0.5,stage165_adaptive uniform_gap8,2,right,226251,33.33735474520228,33.33735474520228,0.0,0.9025084376335144,0.9800645709037781,0.07678523659706116,ok,
residual::gold-fish:00013:00008:00016,gold-fish,13,8,16,8,0.625,stage165_adaptive uniform_gap8,2,right,222841,33.44376992233238,33.44376992233238,0.0,0.9022977352142334,0.98063725233078,0.07181113213300705,ok,
residual::gold-fish:00013:00012:00016,gold-fish,13,12,16,4,0.25,uniform_gap4,1,left,203944,33.431998609104184,33.431998609104184,0.0,0.903523862361908,0.9815055131912231,0.06917064636945724,ok,
residual::gold-fish:00014:00008:00016,gold-fish,14,8,16,8,0.75,stage165_adaptive uniform_gap8,2,right,218265,33.6252682615097,33.6252682615097,0.0,0.9084379076957703,0.9803852438926697,0.07368436455726624,ok,
residual::gold-fish:00014:00012:00016,gold-fish,14,12,16,4,0.5,uniform_gap4,1,right,218796,33.58907913050383,33.58907913050383,0.0,0.9075596928596497,0.9802786707878113,0.07360346615314484,ok,
residual::gold-fish:00015:00008:00016,gold-fish,15,8,16,8,0.875,stage165_adaptive uniform_gap8,2,right,204968,33.53526607226426,33.53526607226426,0.0,0.911052405834198,0.981814444065094,0.07283727824687958,ok,
residual::gold-fish:00015:00012:00016,gold-fish,15,12,16,4,0.75,uniform_gap4,1,right,207605,33.51501673069426,33.51501673069426,0.0,0.910338819026947,0.9814550280570984,0.07335156202316284,ok,
residual::gold-fish:00017:00016:00020,gold-fish,17,16,20,4,0.25,uniform_gap4,1,left,200358,33.79013131398729,33.79013131398729,0.0,0.9099265933036804,0.9819778203964233,0.06963881850242615,ok,
residual::gold-fish:00017:00016:00024,gold-fish,17,16,24,8,0.125,stage165_adaptive uniform_gap8,2,left,201831,33.82866159823085,33.82866159823085,0.0,0.9112551808357239,0.9821144342422485,0.06958663463592529,ok,
residual::gold-fish:00018:00016:00020,gold-fish,18,16,20,4,0.5,uniform_gap4,1,right,218320,33.790494045188424,33.790494045188424,0.0,0.9053739905357361,0.9814189672470093,0.0748409703373909,ok,
residual::gold-fish:00018:00016:00024,gold-fish,18,16,24,8,0.25,stage165_adaptive uniform_gap8,2,left,221380,33.58776544131204,33.58776544131204,0.0,0.8980996012687683,0.9794639348983765,0.07697047293186188,ok,
residual::gold-fish:00019:00016:00020,gold-fish,19,16,20,4,0.75,uniform_gap4,1,right,201799,33.59246496051605,33.59246496051605,0.0,0.8998344540596008,0.9800891280174255,0.0787903368473053,ok,
residual::gold-fish:00019:00016:00024,gold-fish,19,16,24,8,0.375,stage165_adaptive uniform_gap8,2,left,228796,33.57309152364826,33.57309152364826,0.0,0.9027507901191711,0.9797700047492981,0.07856464385986328,ok,
residual::gold-fish:00020:00016:00024,gold-fish,20,16,24,8,0.5,stage165_adaptive uniform_gap8,2,left,231449,33.50815037835592,33.50815037835592,0.0,0.9015908241271973,0.9799591302871704,0.07633844763040543,ok,
residual::gold-fish:00021:00016:00024,gold-fish,21,16,24,8,0.625,stage165_adaptive uniform_gap8,2,left,235072,33.70849725626924,33.70849725626924,0.0,0.9027457237243652,0.9804851412773132,0.07479074597358704,ok,
residual::gold-fish:00021:00020:00024,gold-fish,21,20,24,4,0.25,uniform_gap4,1,left,202097,33.99579722462945,33.99579722462945,0.0,0.9105896353721619,0.9828394055366516,0.0698416605591774,ok,
residual::gold-fish:00022:00016:00024,gold-fish,22,16,24,8,0.75,stage165_adaptive uniform_gap8,2,right,212388,34.00567960929755,34.00567960929755,0.0,0.9083185195922852,0.9813915491104126,0.07697352021932602,ok,
residual::gold-fish:00022:00020:00024,gold-fish,22,20,24,4,0.5,uniform_gap4,1,right,212648,33.94494884836154,33.94494884836154,0.0,0.9061920642852783,0.9811728596687317,0.07752417027950287,ok,
residual::gold-fish:00023:00016:00024,gold-fish,23,16,24,8,0.875,stage165_adaptive uniform_gap8,2,right,198559,33.985481587993426,33.985481587993426,0.0,0.912125289440155,0.9827134609222412,0.07305197417736053,ok,
residual::gold-fish:00023:00020:00024,gold-fish,23,20,24,4,0.75,uniform_gap4,1,right,201155,33.972971699210376,33.972971699210376,0.0,0.9116596579551697,0.9826794862747192,0.07247331738471985,ok,
residual::gold-fish:00025:00024:00028,gold-fish,25,24,28,4,0.25,uniform_gap4,1,left,205294,34.193143913131664,34.193143913131664,0.0,0.9133682250976562,0.9832282066345215,0.07288563996553421,ok,
residual::gold-fish:00025:00024:00032,gold-fish,25,24,32,8,0.125,stage165_adaptive uniform_gap8,2,left,203613,34.201175786799865,34.201175786799865,0.0,0.9135016798973083,0.9832291603088379,0.07254645973443985,ok,
residual::gold-fish:00026:00024:00028,gold-fish,26,24,28,4,0.5,uniform_gap4,1,right,221623,34.1430572240545,34.1430572240545,0.0,0.9047231078147888,0.9816456437110901,0.07379747182130814,ok,
residual::gold-fish:00026:00024:00032,gold-fish,26,24,32,8,0.25,stage165_adaptive uniform_gap8,2,left,213310,34.02315455554245,34.02315455554245,0.0,0.9034222960472107,0.9815687537193298,0.0739818811416626,ok,
residual::gold-fish:00027:00024:00028,gold-fish,27,24,28,4,0.75,uniform_gap4,1,right,206585,34.28715240390139,34.28715240390139,0.0,0.9123298525810242,0.9828872084617615,0.0719776302576065,ok,
residual::gold-fish:00027:00024:00032,gold-fish,27,24,32,8,0.375,stage165_adaptive uniform_gap8,2,left,221992,33.999501317462204,33.999501317462204,0.0,0.9047312140464783,0.9809151887893677,0.07944044470787048,ok,
residual::gold-fish:00028:00024:00032,gold-fish,28,24,32,8,0.5,stage165_adaptive uniform_gap8,2,right,224503,33.72009737569811,33.72009737569811,0.0,0.8974958062171936,0.9797226786613464,0.08008953183889389,ok,
residual::gold-fish:00029:00024:00032,gold-fish,29,24,32,8,0.625,stage165_adaptive uniform_gap8,2,right,220384,33.68439183132004,33.68439183132004,0.0,0.8979737758636475,0.9804763793945312,0.0764557421207428,ok,
residual::gold-fish:00029:00028:00032,gold-fish,29,28,32,4,0.25,uniform_gap4,1,left,194432,34.04407577387146,34.04407577387146,0.0,0.9128254055976868,0.9829908013343811,0.07277423143386841,ok,
residual::gold-fish:00030:00024:00032,gold-fish,30,24,32,8,0.75,stage165_adaptive uniform_gap8,2,right,214574,33.95456997215489,33.95456997215489,0.0,0.9072688221931458,0.9817324280738831,0.07385346293449402,ok,
residual::gold-fish:00030:00028:00032,gold-fish,30,28,32,4,0.5,uniform_gap4,1,right,215712,33.91205216972406,33.91205216972406,0.0,0.9061010479927063,0.981562077999115,0.07509052753448486,ok,
residual::gold-fish:00031:00024:00032,gold-fish,31,24,32,8,0.875,stage165_adaptive uniform_gap8,2,right,207337,33.698058074163356,33.698058074163356,0.0,0.9056137204170227,0.9814403653144836,0.07522880285978317,ok,
residual::gold-fish:00031:00028:00032,gold-fish,31,28,32,4,0.75,uniform_gap4,1,right,209235,33.691522388090426,33.691522388090426,0.0,0.9052973389625549,0.981372594833374,0.07526910305023193,ok,
residual::gold-fish:00033:00032:00036,gold-fish,33,32,36,4,0.25,uniform_gap4,1,left,200416,33.671691525733664,33.671691525733664,0.0,0.9109137058258057,0.9819849729537964,0.07355529814958572,ok,
residual::gold-fish:00033:00032:00040,gold-fish,33,32,40,8,0.125,stage165_adaptive uniform_gap8,2,left,201507,33.69070567495634,33.69070567495634,0.0,0.9113128781318665,0.9820871353149414,0.07340310513973236,ok,
residual::gold-fish:00034:00032:00036,gold-fish,34,32,36,4,0.5,uniform_gap4,1,left,211503,33.46393428317161,33.46393428317161,0.0,0.9000944495201111,0.980732798576355,0.07778554409742355,ok,
residual::gold-fish:00034:00032:00040,gold-fish,34,32,40,8,0.25,stage165_adaptive uniform_gap8,2,left,215573,33.5099977585648,33.5099977585648,0.0,0.9019818305969238,0.9809836745262146,0.07782360911369324,ok,
residual::gold-fish:00035:00032:00036,gold-fish,35,32,36,4,0.75,uniform_gap4,1,right,191066,33.48911869965582,33.48911869965582,0.0,0.9015247821807861,0.9810689687728882,0.07461446523666382,ok,
residual::gold-fish:00035:00032:00040,gold-fish,35,32,40,8,0.375,stage165_adaptive uniform_gap8,2,left,221257,33.485606854017206,33.485606854017206,0.0,0.8992324471473694,0.9803856015205383,0.07738682627677917,ok,
residual::gold-fish:00036:00032:00040,gold-fish,36,32,40,8,0.5,stage165_adaptive uniform_gap8,2,left,226382,33.46392361939706,33.46392361939706,0.0,0.8959810137748718,0.9799665808677673,0.07913185656070709,ok,
residual::gold-fish:00037:00032:00040,gold-fish,37,32,40,8,0.625,stage165_adaptive uniform_gap8,2,right,213767,33.49666294968514,33.49666294968514,0.0,0.896869957447052,0.9805638790130615,0.08189480751752853,ok,
residual::gold-fish:00037:00036:00040,gold-fish,37,36,40,4,0.25,uniform_gap4,1,left,195633,33.72014262272534,33.72014262272534,0.0,0.9030914306640625,0.981013298034668,0.07727374136447906,ok,
residual::gold-fish:00038:00032:00040,gold-fish,38,32,40,8,0.75,stage165_adaptive uniform_gap8,2,right,206171,33.64799624803257,33.64799624803257,0.0,0.9028142094612122,0.9816047549247742,0.07660055160522461,ok,
residual::gold-fish:00038:00036:00040,gold-fish,38,36,40,4,0.5,uniform_gap4,1,left,208639,33.7432703760615,33.7432703760615,0.0,0.9076959490776062,0.9817745089530945,0.07383076101541519,ok,
residual::gold-fish:00039:00032:00040,gold-fish,39,32,40,8,0.875,stage165_adaptive uniform_gap8,2,right,190285,33.83750187879887,33.83750187879887,0.0,0.9069988131523132,0.9828550219535828,0.07236260920763016,ok,
residual::gold-fish:00039:00036:00040,gold-fish,39,36,40,4,0.75,uniform_gap4,1,right,193888,33.83424750385292,33.83424750385292,0.0,0.9070734977722168,0.9828330278396606,0.07255314290523529,ok,
residual::gold-fish:00041:00040:00044,gold-fish,41,40,44,4,0.25,uniform_gap4,1,left,188229,33.589645563169924,33.589645563169924,0.0,0.9073781967163086,0.9821614027023315,0.07670167088508606,ok,
residual::gold-fish:00041:00040:00048,gold-fish,41,40,48,8,0.125,stage165_adaptive uniform_gap8,2,left,191288,33.63904100757359,33.63904100757359,0.0,0.9094283580780029,0.9823880791664124,0.07525619864463806,ok,
residual::gold-fish:00042:00040:00044,gold-fish,42,40,44,4,0.5,uniform_gap4,1,left,204201,33.037491655088395,33.037491655088395,0.0,0.8944481015205383,0.9795583486557007,0.08489584177732468,ok,
residual::gold-fish:00042:00040:00048,gold-fish,42,40,48,8,0.25,stage165_adaptive uniform_gap8,2,left,207747,33.25379833982792,33.25379833982792,0.0,0.9028589725494385,0.9804261326789856,0.08015227317810059,ok,
residual::gold-fish:00043:00040:00044,gold-fish,43,40,44,4,0.75,uniform_gap4,1,right,193669,33.269045434509735,33.269045434509735,0.0,0.9086782336235046,0.9816167950630188,0.08085724711418152,ok,
residual::gold-fish:00043:00040:00048,gold-fish,43,40,48,8,0.375,stage165_adaptive uniform_gap8,2,left,213796,32.888537561187775,32.888537561187775,0.0,0.8941945433616638,0.9785619378089905,0.08723243325948715,ok,
residual::gold-fish:00044:00040:00048,gold-fish,44,40,48,8,0.5,stage165_adaptive uniform_gap8,2,right,218521,32.794420123912865,32.794420123912865,0.0,0.8900873064994812,0.9786021113395691,0.08677008748054504,ok,
residual::gold-fish:00045:00040:00048,gold-fish,45,40,48,8,0.625,stage165_adaptive uniform_gap8,2,right,213131,32.907600109095924,32.907600109095924,0.0,0.8954187035560608,0.9798473119735718,0.08251576125621796,ok,
residual::gold-fish:00045:00044:00048,gold-fish,45,44,48,4,0.25,uniform_gap4,1,left,185901,33.0903697975787,33.0903697975787,0.0,0.9081094264984131,0.9811633825302124,0.07711874693632126,ok,
