measurement_key,sequence,frame_index,used_by_schedules,schedule_count,bits,compression,payload_encoding,anchor_values,bitstream_bytes,bitstream_mib,status,error
keyframe::india:00024,india,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::india:00027,india,27,stage165_adaptive,1,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::india:00028,india,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::india:00030,india,30,stage165_adaptive uniform_gap2 uniform_gap6,3,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::india:00032,india,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::india:00036,india,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::india:00040,india,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719639,0.6863012313842773,ok,
keyframe::india:00044,india,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::india:00048,india,48,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::india:00052,india,52,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::india:00055,india,55,stage165_adaptive,1,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::india:00056,india,56,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::india:00060,india,60,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::india:00064,india,64,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719642,0.6863040924072266,ok,
keyframe::india:00068,india,68,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::india:00072,india,72,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::india:00076,india,76,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::india:00080,india,80,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::judo:00000,judo,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::judo:00004,judo,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::judo:00008,judo,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::judo:00012,judo,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::judo:00016,judo,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::judo:00020,judo,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::judo:00024,judo,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::judo:00028,judo,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::judo:00032,judo,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::judo:00033,judo,33,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::kite-surf:00000,kite-surf,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::kite-surf:00002,kite-surf,2,stage165_adaptive uniform_gap2,2,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::kite-surf:00004,kite-surf,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719639,0.6863012313842773,ok,
keyframe::kite-surf:00006,kite-surf,6,stage165_adaptive uniform_gap2 uniform_gap6,3,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::kite-surf:00008,kite-surf,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::kite-surf:00012,kite-surf,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::kite-surf:00016,kite-surf,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::kite-surf:00020,kite-surf,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::kite-surf:00024,kite-surf,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::kite-surf:00028,kite-surf,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::kite-surf:00032,kite-surf,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::kite-surf:00036,kite-surf,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::kite-surf:00040,kite-surf,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::kite-surf:00044,kite-surf,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719639,0.6863012313842773,ok,
keyframe::kite-surf:00048,kite-surf,48,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::kite-surf:00049,kite-surf,49,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::lab-coat:00000,lab-coat,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719642,0.6863040924072266,ok,
keyframe::lab-coat:00004,lab-coat,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719638,0.6863002777099609,ok,
keyframe::lab-coat:00008,lab-coat,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719638,0.6863002777099609,ok,
keyframe::lab-coat:00012,lab-coat,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719632,0.6862945556640625,ok,
keyframe::lab-coat:00016,lab-coat,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719642,0.6863040924072266,ok,
keyframe::lab-coat:00020,lab-coat,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::lab-coat:00024,lab-coat,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::lab-coat:00028,lab-coat,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719636,0.6862983703613281,ok,
keyframe::lab-coat:00032,lab-coat,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::lab-coat:00035,lab-coat,35,stage165_adaptive,1,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::lab-coat:00036,lab-coat,36,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6,4,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::lab-coat:00040,lab-coat,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719642,0.6863040924072266,ok,
keyframe::lab-coat:00044,lab-coat,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::lab-coat:00046,lab-coat,46,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719642,0.6863040924072266,ok,
keyframe::libby:00000,libby,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::libby:00004,libby,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::libby:00008,libby,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::libby:00012,libby,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::libby:00016,libby,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::libby:00017,libby,17,stage165_adaptive,1,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::libby:00020,libby,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::libby:00024,libby,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::libby:00028,libby,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::libby:00029,libby,29,stage165_adaptive,1,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::libby:00032,libby,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::libby:00036,libby,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::libby:00038,libby,38,stage165_adaptive uniform_gap2,2,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::libby:00040,libby,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::libby:00044,libby,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719655,0.6863164901733398,ok,
keyframe::libby:00048,libby,48,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::loading:00000,loading,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::loading:00004,loading,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::loading:00008,loading,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::loading:00012,loading,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::loading:00013,loading,13,stage165_adaptive,1,12,none,bitpack,479232,719656,0.6863174438476562,ok,
keyframe::loading:00016,loading,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::loading:00020,loading,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::loading:00024,loading,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::loading:00028,loading,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::loading:00032,loading,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::loading:00035,loading,35,stage165_adaptive,1,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::loading:00036,loading,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::loading:00038,loading,38,stage165_adaptive uniform_gap2,2,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::loading:00040,loading,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::loading:00044,loading,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::loading:00048,loading,48,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::loading:00049,loading,49,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::mbike-trick:00000,mbike-trick,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::mbike-trick:00004,mbike-trick,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::mbike-trick:00008,mbike-trick,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::mbike-trick:00012,mbike-trick,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::mbike-trick:00016,mbike-trick,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::mbike-trick:00020,mbike-trick,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::mbike-trick:00024,mbike-trick,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::mbike-trick:00028,mbike-trick,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::mbike-trick:00032,mbike-trick,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::mbike-trick:00036,mbike-trick,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719639,0.6863012313842773,ok,
keyframe::mbike-trick:00040,mbike-trick,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::mbike-trick:00044,mbike-trick,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::mbike-trick:00048,mbike-trick,48,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::mbike-trick:00052,mbike-trick,52,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::mbike-trick:00056,mbike-trick,56,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719656,0.6863174438476562,ok,
keyframe::mbike-trick:00060,mbike-trick,60,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::mbike-trick:00064,mbike-trick,64,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::mbike-trick:00068,mbike-trick,68,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::mbike-trick:00072,mbike-trick,72,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::mbike-trick:00076,mbike-trick,76,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::mbike-trick:00078,mbike-trick,78,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::motocross-jump:00000,motocross-jump,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::motocross-jump:00004,motocross-jump,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::motocross-jump:00008,motocross-jump,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::motocross-jump:00012,motocross-jump,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::motocross-jump:00013,motocross-jump,13,stage165_adaptive,1,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::motocross-jump:00016,motocross-jump,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::motocross-jump:00020,motocross-jump,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::motocross-jump:00022,motocross-jump,22,stage165_adaptive uniform_gap2,2,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::motocross-jump:00023,motocross-jump,23,stage165_adaptive,1,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::motocross-jump:00024,motocross-jump,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::motocross-jump:00028,motocross-jump,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719638,0.6863002777099609,ok,
keyframe::motocross-jump:00032,motocross-jump,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::motocross-jump:00036,motocross-jump,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::motocross-jump:00039,motocross-jump,39,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::paragliding-launch:00000,paragliding-launch,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::paragliding-launch:00004,paragliding-launch,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::paragliding-launch:00008,paragliding-launch,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719638,0.6863002777099609,ok,
keyframe::paragliding-launch:00012,paragliding-launch,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::paragliding-launch:00016,paragliding-launch,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719636,0.6862983703613281,ok,
keyframe::paragliding-launch:00020,paragliding-launch,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::paragliding-launch:00024,paragliding-launch,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::paragliding-launch:00028,paragliding-launch,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::paragliding-launch:00032,paragliding-launch,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::paragliding-launch:00036,paragliding-launch,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::paragliding-launch:00040,paragliding-launch,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::paragliding-launch:00044,paragliding-launch,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719639,0.6863012313842773,ok,
keyframe::paragliding-launch:00048,paragliding-launch,48,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::paragliding-launch:00052,paragliding-launch,52,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::paragliding-launch:00056,paragliding-launch,56,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719639,0.6863012313842773,ok,
keyframe::paragliding-launch:00060,paragliding-launch,60,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::paragliding-launch:00064,paragliding-launch,64,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719635,0.6862974166870117,ok,
keyframe::paragliding-launch:00068,paragliding-launch,68,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::paragliding-launch:00072,paragliding-launch,72,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719642,0.6863040924072266,ok,
keyframe::paragliding-launch:00076,paragliding-launch,76,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719639,0.6863012313842773,ok,
keyframe::paragliding-launch:00079,paragliding-launch,79,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::parkour:00000,parkour,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719636,0.6862983703613281,ok,
keyframe::parkour:00004,parkour,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::parkour:00008,parkour,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::parkour:00012,parkour,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719637,0.6862993240356445,ok,
keyframe::parkour:00016,parkour,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::parkour:00020,parkour,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::parkour:00024,parkour,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::parkour:00028,parkour,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::parkour:00032,parkour,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::parkour:00034,parkour,34,stage165_adaptive uniform_gap2,2,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::parkour:00036,parkour,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::parkour:00040,parkour,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::parkour:00044,parkour,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719638,0.6863002777099609,ok,
keyframe::parkour:00048,parkour,48,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::parkour:00052,parkour,52,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::parkour:00056,parkour,56,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::parkour:00060,parkour,60,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::parkour:00064,parkour,64,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::parkour:00068,parkour,68,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::parkour:00072,parkour,72,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::parkour:00076,parkour,76,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719637,0.6862993240356445,ok,
keyframe::parkour:00080,parkour,80,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::parkour:00084,parkour,84,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::parkour:00087,parkour,87,stage165_adaptive,1,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::parkour:00088,parkour,88,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::parkour:00090,parkour,90,stage165_adaptive uniform_gap2 uniform_gap6,3,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::parkour:00092,parkour,92,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719656,0.6863174438476562,ok,
keyframe::parkour:00096,parkour,96,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::parkour:00099,parkour,99,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::pigs:00000,pigs,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719642,0.6863040924072266,ok,
