measurement_key,sequence,frame_index,used_by_schedules,schedule_count,bits,compression,payload_encoding,anchor_values,bitstream_bytes,bitstream_mib,status,error
keyframe::cows:00080,cows,80,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::cows:00084,cows,84,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::cows:00088,cows,88,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::cows:00092,cows,92,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::cows:00096,cows,96,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::cows:00100,cows,100,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::cows:00103,cows,103,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::dance-twirl:00000,dance-twirl,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::dance-twirl:00004,dance-twirl,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::dance-twirl:00008,dance-twirl,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::dance-twirl:00012,dance-twirl,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719655,0.6863164901733398,ok,
keyframe::dance-twirl:00016,dance-twirl,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::dance-twirl:00020,dance-twirl,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::dance-twirl:00021,dance-twirl,21,stage165_adaptive,1,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::dance-twirl:00024,dance-twirl,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719656,0.6863174438476562,ok,
keyframe::dance-twirl:00028,dance-twirl,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::dance-twirl:00032,dance-twirl,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::dance-twirl:00036,dance-twirl,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::dance-twirl:00040,dance-twirl,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::dance-twirl:00044,dance-twirl,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::dance-twirl:00048,dance-twirl,48,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::dance-twirl:00052,dance-twirl,52,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::dance-twirl:00056,dance-twirl,56,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::dance-twirl:00060,dance-twirl,60,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::dance-twirl:00064,dance-twirl,64,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::dance-twirl:00068,dance-twirl,68,stage165_adaptive uniform_gap2 uniform_gap4,3,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::dance-twirl:00072,dance-twirl,72,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::dance-twirl:00076,dance-twirl,76,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::dance-twirl:00080,dance-twirl,80,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::dance-twirl:00082,dance-twirl,82,stage165_adaptive uniform_gap2,2,12,none,bitpack,479232,719656,0.6863174438476562,ok,
keyframe::dance-twirl:00084,dance-twirl,84,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::dance-twirl:00088,dance-twirl,88,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::dance-twirl:00089,dance-twirl,89,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::dog:00000,dog,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::dog:00004,dog,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::dog:00005,dog,5,stage165_adaptive,1,12,none,bitpack,479232,719635,0.6862974166870117,ok,
keyframe::dog:00008,dog,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719639,0.6863012313842773,ok,
keyframe::dog:00012,dog,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::dog:00016,dog,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::dog:00020,dog,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::dog:00024,dog,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719642,0.6863040924072266,ok,
keyframe::dog:00028,dog,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::dog:00032,dog,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::dog:00036,dog,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::dog:00040,dog,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::dog:00042,dog,42,stage165_adaptive uniform_gap2 uniform_gap6,3,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::dog:00044,dog,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::dog:00048,dog,48,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719639,0.6863012313842773,ok,
keyframe::dog:00052,dog,52,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::dog:00056,dog,56,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::dog:00059,dog,59,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::dogs-jump:00000,dogs-jump,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::dogs-jump:00004,dogs-jump,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::dogs-jump:00008,dogs-jump,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::dogs-jump:00010,dogs-jump,10,stage165_adaptive uniform_gap2,2,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::dogs-jump:00012,dogs-jump,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::dogs-jump:00016,dogs-jump,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::dogs-jump:00020,dogs-jump,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::dogs-jump:00024,dogs-jump,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::dogs-jump:00028,dogs-jump,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::dogs-jump:00032,dogs-jump,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::dogs-jump:00036,dogs-jump,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::dogs-jump:00040,dogs-jump,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::dogs-jump:00044,dogs-jump,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::dogs-jump:00048,dogs-jump,48,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719655,0.6863164901733398,ok,
keyframe::dogs-jump:00052,dogs-jump,52,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719656,0.6863174438476562,ok,
keyframe::dogs-jump:00056,dogs-jump,56,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::dogs-jump:00060,dogs-jump,60,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::dogs-jump:00064,dogs-jump,64,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::dogs-jump:00065,dogs-jump,65,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719656,0.6863174438476562,ok,
keyframe::drift-chicane:00000,drift-chicane,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719635,0.6862974166870117,ok,
keyframe::drift-chicane:00004,drift-chicane,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719640,0.6863021850585938,ok,
keyframe::drift-chicane:00006,drift-chicane,6,stage165_adaptive uniform_gap2 uniform_gap6,3,12,none,bitpack,479232,719639,0.6863012313842773,ok,
keyframe::drift-chicane:00008,drift-chicane,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719632,0.6862945556640625,ok,
keyframe::drift-chicane:00012,drift-chicane,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719632,0.6862945556640625,ok,
keyframe::drift-chicane:00016,drift-chicane,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719630,0.6862926483154297,ok,
keyframe::drift-chicane:00020,drift-chicane,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719634,0.6862964630126953,ok,
keyframe::drift-chicane:00024,drift-chicane,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719634,0.6862964630126953,ok,
keyframe::drift-chicane:00028,drift-chicane,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::drift-chicane:00032,drift-chicane,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::drift-chicane:00035,drift-chicane,35,stage165_adaptive,1,12,none,bitpack,479232,719642,0.6863040924072266,ok,
keyframe::drift-chicane:00036,drift-chicane,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::drift-chicane:00040,drift-chicane,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719640,0.6863021850585938,ok,
keyframe::drift-chicane:00044,drift-chicane,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719637,0.6862993240356445,ok,
keyframe::drift-chicane:00048,drift-chicane,48,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719635,0.6862974166870117,ok,
keyframe::drift-chicane:00051,drift-chicane,51,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719629,0.6862916946411133,ok,
keyframe::drift-straight:00000,drift-straight,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::drift-straight:00002,drift-straight,2,stage165_adaptive uniform_gap2,2,12,none,bitpack,479232,719642,0.6863040924072266,ok,
keyframe::drift-straight:00004,drift-straight,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::drift-straight:00008,drift-straight,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::drift-straight:00009,drift-straight,9,stage165_adaptive,1,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::drift-straight:00012,drift-straight,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::drift-straight:00016,drift-straight,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::drift-straight:00019,drift-straight,19,stage165_adaptive,1,12,none,bitpack,479232,719640,0.6863021850585938,ok,
keyframe::drift-straight:00020,drift-straight,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::drift-straight:00024,drift-straight,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::drift-straight:00028,drift-straight,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::drift-straight:00032,drift-straight,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::drift-straight:00036,drift-straight,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::drift-straight:00037,drift-straight,37,stage165_adaptive,1,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::drift-straight:00040,drift-straight,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::drift-straight:00044,drift-straight,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::drift-straight:00048,drift-straight,48,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719639,0.6863012313842773,ok,
keyframe::drift-straight:00049,drift-straight,49,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::goat:00000,goat,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::goat:00003,goat,3,stage165_adaptive,1,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::goat:00004,goat,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::goat:00008,goat,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::goat:00012,goat,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::goat:00016,goat,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::goat:00020,goat,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::goat:00024,goat,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::goat:00028,goat,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::goat:00032,goat,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::goat:00036,goat,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::goat:00040,goat,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::goat:00044,goat,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::goat:00046,goat,46,stage165_adaptive uniform_gap2,2,12,none,bitpack,479232,719642,0.6863040924072266,ok,
keyframe::goat:00048,goat,48,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::goat:00052,goat,52,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719640,0.6863021850585938,ok,
keyframe::goat:00056,goat,56,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::goat:00060,goat,60,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::goat:00064,goat,64,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::goat:00068,goat,68,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::goat:00072,goat,72,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719636,0.6862983703613281,ok,
keyframe::goat:00075,goat,75,stage165_adaptive,1,12,none,bitpack,479232,719640,0.6863021850585938,ok,
keyframe::goat:00076,goat,76,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::goat:00078,goat,78,stage165_adaptive uniform_gap2 uniform_gap6,3,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::goat:00080,goat,80,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::goat:00084,goat,84,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::goat:00088,goat,88,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::goat:00089,goat,89,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::gold-fish:00000,gold-fish,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::gold-fish:00004,gold-fish,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719637,0.6862993240356445,ok,
keyframe::gold-fish:00008,gold-fish,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::gold-fish:00012,gold-fish,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::gold-fish:00016,gold-fish,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::gold-fish:00020,gold-fish,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::gold-fish:00024,gold-fish,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719639,0.6863012313842773,ok,
keyframe::gold-fish:00028,gold-fish,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::gold-fish:00032,gold-fish,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719639,0.6863012313842773,ok,
keyframe::gold-fish:00036,gold-fish,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::gold-fish:00040,gold-fish,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719637,0.6862993240356445,ok,
keyframe::gold-fish:00044,gold-fish,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::gold-fish:00048,gold-fish,48,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::gold-fish:00052,gold-fish,52,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::gold-fish:00056,gold-fish,56,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719637,0.6862993240356445,ok,
keyframe::gold-fish:00060,gold-fish,60,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::gold-fish:00064,gold-fish,64,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719642,0.6863040924072266,ok,
keyframe::gold-fish:00068,gold-fish,68,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719641,0.6863031387329102,ok,
keyframe::gold-fish:00072,gold-fish,72,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::gold-fish:00076,gold-fish,76,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::gold-fish:00077,gold-fish,77,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::horsejump-high:00000,horsejump-high,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::horsejump-high:00004,horsejump-high,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::horsejump-high:00008,horsejump-high,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::horsejump-high:00012,horsejump-high,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::horsejump-high:00015,horsejump-high,15,stage165_adaptive,1,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::horsejump-high:00016,horsejump-high,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719655,0.6863164901733398,ok,
keyframe::horsejump-high:00020,horsejump-high,20,stage165_adaptive uniform_gap2 uniform_gap4,3,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::horsejump-high:00024,horsejump-high,24,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,5,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::horsejump-high:00028,horsejump-high,28,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::horsejump-high:00032,horsejump-high,32,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719642,0.6863040924072266,ok,
keyframe::horsejump-high:00036,horsejump-high,36,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::horsejump-high:00040,horsejump-high,40,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::horsejump-high:00044,horsejump-high,44,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719639,0.6863012313842773,ok,
keyframe::horsejump-high:00048,horsejump-high,48,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::horsejump-high:00049,horsejump-high,49,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::india:00000,india,0,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap6 uniform_gap8,6,12,none,bitpack,479232,719640,0.6863021850585938,ok,
keyframe::india:00004,india,4,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719642,0.6863040924072266,ok,
keyframe::india:00008,india,8,stage165_adaptive uniform_gap2 uniform_gap4 uniform_gap8,4,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::india:00012,india,12,uniform_gap2 uniform_gap4 uniform_gap6,3,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::india:00016,india,16,stage165_adaptive uniform_gap16 uniform_gap2 uniform_gap4 uniform_gap8,5,12,none,bitpack,479232,719642,0.6863040924072266,ok,
keyframe::india:00020,india,20,uniform_gap2 uniform_gap4,2,12,none,bitpack,479232,719644,0.6863059997558594,ok,
