schedule,sequence,frame_index,final_type,measurement_key,psnr,ssim,ms_ssim,lpips,payload_bytes
uniform_gap2,bike-packing,32,q12_keyframe,keyframe::bike-packing:00032,25.098256923792167,0.8434996008872986,0.9858001470565796,0.1775827705860138,0
uniform_gap2,bike-packing,33,stage158_residual_recovery,residual::bike-packing:00033:00032:00034,25.19511953959941,0.846055269241333,0.9849367737770081,0.17920172214508057,191797
uniform_gap2,bike-packing,34,q12_keyframe,keyframe::bike-packing:00034,25.18779549032079,0.8479841351509094,0.9861426949501038,0.17562972009181976,0
uniform_gap2,bike-packing,35,stage158_residual_recovery,residual::bike-packing:00035:00034:00036,25.280039172447385,0.8471150398254395,0.984546422958374,0.18300886452198029,194562
uniform_gap2,bike-packing,36,q12_keyframe,keyframe::bike-packing:00036,25.11886614028116,0.8446011543273926,0.9857200980186462,0.17262989282608032,0
uniform_gap2,bike-packing,37,stage158_residual_recovery,residual::bike-packing:00037:00036:00038,25.17277006464372,0.844041109085083,0.9842979907989502,0.18301036953926086,193406
uniform_gap2,bike-packing,38,q12_keyframe,keyframe::bike-packing:00038,25.22594729151279,0.8466212749481201,0.9859616756439209,0.17476364970207214,0
uniform_gap2,bike-packing,39,stage158_residual_recovery,residual::bike-packing:00039:00038:00040,25.704306347827355,0.856723964214325,0.9850069880485535,0.17695128917694092,214362
uniform_gap2,bike-packing,40,q12_keyframe,keyframe::bike-packing:00040,25.887959987649253,0.8634281158447266,0.9872960448265076,0.16271242499351501,0
uniform_gap2,bike-packing,41,stage158_residual_recovery,residual::bike-packing:00041:00040:00042,25.77211237643636,0.8588516712188721,0.9850205183029175,0.17651596665382385,217408
uniform_gap2,bike-packing,42,q12_keyframe,keyframe::bike-packing:00042,25.717241310899116,0.8621459007263184,0.9872214198112488,0.1586865931749344,0
uniform_gap2,bike-packing,43,stage158_residual_recovery,residual::bike-packing:00043:00042:00044,25.36635254649749,0.8471067547798157,0.9848273992538452,0.1841135323047638,205039
uniform_gap2,bike-packing,44,q12_keyframe,keyframe::bike-packing:00044,25.291922532080378,0.8522111773490906,0.9866876602172852,0.1673891246318817,0
uniform_gap2,bike-packing,45,stage158_residual_recovery,residual::bike-packing:00045:00044:00046,25.491200774483794,0.8361250758171082,0.9830479025840759,0.187785804271698,183249
uniform_gap2,bike-packing,46,q12_keyframe,keyframe::bike-packing:00046,26.201655199688936,0.8600264191627502,0.9874252676963806,0.16041170060634613,0
uniform_gap2,bike-packing,47,stage158_residual_recovery,residual::bike-packing:00047:00046:00048,26.70192028965281,0.8497819900512695,0.9835755825042725,0.18766236305236816,233014
uniform_gap2,bike-packing,48,q12_keyframe,keyframe::bike-packing:00048,27.524661932305484,0.8790588974952698,0.9892271161079407,0.15668916702270508,0
uniform_gap2,bike-packing,49,stage158_residual_recovery,residual::bike-packing:00049:00048:00050,27.130327947950907,0.8507041931152344,0.9841365814208984,0.19614280760288239,228459
uniform_gap2,bike-packing,50,q12_keyframe,keyframe::bike-packing:00050,27.49485610447816,0.8742737770080566,0.9888255000114441,0.1639704555273056,0
uniform_gap2,bike-packing,51,stage158_residual_recovery,residual::bike-packing:00051:00050:00052,26.7868034184424,0.8352162837982178,0.9821210503578186,0.21137471497058868,192597
uniform_gap2,bike-packing,52,q12_keyframe,keyframe::bike-packing:00052,27.031621915684823,0.8616609573364258,0.9877426624298096,0.1773114800453186,0
uniform_gap2,bike-packing,53,stage158_residual_recovery,residual::bike-packing:00053:00052:00054,26.54253622874094,0.8429848551750183,0.9837589859962463,0.20007728040218353,192389
uniform_gap2,bike-packing,54,q12_keyframe,keyframe::bike-packing:00054,26.58681313197061,0.8552802205085754,0.9869371056556702,0.18211817741394043,0
uniform_gap2,bike-packing,55,stage158_residual_recovery,residual::bike-packing:00055:00054:00056,26.241548955482905,0.8335416316986084,0.9823803305625916,0.2092956006526947,174201
uniform_gap2,bike-packing,56,q12_keyframe,keyframe::bike-packing:00056,26.178435634236408,0.8483428955078125,0.9863247871398926,0.18359634280204773,0
uniform_gap2,bike-packing,57,stage158_residual_recovery,residual::bike-packing:00057:00056:00058,26.294676629864007,0.8374409675598145,0.9834127426147461,0.2013341784477234,170280
uniform_gap2,bike-packing,58,q12_keyframe,keyframe::bike-packing:00058,26.420127542328153,0.853302538394928,0.9869384765625,0.1813085526227951,0
uniform_gap2,bike-packing,59,stage158_residual_recovery,residual::bike-packing:00059:00058:00060,26.251684426834743,0.8314929008483887,0.9820964336395264,0.2112838327884674,178113
uniform_gap2,bike-packing,60,q12_keyframe,keyframe::bike-packing:00060,26.448226065490033,0.850659191608429,0.9865126013755798,0.17834696173667908,0
uniform_gap2,bike-packing,61,stage158_residual_recovery,residual::bike-packing:00061:00060:00062,26.075530137711056,0.8263102173805237,0.981162965297699,0.20989951491355896,149273
uniform_gap2,bike-packing,62,q12_keyframe,keyframe::bike-packing:00062,26.22334432969819,0.8484976887702942,0.9862348437309265,0.18212883174419403,0
uniform_gap2,bike-packing,63,stage158_residual_recovery,residual::bike-packing:00063:00062:00064,25.993619403457696,0.8346877098083496,0.9829590320587158,0.19838622212409973,148392
uniform_gap2,bike-packing,64,q12_keyframe,keyframe::bike-packing:00064,26.14982457184386,0.8485991954803467,0.9861311912536621,0.17693595588207245,0
uniform_gap2,bike-packing,65,stage158_residual_recovery,residual::bike-packing:00065:00064:00066,25.966437865136133,0.839714527130127,0.983648419380188,0.2007075697183609,141976
uniform_gap2,bike-packing,66,q12_keyframe,keyframe::bike-packing:00066,26.03905785426861,0.8480048775672913,0.9861288666725159,0.1812688410282135,0
uniform_gap2,bike-packing,67,stage158_residual_recovery,residual::bike-packing:00067:00066:00068,25.938680327764757,0.8423987030982971,0.9842559695243835,0.19090156257152557,140997
uniform_gap2,bike-packing,68,q12_keyframe,keyframe::bike-packing:00068,25.901909083868773,0.8472332954406738,0.986079752445221,0.1812117099761963,0
uniform_gap4,bike-packing,0,q12_keyframe,keyframe::bike-packing:00000,26.079283846778374,0.8400600552558899,0.9858327507972717,0.18571901321411133,0
uniform_gap4,bike-packing,1,stage158_residual_recovery,residual::bike-packing:00001:00000:00004,26.104808047083775,0.8335299491882324,0.9830378293991089,0.2026222199201584,134579
uniform_gap4,bike-packing,2,stage158_residual_recovery,residual::bike-packing:00002:00000:00004,26.010518619447353,0.831237256526947,0.9823808670043945,0.20613345503807068,148492
uniform_gap4,bike-packing,3,stage158_residual_recovery,residual::bike-packing:00003:00000:00004,26.186133691626168,0.842186450958252,0.9833748936653137,0.20019030570983887,130271
uniform_gap4,bike-packing,4,q12_keyframe,keyframe::bike-packing:00004,26.419333409621636,0.8502992987632751,0.986646294593811,0.1807929277420044,0
uniform_gap4,bike-packing,5,stage158_residual_recovery,residual::bike-packing:00005:00004:00008,26.537018416137144,0.8466728329658508,0.9844653010368347,0.19374093413352966,128526
uniform_gap4,bike-packing,6,stage158_residual_recovery,residual::bike-packing:00006:00004:00008,26.219294709643385,0.8158522248268127,0.9800203442573547,0.22070178389549255,150915
uniform_gap4,bike-packing,7,stage158_residual_recovery,residual::bike-packing:00007:00004:00008,26.402699795699874,0.8401377201080322,0.9835672974586487,0.20041358470916748,138021
uniform_gap4,bike-packing,8,q12_keyframe,keyframe::bike-packing:00008,26.682567321615608,0.8535167574882507,0.9868981242179871,0.18134839832782745,0
uniform_gap4,bike-packing,9,stage158_residual_recovery,residual::bike-packing:00009:00008:00012,26.49852827988461,0.8416747450828552,0.9832186102867126,0.19671334326267242,148633
uniform_gap4,bike-packing,10,stage158_residual_recovery,residual::bike-packing:00010:00008:00012,26.132494718300336,0.8206674456596375,0.9808892011642456,0.21114471554756165,173385
uniform_gap4,bike-packing,11,stage158_residual_recovery,residual::bike-packing:00011:00008:00012,26.183989190215996,0.8383302092552185,0.9833030700683594,0.20122632384300232,167098
uniform_gap4,bike-packing,12,q12_keyframe,keyframe::bike-packing:00012,26.370589071153965,0.851966917514801,0.9868340492248535,0.17273931205272675,0
uniform_gap4,bike-packing,13,stage158_residual_recovery,residual::bike-packing:00013:00012:00016,26.449531303418006,0.8471041321754456,0.9846382141113281,0.18846720457077026,162014
uniform_gap4,bike-packing,14,stage158_residual_recovery,residual::bike-packing:00014:00012:00016,26.40070392194702,0.825138509273529,0.9810259342193604,0.20746542513370514,180456
uniform_gap4,bike-packing,15,stage158_residual_recovery,residual::bike-packing:00015:00012:00016,26.346737944777907,0.7975649833679199,0.9767392873764038,0.23718059062957764,144529
uniform_gap4,bike-packing,16,q12_keyframe,keyframe::bike-packing:00016,27.405523730322216,0.8591346740722656,0.987363874912262,0.17478793859481812,0
uniform_gap4,bike-packing,17,stage158_residual_recovery,residual::bike-packing:00017:00016:00020,26.619893787503624,0.8159101009368896,0.980286717414856,0.2351253628730774,139237
uniform_gap4,bike-packing,18,stage158_residual_recovery,residual::bike-packing:00018:00016:00020,25.99921471762817,0.7913315296173096,0.9759547114372253,0.24480754137039185,172246
uniform_gap4,bike-packing,19,stage158_residual_recovery,residual::bike-packing:00019:00016:00020,26.58409438353814,0.83586186170578,0.9828362464904785,0.2048761546611786,158152
uniform_gap4,bike-packing,20,q12_keyframe,keyframe::bike-packing:00020,26.567272080467824,0.8608012795448303,0.9876415729522705,0.17014195024967194,0
uniform_gap4,bike-packing,21,stage158_residual_recovery,residual::bike-packing:00021:00020:00024,25.664103224854642,0.8308742642402649,0.9824730157852173,0.2050885558128357,169697
uniform_gap4,bike-packing,22,stage158_residual_recovery,residual::bike-packing:00022:00020:00024,24.973159978695914,0.8126810193061829,0.9801422357559204,0.21112766861915588,166996
uniform_gap4,bike-packing,23,stage158_residual_recovery,residual::bike-packing:00023:00020:00024,25.212963482039722,0.8317792415618896,0.9828333854675293,0.19211502373218536,158027
uniform_gap4,bike-packing,24,q12_keyframe,keyframe::bike-packing:00024,25.50536865204191,0.8474324345588684,0.9862033128738403,0.17434729635715485,0
uniform_gap4,bike-packing,25,stage158_residual_recovery,residual::bike-packing:00025:00024:00028,25.375105934716533,0.8378374576568604,0.9832289814949036,0.19042028486728668,153987
uniform_gap4,bike-packing,26,stage158_residual_recovery,residual::bike-packing:00026:00024:00028,25.016263724384466,0.8260142803192139,0.9821474552154541,0.1982448250055313,165624
uniform_gap4,bike-packing,27,stage158_residual_recovery,residual::bike-packing:00027:00024:00028,25.118201695350013,0.8379650712013245,0.9836947321891785,0.1877744346857071,143634
uniform_gap4,bike-packing,28,q12_keyframe,keyframe::bike-packing:00028,25.04689704461814,0.8408592343330383,0.9856444597244263,0.17758719623088837,0
uniform_gap4,bike-packing,29,stage158_residual_recovery,residual::bike-packing:00029:00028:00032,25.03423577945992,0.839360773563385,0.9841988682746887,0.18286500871181488,138840
uniform_gap4,bike-packing,30,stage158_residual_recovery,residual::bike-packing:00030:00028:00032,25.007005240202798,0.8370715975761414,0.9838873744010925,0.18959762156009674,155822
uniform_gap4,bike-packing,31,stage158_residual_recovery,residual::bike-packing:00031:00028:00032,25.117646426180684,0.8400593400001526,0.9836452603340149,0.19150541722774506,147018
uniform_gap4,bike-packing,32,q12_keyframe,keyframe::bike-packing:00032,25.098256923792167,0.8434996008872986,0.9858001470565796,0.1775827705860138,0
uniform_gap4,bike-packing,33,stage158_residual_recovery,residual::bike-packing:00033:00032:00036,25.168438987441064,0.844038188457489,0.9847354888916016,0.18021269142627716,162000
uniform_gap4,bike-packing,34,stage158_residual_recovery,residual::bike-packing:00034:00032:00036,25.139894262765978,0.8415603637695312,0.9840065836906433,0.18574349582195282,210814
uniform_gap4,bike-packing,35,stage158_residual_recovery,residual::bike-packing:00035:00032:00036,25.28222556406614,0.8470645546913147,0.9845380187034607,0.18284165859222412,187231
uniform_gap4,bike-packing,36,q12_keyframe,keyframe::bike-packing:00036,25.11886614028116,0.8446011543273926,0.9857200980186462,0.17262989282608032,0
uniform_gap4,bike-packing,37,stage158_residual_recovery,residual::bike-packing:00037:00036:00040,25.176877984820855,0.8441876769065857,0.9843937158584595,0.1841251701116562,191609
uniform_gap4,bike-packing,38,stage158_residual_recovery,residual::bike-packing:00038:00036:00040,25.17016085740557,0.8406906127929688,0.9838301539421082,0.18670238554477692,212703
uniform_gap4,bike-packing,39,stage158_residual_recovery,residual::bike-packing:00039:00036:00040,25.68413487112124,0.8553730845451355,0.9846675395965576,0.18087409436702728,220649
uniform_gap4,bike-packing,40,q12_keyframe,keyframe::bike-packing:00040,25.887959987649253,0.8634281158447266,0.9872960448265076,0.16271242499351501,0
uniform_gap4,bike-packing,41,stage158_residual_recovery,residual::bike-packing:00041:00040:00044,25.771298462581957,0.8600397706031799,0.9852913618087769,0.17528603971004486,213482
uniform_gap4,bike-packing,42,stage158_residual_recovery,residual::bike-packing:00042:00040:00044,25.582049500122626,0.8494288325309753,0.9840197563171387,0.1783263236284256,223515
uniform_gap4,bike-packing,43,stage158_residual_recovery,residual::bike-packing:00043:00040:00044,25.32022931316714,0.8435290455818176,0.984315812587738,0.1846267431974411,178459
uniform_gap4,bike-packing,44,q12_keyframe,keyframe::bike-packing:00044,25.291922532080378,0.8522111773490906,0.9866876602172852,0.1673891246318817,0
uniform_gap4,bike-packing,45,stage158_residual_recovery,residual::bike-packing:00045:00044:00048,25.578353928111213,0.8436703085899353,0.9839709997177124,0.17909997701644897,186071
uniform_gap4,bike-packing,46,stage158_residual_recovery,residual::bike-packing:00046:00044:00048,25.731757173084908,0.8254162669181824,0.9814627766609192,0.19911007583141327,211449
uniform_gap4,bike-packing,47,stage158_residual_recovery,residual::bike-packing:00047:00044:00048,26.99966471824416,0.8661887049674988,0.9856756925582886,0.17309962213039398,233084
uniform_gap4,bike-packing,48,q12_keyframe,keyframe::bike-packing:00048,27.524661932305484,0.8790588974952698,0.9892271161079407,0.15668916702270508,0
uniform_gap4,bike-packing,49,stage158_residual_recovery,residual::bike-packing:00049:00048:00052,27.18178214081302,0.8543543219566345,0.9844863414764404,0.19174107909202576,228185
uniform_gap4,bike-packing,50,stage158_residual_recovery,residual::bike-packing:00050:00048:00052,26.588348765320916,0.8176130652427673,0.9796439409255981,0.22264832258224487,217252
uniform_gap4,bike-packing,51,stage158_residual_recovery,residual::bike-packing:00051:00048:00052,27.001594331508198,0.8487810492515564,0.9838392734527588,0.1933876872062683,193979
uniform_gap4,bike-packing,52,q12_keyframe,keyframe::bike-packing:00052,27.031621915684823,0.8616609573364258,0.9877426624298096,0.1773114800453186,0
uniform_gap4,bike-packing,53,stage158_residual_recovery,residual::bike-packing:00053:00052:00056,26.596105739227305,0.8457867503166199,0.9834855794906616,0.20397552847862244,200539
uniform_gap4,bike-packing,54,stage158_residual_recovery,residual::bike-packing:00054:00052:00056,26.134400514694814,0.8225698471069336,0.9807984232902527,0.22261619567871094,212670
uniform_gap4,bike-packing,55,stage158_residual_recovery,residual::bike-packing:00055:00052:00056,26.280269070617372,0.8359367847442627,0.9826891422271729,0.2082049399614334,159527
uniform_gap4,bike-packing,56,q12_keyframe,keyframe::bike-packing:00056,26.178435634236408,0.8483428955078125,0.9863247871398926,0.18359634280204773,0
uniform_gap4,bike-packing,57,stage158_residual_recovery,residual::bike-packing:00057:00056:00060,26.40623102935169,0.8464530110359192,0.9843990802764893,0.1930052638053894,171325
uniform_gap4,bike-packing,58,stage158_residual_recovery,residual::bike-packing:00058:00056:00060,26.07661616688511,0.8256919384002686,0.9812859296798706,0.21100124716758728,189750
uniform_gap4,bike-packing,59,stage158_residual_recovery,residual::bike-packing:00059:00056:00060,26.310979553237054,0.8395833969116211,0.983170747756958,0.19746576249599457,163853
uniform_gap4,bike-packing,60,q12_keyframe,keyframe::bike-packing:00060,26.448226065490033,0.850659191608429,0.9865126013755798,0.17834696173667908,0
uniform_gap4,bike-packing,61,stage158_residual_recovery,residual::bike-packing:00061:00060:00064,26.120510829065033,0.8338813185691833,0.9827894568443298,0.1950114369392395,142704
uniform_gap4,bike-packing,62,stage158_residual_recovery,residual::bike-packing:00062:00060:00064,25.908792854446645,0.8205350041389465,0.9812013506889343,0.21531929075717926,167128
uniform_gap4,bike-packing,63,stage158_residual_recovery,residual::bike-packing:00063:00060:00064,26.137514436474984,0.8440124988555908,0.9841956496238708,0.19170625507831573,144158
uniform_gap4,bike-packing,64,q12_keyframe,keyframe::bike-packing:00064,26.14982457184386,0.8485991954803467,0.9861311912536621,0.17693595588207245,0
uniform_gap4,bike-packing,65,stage158_residual_recovery,residual::bike-packing:00065:00064:00068,26.001497790205992,0.8420019149780273,0.9841594696044922,0.1932390183210373,140600
uniform_gap4,bike-packing,66,stage158_residual_recovery,residual::bike-packing:00066:00064:00068,25.894738367562283,0.832865297794342,0.9825619459152222,0.2023187279701233,166223
uniform_gap4,bike-packing,67,stage158_residual_recovery,residual::bike-packing:00067:00064:00068,25.97870086517643,0.8450973629951477,0.9845797419548035,0.18809954822063446,139707
uniform_gap4,bike-packing,68,q12_keyframe,keyframe::bike-packing:00068,25.901909083868773,0.8472332954406738,0.986079752445221,0.1812117099761963,0
uniform_gap6,bike-packing,0,q12_keyframe,keyframe::bike-packing:00000,26.079283846778374,0.8400600552558899,0.9858327507972717,0.18571901321411133,0
uniform_gap6,bike-packing,1,stage158_residual_recovery,residual::bike-packing:00001:00000:00006,26.178963319588178,0.8392868041992188,0.9837765693664551,0.20064572989940643,131729
uniform_gap6,bike-packing,2,stage158_residual_recovery,residual::bike-packing:00002:00000:00006,26.133352243940998,0.839672863483429,0.9834278225898743,0.1976667195558548,149785
uniform_gap6,bike-packing,3,stage158_residual_recovery,residual::bike-packing:00003:00000:00006,26.004357047114283,0.8280344605445862,0.9817865490913391,0.2117139995098114,157043
uniform_gap6,bike-packing,4,stage158_residual_recovery,residual::bike-packing:00004:00000:00006,26.223904626769915,0.8356130719184875,0.9829176068305969,0.20420196652412415,153205
uniform_gap6,bike-packing,5,stage158_residual_recovery,residual::bike-packing:00005:00000:00006,26.53949634814534,0.8452627062797546,0.9839322566986084,0.19941043853759766,135710
uniform_gap6,bike-packing,6,q12_keyframe,keyframe::bike-packing:00006,26.683049248231292,0.850507915019989,0.9864611029624939,0.1816236674785614,0
uniform_gap6,bike-packing,7,stage158_residual_recovery,residual::bike-packing:00007:00006:00012,26.46923512821769,0.8430460095405579,0.9838144183158875,0.19999375939369202,138089
uniform_gap6,bike-packing,8,stage158_residual_recovery,residual::bike-packing:00008:00006:00012,26.294221280921096,0.8258686065673828,0.9819417595863342,0.21390771865844727,151840
uniform_gap6,bike-packing,9,stage158_residual_recovery,residual::bike-packing:00009:00006:00012,26.157028343883766,0.823071300983429,0.981235146522522,0.20918090641498566,163967
uniform_gap6,bike-packing,10,stage158_residual_recovery,residual::bike-packing:00010:00006:00012,26.229021846545734,0.8222948908805847,0.9815199971199036,0.21125036478042603,176547
uniform_gap6,bike-packing,11,stage158_residual_recovery,residual::bike-packing:00011:00006:00012,26.229901618117935,0.8425810933113098,0.9838352799415588,0.1943197101354599,166417
uniform_gap6,bike-packing,12,q12_keyframe,keyframe::bike-packing:00012,26.370589071153965,0.851966917514801,0.9868340492248535,0.17273931205272675,0
uniform_gap6,bike-packing,13,stage158_residual_recovery,residual::bike-packing:00013:00012:00018,26.409645251736332,0.845846951007843,0.984421968460083,0.1873432695865631,160649
uniform_gap6,bike-packing,14,stage158_residual_recovery,residual::bike-packing:00014:00012:00018,26.39140121899015,0.8267919421195984,0.9814600944519043,0.2060660421848297,180949
uniform_gap6,bike-packing,15,stage158_residual_recovery,residual::bike-packing:00015:00012:00018,26.695106795650553,0.8241336941719055,0.9807019829750061,0.21795184910297394,160487
uniform_gap6,bike-packing,16,stage158_residual_recovery,residual::bike-packing:00016:00012:00018,27.112989240704227,0.8418116569519043,0.9837098121643066,0.19815167784690857,150131
uniform_gap6,bike-packing,17,stage158_residual_recovery,residual::bike-packing:00017:00012:00018,27.194370571883905,0.8518293499946594,0.9850903153419495,0.19494794309139252,141780
uniform_gap6,bike-packing,18,q12_keyframe,keyframe::bike-packing:00018,27.201092238712796,0.8592743277549744,0.9873775839805603,0.18062852323055267,0
uniform_gap6,bike-packing,19,stage158_residual_recovery,residual::bike-packing:00019:00018:00024,26.73868504072848,0.8463077545166016,0.9839476943016052,0.19518646597862244,155151
uniform_gap6,bike-packing,20,stage158_residual_recovery,residual::bike-packing:00020:00018:00024,25.86527523929117,0.8173726201057434,0.9803522229194641,0.22124144434928894,167834
uniform_gap6,bike-packing,21,stage158_residual_recovery,residual::bike-packing:00021:00018:00024,25.318403218370072,0.8125949501991272,0.979383647441864,0.21784774959087372,174493
uniform_gap6,bike-packing,22,stage158_residual_recovery,residual::bike-packing:00022:00018:00024,25.056461332345208,0.8209425806999207,0.9809396266937256,0.19649598002433777,172410
uniform_gap6,bike-packing,23,stage158_residual_recovery,residual::bike-packing:00023:00018:00024,25.299853738206373,0.837654173374176,0.9833679795265198,0.1895216405391693,158680
uniform_gap6,bike-packing,24,q12_keyframe,keyframe::bike-packing:00024,25.50536865204191,0.8474324345588684,0.9862033128738403,0.17434729635715485,0
uniform_gap6,bike-packing,25,stage158_residual_recovery,residual::bike-packing:00025:00024:00030,25.389237689929733,0.8387293219566345,0.9833517670631409,0.1922840178012848,152788
uniform_gap6,bike-packing,26,stage158_residual_recovery,residual::bike-packing:00026:00024:00030,24.99354504518424,0.8238329887390137,0.9818821549415588,0.20130431652069092,163147
uniform_gap6,bike-packing,27,stage158_residual_recovery,residual::bike-packing:00027:00024:00030,25.010690302359592,0.8289890885353088,0.9826062321662903,0.19165152311325073,172533
uniform_gap6,bike-packing,28,stage158_residual_recovery,residual::bike-packing:00028:00024:00030,24.938362227310478,0.8306552767753601,0.9829827547073364,0.19368205964565277,166148
uniform_gap6,bike-packing,29,stage158_residual_recovery,residual::bike-packing:00029:00024:00030,25.053503107261076,0.839336097240448,0.9842659831047058,0.18328246474266052,139482
uniform_gap6,bike-packing,30,q12_keyframe,keyframe::bike-packing:00030,25.04453550839765,0.8416983485221863,0.985533595085144,0.1816052794456482,0
uniform_gap6,bike-packing,31,stage158_residual_recovery,residual::bike-packing:00031:00030:00036,25.098566349754318,0.8402890563011169,0.9837815761566162,0.18778568506240845,141999
uniform_gap6,bike-packing,32,stage158_residual_recovery,residual::bike-packing:00032:00030:00036,25.044697039472062,0.8366933465003967,0.9834328889846802,0.19380295276641846,222684
uniform_gap6,bike-packing,33,stage158_residual_recovery,residual::bike-packing:00033:00030:00036,25.17275642243684,0.8424131870269775,0.9839022159576416,0.18617463111877441,216256
uniform_gap6,bike-packing,34,stage158_residual_recovery,residual::bike-packing:00034:00030:00036,25.15185870693038,0.8422984480857849,0.984200656414032,0.18581333756446838,208001
