task_id,sequence,codec,reference_gap,target_index,method,side_bits,keep_fraction,keep_gaussians,side_info_mib_per_intermediate_frame,baseline_anchor_mse,residual_anchor_mse_after_sideinfo,captured_energy_fraction,residual_mse_reduction_fraction
stage79_00028090,loading,q10,8,3,stage65_adapter,6,0.01,369,0.0041348934173583984,0.03542472969772469,0.03380684439952557,0.045671069673766336,0.04567106967376633
stage79_00028090,loading,q10,8,3,stage65_adapter,6,0.05,1843,0.020652055740356445,0.03542472969772469,0.029464086915692713,0.1682621951640418,0.16826219516404184
stage79_00028090,loading,q10,8,3,stage65_adapter,6,0.1,3686,0.04130411148071289,0.03542472969772469,0.02568692834968241,0.2748871037586982,0.2748871037586982
stage79_00028090,loading,q10,8,3,stage65_adapter,6,0.25,9216,0.103271484375,0.03542472969772469,0.018118634183182675,0.4885314768020256,0.4885314768020256
stage79_00028090,loading,q10,8,3,stage65_adapter,6,1.0,36864,0.4130859375,0.03542472969772469,0.0,1.000000115047632,1.0
stage79_00028090,loading,q10,8,3,stage65_adapter,8,0.0,0,0.0,0.03542472969772469,0.03542472969772469,0.0,0.0
stage79_00028090,loading,q10,8,3,stage65_adapter,8,0.01,369,0.005278587341308594,0.03542472969772469,0.03380684439952557,0.045671069673766336,0.04567106967376633
stage79_00028090,loading,q10,8,3,stage65_adapter,8,0.05,1843,0.02636432647705078,0.03542472969772469,0.029464086915692713,0.1682621951640418,0.16826219516404184
stage79_00028090,loading,q10,8,3,stage65_adapter,8,0.1,3686,0.05272865295410156,0.03542472969772469,0.02568692834968241,0.2748871037586982,0.2748871037586982
stage79_00028090,loading,q10,8,3,stage65_adapter,8,0.25,9216,0.1318359375,0.03542472969772469,0.018118634183182675,0.4885314768020256,0.4885314768020256
stage79_00028090,loading,q10,8,3,stage65_adapter,8,1.0,36864,0.52734375,0.03542472969772469,0.0,1.000000115047632,1.0
stage79_00027334,kite-surf,q10,4,11,linear,6,0.0,0,0.0,0.0036957391306885285,0.0036957391306885285,0.0,0.0
stage79_00027334,kite-surf,q10,4,11,linear,6,0.01,369,0.0041348934173583984,0.0036957391306885285,0.002888187256633726,0.21850889510817642,0.2185088951081764
stage79_00027334,kite-surf,q10,4,11,linear,6,0.05,1843,0.020652055740356445,0.0036957391306885285,0.0016705309733366354,0.5479846076080024,0.5479846076080024
stage79_00027334,kite-surf,q10,4,11,linear,6,0.1,3686,0.04130411148071289,0.0036957391306885285,0.0010723955610878447,0.7098292051560323,0.7098292051560322
stage79_00027334,kite-surf,q10,4,11,linear,6,0.25,9216,0.103271484375,0.0036957391306885285,0.0004114674197302924,0.8886643766835256,0.8886643766835256
stage79_00027334,kite-surf,q10,4,11,linear,6,1.0,36864,0.4130859375,0.0036957391306885285,0.0,1.0,1.0
stage79_00027334,kite-surf,q10,4,11,linear,8,0.0,0,0.0,0.0036957391306885285,0.0036957391306885285,0.0,0.0
stage79_00027334,kite-surf,q10,4,11,linear,8,0.01,369,0.005278587341308594,0.0036957391306885285,0.002888187256633726,0.21850889510817642,0.2185088951081764
stage79_00027334,kite-surf,q10,4,11,linear,8,0.05,1843,0.02636432647705078,0.0036957391306885285,0.0016705309733366354,0.5479846076080024,0.5479846076080024
stage79_00027334,kite-surf,q10,4,11,linear,8,0.1,3686,0.05272865295410156,0.0036957391306885285,0.0010723955610878447,0.7098292051560323,0.7098292051560322
stage79_00027334,kite-surf,q10,4,11,linear,8,0.25,9216,0.1318359375,0.0036957391306885285,0.0004114674197302924,0.8886643766835256,0.8886643766835256
stage79_00027334,kite-surf,q10,4,11,linear,8,1.0,36864,0.52734375,0.0036957391306885285,0.0,1.0,1.0
stage79_00027334,kite-surf,q10,4,11,stage65_adapter,6,0.0,0,0.0,0.026554107666015625,0.026554107666015625,0.0,0.0
stage79_00027334,kite-surf,q10,4,11,stage65_adapter,6,0.01,369,0.0041348934173583984,0.026554107666015625,0.025379352589957733,0.04424005094930609,0.044240050949306164
stage79_00027334,kite-surf,q10,4,11,stage65_adapter,6,0.05,1843,0.020652055740356445,0.026554107666015625,0.022933602333068848,0.1363444548197098,0.1363444548197098
stage79_00027334,kite-surf,q10,4,11,stage65_adapter,6,0.1,3686,0.04130411148071289,0.026554107666015625,0.02093430767711411,0.21163580639140903,0.2116358063914091
stage79_00027334,kite-surf,q10,4,11,stage65_adapter,6,0.25,9216,0.103271484375,0.026554107666015625,0.01635653035253541,0.3840301260257086,0.3840301260257085
stage79_00027334,kite-surf,q10,4,11,stage65_adapter,6,1.0,36864,0.4130859375,0.026554107666015625,0.0,1.0,1.0
stage79_00027334,kite-surf,q10,4,11,stage65_adapter,8,0.0,0,0.0,0.026554107666015625,0.026554107666015625,0.0,0.0
stage79_00027334,kite-surf,q10,4,11,stage65_adapter,8,0.01,369,0.005278587341308594,0.026554107666015625,0.025379352589957733,0.04424005094930609,0.044240050949306164
stage79_00027334,kite-surf,q10,4,11,stage65_adapter,8,0.05,1843,0.02636432647705078,0.026554107666015625,0.022933602333068848,0.1363444548197098,0.1363444548197098
stage79_00027334,kite-surf,q10,4,11,stage65_adapter,8,0.1,3686,0.05272865295410156,0.026554107666015625,0.02093430767711411,0.21163580639140903,0.2116358063914091
stage79_00027334,kite-surf,q10,4,11,stage65_adapter,8,0.25,9216,0.1318359375,0.026554107666015625,0.01635653035253541,0.3840301260257086,0.3840301260257085
stage79_00027334,kite-surf,q10,4,11,stage65_adapter,8,1.0,36864,0.52734375,0.026554107666015625,0.0,1.0,1.0
stage79_00024619,dog,q10,8,52,linear,6,0.0,0,0.0,0.006220882774418236,0.006220882774418236,0.0,0.0
stage79_00024619,dog,q10,8,52,linear,6,0.01,369,0.0041348934173583984,0.006220882774418236,0.00559872592616285,0.1000110226821576,0.10001102268215756
stage79_00024619,dog,q10,8,52,linear,6,0.05,1843,0.020652055740356445,0.006220882774418236,0.004356883020482511,0.2996358911633794,0.2996358911633794
stage79_00024619,dog,q10,8,52,linear,6,0.1,3686,0.04130411148071289,0.006220882774418236,0.0033862916832296257,0.45565737114435423,0.45565737114435423
