policy,task_count,mean_base_psnr,mean_endpoint_sideinfo_psnr,mean_selected_sideinfo_psnr,mean_teacher_oracle_sideinfo_psnr,mean_delta_psnr_vs_endpoint,mean_delta_psnr_vs_base,mean_gap_to_teacher_oracle_psnr,mean_precision_at_keep,mean_energy_recall_total,mean_relative_energy_recall_vs_oracle,selected_candidate_counts
always_shared_energy_regression,480,19.03833812732752,20.3212149854921,20.229984156626987,22.077800340877268,-0.09123082886513802,1.1916460292994506,-1.8478161842502654,0.3509862755192444,0.22616748025951286,0.5595903992652893,shared_energy_regression:480
always_shared_topk_bce,480,19.03833812732752,20.3212149854921,20.159752797305014,22.077800340877268,-0.16146218818711972,1.121414669977469,-1.9180475435722473,0.35005312845654163,0.22565066522608201,0.560263491421938,shared_topk_bce:480
endpoint_only,480,19.03833812732752,20.3212149854921,20.3212149854921,22.077800340877268,0.0,1.2828768581645889,-1.7565853553851296,0.27495252288687577,0.1942112475944062,0.4750616183814903,endpoint_diff_baseline:480
group_best_mean_psnr,480,19.03833812732752,20.3212149854921,20.327046871072337,22.077800340877268,0.005831885580240304,1.2887087437448286,-1.750753469804888,0.28829580340285854,0.20619393843226136,0.4944105441061159,endpoint_diff_baseline:323;shared_energy_regression:157
oracle_task_best,480,19.03833812732752,20.3212149854921,20.382843220952523,22.077800340877268,0.06162823546041816,1.3445050936250087,-1.6949571199247109,0.31080552502147235,0.21292074020020663,0.5169668667018413,endpoint_diff_baseline:278;shared_energy_regression:121;shared_topk_bce:81
stage106_fixed_group_policy,480,19.03833812732752,20.3212149854921,20.322996715243953,22.077800340877268,0.0017817297518578745,1.284658587916447,-1.7548036256332702,0.2927428100388473,0.21158466555643826,0.5030206107534468,endpoint_diff_baseline:240;shared_energy_regression:240
