stage97_task_id,source_task_id,sequence,codec,reference_gap,target_index,base_method,candidate,keep_fraction,keep_gaussians,precision_at_keep,energy_recall_total,oracle_energy_recall_total,relative_energy_recall_vs_oracle,base_psnr,sideinfo_psnr,teacher_oracle_sideinfo_psnr,delta_psnr_vs_base,gap_to_teacher_oracle_psnr
stage97_00013287,stage79_00026663,horsejump-high,q12,4,46,stage65_adapter,endpoint_diff_baseline,0.1,3686,0.27753663063049316,0.13569703698158264,0.2582898437976837,0.5253673195838928,18.537125330198055,20.115495391181902,21.944233347359923,1.578370060983847,-1.8287379561780206
stage97_00013287,stage79_00026663,horsejump-high,q12,4,46,stage65_adapter,shared_topk_bce,0.1,3686,0.4378730356693268,0.1693287491798401,0.2582898437976837,0.6555764675140381,18.537125330198055,19.65133258337407,21.944233347359923,1.1142072531760157,-2.292900763985852
stage97_00013287,stage79_00026663,horsejump-high,q12,4,46,stage65_adapter,shared_energy_regression,0.1,3686,0.41399890184402466,0.16473740339279175,0.2582898437976837,0.6378005743026733,18.537125330198055,19.61158422647297,21.944233347359923,1.0744588962749155,-2.332649120886952
stage97_00014728,stage79_00029629,parkour,q12,8,6,linear,teacher_oracle_topk,0.1,3686,1.0,0.59883713722229,0.59883713722229,1.0,18.49458762251242,21.82812562254929,21.82812562254929,3.333538000036871,0.0
stage97_00014728,stage79_00029629,parkour,q12,8,6,linear,endpoint_diff_baseline,0.1,3686,0.2740097641944885,0.22980116307735443,0.59883713722229,0.3837456703186035,18.49458762251242,19.70886639338429,21.82812562254929,1.2142787708718714,-2.1192592291649994
stage97_00014728,stage79_00029629,parkour,q12,8,6,linear,shared_topk_bce,0.1,3686,0.29761257767677307,0.24987344443798065,0.59883713722229,0.4172644317150116,18.49458762251242,19.550603509997895,21.82812562254929,1.0560158874854757,-2.277522112551395
stage97_00014728,stage79_00029629,parkour,q12,8,6,linear,shared_energy_regression,0.1,3686,0.28621813654899597,0.24127259850502014,0.59883713722229,0.40290185809135437,18.49458762251242,19.509127062937672,21.82812562254929,1.0145394404252528,-2.318998559611618
stage97_00014728,stage79_00029629,parkour,q12,8,6,stage65_adapter,teacher_oracle_topk,0.1,3686,1.0,0.24251148104667664,0.24251148104667664,1.0,19.072094376328245,22.466286888416633,22.466286888416633,3.394192512088388,0.0
stage97_00014728,stage79_00029629,parkour,q12,8,6,stage65_adapter,endpoint_diff_baseline,0.1,3686,0.2769940197467804,0.1351996809244156,0.24251148104667664,0.557498037815094,19.072094376328245,20.310154945008332,22.466286888416633,1.238060568680087,-2.156131943408301
stage97_00014728,stage79_00029629,parkour,q12,8,6,stage65_adapter,shared_topk_bce,0.1,3686,0.38985350728034973,0.1588064730167389,0.24251148104667664,0.6548410654067993,19.072094376328245,19.99399466168523,22.466286888416633,0.9219002853569869,-2.472292226731401
stage97_00014728,stage79_00029629,parkour,q12,8,6,stage65_adapter,shared_energy_regression,0.1,3686,0.38035809993743896,0.15822364389896393,0.24251148104667664,0.6524377465248108,19.072094376328245,19.926301457638775,22.466286888416633,0.8542070813105305,-2.5399854307778575
