variant,step,loss_type,loss,sample,frame_gap,target_frame_index,normalized_time
teacher_h256,8,teacher,0.013143983669579029,DAVIS/train/bmx-bumps,8,4,0.5
teacher_h256,9,teacher,0.013268397189676762,DAVIS/train/boxing-fisheye,8,4,0.5
teacher_h256,10,teacher,0.010233561508357525,DAVIS/train/boxing-fisheye,4,2,0.5
teacher_h256,11,teacher,0.006981037091463804,DAVIS/train/bmx-bumps,2,1,0.5
teacher_h256,12,teacher,0.00214449898339808,DAVIS/train/boat,2,1,0.5
teacher_h256,13,teacher,0.007814014330506325,DAVIS/train/boxing-fisheye,2,1,0.5
teacher_h256,14,teacher,0.004394275601953268,DAVIS/train/boat,16,69,0.5
teacher_h256,15,teacher,0.00923039112240076,DAVIS/train/bmx-bumps,4,2,0.5
teacher_h256,16,teacher,0.003386366181075573,DAVIS/train/boat,4,2,0.5
teacher_h256,17,teacher,0.010164729319512844,DAVIS/train/bear,4,2,0.5
teacher_h256,18,teacher,0.0021445301827043295,DAVIS/train/boat,2,1,0.5
teacher_h256,19,teacher,0.013140379451215267,DAVIS/train/bmx-bumps,8,4,0.5
teacher_h256,20,teacher,0.010233551263809204,DAVIS/train/boxing-fisheye,4,2,0.5
teacher_h256,21,teacher,0.005781122017651796,DAVIS/train/bear,2,1,0.5
teacher_h256,22,teacher,0.0040558152832090855,DAVIS/train/boat,8,4,0.5
teacher_h256,23,teacher,0.0033862923737615347,DAVIS/train/boat,4,2,0.5
teacher_h256,24,teacher,0.004394151736050844,DAVIS/train/boat,16,69,0.5
teacher_h256,25,teacher,0.00698074558749795,DAVIS/train/bmx-bumps,2,1,0.5
teacher_h256,26,teacher,0.009229615330696106,DAVIS/train/bmx-bumps,4,2,0.5
teacher_h256,27,teacher,0.011656439863145351,DAVIS/train/bear,8,4,0.5
teacher_h256,28,teacher,0.00781409814953804,DAVIS/train/boxing-fisheye,2,1,0.5
teacher_h256,29,teacher,0.015615574084222317,DAVIS/train/bmx-bumps,16,85,0.5555555555555556
teacher_h256,30,teacher,0.013268118724226952,DAVIS/train/boxing-fisheye,8,4,0.5
teacher_h256,31,teacher,0.01323485653847456,DAVIS/train/bear,16,8,0.5
teacher_h256,32,teacher,0.008460788987576962,DAVIS/train/boxing-fisheye,16,83,0.5
teacher_h256,33,teacher,0.013134405016899109,DAVIS/train/bmx-bumps,8,4,0.5
teacher_h256,34,teacher,0.003386095864698291,DAVIS/train/boat,4,2,0.5
teacher_h256,35,teacher,0.01561243087053299,DAVIS/train/bmx-bumps,16,85,0.5555555555555556
teacher_h256,36,teacher,0.010233068838715553,DAVIS/train/boxing-fisheye,4,2,0.5
teacher_h256,37,teacher,0.004393692594021559,DAVIS/train/boat,16,69,0.5
teacher_h256,38,teacher,0.0021447709295898676,DAVIS/train/boat,2,1,0.5
teacher_h256,39,teacher,0.008460030891001225,DAVIS/train/boxing-fisheye,16,83,0.5
teacher_h256,40,teacher,0.004055617842823267,DAVIS/train/boat,8,4,0.5
teacher_h256,41,teacher,0.007813799194991589,DAVIS/train/boxing-fisheye,2,1,0.5
teacher_h256,42,teacher,0.006979476194828749,DAVIS/train/bmx-bumps,2,1,0.5
teacher_h256,43,teacher,0.005780157167464495,DAVIS/train/bear,2,1,0.5
teacher_h256,44,teacher,0.01016233954578638,DAVIS/train/bear,4,2,0.5
teacher_h256,45,teacher,0.01326580811291933,DAVIS/train/boxing-fisheye,8,4,0.5
teacher_h256,46,teacher,0.011652416549623013,DAVIS/train/bear,8,4,0.5
teacher_h256,47,teacher,0.009225353598594666,DAVIS/train/bmx-bumps,4,2,0.5
teacher_h256,48,teacher,0.013228983618319035,DAVIS/train/bear,16,8,0.5
