sample,reference_gap,method,delta_all_psnr,delta_middle_psnr,candidate_all_psnr,uniform_all_psnr,oracle_all_psnr,oracle_delta_all_psnr,keyframe_count,exact_uniform,exact_oracle,jaccard_to_uniform,jaccard_to_oracle,position_mae_to_uniform,position_mae_to_oracle,max_segment_ratio,mean_abs_len_error_ratio,segment_std_ratio,selector_cost,candidate_indices,uniform_indices,oracle_indices
robot,4,full_sample_z_rank_prior_0p3,-0.30472949648636316,-0.38494163178856056,24.886682190961686,25.19141168744805,25.354727880541567,0.16331619309351808,20,false,false,0.17647058823529413,0.21212121212121213,2.05,3.0,1.5,0.13157894736842105,0.19867985355975656,3.324760851168368,0 3 7 10 14 18 21 25 29 32 35 40 45 49 53 59 63 68 72 76,0 4 8 12 16 20 24 28 32 36 40 44 48 52 56 60 64 68 72 76,0 5 9 14 18 22 26 30 34 38 42 45 48 52 56 60 64 68 72 76
robot,8,length_raw_log_prior_0p1,-0.10538194927685396,-0.12334361923028325,22.877643548516563,22.983025497793417,23.270675269064448,0.2876497712710311,11,false,false,0.1,0.1,2.1818181818181817,1.8181818181818181,1.0,0.05,0.06123724356957945,0.018227156754104485,0 7 15 23 30 37 44 52 60 68 76,0 8 16 24 32 40 48 56 64 72 76,0 6 13 20 29 39 48 56 62 69 76
robot,8,full_raw_log_prior_0p1,-0.12550927249403543,-0.14123660546810868,22.85751622529938,22.983025497793417,23.270675269064448,0.2876497712710311,11,false,false,0.2222222222222222,0.15789473684210525,1.3636363636363635,1.3636363636363635,1.0,0.05,0.06123724356957945,0.00625000045779853,0 8 16 23 30 38 46 54 61 69 76,0 8 16 24 32 40 48 56 64 72 76,0 6 13 20 29 39 48 56 62 69 76
robot,8,length_sample_z_rank_prior_0p1,-0.07496667682116964,-0.08511768950697274,22.908058820972247,22.983025497793417,23.270675269064448,0.2876497712710311,11,false,false,0.4666666666666667,0.1,0.9090909090909091,1.6363636363636365,1.0,0.05,0.06123724356957945,2.0573741593475905,0 8 16 24 32 40 47 54 61 68 76,0 8 16 24 32 40 48 56 64 72 76,0 6 13 20 29 39 48 56 62 69 76
robot,8,full_sample_z_rank,-1.1019300377930357,-1.2306048042702287,21.88109546000038,22.983025497793417,23.270675269064448,0.2876497712710311,11,false,false,0.1,0.1,11.272727272727273,10.363636363636363,2.0,0.775,0.8007808689023483,2.5517672010645525,0 14 15 17 18 19 21 34 50 60 76,0 8 16 24 32 40 48 56 64 72 76,0 6 13 20 29 39 48 56 62 69 76
robot,8,full_sample_z_rank_prior_0p1,-0.4239767363377389,-0.4861411377183238,22.559048761455678,22.983025497793417,23.270675269064448,0.2876497712710311,11,false,false,0.1,0.15789473684210525,3.090909090909091,2.5454545454545454,1.375,0.225,0.2861380785564899,2.8551071287370875,0 11 18 21 29 35 45 50 59 68 76,0 8 16 24 32 40 48 56 64 72 76,0 6 13 20 29 39 48 56 62 69 76
robot,8,full_sample_z_rank_prior_0p3,-0.0992044129002636,-0.10558469327040498,22.883821084893153,22.983025497793417,23.270675269064448,0.2876497712710311,11,false,false,0.15789473684210525,0.15789473684210525,2.3636363636363638,1.6363636363636365,1.25,0.1,0.13919410907075053,2.932877080846299,0 8 15 21 29 35 45 53 60 68 76,0 8 16 24 32 40 48 56 64 72 76,0 6 13 20 29 39 48 56 62 69 76
robot,16,length_raw_log_prior_0p1,-0.3857680749438721,-0.4210539440496923,21.04049354866529,21.42626162360916,21.40729802624383,-0.018963597365331708,6,false,false,0.2,0.2,1.6666666666666667,3.0,1.0,0.05,0.025,0.04376862720332121,0 15 30 45 60 76,0 16 32 48 64 76,0 18 33 48 69 76
robot,16,full_raw_log_prior_0p1,-0.3857680749438721,-0.4210539440496923,21.04049354866529,21.42626162360916,21.40729802624383,-0.018963597365331708,6,false,false,0.2,0.2,1.6666666666666667,3.0,1.0,0.05,0.025,0.0015625,0 15 30 45 60 76,0 16 32 48 64 76,0 18 33 48 69 76
robot,16,length_sample_z_rank_prior_0p1,-0.3857680749438721,-0.4210539440496923,21.04049354866529,21.42626162360916,21.40729802624383,-0.018963597365331708,6,false,false,0.2,0.2,1.6666666666666667,3.0,1.0,0.05,0.025,2.2080748474799843,0 15 30 45 60 76,0 16 32 48 64 76,0 18 33 48 69 76
robot,16,full_sample_z_rank,-1.7778923913320988,-1.9377910952068227,19.648369232277062,21.42626162360916,21.40729802624383,-0.018963597365331708,6,false,false,0.2,0.2,6.666666666666667,7.333333333333333,1.6875,0.65,0.6839682010152227,2.406977823767094,0 27 29 31 55 76,0 16 32 48 64 76,0 18 33 48 69 76
robot,16,full_sample_z_rank_prior_0p1,-1.7752712058738709,-1.935344833486937,19.65099041773529,21.42626162360916,21.40729802624383,-0.018963597365331708,6,false,false,0.2,0.2,5.833333333333333,7.166666666666667,1.3125,0.25,0.28885550020728357,2.4840946240026445,0 8 25 37 55 76,0 16 32 48 64 76,0 18 33 48 69 76
robot,16,full_sample_z_rank_prior_0p3,-1.690961134155529,-1.844427120483921,19.735300489453632,21.42626162360916,21.40729802624383,-0.018963597365331708,6,false,false,0.2,0.2,5.333333333333333,6.666666666666667,1.3125,0.225,0.23518609652783473,2.543437781411966,0 11 25 37 55 76,0 16 32 48 64 76,0 18 33 48 69 76
