schedule,schedule_family,gap,frame_count,keyframe_count,mean_psnr,p10_psnr,mean_ssim,p10_ssim,mean_ms_ssim,mean_lpips,p90_lpips,keyframe_bitstream_bytes,metadata_bytes,total_payload_bytes,total_mib_per_frame,best_fixed_reference,best_fixed_psnr,best_fixed_ssim,best_fixed_ms_ssim,best_fixed_lpips,delta_rate_vs_best_fixed,delta_psnr_vs_best_fixed,delta_ssim_vs_best_fixed,delta_ms_ssim_vs_best_fixed,delta_lpips_vs_best_fixed,beats_best_fixed_by_1db_no_metric_regression
uniform_gap1,fixed_gap,1,1999,1999,29.85646819580043,25.680509284774754,0.8857439302277005,0.8118016719818115,0.9884901848240099,0.13756442577459324,0.19251126348972322,1438290191,1,1438290192,0.686173294471943,uniform_gap2,29.654815328772308,0.878375951948018,0.9866168332910943,0.15168131759139583,0.2366264122852747,0.20165286702812324,0.007367978279682497,0.001873351532915568,-0.01411689181680259,0
