measurement_key,sequence,frame_index,used_by_schedules,schedule_count,bitstream_bytes,psnr,ssim,ms_ssim,lpips,status,error
keyframe::blackswan:00024,blackswan,24,uniform_gap1,1,719650,30.551588515865692,0.9001529216766357,0.9896149635314941,0.13834913074970245,ok,
keyframe::blackswan:00026,blackswan,26,uniform_gap1,1,719651,30.688241196775646,0.9023268222808838,0.9901338815689087,0.1388506442308426,ok,
keyframe::blackswan:00028,blackswan,28,uniform_gap1,1,719655,30.38051133306757,0.8984327912330627,0.9896054267883301,0.1427311897277832,ok,
keyframe::blackswan:00030,blackswan,30,uniform_gap1,1,719652,30.282200080177564,0.8926100134849548,0.9891753792762756,0.14944647252559662,ok,
keyframe::blackswan:00032,blackswan,32,uniform_gap1,1,719658,30.19432197545428,0.896022617816925,0.9896212816238403,0.14203138649463654,ok,
keyframe::blackswan:00034,blackswan,34,uniform_gap1,1,719650,30.05632929017605,0.8943790793418884,0.9893901944160461,0.14633876085281372,ok,
keyframe::blackswan:00036,blackswan,36,uniform_gap1,1,719646,29.889455808449984,0.8881046772003174,0.988896906375885,0.15098245441913605,ok,
keyframe::blackswan:00038,blackswan,38,uniform_gap1,1,719651,29.740796952133138,0.8888629078865051,0.9890085458755493,0.15256012976169586,ok,
keyframe::blackswan:00040,blackswan,40,uniform_gap1,1,719652,29.67436701843934,0.8882209658622742,0.989001989364624,0.1559593677520752,ok,
keyframe::blackswan:00042,blackswan,42,uniform_gap1,1,719656,29.48799142510943,0.8847815990447998,0.9886881709098816,0.1610056757926941,ok,
keyframe::blackswan:00044,blackswan,44,uniform_gap1,1,719646,29.59649290567309,0.8863258361816406,0.9888725876808167,0.16290661692619324,ok,
keyframe::blackswan:00046,blackswan,46,uniform_gap1,1,719649,29.72616134378457,0.8891093134880066,0.988865315914154,0.1576581448316574,ok,
keyframe::blackswan:00048,blackswan,48,uniform_gap1,1,719644,29.741669132090053,0.8901607394218445,0.9889869689941406,0.14924681186676025,ok,
keyframe::blackswan:00049,blackswan,49,uniform_gap1,1,719645,29.988845750369517,0.895213782787323,0.9894102811813354,0.1464017927646637,ok,
keyframe::bmx-trees:00000,bmx-trees,0,uniform_gap1,1,719647,32.402202718572404,0.9032070636749268,0.9892457127571106,0.08098333328962326,ok,
keyframe::bmx-trees:00002,bmx-trees,2,uniform_gap1,1,719650,32.48527947814702,0.9045026898384094,0.9893609881401062,0.07892739772796631,ok,
keyframe::bmx-trees:00004,bmx-trees,4,uniform_gap1,1,719648,32.08939217329148,0.900018036365509,0.9894781112670898,0.09742306917905807,ok,
keyframe::bmx-trees:00006,bmx-trees,6,uniform_gap1,1,719641,31.670707644131536,0.8998175263404846,0.9889159798622131,0.08888314664363861,ok,
keyframe::bmx-trees:00008,bmx-trees,8,uniform_gap1,1,719639,32.03092564945508,0.9018517136573792,0.9899413585662842,0.08703827857971191,ok,
keyframe::bmx-trees:00010,bmx-trees,10,uniform_gap1,1,719648,32.31577502619408,0.905744731426239,0.9905105829238892,0.08143997192382812,ok,
keyframe::bmx-trees:00012,bmx-trees,12,uniform_gap1,1,719645,33.10763781208017,0.9121106266975403,0.9912182688713074,0.07252251356840134,ok,
keyframe::bmx-trees:00014,bmx-trees,14,uniform_gap1,1,719640,33.49711367464751,0.9187024235725403,0.9917287230491638,0.07518310099840164,ok,
keyframe::bmx-trees:00016,bmx-trees,16,uniform_gap1,1,719646,34.4403745624635,0.9204333424568176,0.9919809699058533,0.07663296908140182,ok,
keyframe::bmx-trees:00018,bmx-trees,18,uniform_gap1,1,719648,35.484172737185,0.9320562481880188,0.993218183517456,0.06921182572841644,ok,
keyframe::bmx-trees:00020,bmx-trees,20,uniform_gap1,1,719646,35.21952806012798,0.9325019717216492,0.993047297000885,0.07180451601743698,ok,
keyframe::bmx-trees:00022,bmx-trees,22,uniform_gap1,1,719651,34.00363403067475,0.9281017184257507,0.9923388957977295,0.08348634839057922,ok,
keyframe::bmx-trees:00024,bmx-trees,24,uniform_gap1,1,719650,34.2582590727961,0.9316083788871765,0.9927162528038025,0.09878747910261154,ok,
keyframe::bmx-trees:00026,bmx-trees,26,uniform_gap1,1,719653,33.401870156045874,0.9293930530548096,0.9923011660575867,0.09975531697273254,ok,
keyframe::bmx-trees:00028,bmx-trees,28,uniform_gap1,1,719643,31.827092128794135,0.9211487770080566,0.9907857179641724,0.09511411935091019,ok,
keyframe::bmx-trees:00030,bmx-trees,30,uniform_gap1,1,719650,32.361361198532144,0.9265966415405273,0.9911608099937439,0.08915110677480698,ok,
keyframe::bmx-trees:00031,bmx-trees,31,uniform_gap1,1,719646,33.3095672557742,0.932438313961029,0.991727352142334,0.08111889660358429,ok,
keyframe::bmx-trees:00032,bmx-trees,32,uniform_gap1,1,719642,33.295775400857124,0.9332464337348938,0.9919301271438599,0.08026503026485443,ok,
keyframe::bmx-trees:00034,bmx-trees,34,uniform_gap1,1,719649,28.6732643138187,0.8853490352630615,0.9862299561500549,0.12546244263648987,ok,
keyframe::bmx-trees:00035,bmx-trees,35,uniform_gap1,1,719648,29.389658681703075,0.8963688015937805,0.9874764680862427,0.11686243861913681,ok,
keyframe::bmx-trees:00036,bmx-trees,36,uniform_gap1,1,719652,30.73477119405311,0.9165112972259521,0.98956698179245,0.10134023427963257,ok,
keyframe::bmx-trees:00038,bmx-trees,38,uniform_gap1,1,719647,30.566625763113542,0.9135866165161133,0.9893463253974915,0.10753914713859558,ok,
keyframe::bmx-trees:00040,bmx-trees,40,uniform_gap1,1,719652,30.04690557480749,0.9060810208320618,0.9882611036300659,0.11172415316104889,ok,
keyframe::bmx-trees:00042,bmx-trees,42,uniform_gap1,1,719651,30.808866832396195,0.910885751247406,0.9898866415023804,0.10599590837955475,ok,
keyframe::bmx-trees:00044,bmx-trees,44,uniform_gap1,1,719651,30.561844335622865,0.9098653197288513,0.9898768067359924,0.11348143219947815,ok,
keyframe::bmx-trees:00046,bmx-trees,46,uniform_gap1,1,719653,29.977773095864624,0.8994126319885254,0.9890094995498657,0.12631657719612122,ok,
keyframe::bmx-trees:00048,bmx-trees,48,uniform_gap1,1,719652,31.05800335565734,0.9134684205055237,0.9900273084640503,0.10548794269561768,ok,
keyframe::bmx-trees:00050,bmx-trees,50,uniform_gap1,1,719648,30.33227727276277,0.9038785099983215,0.9893989562988281,0.11542516946792603,ok,
keyframe::bmx-trees:00052,bmx-trees,52,uniform_gap1,1,719655,27.7924361506782,0.8471975326538086,0.9857979416847229,0.15540461242198944,ok,
keyframe::bmx-trees:00054,bmx-trees,54,uniform_gap1,1,719650,30.84422887916159,0.9095413684844971,0.9900615215301514,0.1066412478685379,ok,
keyframe::bmx-trees:00056,bmx-trees,56,uniform_gap1,1,719652,30.651227747924644,0.9061064720153809,0.9897110462188721,0.11187443137168884,ok,
keyframe::bmx-trees:00058,bmx-trees,58,uniform_gap1,1,719651,26.59275635617786,0.8106675148010254,0.9825444221496582,0.19404679536819458,ok,
keyframe::bmx-trees:00060,bmx-trees,60,uniform_gap1,1,719640,30.863160078403258,0.9016875624656677,0.9902978539466858,0.12683521211147308,ok,
keyframe::bmx-trees:00062,bmx-trees,62,uniform_gap1,1,719645,30.797228426267186,0.9010240435600281,0.9897603988647461,0.12379121780395508,ok,
keyframe::bmx-trees:00064,bmx-trees,64,uniform_gap1,1,719653,26.807514211307712,0.8139531016349792,0.9817614555358887,0.1931186020374298,ok,
keyframe::bmx-trees:00066,bmx-trees,66,uniform_gap1,1,719647,27.316282230091083,0.8214877247810364,0.9823637008666992,0.1824464052915573,ok,
keyframe::bmx-trees:00068,bmx-trees,68,uniform_gap1,1,719645,26.62287665021197,0.7963101267814636,0.97914719581604,0.20633003115653992,ok,
keyframe::bmx-trees:00070,bmx-trees,70,uniform_gap1,1,719647,26.368614908067283,0.7882819175720215,0.9783170819282532,0.2085036188364029,ok,
keyframe::bmx-trees:00072,bmx-trees,72,uniform_gap1,1,719651,26.373183935526377,0.7863518595695496,0.979002833366394,0.21456146240234375,ok,
keyframe::bmx-trees:00074,bmx-trees,74,uniform_gap1,1,719650,26.067866015667143,0.7727715373039246,0.9776834845542908,0.22103270888328552,ok,
keyframe::bmx-trees:00076,bmx-trees,76,uniform_gap1,1,719651,26.581818706067295,0.7842587828636169,0.9789289832115173,0.2136971354484558,ok,
keyframe::bmx-trees:00078,bmx-trees,78,uniform_gap1,1,719650,26.023415617508153,0.7636113166809082,0.9775185585021973,0.2230439931154251,ok,
keyframe::bmx-trees:00079,bmx-trees,79,uniform_gap1,1,719653,25.888429598452923,0.7616222500801086,0.9773026704788208,0.22000083327293396,ok,
keyframe::breakdance:00000,breakdance,0,uniform_gap1,1,719646,25.753490174102044,0.8730489611625671,0.987449586391449,0.15702924132347107,ok,
keyframe::breakdance:00002,breakdance,2,uniform_gap1,1,719651,25.75423228334678,0.8740553855895996,0.9877574443817139,0.15788255631923676,ok,
keyframe::breakdance:00004,breakdance,4,uniform_gap1,1,719652,25.725343144654506,0.8744699358940125,0.987665057182312,0.1558701992034912,ok,
keyframe::breakdance:00006,breakdance,6,uniform_gap1,1,719650,25.77976626966057,0.8729963302612305,0.9874753952026367,0.15562176704406738,ok,
keyframe::breakdance:00008,breakdance,8,uniform_gap1,1,719646,25.928890065599425,0.8759186267852783,0.9877623319625854,0.15142589807510376,ok,
keyframe::breakdance:00010,breakdance,10,uniform_gap1,1,719649,25.82823540535017,0.8759341835975647,0.9877618551254272,0.1508651077747345,ok,
keyframe::breakdance:00012,breakdance,12,uniform_gap1,1,719643,25.681860376557207,0.87373286485672,0.9875323176383972,0.1550544649362564,ok,
keyframe::breakdance:00014,breakdance,14,uniform_gap1,1,719650,25.569495833414933,0.8711908459663391,0.98726487159729,0.1573689877986908,ok,
keyframe::breakdance:00016,breakdance,16,uniform_gap1,1,719655,25.645028542659176,0.8719131946563721,0.9874306917190552,0.15673120319843292,ok,
keyframe::breakdance:00018,breakdance,18,uniform_gap1,1,719654,25.647989443109267,0.8753666281700134,0.9876696467399597,0.15685556828975677,ok,
keyframe::breakdance:00020,breakdance,20,uniform_gap1,1,719655,25.854087691646107,0.8752134442329407,0.9876216053962708,0.15551456809043884,ok,
keyframe::breakdance:00022,breakdance,22,uniform_gap1,1,719645,25.898985887408084,0.8745107650756836,0.9876006841659546,0.1515473574399948,ok,
keyframe::breakdance:00024,breakdance,24,uniform_gap1,1,719652,25.93477807070102,0.8755302429199219,0.9878904223442078,0.15091438591480255,ok,
keyframe::breakdance:00026,breakdance,26,uniform_gap1,1,719648,25.861860652453363,0.8761022686958313,0.9878702163696289,0.15320929884910583,ok,
keyframe::breakdance:00028,breakdance,28,uniform_gap1,1,719652,25.731797666645857,0.8721306324005127,0.9874755144119263,0.14957541227340698,ok,
keyframe::breakdance:00030,breakdance,30,uniform_gap1,1,719651,25.69526667330528,0.87290358543396,0.9875267148017883,0.1475272923707962,ok,
keyframe::breakdance:00032,breakdance,32,uniform_gap1,1,719645,25.634098611396592,0.8732552528381348,0.9873343706130981,0.15302039682865143,ok,
keyframe::breakdance:00034,breakdance,34,uniform_gap1,1,719650,25.842654789846552,0.8746209144592285,0.9877150654792786,0.15394121408462524,ok,
keyframe::breakdance:00036,breakdance,36,uniform_gap1,1,719652,25.772015355702948,0.8742844462394714,0.987648606300354,0.15362423658370972,ok,
keyframe::breakdance:00038,breakdance,38,uniform_gap1,1,719651,25.70233888089181,0.8735787868499756,0.9874323606491089,0.1514260470867157,ok,
keyframe::breakdance:00040,breakdance,40,uniform_gap1,1,719652,25.73742047505518,0.873072624206543,0.9874179363250732,0.15228888392448425,ok,
keyframe::breakdance:00042,breakdance,42,uniform_gap1,1,719647,25.787480825029753,0.8740822672843933,0.9876898527145386,0.15262596309185028,ok,
keyframe::breakdance:00044,breakdance,44,uniform_gap1,1,719652,25.814888571728755,0.8738134503364563,0.9875695109367371,0.15182314813137054,ok,
keyframe::breakdance:00046,breakdance,46,uniform_gap1,1,719653,25.807919302478414,0.8731377720832825,0.9874109029769897,0.15101516246795654,ok,
keyframe::breakdance:00048,breakdance,48,uniform_gap1,1,719648,25.666322210779164,0.8719542026519775,0.9875885248184204,0.1501893401145935,ok,
keyframe::breakdance:00050,breakdance,50,uniform_gap1,1,719653,25.71526684566124,0.8716898560523987,0.9874100089073181,0.15212014317512512,ok,
keyframe::breakdance:00052,breakdance,52,uniform_gap1,1,719651,25.707761440520205,0.8712734580039978,0.987295389175415,0.14934074878692627,ok,
keyframe::breakdance:00054,breakdance,54,uniform_gap1,1,719648,25.703368559886606,0.8716276288032532,0.9871951937675476,0.14983299374580383,ok,
keyframe::breakdance:00056,breakdance,56,uniform_gap1,1,719652,25.789103763090743,0.8732450604438782,0.9875547289848328,0.14707058668136597,ok,
keyframe::breakdance:00058,breakdance,58,uniform_gap1,1,719642,25.790578850848142,0.8736862540245056,0.9876565337181091,0.15068937838077545,ok,
keyframe::breakdance:00060,breakdance,60,uniform_gap1,1,719643,25.757330275572166,0.8700160980224609,0.9873591661453247,0.15289998054504395,ok,
keyframe::breakdance:00062,breakdance,62,uniform_gap1,1,719650,25.948276307641645,0.8726467490196228,0.9875189065933228,0.14979486167430878,ok,
keyframe::breakdance:00064,breakdance,64,uniform_gap1,1,719654,25.965337105716266,0.8726509213447571,0.9875461459159851,0.15360620617866516,ok,
keyframe::breakdance:00066,breakdance,66,uniform_gap1,1,719648,25.74530913664294,0.8714267611503601,0.987532913684845,0.15224194526672363,ok,
keyframe::breakdance:00068,breakdance,68,uniform_gap1,1,719654,25.714947531206143,0.8719028830528259,0.9875780940055847,0.15334215760231018,ok,
keyframe::breakdance:00070,breakdance,70,uniform_gap1,1,719648,25.866015622095397,0.8742310404777527,0.9875653982162476,0.1501380056142807,ok,
keyframe::breakdance:00072,breakdance,72,uniform_gap1,1,719653,26.11225389269722,0.8763914108276367,0.987873911857605,0.14905515313148499,ok,
keyframe::breakdance:00074,breakdance,74,uniform_gap1,1,719648,26.188428493505953,0.8768700957298279,0.9880226850509644,0.15226686000823975,ok,
keyframe::breakdance:00076,breakdance,76,uniform_gap1,1,719654,25.96237650497654,0.8733457922935486,0.9875527620315552,0.15762588381767273,ok,
keyframe::breakdance:00078,breakdance,78,uniform_gap1,1,719648,25.957170011144754,0.8720612525939941,0.9873981475830078,0.15043970942497253,ok,
keyframe::breakdance:00080,breakdance,80,uniform_gap1,1,719654,25.986000444908353,0.8740788102149963,0.9875283241271973,0.15076413750648499,ok,
keyframe::breakdance:00082,breakdance,82,uniform_gap1,1,719650,25.98029668785147,0.8748290538787842,0.9875390529632568,0.1542188823223114,ok,
keyframe::breakdance:00083,breakdance,83,uniform_gap1,1,719653,25.8895020079737,0.8746148943901062,0.9874815940856934,0.15149883925914764,ok,
keyframe::camel:00000,camel,0,uniform_gap1,1,719645,26.649687377128345,0.8333830237388611,0.984641432762146,0.16208112239837646,ok,
keyframe::camel:00002,camel,2,uniform_gap1,1,719647,26.774983588870093,0.8386707305908203,0.985301673412323,0.15503951907157898,ok,
keyframe::camel:00004,camel,4,uniform_gap1,1,719646,26.652852186785427,0.8390275835990906,0.9853472113609314,0.16115663945674896,ok,
keyframe::camel:00006,camel,6,uniform_gap1,1,719641,26.423099179316665,0.8294306397438049,0.984294593334198,0.16091826558113098,ok,
keyframe::camel:00008,camel,8,uniform_gap1,1,719640,26.383456682744143,0.8327124714851379,0.9845405220985413,0.16389083862304688,ok,
keyframe::camel:00010,camel,10,uniform_gap1,1,719649,26.176020341770375,0.8276514410972595,0.9842098951339722,0.16565567255020142,ok,
keyframe::camel:00012,camel,12,uniform_gap1,1,719649,26.027458733688693,0.8227266669273376,0.983349621295929,0.16890956461429596,ok,
keyframe::camel:00014,camel,14,uniform_gap1,1,719644,25.988717013442148,0.8231492638587952,0.9836916327476501,0.17106229066848755,ok,
keyframe::camel:00016,camel,16,uniform_gap1,1,719642,25.972104639021083,0.8234667181968689,0.9838010668754578,0.17060540616512299,ok,
keyframe::camel:00018,camel,18,uniform_gap1,1,719643,25.908096379560867,0.8193575739860535,0.9829957485198975,0.17565111815929413,ok,
keyframe::camel:00020,camel,20,uniform_gap1,1,719648,26.171754092303694,0.8274407386779785,0.9841144680976868,0.1694442629814148,ok,
keyframe::camel:00022,camel,22,uniform_gap1,1,719639,26.219200715196685,0.8283759951591492,0.9843611717224121,0.16787627339363098,ok,
keyframe::camel:00023,camel,23,uniform_gap1,1,719645,26.293544161510827,0.8293004631996155,0.9842534065246582,0.1698649674654007,ok,
keyframe::camel:00024,camel,24,uniform_gap1,1,719649,26.187746651023353,0.822810173034668,0.9834707975387573,0.17222440242767334,ok,
keyframe::camel:00026,camel,26,uniform_gap1,1,719648,26.227079171592578,0.8241495490074158,0.9834811091423035,0.17307236790657043,ok,
keyframe::camel:00028,camel,28,uniform_gap1,1,719647,26.205068830222565,0.8207980990409851,0.9833598732948303,0.17197570204734802,ok,
keyframe::camel:00030,camel,30,uniform_gap1,1,719647,26.035339143976866,0.8157229423522949,0.982813835144043,0.17673611640930176,ok,
keyframe::camel:00032,camel,32,uniform_gap1,1,719644,26.045637035606582,0.8193108439445496,0.9832605719566345,0.17030885815620422,ok,
keyframe::camel:00034,camel,34,uniform_gap1,1,719652,25.869358087258213,0.8150506615638733,0.9830856919288635,0.17999441921710968,ok,
keyframe::camel:00036,camel,36,uniform_gap1,1,719647,25.738651056362443,0.8091228604316711,0.982340931892395,0.18162888288497925,ok,
keyframe::camel:00038,camel,38,uniform_gap1,1,719650,25.756833519538,0.8125508427619934,0.9827712774276733,0.17801982164382935,ok,
keyframe::camel:00040,camel,40,uniform_gap1,1,719647,25.6919268730771,0.8107169270515442,0.9825814962387085,0.1819671392440796,ok,
keyframe::camel:00042,camel,42,uniform_gap1,1,719645,25.581913491782785,0.8054119944572449,0.981866717338562,0.18483662605285645,ok,
keyframe::camel:00044,camel,44,uniform_gap1,1,719642,25.647391459837152,0.8090090751647949,0.982412576675415,0.18045958876609802,ok,
keyframe::camel:00046,camel,46,uniform_gap1,1,719649,25.665946088524237,0.8089950680732727,0.9823276996612549,0.17659275233745575,ok,
keyframe::camel:00047,camel,47,uniform_gap1,1,719651,25.67376262905522,0.8087899088859558,0.9825831055641174,0.1785331666469574,ok,
keyframe::camel:00048,camel,48,uniform_gap1,1,719648,25.53048962312342,0.8036746978759766,0.9815071821212769,0.18652334809303284,ok,
keyframe::camel:00050,camel,50,uniform_gap1,1,719644,25.66710885518409,0.8075817227363586,0.9822553396224976,0.18274223804473877,ok,
keyframe::camel:00051,camel,51,uniform_gap1,1,719646,25.600132613179596,0.8042654991149902,0.9819626808166504,0.18335258960723877,ok,
keyframe::camel:00052,camel,52,uniform_gap1,1,719649,25.727799708885108,0.8105218410491943,0.9824885725975037,0.1778772920370102,ok,
keyframe::camel:00054,camel,54,uniform_gap1,1,719645,25.583264623835507,0.8024036288261414,0.9815866351127625,0.18507076799869537,ok,
keyframe::camel:00056,camel,56,uniform_gap1,1,719646,25.673745451645054,0.8051003813743591,0.9819308519363403,0.18385693430900574,ok,
keyframe::camel:00058,camel,58,uniform_gap1,1,719651,25.55578618421197,0.8003714084625244,0.9814766645431519,0.1894005537033081,ok,
keyframe::camel:00060,camel,60,uniform_gap1,1,719649,25.388386850152344,0.7956106662750244,0.9810236096382141,0.1903914362192154,ok,
keyframe::camel:00062,camel,62,uniform_gap1,1,719650,25.397094759942213,0.7981974482536316,0.9812824130058289,0.19222168624401093,ok,
keyframe::camel:00064,camel,64,uniform_gap1,1,719648,25.494421560374754,0.79994136095047,0.9813913106918335,0.19171220064163208,ok,
keyframe::camel:00066,camel,66,uniform_gap1,1,719649,25.427132391255,0.7971778512001038,0.980898916721344,0.18935467302799225,ok,
keyframe::camel:00068,camel,68,uniform_gap1,1,719647,25.56089917371485,0.7969273924827576,0.9811360836029053,0.18691828846931458,ok,
keyframe::camel:00070,camel,70,uniform_gap1,1,719646,25.557470940329587,0.7991018295288086,0.9814637899398804,0.18741758167743683,ok,
keyframe::camel:00072,camel,72,uniform_gap1,1,719646,25.491771186707375,0.7943016886711121,0.9807982444763184,0.19313427805900574,ok,
