schedule,sequence,frame_index,final_type,measurement_key,psnr,ssim,ms_ssim,lpips,bitstream_bytes
uniform_gap1,bike-packing,39,q12_keyframe,keyframe::bike-packing:00039,25.736503924262024,0.8623024821281433,0.9871394038200378,0.1633741557598114,719654
uniform_gap1,bike-packing,40,q12_keyframe,keyframe::bike-packing:00040,25.887959987649253,0.8634281158447266,0.9872960448265076,0.16271242499351501,719650
uniform_gap1,bike-packing,41,q12_keyframe,keyframe::bike-packing:00041,25.84597154663748,0.8674231171607971,0.9875703454017639,0.1605561077594757,719648
uniform_gap1,bike-packing,42,q12_keyframe,keyframe::bike-packing:00042,25.717241310899116,0.8621459007263184,0.9872214198112488,0.1586865931749344,719650
uniform_gap1,bike-packing,43,q12_keyframe,keyframe::bike-packing:00043,25.416562101544905,0.8526256084442139,0.9867719411849976,0.17221905291080475,719637
uniform_gap1,bike-packing,44,q12_keyframe,keyframe::bike-packing:00044,25.291922532080378,0.8522111773490906,0.9866876602172852,0.1673891246318817,719655
uniform_gap1,bike-packing,45,q12_keyframe,keyframe::bike-packing:00045,25.73124025107969,0.8591075539588928,0.987069845199585,0.16105864942073822,719650
uniform_gap1,bike-packing,46,q12_keyframe,keyframe::bike-packing:00046,26.201655199688936,0.8600264191627502,0.9874252676963806,0.16041170060634613,719650
uniform_gap1,bike-packing,47,q12_keyframe,keyframe::bike-packing:00047,27.285100037225686,0.8855910897254944,0.9896957278251648,0.14821785688400269,719648
uniform_gap1,bike-packing,48,q12_keyframe,keyframe::bike-packing:00048,27.524661932305484,0.8790588974952698,0.9892271161079407,0.15668916702270508,719645
uniform_gap1,bike-packing,49,q12_keyframe,keyframe::bike-packing:00049,27.536977252580318,0.8773301243782043,0.989074170589447,0.16410592198371887,719645
uniform_gap1,bike-packing,50,q12_keyframe,keyframe::bike-packing:00050,27.49485610447816,0.8742737770080566,0.9888255000114441,0.1639704555273056,719646
uniform_gap1,bike-packing,51,q12_keyframe,keyframe::bike-packing:00051,27.321272491041118,0.8705317974090576,0.9882336854934692,0.16625751554965973,719649
uniform_gap1,bike-packing,52,q12_keyframe,keyframe::bike-packing:00052,27.031621915684823,0.8616609573364258,0.9877426624298096,0.1773114800453186,719646
uniform_gap1,bike-packing,53,q12_keyframe,keyframe::bike-packing:00053,26.79079221576139,0.8616616129875183,0.9876216650009155,0.17716185748577118,719644
uniform_gap1,bike-packing,54,q12_keyframe,keyframe::bike-packing:00054,26.58681313197061,0.8552802205085754,0.9869371056556702,0.18211817741394043,719654
uniform_gap1,bike-packing,55,q12_keyframe,keyframe::bike-packing:00055,26.480997763301186,0.8552575707435608,0.9869372844696045,0.18031670153141022,719647
uniform_gap1,bike-packing,56,q12_keyframe,keyframe::bike-packing:00056,26.178435634236408,0.8483428955078125,0.9863247871398926,0.18359634280204773,719650
uniform_gap1,bike-packing,57,q12_keyframe,keyframe::bike-packing:00057,26.518922497688692,0.8540554046630859,0.9867954254150391,0.17885836958885193,719648
uniform_gap1,bike-packing,58,q12_keyframe,keyframe::bike-packing:00058,26.420127542328153,0.853302538394928,0.9869384765625,0.1813085526227951,719650
uniform_gap1,bike-packing,59,q12_keyframe,keyframe::bike-packing:00059,26.55295415467672,0.8546283841133118,0.9869760274887085,0.17988578975200653,719645
uniform_gap1,bike-packing,60,q12_keyframe,keyframe::bike-packing:00060,26.448226065490033,0.850659191608429,0.9865126013755798,0.17834696173667908,719638
uniform_gap1,bike-packing,61,q12_keyframe,keyframe::bike-packing:00061,26.347982064631815,0.8516454100608826,0.9864669442176819,0.17888815701007843,719648
uniform_gap1,bike-packing,62,q12_keyframe,keyframe::bike-packing:00062,26.22334432969819,0.8484976887702942,0.9862348437309265,0.18212883174419403,719643
uniform_gap1,bike-packing,63,q12_keyframe,keyframe::bike-packing:00063,26.22645781784243,0.8511738181114197,0.9864451885223389,0.1807284653186798,719655
uniform_gap1,bike-packing,64,q12_keyframe,keyframe::bike-packing:00064,26.14982457184386,0.8485991954803467,0.9861311912536621,0.17693595588207245,719655
uniform_gap1,bike-packing,65,q12_keyframe,keyframe::bike-packing:00065,26.093159309260532,0.8501802086830139,0.986304759979248,0.18167462944984436,719651
uniform_gap1,bike-packing,66,q12_keyframe,keyframe::bike-packing:00066,26.03905785426861,0.8480048775672913,0.9861288666725159,0.1812688410282135,719639
uniform_gap1,bike-packing,67,q12_keyframe,keyframe::bike-packing:00067,26.017003350393836,0.8504429459571838,0.9863318204879761,0.1784011572599411,719650
uniform_gap1,bike-packing,68,q12_keyframe,keyframe::bike-packing:00068,25.901909083868773,0.8472332954406738,0.986079752445221,0.1812117099761963,719651
uniform_gap1,blackswan,0,q12_keyframe,keyframe::blackswan:00000,30.040075314666094,0.8853085041046143,0.9884489178657532,0.14606918394565582,719642
uniform_gap1,blackswan,1,q12_keyframe,keyframe::blackswan:00001,30.090684450628036,0.8896512985229492,0.988875150680542,0.14318501949310303,719649
uniform_gap1,blackswan,2,q12_keyframe,keyframe::blackswan:00002,30.057963469731362,0.8912327289581299,0.9890475869178772,0.1501528024673462,719647
uniform_gap1,blackswan,3,q12_keyframe,keyframe::blackswan:00003,29.962612377692984,0.8917326331138611,0.9891422390937805,0.14743152260780334,719650
uniform_gap1,blackswan,4,q12_keyframe,keyframe::blackswan:00004,30.014708386717125,0.8921173214912415,0.9893144965171814,0.14730903506278992,719645
uniform_gap1,blackswan,5,q12_keyframe,keyframe::blackswan:00005,29.841528059104743,0.8872339129447937,0.9890350103378296,0.14973761141300201,719645
uniform_gap1,blackswan,6,q12_keyframe,keyframe::blackswan:00006,29.780886189349868,0.8833973407745361,0.9887059926986694,0.15388959646224976,719652
uniform_gap1,blackswan,7,q12_keyframe,keyframe::blackswan:00007,29.953464654773963,0.8874548077583313,0.9891282320022583,0.1452983170747757,719641
uniform_gap1,blackswan,8,q12_keyframe,keyframe::blackswan:00008,29.923527753216803,0.8880931735038757,0.9888850450515747,0.14594869315624237,719644
uniform_gap1,blackswan,9,q12_keyframe,keyframe::blackswan:00009,29.815048695362456,0.8857267498970032,0.988758385181427,0.15098929405212402,719644
uniform_gap1,blackswan,10,q12_keyframe,keyframe::blackswan:00010,30.08813284368662,0.8894020915031433,0.9890554547309875,0.14885210990905762,719647
uniform_gap1,blackswan,11,q12_keyframe,keyframe::blackswan:00011,30.157288493402177,0.8899562954902649,0.9890591502189636,0.14773443341255188,719653
uniform_gap1,blackswan,12,q12_keyframe,keyframe::blackswan:00012,30.10867333348458,0.8881167769432068,0.9890082478523254,0.15281349420547485,719647
uniform_gap1,blackswan,13,q12_keyframe,keyframe::blackswan:00013,30.81111647806107,0.9033104777336121,0.9902769327163696,0.1338108777999878,719632
uniform_gap1,blackswan,14,q12_keyframe,keyframe::blackswan:00014,30.974793384654433,0.9021291732788086,0.990317165851593,0.13639909029006958,719643
uniform_gap1,blackswan,15,q12_keyframe,keyframe::blackswan:00015,30.890926004169465,0.8986002802848816,0.9899555444717407,0.13935744762420654,719651
uniform_gap1,blackswan,16,q12_keyframe,keyframe::blackswan:00016,31.021733653254465,0.9030032157897949,0.9903311729431152,0.1360500454902649,719651
uniform_gap1,blackswan,17,q12_keyframe,keyframe::blackswan:00017,30.75346083801593,0.9007205963134766,0.9901136159896851,0.1411781907081604,719657
uniform_gap1,blackswan,18,q12_keyframe,keyframe::blackswan:00018,30.359543086416064,0.8938255906105042,0.9893158674240112,0.15165643393993378,719653
uniform_gap1,blackswan,19,q12_keyframe,keyframe::blackswan:00019,30.376708881161683,0.8967764973640442,0.9895042181015015,0.14049915969371796,719649
uniform_gap1,blackswan,20,q12_keyframe,keyframe::blackswan:00020,30.305120010544776,0.8959741592407227,0.9894108772277832,0.1392204761505127,719653
uniform_gap1,blackswan,21,q12_keyframe,keyframe::blackswan:00021,30.19113020181868,0.8929111957550049,0.9890719056129456,0.14527200162410736,719647
uniform_gap1,blackswan,22,q12_keyframe,keyframe::blackswan:00022,30.475176319498225,0.8992030024528503,0.9897427558898926,0.13924086093902588,719650
uniform_gap1,blackswan,23,q12_keyframe,keyframe::blackswan:00023,30.49673075024735,0.9004984498023987,0.9896746873855591,0.1377190351486206,719645
uniform_gap1,blackswan,24,q12_keyframe,keyframe::blackswan:00024,30.551588515865692,0.9001529216766357,0.9896149635314941,0.13834913074970245,719650
uniform_gap1,blackswan,25,q12_keyframe,keyframe::blackswan:00025,30.703738577304634,0.9031285643577576,0.9900068640708923,0.13464081287384033,719648
uniform_gap1,blackswan,26,q12_keyframe,keyframe::blackswan:00026,30.688241196775646,0.9023268222808838,0.9901338815689087,0.1388506442308426,719651
uniform_gap1,blackswan,27,q12_keyframe,keyframe::blackswan:00027,30.369602488797685,0.896090567111969,0.989402711391449,0.14163003861904144,719647
uniform_gap1,blackswan,28,q12_keyframe,keyframe::blackswan:00028,30.38051133306757,0.8984327912330627,0.9896054267883301,0.1427311897277832,719655
uniform_gap1,blackswan,29,q12_keyframe,keyframe::blackswan:00029,30.374134063600245,0.8981049060821533,0.9896873235702515,0.14099882543087006,719655
uniform_gap1,blackswan,30,q12_keyframe,keyframe::blackswan:00030,30.282200080177564,0.8926100134849548,0.9891753792762756,0.14944647252559662,719652
uniform_gap1,blackswan,31,q12_keyframe,keyframe::blackswan:00031,30.273231591116996,0.8966588377952576,0.9896281957626343,0.14738821983337402,719650
uniform_gap1,blackswan,32,q12_keyframe,keyframe::blackswan:00032,30.19432197545428,0.896022617816925,0.9896212816238403,0.14203138649463654,719658
uniform_gap1,blackswan,33,q12_keyframe,keyframe::blackswan:00033,30.115619951718212,0.8931694626808167,0.9892085194587708,0.14922314882278442,719654
uniform_gap1,blackswan,34,q12_keyframe,keyframe::blackswan:00034,30.05632929017605,0.8943790793418884,0.9893901944160461,0.14633876085281372,719650
uniform_gap1,blackswan,35,q12_keyframe,keyframe::blackswan:00035,30.100668901584882,0.893343985080719,0.9894812703132629,0.1521245688199997,719645
uniform_gap1,blackswan,36,q12_keyframe,keyframe::blackswan:00036,29.889455808449984,0.8881046772003174,0.988896906375885,0.15098245441913605,719646
uniform_gap1,blackswan,37,q12_keyframe,keyframe::blackswan:00037,29.8674680568193,0.8903655409812927,0.9891515374183655,0.15585386753082275,719655
uniform_gap1,blackswan,38,q12_keyframe,keyframe::blackswan:00038,29.740796952133138,0.8888629078865051,0.9890085458755493,0.15256012976169586,719651
uniform_gap1,blackswan,39,q12_keyframe,keyframe::blackswan:00039,29.56323216508253,0.8845633864402771,0.9885727167129517,0.15512071549892426,719651
uniform_gap1,blackswan,40,q12_keyframe,keyframe::blackswan:00040,29.67436701843934,0.8882209658622742,0.989001989364624,0.1559593677520752,719652
uniform_gap1,blackswan,41,q12_keyframe,keyframe::blackswan:00041,29.64252163979274,0.8879145979881287,0.9889454245567322,0.15621478855609894,719646
uniform_gap1,blackswan,42,q12_keyframe,keyframe::blackswan:00042,29.48799142510943,0.8847815990447998,0.9886881709098816,0.1610056757926941,719656
uniform_gap1,blackswan,43,q12_keyframe,keyframe::blackswan:00043,29.62694706625221,0.8884708285331726,0.9890223741531372,0.1505981683731079,719650
uniform_gap1,blackswan,44,q12_keyframe,keyframe::blackswan:00044,29.59649290567309,0.8863258361816406,0.9888725876808167,0.16290661692619324,719646
uniform_gap1,blackswan,45,q12_keyframe,keyframe::blackswan:00045,29.550047913536787,0.8836207985877991,0.9885249733924866,0.1572514921426773,719652
uniform_gap1,blackswan,46,q12_keyframe,keyframe::blackswan:00046,29.72616134378457,0.8891093134880066,0.988865315914154,0.1576581448316574,719649
uniform_gap1,blackswan,47,q12_keyframe,keyframe::blackswan:00047,29.804029511658165,0.892901599407196,0.9894123673439026,0.15136781334877014,719651
uniform_gap1,blackswan,48,q12_keyframe,keyframe::blackswan:00048,29.741669132090053,0.8901607394218445,0.9889869689941406,0.14924681186676025,719644
uniform_gap1,blackswan,49,q12_keyframe,keyframe::blackswan:00049,29.988845750369517,0.895213782787323,0.9894102811813354,0.1464017927646637,719645
uniform_gap1,bmx-trees,0,q12_keyframe,keyframe::bmx-trees:00000,32.402202718572404,0.9032070636749268,0.9892457127571106,0.08098333328962326,719647
uniform_gap1,bmx-trees,1,q12_keyframe,keyframe::bmx-trees:00001,32.543517690315944,0.9039217829704285,0.989321768283844,0.0847930759191513,719644
uniform_gap1,bmx-trees,2,q12_keyframe,keyframe::bmx-trees:00002,32.48527947814702,0.9045026898384094,0.9893609881401062,0.07892739772796631,719650
uniform_gap1,bmx-trees,3,q12_keyframe,keyframe::bmx-trees:00003,32.24904043598311,0.9017329216003418,0.9893445372581482,0.09057179093360901,719642
uniform_gap1,bmx-trees,4,q12_keyframe,keyframe::bmx-trees:00004,32.08939217329148,0.900018036365509,0.9894781112670898,0.09742306917905807,719648
uniform_gap1,bmx-trees,5,q12_keyframe,keyframe::bmx-trees:00005,31.924901344336565,0.9007925987243652,0.9893245697021484,0.09056122601032257,719642
uniform_gap1,bmx-trees,6,q12_keyframe,keyframe::bmx-trees:00006,31.670707644131536,0.8998175263404846,0.9889159798622131,0.08888314664363861,719641
uniform_gap1,bmx-trees,7,q12_keyframe,keyframe::bmx-trees:00007,31.578321714625766,0.8978720307350159,0.9891234040260315,0.08796824514865875,719643
uniform_gap1,bmx-trees,8,q12_keyframe,keyframe::bmx-trees:00008,32.03092564945508,0.9018517136573792,0.9899413585662842,0.08703827857971191,719639
uniform_gap1,bmx-trees,9,q12_keyframe,keyframe::bmx-trees:00009,33.50325316669491,0.9116260409355164,0.9917296171188354,0.07847893238067627,719645
uniform_gap1,bmx-trees,10,q12_keyframe,keyframe::bmx-trees:00010,32.31577502619408,0.905744731426239,0.9905105829238892,0.08143997192382812,719648
uniform_gap1,bmx-trees,11,q12_keyframe,keyframe::bmx-trees:00011,33.48995482847557,0.9155349731445312,0.9914182424545288,0.06953277438879013,719644
uniform_gap1,bmx-trees,12,q12_keyframe,keyframe::bmx-trees:00012,33.10763781208017,0.9121106266975403,0.9912182688713074,0.07252251356840134,719645
uniform_gap1,bmx-trees,13,q12_keyframe,keyframe::bmx-trees:00013,32.81123807019099,0.9100514054298401,0.9910626411437988,0.08006976544857025,719648
uniform_gap1,bmx-trees,14,q12_keyframe,keyframe::bmx-trees:00014,33.49711367464751,0.9187024235725403,0.9917287230491638,0.07518310099840164,719640
uniform_gap1,bmx-trees,15,q12_keyframe,keyframe::bmx-trees:00015,34.100224957175115,0.9210113883018494,0.991880476474762,0.07442465424537659,719644
uniform_gap1,bmx-trees,16,q12_keyframe,keyframe::bmx-trees:00016,34.4403745624635,0.9204333424568176,0.9919809699058533,0.07663296908140182,719646
uniform_gap1,bmx-trees,17,q12_keyframe,keyframe::bmx-trees:00017,35.07101313648934,0.9276947975158691,0.9926872253417969,0.07178862392902374,719645
uniform_gap1,bmx-trees,18,q12_keyframe,keyframe::bmx-trees:00018,35.484172737185,0.9320562481880188,0.993218183517456,0.06921182572841644,719648
uniform_gap1,bmx-trees,19,q12_keyframe,keyframe::bmx-trees:00019,35.39334779522423,0.9315471649169922,0.9931078553199768,0.06726127117872238,719652
uniform_gap1,bmx-trees,20,q12_keyframe,keyframe::bmx-trees:00020,35.21952806012798,0.9325019717216492,0.993047297000885,0.07180451601743698,719646
uniform_gap1,bmx-trees,21,q12_keyframe,keyframe::bmx-trees:00021,34.67460539912259,0.9323182106018066,0.9927897453308105,0.07317206263542175,719633
uniform_gap1,bmx-trees,22,q12_keyframe,keyframe::bmx-trees:00022,34.00363403067475,0.9281017184257507,0.9923388957977295,0.08348634839057922,719651
uniform_gap1,bmx-trees,23,q12_keyframe,keyframe::bmx-trees:00023,34.651421944076475,0.9317253232002258,0.9929562211036682,0.09257328510284424,719647
uniform_gap1,bmx-trees,24,q12_keyframe,keyframe::bmx-trees:00024,34.2582590727961,0.9316083788871765,0.9927162528038025,0.09878747910261154,719650
uniform_gap1,bmx-trees,25,q12_keyframe,keyframe::bmx-trees:00025,33.689534098804494,0.9289286136627197,0.9923830032348633,0.10219934582710266,719644
uniform_gap1,bmx-trees,26,q12_keyframe,keyframe::bmx-trees:00026,33.401870156045874,0.9293930530548096,0.9923011660575867,0.09975531697273254,719653
uniform_gap1,bmx-trees,27,q12_keyframe,keyframe::bmx-trees:00027,32.84706561557945,0.9278390407562256,0.9918035268783569,0.09358848631381989,719652
uniform_gap1,bmx-trees,28,q12_keyframe,keyframe::bmx-trees:00028,31.827092128794135,0.9211487770080566,0.9907857179641724,0.09511411935091019,719643
uniform_gap1,bmx-trees,29,q12_keyframe,keyframe::bmx-trees:00029,31.897037208277528,0.9221046566963196,0.9907019138336182,0.09541572630405426,719645
uniform_gap1,bmx-trees,30,q12_keyframe,keyframe::bmx-trees:00030,32.361361198532144,0.9265966415405273,0.9911608099937439,0.08915110677480698,719650
uniform_gap1,bmx-trees,31,q12_keyframe,keyframe::bmx-trees:00031,33.3095672557742,0.932438313961029,0.991727352142334,0.08111889660358429,719646
uniform_gap1,bmx-trees,32,q12_keyframe,keyframe::bmx-trees:00032,33.295775400857124,0.9332464337348938,0.9919301271438599,0.08026503026485443,719642
uniform_gap1,bmx-trees,33,q12_keyframe,keyframe::bmx-trees:00033,32.3215481538766,0.9236277937889099,0.9909616112709045,0.08935077488422394,719649
uniform_gap1,bmx-trees,34,q12_keyframe,keyframe::bmx-trees:00034,28.6732643138187,0.8853490352630615,0.9862299561500549,0.12546244263648987,719649
uniform_gap1,bmx-trees,35,q12_keyframe,keyframe::bmx-trees:00035,29.389658681703075,0.8963688015937805,0.9874764680862427,0.11686243861913681,719648
uniform_gap1,bmx-trees,36,q12_keyframe,keyframe::bmx-trees:00036,30.73477119405311,0.9165112972259521,0.98956698179245,0.10134023427963257,719652
uniform_gap1,bmx-trees,37,q12_keyframe,keyframe::bmx-trees:00037,31.10523289911015,0.9202003479003906,0.9900286793708801,0.09606364369392395,719649
uniform_gap1,bmx-trees,38,q12_keyframe,keyframe::bmx-trees:00038,30.566625763113542,0.9135866165161133,0.9893463253974915,0.10753914713859558,719647
uniform_gap1,bmx-trees,39,q12_keyframe,keyframe::bmx-trees:00039,30.158949314930453,0.9068725109100342,0.9884494543075562,0.11145623028278351,719639
uniform_gap1,bmx-trees,40,q12_keyframe,keyframe::bmx-trees:00040,30.04690557480749,0.9060810208320618,0.9882611036300659,0.11172415316104889,719652
uniform_gap1,bmx-trees,41,q12_keyframe,keyframe::bmx-trees:00041,30.210749970758975,0.9081084132194519,0.9888284206390381,0.10795842111110687,719648
uniform_gap1,bmx-trees,42,q12_keyframe,keyframe::bmx-trees:00042,30.808866832396195,0.910885751247406,0.9898866415023804,0.10599590837955475,719651
uniform_gap1,bmx-trees,43,q12_keyframe,keyframe::bmx-trees:00043,30.70394458424471,0.9081699252128601,0.9896260499954224,0.11081434041261673,719655
uniform_gap1,bmx-trees,44,q12_keyframe,keyframe::bmx-trees:00044,30.561844335622865,0.9098653197288513,0.9898768067359924,0.11348143219947815,719651
uniform_gap1,bmx-trees,45,q12_keyframe,keyframe::bmx-trees:00045,30.435906651705622,0.9071131348609924,0.9894920587539673,0.11530505865812302,719647
uniform_gap1,bmx-trees,46,q12_keyframe,keyframe::bmx-trees:00046,29.977773095864624,0.8994126319885254,0.9890094995498657,0.12631657719612122,719653
uniform_gap1,bmx-trees,47,q12_keyframe,keyframe::bmx-trees:00047,30.22593265465051,0.9088504314422607,0.9894702434539795,0.1114283949136734,719644
uniform_gap1,bmx-trees,48,q12_keyframe,keyframe::bmx-trees:00048,31.05800335565734,0.9134684205055237,0.9900273084640503,0.10548794269561768,719652
uniform_gap1,bmx-trees,49,q12_keyframe,keyframe::bmx-trees:00049,30.654107732935554,0.9050162434577942,0.9894819855690002,0.11665336787700653,719653
uniform_gap1,bmx-trees,50,q12_keyframe,keyframe::bmx-trees:00050,30.33227727276277,0.9038785099983215,0.9893989562988281,0.11542516946792603,719648
uniform_gap1,bmx-trees,51,q12_keyframe,keyframe::bmx-trees:00051,28.521818867866394,0.8704604506492615,0.9869192242622375,0.14311650395393372,719651
uniform_gap1,bmx-trees,52,q12_keyframe,keyframe::bmx-trees:00052,27.7924361506782,0.8471975326538086,0.9857979416847229,0.15540461242198944,719655
uniform_gap1,bmx-trees,53,q12_keyframe,keyframe::bmx-trees:00053,29.763833838549346,0.8958766460418701,0.9893627762794495,0.1279943287372589,719656
uniform_gap1,bmx-trees,54,q12_keyframe,keyframe::bmx-trees:00054,30.84422887916159,0.9095413684844971,0.9900615215301514,0.1066412478685379,719650
uniform_gap1,bmx-trees,55,q12_keyframe,keyframe::bmx-trees:00055,31.170311714596902,0.9073543548583984,0.9901387691497803,0.11978612840175629,719651
uniform_gap1,bmx-trees,56,q12_keyframe,keyframe::bmx-trees:00056,30.651227747924644,0.9061064720153809,0.9897110462188721,0.11187443137168884,719652
uniform_gap1,bmx-trees,57,q12_keyframe,keyframe::bmx-trees:00057,27.751631892991803,0.8348119854927063,0.9846982955932617,0.16663596034049988,719653
uniform_gap1,bmx-trees,58,q12_keyframe,keyframe::bmx-trees:00058,26.59275635617786,0.8106675148010254,0.9825444221496582,0.19404679536819458,719651
uniform_gap1,bmx-trees,59,q12_keyframe,keyframe::bmx-trees:00059,27.74755278931425,0.8409605026245117,0.9851522445678711,0.17119702696800232,719649
uniform_gap1,bmx-trees,60,q12_keyframe,keyframe::bmx-trees:00060,30.863160078403258,0.9016875624656677,0.9902978539466858,0.12683521211147308,719640
uniform_gap1,bmx-trees,61,q12_keyframe,keyframe::bmx-trees:00061,31.18688046272294,0.9023995399475098,0.9901176691055298,0.12994420528411865,719652
uniform_gap1,bmx-trees,62,q12_keyframe,keyframe::bmx-trees:00062,30.797228426267186,0.9010240435600281,0.9897603988647461,0.12379121780395508,719645
uniform_gap1,bmx-trees,63,q12_keyframe,keyframe::bmx-trees:00063,26.750063300766584,0.8168012499809265,0.9821472764015198,0.19049187004566193,719651
