measurement_key,sequence,frame_index,used_by_schedules,schedule_count,bits,compression,payload_encoding,anchor_values,bitstream_bytes,bitstream_mib,status,error
keyframe::camel:00078,camel,78,uniform_gap1,1,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::camel:00080,camel,80,uniform_gap1,1,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::camel:00082,camel,82,uniform_gap1,1,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::camel:00084,camel,84,uniform_gap1,1,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::camel:00086,camel,86,uniform_gap1,1,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::camel:00088,camel,88,uniform_gap1,1,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::camel:00089,camel,89,uniform_gap1,1,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::car-roundabout:00000,car-roundabout,0,uniform_gap1,1,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::car-roundabout:00001,car-roundabout,1,uniform_gap1,1,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::car-roundabout:00002,car-roundabout,2,uniform_gap1,1,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::car-roundabout:00004,car-roundabout,4,uniform_gap1,1,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::car-roundabout:00006,car-roundabout,6,uniform_gap1,1,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::car-roundabout:00008,car-roundabout,8,uniform_gap1,1,12,none,bitpack,479232,719655,0.6863164901733398,ok,
keyframe::car-roundabout:00010,car-roundabout,10,uniform_gap1,1,12,none,bitpack,479232,719646,0.6863079071044922,ok,
keyframe::car-roundabout:00012,car-roundabout,12,uniform_gap1,1,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::car-roundabout:00014,car-roundabout,14,uniform_gap1,1,12,none,bitpack,479232,719653,0.686314582824707,ok,
keyframe::car-roundabout:00015,car-roundabout,15,uniform_gap1,1,12,none,bitpack,479232,719644,0.6863059997558594,ok,
keyframe::car-roundabout:00016,car-roundabout,16,uniform_gap1,1,12,none,bitpack,479232,719656,0.6863174438476562,ok,
keyframe::car-roundabout:00018,car-roundabout,18,uniform_gap1,1,12,none,bitpack,479232,719658,0.6863193511962891,ok,
keyframe::car-roundabout:00020,car-roundabout,20,uniform_gap1,1,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::car-roundabout:00022,car-roundabout,22,uniform_gap1,1,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::car-roundabout:00024,car-roundabout,24,uniform_gap1,1,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::car-roundabout:00026,car-roundabout,26,uniform_gap1,1,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::car-roundabout:00028,car-roundabout,28,uniform_gap1,1,12,none,bitpack,479232,719654,0.6863155364990234,ok,
keyframe::car-roundabout:00029,car-roundabout,29,uniform_gap1,1,12,none,bitpack,479232,719651,0.6863126754760742,ok,
keyframe::car-roundabout:00030,car-roundabout,30,uniform_gap1,1,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::car-roundabout:00032,car-roundabout,32,uniform_gap1,1,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::car-roundabout:00034,car-roundabout,34,uniform_gap1,1,12,none,bitpack,479232,719652,0.6863136291503906,ok,
keyframe::car-roundabout:00036,car-roundabout,36,uniform_gap1,1,12,none,bitpack,479232,719647,0.6863088607788086,ok,
keyframe::car-roundabout:00038,car-roundabout,38,uniform_gap1,1,12,none,bitpack,479232,719643,0.686305046081543,ok,
keyframe::car-roundabout:00040,car-roundabout,40,uniform_gap1,1,12,none,bitpack,479232,719645,0.6863069534301758,ok,
keyframe::car-roundabout:00042,car-roundabout,42,uniform_gap1,1,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::car-roundabout:00044,car-roundabout,44,uniform_gap1,1,12,none,bitpack,479232,719649,0.6863107681274414,ok,
keyframe::car-roundabout:00046,car-roundabout,46,uniform_gap1,1,12,none,bitpack,479232,719655,0.6863164901733398,ok,
keyframe::car-roundabout:00048,car-roundabout,48,uniform_gap1,1,12,none,bitpack,479232,719656,0.6863174438476562,ok,
keyframe::car-roundabout:00050,car-roundabout,50,uniform_gap1,1,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::car-roundabout:00052,car-roundabout,52,uniform_gap1,1,12,none,bitpack,479232,719650,0.6863117218017578,ok,
keyframe::car-roundabout:00054,car-roundabout,54,uniform_gap1,1,12,none,bitpack,479232,719648,0.686309814453125,ok,
keyframe::car-roundabout:00056,car-roundabout,56,uniform_gap1,1,12,none,bitpack,479232,719648,0.686309814453125,ok,
