measurement_key,sequence,target_index,left_index,right_index,segment_length,normalized_time,used_by_schedules,schedule_count,keep_fraction,side_bits,selector_mode,selector_payload_bytes,left_payload_bytes,right_payload_bytes,left_psnr,right_psnr,selected_half,selected_residual_payload_bytes,payload_bytes,payload_mib,status,error
residual::car-roundabout:00070:00068:00072,car-roundabout,70,68,72,4,0.5,uniform_gap4,1,1.0,6,psnr_best_half,1,245448,246184,25.899972000392854,25.887012681802535,left,245448,245449,0.23407840728759766,ok,
residual::car-roundabout:00071:00064:00072,car-roundabout,71,64,72,8,0.875,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,253369,229166,25.244672936191495,26.00725931673956,right,229166,229167,0.2185506820678711,ok,
residual::car-roundabout:00071:00068:00072,car-roundabout,71,68,72,4,0.75,uniform_gap4,1,1.0,6,psnr_best_half,1,246956,233205,25.828096494716128,26.000318462143017,right,233205,233206,0.22240257263183594,ok,
residual::car-roundabout:00073:00072:00074,car-roundabout,73,72,74,2,0.5,stage165_adaptive uniform_gap4 uniform_gap8,3,1.0,6,psnr_best_half,1,238103,241166,26.12677571019973,26.12829379580805,right,241166,241167,0.2299947738647461,ok,
residual::car-shadow:00001:00000:00004,car-shadow,1,0,4,4,0.25,uniform_gap4,1,1.0,6,psnr_best_half,1,207392,224423,29.641639349060384,28.87944593959313,left,207392,207393,0.1977853775024414,ok,
residual::car-shadow:00001:00000:00008,car-shadow,1,0,8,8,0.125,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,208004,230475,29.659588096480473,27.784092560082104,left,208004,208005,0.19836902618408203,ok,
residual::car-shadow:00002:00000:00004,car-shadow,2,0,4,4,0.5,uniform_gap4,1,1.0,6,psnr_best_half,1,220699,218579,29.52991205038156,29.321524708328916,left,220699,220700,0.21047592163085938,ok,
residual::car-shadow:00002:00000:00008,car-shadow,2,0,8,8,0.25,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,217416,230212,29.562608115467775,28.327849929935688,left,217416,217417,0.20734500885009766,ok,
residual::car-shadow:00003:00000:00004,car-shadow,3,0,4,4,0.75,uniform_gap4,1,1.0,6,psnr_best_half,1,223694,211465,29.262128140799067,29.70259435760795,right,211465,211466,0.20166969299316406,ok,
residual::car-shadow:00003:00000:00008,car-shadow,3,0,8,8,0.375,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,221488,229293,29.337436383193772,28.7238057757073,left,221488,221489,0.2112283706665039,ok,
residual::car-shadow:00004:00000:00008,car-shadow,4,0,8,8,0.5,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,226326,226998,29.202917698265388,29.18148578343959,left,226326,226327,0.21584224700927734,ok,
residual::car-shadow:00005:00000:00008,car-shadow,5,0,8,8,0.625,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,229467,226211,28.71636360394891,29.326925177684437,right,226211,226212,0.21573257446289062,ok,
residual::car-shadow:00005:00004:00008,car-shadow,5,4,8,4,0.25,uniform_gap4,1,1.0,6,psnr_best_half,1,210808,228089,29.678571388108264,29.309096713139823,left,210808,210809,0.20104312896728516,ok,
residual::car-shadow:00006:00000:00008,car-shadow,6,0,8,8,0.75,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,231472,220055,28.25804837934748,29.413806310203935,right,220055,220056,0.20986175537109375,ok,
residual::car-shadow:00006:00004:00008,car-shadow,6,4,8,4,0.5,uniform_gap4,1,1.0,6,psnr_best_half,1,221354,222109,29.176102885697475,29.405183992850375,right,222109,222110,0.2118206024169922,ok,
residual::car-shadow:00007:00000:00008,car-shadow,7,0,8,8,0.875,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,230001,207901,27.811390068533157,29.612606745286044,right,207901,207902,0.1982707977294922,ok,
residual::car-shadow:00007:00004:00008,car-shadow,7,4,8,4,0.75,uniform_gap4,1,1.0,6,psnr_best_half,1,228305,208212,28.722034538533894,29.595188322528166,right,208212,208213,0.19856739044189453,ok,
residual::car-shadow:00009:00008:00010,car-shadow,9,8,10,2,0.5,stage165_adaptive,1,1.0,6,psnr_best_half,1,215847,213301,29.474673090162774,29.448750112191128,left,215847,215848,0.20584869384765625,ok,
residual::car-shadow:00009:00008:00012,car-shadow,9,8,12,4,0.25,uniform_gap4,1,1.0,6,psnr_best_half,1,212239,226894,29.51806984643725,29.119366339784047,left,212239,212240,0.2024078369140625,ok,
residual::car-shadow:00009:00008:00016,car-shadow,9,8,16,8,0.125,uniform_gap8,1,1.0,6,psnr_best_half,1,212354,233870,29.551094160587876,28.0651982142449,left,212354,212355,0.20251750946044922,ok,
residual::car-shadow:00010:00008:00012,car-shadow,10,8,12,4,0.5,uniform_gap4,1,1.0,6,psnr_best_half,1,219470,220613,29.266340593395878,29.405340064463527,right,220613,220614,0.21039390563964844,ok,
residual::car-shadow:00010:00008:00016,car-shadow,10,8,16,8,0.25,uniform_gap8,1,1.0,6,psnr_best_half,1,221193,234646,29.457036012850565,28.466250861458104,left,221193,221194,0.21094703674316406,ok,
residual::car-shadow:00011:00008:00012,car-shadow,11,8,12,4,0.75,uniform_gap4,1,1.0,6,psnr_best_half,1,225775,212637,28.941243854185945,29.7349258489211,right,212637,212638,0.2027873992919922,ok,
residual::car-shadow:00011:00008:00016,car-shadow,11,8,16,8,0.375,uniform_gap8,1,1.0,6,psnr_best_half,1,228149,234690,29.323781876167104,28.88389370467467,left,228149,228150,0.21758079528808594,ok,
residual::car-shadow:00011:00010:00016,car-shadow,11,10,16,6,0.16666666666666666,stage165_adaptive,1,1.0,6,psnr_best_half,1,211723,233933,29.72091775587984,28.808792460811027,left,211723,211724,0.20191574096679688,ok,
residual::car-shadow:00012:00008:00016,car-shadow,12,8,16,8,0.5,uniform_gap8,1,1.0,6,psnr_best_half,1,230729,231801,28.95190252790357,29.099821760833088,right,231801,231802,0.22106361389160156,ok,
residual::car-shadow:00012:00010:00016,car-shadow,12,10,16,6,0.3333333333333333,stage165_adaptive,1,1.0,6,psnr_best_half,1,223042,233678,29.422063366151477,29.03657958236609,left,223042,223043,0.21271038055419922,ok,
residual::car-shadow:00013:00008:00016,car-shadow,13,8,16,8,0.625,uniform_gap8,1,1.0,6,psnr_best_half,1,233196,227136,28.61361357803436,29.36136703950752,right,227136,227137,0.2166147232055664,ok,
residual::car-shadow:00013:00010:00016,car-shadow,13,10,16,6,0.5,stage165_adaptive,1,1.0,6,psnr_best_half,1,227254,229315,29.148970480926224,29.333153570500393,right,229315,229316,0.21869277954101562,ok,
residual::car-shadow:00013:00012:00016,car-shadow,13,12,16,4,0.25,uniform_gap4,1,1.0,6,psnr_best_half,1,213666,228344,29.66731569340183,29.11038214344159,left,213666,213667,0.20376873016357422,ok,
residual::car-shadow:00014:00008:00016,car-shadow,14,8,16,8,0.75,uniform_gap8,1,1.0,6,psnr_best_half,1,233532,223709,28.356544684882174,29.640953195115326,right,223709,223710,0.2133464813232422,ok,
residual::car-shadow:00014:00010:00016,car-shadow,14,10,16,6,0.6666666666666666,stage165_adaptive,1,1.0,6,psnr_best_half,1,231617,225681,28.83171541641449,29.608430148935987,right,225681,225682,0.2152271270751953,ok,
residual::car-shadow:00014:00012:00016,car-shadow,14,12,16,4,0.5,uniform_gap4,1,1.0,6,psnr_best_half,1,225738,226381,29.537951650478913,29.4769342020869,left,225738,225739,0.21528148651123047,ok,
residual::car-shadow:00015:00008:00016,car-shadow,15,8,16,8,0.875,uniform_gap8,1,1.0,6,psnr_best_half,1,235442,212594,27.80903267066555,29.563498270649866,right,212594,212595,0.20274639129638672,ok,
residual::car-shadow:00015:00010:00016,car-shadow,15,10,16,6,0.8333333333333334,stage165_adaptive,1,1.0,6,psnr_best_half,1,234017,213471,28.28458622142549,29.553686018043244,right,213471,213472,0.203582763671875,ok,
residual::car-shadow:00015:00012:00016,car-shadow,15,12,16,4,0.75,uniform_gap4,1,1.0,6,psnr_best_half,1,233467,213821,29.030919381511886,29.547748879190006,right,213821,213822,0.2039165496826172,ok,
residual::car-shadow:00017:00016:00019,car-shadow,17,16,19,3,0.3333333333333333,stage165_adaptive,1,1.0,6,psnr_best_half,1,215184,225259,29.86372897492798,29.53602611376774,left,215184,215185,0.2052164077758789,ok,
residual::car-shadow:00017:00016:00020,car-shadow,17,16,20,4,0.25,uniform_gap4,1,1.0,6,psnr_best_half,1,214493,227634,29.888963943378872,29.19046443989421,left,214493,214494,0.2045574188232422,ok,
residual::car-shadow:00017:00016:00024,car-shadow,17,16,24,8,0.125,uniform_gap8,1,1.0,6,psnr_best_half,1,214319,241931,29.89506345784045,28.55746359556855,left,214319,214320,0.2043914794921875,ok,
residual::car-shadow:00018:00016:00019,car-shadow,18,16,19,3,0.6666666666666666,stage165_adaptive,1,1.0,6,psnr_best_half,1,226409,216120,29.457352357219314,29.673836071605347,right,216120,216121,0.20610904693603516,ok,
residual::car-shadow:00018:00016:00020,car-shadow,18,16,20,4,0.5,uniform_gap4,1,1.0,6,psnr_best_half,1,226833,221767,29.55929095719344,29.418913273913944,left,226833,226834,0.2163257598876953,ok,
residual::car-shadow:00018:00016:00024,car-shadow,18,16,24,8,0.25,uniform_gap8,1,1.0,6,psnr_best_half,1,224620,240980,29.60633319702818,28.70461315758499,left,224620,224621,0.21421527862548828,ok,
residual::car-shadow:00019:00016:00020,car-shadow,19,16,20,4,0.75,uniform_gap4,1,1.0,6,psnr_best_half,1,231470,213540,29.45046358541729,29.82121987250421,right,213540,213541,0.20364856719970703,ok,
residual::car-shadow:00019:00016:00024,car-shadow,19,16,24,8,0.375,uniform_gap8,1,1.0,6,psnr_best_half,1,228568,240889,29.512929977180747,29.10375087508362,left,228568,228569,0.21798038482666016,ok,
residual::car-shadow:00020:00016:00024,car-shadow,20,16,24,8,0.5,uniform_gap8,1,1.0,6,psnr_best_half,1,232608,237481,29.223725610910943,29.32839675784317,right,237481,237482,0.22648048400878906,ok,
residual::car-shadow:00020:00019:00024,car-shadow,20,19,24,5,0.2,stage165_adaptive,1,1.0,6,psnr_best_half,1,217905,237541,29.829699652816615,29.26254962886968,left,217905,217906,0.2078113555908203,ok,
residual::car-shadow:00021:00016:00024,car-shadow,21,16,24,8,0.625,uniform_gap8,1,1.0,6,psnr_best_half,1,236769,235156,28.78800614776704,29.436981642693134,right,235156,235157,0.22426319122314453,ok,
residual::car-shadow:00021:00019:00024,car-shadow,21,19,24,5,0.4,stage165_adaptive,1,1.0,6,psnr_best_half,1,228658,236568,29.52534868814618,29.411580468244768,left,228658,228659,0.21806621551513672,ok,
residual::car-shadow:00021:00020:00024,car-shadow,21,20,24,4,0.25,uniform_gap4,1,1.0,6,psnr_best_half,1,220832,236756,29.70319446564858,29.33358547799989,left,220832,220833,0.2106027603149414,ok,
residual::car-shadow:00022:00016:00024,car-shadow,22,16,24,8,0.75,uniform_gap8,1,1.0,6,psnr_best_half,1,235731,226526,28.506207709116275,29.6240315346517,right,226526,226527,0.2160329818725586,ok,
residual::car-shadow:00022:00019:00024,car-shadow,22,19,24,5,0.6,stage165_adaptive,1,1.0,6,psnr_best_half,1,233727,228622,29.281325100288548,29.598015875695953,right,228622,228623,0.2180318832397461,ok,
residual::car-shadow:00022:00020:00024,car-shadow,22,20,24,4,0.5,uniform_gap4,1,1.0,6,psnr_best_half,1,230401,229073,29.597058715390542,29.55809111638336,left,230401,230402,0.2197284698486328,ok,
residual::car-shadow:00023:00016:00024,car-shadow,23,16,24,8,0.875,uniform_gap8,1,1.0,6,psnr_best_half,1,236729,215762,28.053838951179394,29.570069206490764,right,215762,215763,0.20576763153076172,ok,
residual::car-shadow:00023:00019:00024,car-shadow,23,19,24,5,0.8,stage165_adaptive,1,1.0,6,psnr_best_half,1,234867,215773,28.8416773217968,29.563373445904947,right,215773,215774,0.2057781219482422,ok,
residual::car-shadow:00023:00020:00024,car-shadow,23,20,24,4,0.75,uniform_gap4,1,1.0,6,psnr_best_half,1,235954,215932,29.248217270104398,29.56865396805042,right,215932,215933,0.20592975616455078,ok,
residual::car-shadow:00025:00024:00028,car-shadow,25,24,28,4,0.25,uniform_gap4,1,1.0,6,psnr_best_half,1,221460,234172,29.66682587712007,29.250254563397657,left,221460,221461,0.21120166778564453,ok,
residual::car-shadow:00025:00024:00032,car-shadow,25,24,32,8,0.125,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,217692,240771,29.67394816539892,28.25614827832303,left,217692,217693,0.20760822296142578,ok,
residual::car-shadow:00026:00024:00028,car-shadow,26,24,28,4,0.5,uniform_gap4,1,1.0,6,psnr_best_half,1,231338,225713,29.578277153450934,29.53691856228202,left,231338,231339,0.22062206268310547,ok,
residual::car-shadow:00026:00024:00032,car-shadow,26,24,32,8,0.25,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,226639,240066,29.645313093700953,28.643376301647674,left,226639,226640,0.2161407470703125,ok,
residual::car-shadow:00027:00024:00028,car-shadow,27,24,28,4,0.75,uniform_gap4,1,1.0,6,psnr_best_half,1,240185,216976,29.266686050643152,29.625658351010244,right,216976,216977,0.2069253921508789,ok,
residual::car-shadow:00027:00024:00032,car-shadow,27,24,32,8,0.375,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,234503,240913,29.385013382366182,28.8060010129907,left,234503,234504,0.22364044189453125,ok,
residual::car-shadow:00028:00024:00032,car-shadow,28,24,32,8,0.5,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,237007,236484,29.449951744207425,29.34258507694375,left,237007,237008,0.2260284423828125,ok,
residual::car-shadow:00029:00024:00032,car-shadow,29,24,32,8,0.625,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,240361,233988,29.127799190036203,29.5248823280537,right,233988,233989,0.22314929962158203,ok,
residual::car-shadow:00029:00028:00032,car-shadow,29,28,32,4,0.25,uniform_gap4,1,1.0,6,psnr_best_half,1,219230,237819,29.85436012813171,29.319686273427997,left,219230,219231,0.2090749740600586,ok,
residual::car-shadow:00030:00024:00032,car-shadow,30,24,32,8,0.75,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,242245,227852,28.74976072633249,29.634380643562146,right,227852,227853,0.21729755401611328,ok,
residual::car-shadow:00030:00028:00032,car-shadow,30,28,32,4,0.5,uniform_gap4,1,1.0,6,psnr_best_half,1,233009,232777,29.626675188805237,29.52685098909027,left,233009,233010,0.2222156524658203,ok,
residual::car-shadow:00031:00024:00032,car-shadow,31,24,32,8,0.875,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,243015,216627,28.712134425272392,29.991201416229973,right,216627,216628,0.20659255981445312,ok,
residual::car-shadow:00031:00028:00032,car-shadow,31,28,32,4,0.75,uniform_gap4,1,1.0,6,psnr_best_half,1,237816,220277,29.62041326556937,29.960691505523762,right,220277,220278,0.21007347106933594,ok,
residual::car-shadow:00033:00032:00035,car-shadow,33,32,35,3,0.3333333333333333,stage165_adaptive,1,1.0,6,psnr_best_half,1,223229,234103,29.807965664492944,29.654656289943464,left,223229,223230,0.2128887176513672,ok,
residual::car-shadow:00033:00032:00036,car-shadow,33,32,36,4,0.25,uniform_gap4,1,1.0,6,psnr_best_half,1,220921,237289,29.805613987332844,29.447898303936213,left,220921,220922,0.21068763732910156,ok,
residual::car-shadow:00033:00032:00039,car-shadow,33,32,39,7,0.14285714285714285,uniform_gap8,1,1.0,6,psnr_best_half,1,218063,240042,29.818742202626947,28.9651610711427,left,218063,218064,0.2079620361328125,ok,
residual::car-shadow:00034:00032:00035,car-shadow,34,32,35,3,0.6666666666666666,stage165_adaptive,1,1.0,6,psnr_best_half,1,232531,223733,29.91994559925753,30.03364299550791,right,223733,223734,0.21336936950683594,ok,
residual::car-shadow:00034:00032:00036,car-shadow,34,32,36,4,0.5,uniform_gap4,1,1.0,6,psnr_best_half,1,232185,232924,29.924167131299733,29.90649152014111,left,232185,232186,0.22142982482910156,ok,
residual::car-shadow:00034:00032:00039,car-shadow,34,32,39,7,0.2857142857142857,uniform_gap8,1,1.0,6,psnr_best_half,1,229062,241468,30.008555640934667,29.44422537546664,left,229062,229063,0.21845149993896484,ok,
residual::car-shadow:00035:00032:00036,car-shadow,35,32,36,4,0.75,uniform_gap4,1,1.0,6,psnr_best_half,1,239119,219730,29.658887883646912,29.955125125384285,right,219730,219731,0.20955181121826172,ok,
residual::car-shadow:00035:00032:00039,car-shadow,35,32,39,7,0.42857142857142855,uniform_gap8,1,1.0,6,psnr_best_half,1,235623,239146,29.84856892019208,29.552945199167198,left,235623,235624,0.22470855712890625,ok,
residual::car-shadow:00036:00032:00039,car-shadow,36,32,39,7,0.5714285714285714,uniform_gap8,1,1.0,6,psnr_best_half,1,240697,235904,29.53564901396692,29.50137416725726,left,240697,240698,0.22954750061035156,ok,
residual::car-shadow:00036:00035:00039,car-shadow,36,35,39,4,0.25,stage165_adaptive,1,1.0,6,psnr_best_half,1,223035,238755,29.753320061611205,29.51122692312039,left,223035,223036,0.21270370483398438,ok,
residual::car-shadow:00037:00032:00039,car-shadow,37,32,39,7,0.7142857142857143,uniform_gap8,1,1.0,6,psnr_best_half,1,244404,230167,29.26816426891975,29.57354767989345,right,230167,230168,0.21950531005859375,ok,
residual::car-shadow:00037:00035:00039,car-shadow,37,35,39,4,0.5,stage165_adaptive,1,1.0,6,psnr_best_half,1,235232,234502,29.564500656551125,29.60460328121524,right,234502,234503,0.22363948822021484,ok,
residual::car-shadow:00037:00036:00039,car-shadow,37,36,39,3,0.3333333333333333,uniform_gap4,1,1.0,6,psnr_best_half,1,223596,236717,29.67372538768572,29.61800260548887,left,223596,223597,0.21323871612548828,ok,
residual::car-shadow:00038:00032:00039,car-shadow,38,32,39,7,0.8571428571428571,uniform_gap8,1,1.0,6,psnr_best_half,1,245031,221088,29.010150239058262,29.596651398682656,right,221088,221089,0.2108469009399414,ok,
residual::car-shadow:00038:00035:00039,car-shadow,38,35,39,4,0.75,stage165_adaptive,1,1.0,6,psnr_best_half,1,241617,222905,29.35506278114357,29.58224849493554,right,222905,222906,0.21257972717285156,ok,
residual::car-shadow:00038:00036:00039,car-shadow,38,36,39,3,0.6666666666666666,uniform_gap4,1,1.0,6,psnr_best_half,1,234310,225067,29.44485711335271,29.58579005339891,right,225067,225068,0.21464157104492188,ok,
residual::cows:00001:00000:00004,cows,1,0,4,4,0.25,uniform_gap4,1,1.0,6,psnr_best_half,1,224886,229079,24.75789211208943,24.627262585267502,left,224886,224887,0.21446895599365234,ok,
residual::cows:00001:00000:00008,cows,1,0,8,8,0.125,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,225956,236849,24.76198672128527,24.594629939168566,left,225956,225957,0.21548938751220703,ok,
residual::cows:00002:00000:00004,cows,2,0,4,4,0.5,uniform_gap4,1,1.0,6,psnr_best_half,1,227594,223953,24.558911217610554,24.546616048879763,left,227594,227595,0.21705150604248047,ok,
residual::cows:00002:00000:00008,cows,2,0,8,8,0.25,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,232540,237725,24.587782761568853,24.491618949758784,left,232540,232541,0.22176837921142578,ok,
residual::cows:00003:00000:00004,cows,3,0,4,4,0.75,uniform_gap4,1,1.0,6,psnr_best_half,1,230987,220238,24.544354774421727,24.620436176044528,right,220238,220239,0.2100362777709961,ok,
residual::cows:00003:00000:00008,cows,3,0,8,8,0.375,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,234306,238449,24.605850237144907,24.5508889582233,left,234306,234307,0.22345256805419922,ok,
residual::cows:00004:00000:00008,cows,4,0,8,8,0.5,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,233711,235098,24.564839587125135,24.559346579683247,left,233711,233712,0.2228851318359375,ok,
residual::cows:00005:00000:00008,cows,5,0,8,8,0.625,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,237287,231493,24.494362928475137,24.540970822572486,right,231493,231494,0.22076988220214844,ok,
residual::cows:00005:00004:00008,cows,5,4,8,4,0.25,uniform_gap4,1,1.0,6,psnr_best_half,1,222660,239971,24.568725398128702,24.548464072034587,left,222660,222661,0.21234607696533203,ok,
residual::cows:00006:00000:00008,cows,6,0,8,8,0.75,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,237035,228226,24.58281980241647,24.668394887791184,right,228226,228227,0.21765422821044922,ok,
residual::cows:00006:00004:00008,cows,6,4,8,4,0.5,uniform_gap4,1,1.0,6,psnr_best_half,1,226505,234536,24.643339940325166,24.675714077070417,right,234536,234537,0.22367191314697266,ok,
residual::cows:00007:00000:00008,cows,7,0,8,8,0.875,stage165_adaptive uniform_gap8,2,1.0,6,psnr_best_half,1,236879,222121,24.54326804219603,24.680263613179193,right,222121,222122,0.21183204650878906,ok,
residual::cows:00007:00004:00008,cows,7,4,8,4,0.75,uniform_gap4,1,1.0,6,psnr_best_half,1,229510,225375,24.573881553250704,24.684310328691485,right,225375,225376,0.214935302734375,ok,
residual::cows:00009:00008:00012,cows,9,8,12,4,0.25,uniform_gap4,1,1.0,6,psnr_best_half,1,210923,215616,24.762483189893743,24.616959654309394,left,210923,210924,0.20115280151367188,ok,
residual::cows:00009:00008:00015,cows,9,8,15,7,0.14285714285714285,stage165_adaptive,1,1.0,6,psnr_best_half,1,207244,207349,24.76536806875986,24.20997082404506,left,207244,207245,0.19764423370361328,ok,
residual::cows:00009:00008:00016,cows,9,8,16,8,0.125,uniform_gap8,1,1.0,6,psnr_best_half,1,212255,215395,24.769645006006353,24.12774261176065,left,212255,212256,0.202423095703125,ok,
residual::cows:00010:00008:00012,cows,10,8,12,4,0.5,uniform_gap4,1,1.0,6,psnr_best_half,1,216989,207168,24.664588805899093,24.629709273546204,left,216989,216990,0.2069377899169922,ok,
residual::cows:00010:00008:00015,cows,10,8,15,7,0.2857142857142857,stage165_adaptive,1,1.0,6,psnr_best_half,1,211467,208766,24.678940986211582,24.3237814551238,left,211467,211468,0.20167160034179688,ok,
residual::cows:00010:00008:00016,cows,10,8,16,8,0.25,uniform_gap8,1,1.0,6,psnr_best_half,1,217811,216609,24.697870921552823,24.203182435268896,left,217811,217812,0.20772171020507812,ok,
residual::cows:00011:00008:00012,cows,11,8,12,4,0.75,uniform_gap4,1,1.0,6,psnr_best_half,1,223770,185244,24.529252434080995,24.644964685274424,right,185244,185245,0.17666339874267578,ok,
residual::cows:00011:00008:00015,cows,11,8,15,7,0.42857142857142855,stage165_adaptive,1,1.0,6,psnr_best_half,1,216922,213584,24.581635703631534,24.39534312029224,left,216922,216923,0.20687389373779297,ok,
residual::cows:00011:00008:00016,cows,11,8,16,8,0.375,uniform_gap8,1,1.0,6,psnr_best_half,1,224000,215875,24.61862639731528,24.2663587174224,left,224000,224001,0.2136240005493164,ok,
residual::cows:00012:00008:00015,cows,12,8,15,7,0.5714285714285714,stage165_adaptive,1,1.0,6,psnr_best_half,1,217404,215989,24.639814729020895,24.601803003355624,left,217404,217405,0.20733356475830078,ok,
residual::cows:00012:00008:00016,cows,12,8,16,8,0.5,uniform_gap8,1,1.0,6,psnr_best_half,1,223171,215996,24.696724517798216,24.512186302870163,left,223171,223172,0.21283340454101562,ok,
residual::cows:00013:00008:00015,cows,13,8,15,7,0.7142857142857143,stage165_adaptive,1,1.0,6,psnr_best_half,1,216945,216457,24.54341167676703,24.68667929948377,right,216457,216458,0.20643043518066406,ok,
residual::cows:00013:00008:00016,cows,13,8,16,8,0.625,uniform_gap8,1,1.0,6,psnr_best_half,1,224134,214358,24.648115741605523,24.618191494921465,left,224134,224135,0.21375179290771484,ok,
residual::cows:00013:00012:00016,cows,13,12,16,4,0.25,uniform_gap4,1,1.0,6,psnr_best_half,1,180549,217778,24.764157373424837,24.42256678001612,left,180549,180550,0.17218589782714844,ok,
residual::cows:00014:00008:00015,cows,14,8,15,7,0.8571428571428571,stage165_adaptive,1,1.0,6,psnr_best_half,1,213198,206267,24.357358891748213,24.624445391167903,right,206267,206268,0.19671249389648438,ok,
residual::cows:00014:00008:00016,cows,14,8,16,8,0.75,uniform_gap8,1,1.0,6,psnr_best_half,1,220680,216302,24.471614830880245,24.576934733055683,right,216302,216303,0.2062826156616211,ok,
residual::cows:00014:00012:00016,cows,14,12,16,4,0.5,uniform_gap4,1,1.0,6,psnr_best_half,1,224584,217323,24.60956191019524,24.48075254932136,left,224584,224585,0.21418094635009766,ok,
residual::cows:00015:00008:00016,cows,15,8,16,8,0.875,uniform_gap8,1,1.0,6,psnr_best_half,1,223089,207962,24.51145989204838,24.730369268677105,right,207962,207963,0.19832897186279297,ok,
residual::cows:00015:00012:00016,cows,15,12,16,4,0.75,uniform_gap4,1,1.0,6,psnr_best_half,1,234063,208888,24.671142029247758,24.709270289960088,right,208888,208889,0.19921207427978516,ok,
residual::cows:00017:00016:00019,cows,17,16,19,3,0.3333333333333333,stage165_adaptive,1,1.0,6,psnr_best_half,1,213333,231712,24.62864764957328,24.586178974188368,left,213333,213334,0.20345115661621094,ok,
residual::cows:00017:00016:00020,cows,17,16,20,4,0.25,uniform_gap4,1,1.0,6,psnr_best_half,1,212012,233090,24.632519308004536,24.555332618256077,left,212012,212013,0.20219135284423828,ok,
residual::cows:00017:00016:00024,cows,17,16,24,8,0.125,uniform_gap8,1,1.0,6,psnr_best_half,1,216000,229815,24.640646530464736,23.974845429144032,left,216000,216001,0.2059946060180664,ok,
residual::cows:00018:00016:00019,cows,18,16,19,3,0.6666666666666666,stage165_adaptive,1,1.0,6,psnr_best_half,1,225557,226696,24.67170293233435,24.72825628403327,right,226696,226697,0.21619510650634766,ok,
residual::cows:00018:00016:00020,cows,18,16,20,4,0.5,uniform_gap4,1,1.0,6,psnr_best_half,1,223370,229132,24.693857745683623,24.701002706584543,right,229132,229133,0.21851825714111328,ok,
residual::cows:00018:00016:00024,cows,18,16,24,8,0.25,uniform_gap8,1,1.0,6,psnr_best_half,1,231370,229755,24.726227788745806,24.241059598074976,left,231370,231371,0.22065258026123047,ok,
residual::cows:00019:00016:00020,cows,19,16,20,4,0.75,uniform_gap4,1,1.0,6,psnr_best_half,1,230429,225030,24.61329284662179,24.703044535791964,right,225030,225031,0.21460628509521484,ok,
residual::cows:00019:00016:00024,cows,19,16,24,8,0.375,uniform_gap8,1,1.0,6,psnr_best_half,1,238626,227431,24.684692726655463,24.361499748307395,left,238626,238627,0.22757244110107422,ok,
residual::cows:00020:00016:00024,cows,20,16,24,8,0.5,uniform_gap8,1,1.0,6,psnr_best_half,1,238094,225254,24.549304499811132,24.397661710234914,left,238094,238095,0.2270650863647461,ok,
residual::cows:00020:00019:00024,cows,20,19,24,5,0.2,stage165_adaptive,1,1.0,6,psnr_best_half,1,229947,232350,24.60900780621655,24.453029230326106,left,229947,229948,0.21929550170898438,ok,
residual::cows:00021:00016:00024,cows,21,16,24,8,0.625,uniform_gap8,1,1.0,6,psnr_best_half,1,243429,224369,24.621140019800897,24.56519772228515,left,243429,243430,0.23215293884277344,ok,
residual::cows:00021:00019:00024,cows,21,19,24,5,0.4,stage165_adaptive,1,1.0,6,psnr_best_half,1,236061,232588,24.68284824948284,24.60401003824094,left,236061,236062,0.2251262664794922,ok,
residual::cows:00021:00020:00024,cows,21,20,24,4,0.25,uniform_gap4,1,1.0,6,psnr_best_half,1,229037,229094,24.70565621576908,24.517098907881675,left,229037,229038,0.2184276580810547,ok,
residual::cows:00022:00016:00024,cows,22,16,24,8,0.75,uniform_gap8,1,1.0,6,psnr_best_half,1,242311,222558,24.58454904456337,24.6365808710671,right,222558,222559,0.2122488021850586,ok,
residual::cows:00022:00019:00024,cows,22,19,24,5,0.6,stage165_adaptive,1,1.0,6,psnr_best_half,1,240417,228737,24.63566898892976,24.656779214646093,right,228737,228738,0.2181415557861328,ok,
