variant,loss,hidden_dim,lr,parameter_count,best_step,initial_margin_over_linear_psnr,final_margin_over_linear_psnr,best_margin_over_linear_psnr,initial_teacher_mse,final_teacher_mse,best_teacher_mse,linear_teacher_mse,best_checkpoint,final_checkpoint
rgb_h256,rgb,256,8e-06,402445,4000,0.0,0.21907000507035335,0.2734731971829376,0.008337386469065677,0.037839895812794566,0.031187284272164106,0.008337386469065677,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage65_rgb_h256_medium_training/rgb_h256/best_adapter.safetensors,/data/hctang/tmp/opencode/mono_dfcgs_runs/stage65_rgb_h256_medium_training/rgb_h256/final_adapter.safetensors
