frame_gap,point_count,mean_original_all_psnr,mean_float_adapter_all_psnr,mean_q8_adapter_all_psnr,mean_stage70_adapter_uniform_all_psnr,mean_float_adapter_gap_to_original_all,mean_q8_adapter_gap_to_original_all,mean_q8_loss_adapter_all,mean_float_given_gap_to_original_given,mean_q8_given_gap_to_original_given
4,4,23.244598036349643,21.347280410784887,20.608531857721726,20.608531857721726,1.8973176255647592,2.63606617862792,0.7387485530631608,0.020452617603702095,2.762040748859361
8,4,20.682715912446714,18.93647863322668,18.54248864942665,18.54248864942665,1.7462372792200318,2.140227263020061,0.39398998380002936,0.011830362977251596,2.74592976460412
16,4,18.353465837484507,17.244538002072254,17.01303254555753,17.01303254555753,1.1089278354122554,1.3404332919269804,0.23150545651472498,-0.026037018245909316,2.745552680459971
