task_id,sequence,codec,reference_gap,target_index,predictor_name,base_method,full_predictor_method,setting_label,setting_role,keep_fraction,side_bits,adapter_delta_scale,keep_gaussians,residual_value_source,transmitted_residual_payload_bytes,transmitted_selected_index_bytes,q12_main_anchor_mib_per_frame,direct_total_mib_per_frame,amortized_total_mib_per_frame,base_psnr,full_predictor_psnr,selected_predicted_psnr,delta_psnr_vs_base,delta_psnr_vs_full_predictor
stage79_00026699,horsejump-high,q12,8,39,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top20,primary,0.2,4,1.25,7373,feed_forward_stage65_adapter_delta_scaled,0,0,0.09762538675351436,0.09762538675351436,0.09762538675351436,19.303614300597623,20.580935132048698,19.607407134851048,0.30379283425342507,-0.9735279971976496
stage79_00026699,horsejump-high,q12,8,39,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top10,low_rate,0.1,4,0.0,3686,feed_forward_stage65_adapter_delta_scaled,0,0,0.09762538675351436,0.09762538675351436,0.09762538675351436,19.303614300597623,20.580935132048698,19.303614300597623,0.0,-1.2773208314510747
stage79_00026699,horsejump-high,q12,8,39,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top10,low_rate,0.1,4,0.25,3686,feed_forward_stage65_adapter_delta_scaled,0,0,0.09762538675351436,0.09762538675351436,0.09762538675351436,19.303614300597623,20.580935132048698,19.415988477492565,0.11237417689494222,-1.1649466545561324
stage79_00026699,horsejump-high,q12,8,39,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top10,low_rate,0.1,4,0.5,3686,feed_forward_stage65_adapter_delta_scaled,0,0,0.09762538675351436,0.09762538675351436,0.09762538675351436,19.303614300597623,20.580935132048698,19.506883612821,0.20326931222337663,-1.074051519227698
stage79_00026699,horsejump-high,q12,8,39,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top10,low_rate,0.1,4,0.75,3686,feed_forward_stage65_adapter_delta_scaled,0,0,0.09762538675351436,0.09762538675351436,0.09762538675351436,19.303614300597623,20.580935132048698,19.558364488331087,0.2547501877334639,-1.0225706437176107
stage79_00026699,horsejump-high,q12,8,39,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top10,low_rate,0.1,4,1.0,3686,feed_forward_stage65_adapter_delta_scaled,0,0,0.09762538675351436,0.09762538675351436,0.09762538675351436,19.303614300597623,20.580935132048698,19.56099807018077,0.25738376958314646,-1.0199370618679282
stage79_00026699,horsejump-high,q12,8,39,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top10,low_rate,0.1,4,1.25,3686,feed_forward_stage65_adapter_delta_scaled,0,0,0.09762538675351436,0.09762538675351436,0.09762538675351436,19.303614300597623,20.580935132048698,19.48443144365408,0.18081714305645846,-1.0965036883946162
stage79_00024697,dog,q12,4,23,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top20,primary,0.2,4,0.0,7373,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,20.24060665929353,20.70005707111893,20.24060665929353,0.0,-0.4594504118254008
stage79_00024697,dog,q12,4,23,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top20,primary,0.2,4,0.25,7373,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,20.24060665929353,20.70005707111893,20.254104401785476,0.01349774249194624,-0.44595266933345457
stage79_00024697,dog,q12,4,23,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top20,primary,0.2,4,0.5,7373,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,20.24060665929353,20.70005707111893,20.273783340602538,0.033176681309008416,-0.4262737305163924
stage79_00024697,dog,q12,4,23,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top20,primary,0.2,4,0.75,7373,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,20.24060665929353,20.70005707111893,20.29652848184206,0.05592182254853029,-0.4035285892768705
stage79_00024697,dog,q12,4,23,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top20,primary,0.2,4,1.0,7373,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,20.24060665929353,20.70005707111893,20.30670579542339,0.06609913612986063,-0.3933512756955402
stage79_00024697,dog,q12,4,23,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top20,primary,0.2,4,1.25,7373,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,20.24060665929353,20.70005707111893,20.216350977100728,-0.02425568219280194,-0.48370609401820275
stage79_00024697,dog,q12,4,23,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top10,low_rate,0.1,4,0.0,3686,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,20.24060665929353,20.70005707111893,20.24060665929353,0.0,-0.4594504118254008
stage79_00024697,dog,q12,4,23,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top10,low_rate,0.1,4,0.25,3686,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,20.24060665929353,20.70005707111893,20.250729887815773,0.01012322852224301,-0.4493271833031578
