sample,frame_gap,frame_index,is_keyframe,psnr,ssim
DAVIS/val/car-shadow,4,3,False,22.04905127386344,0.7100667357444763
DAVIS/val/car-shadow,4,4,True,30.037041275135685,0.9315052628517151
DAVIS/val/car-shadow,4,5,False,18.807191980312705,0.524440348148346
DAVIS/val/car-shadow,4,6,False,19.581178188686735,0.5502841472625732
DAVIS/val/car-shadow,4,7,False,22.222890641420708,0.711419403553009
DAVIS/val/car-shadow,4,8,True,29.78705134141709,0.9288783669471741
DAVIS/val/car-shadow,4,9,False,22.353641587122695,0.7080512046813965
DAVIS/val/car-shadow,4,10,False,22.225285145765326,0.6859800219535828
DAVIS/val/car-shadow,4,11,False,24.65533375719425,0.7849941849708557
DAVIS/val/car-shadow,4,12,True,29.81446684241538,0.9232191443443298
DAVIS/val/car-shadow,4,13,False,19.653859204954106,0.589491605758667
DAVIS/val/car-shadow,4,14,False,20.028013119527902,0.5715163350105286
DAVIS/val/car-shadow,4,15,False,22.054934548967804,0.6635022759437561
DAVIS/val/car-shadow,4,16,True,29.99761964490699,0.9297422766685486
DAVIS/val/car-shadow,4,17,False,22.474628720342192,0.6898760795593262
DAVIS/val/car-shadow,4,18,False,20.56876215119199,0.5742363333702087
DAVIS/val/car-shadow,4,19,False,21.343810652606333,0.6538163423538208
DAVIS/val/car-shadow,4,20,True,30.02232304400333,0.9329327940940857
DAVIS/val/car-shadow,4,21,False,20.496832160751204,0.6401833891868591
DAVIS/val/car-shadow,4,22,False,21.01056615938623,0.6460731029510498
DAVIS/val/car-shadow,4,23,False,23.264187371008816,0.7459440231323242
DAVIS/val/car-shadow,4,24,True,29.80504354816435,0.9233548045158386
DAVIS/val/car-shadow,4,25,False,20.515905139886975,0.630778968334198
DAVIS/val/car-shadow,4,26,False,20.652698261211675,0.6095011234283447
DAVIS/val/car-shadow,4,27,False,22.428016705913308,0.6979129314422607
DAVIS/val/car-shadow,4,28,True,30.081300333836847,0.9280033707618713
DAVIS/val/car-shadow,4,29,False,21.064595111587614,0.6203377842903137
DAVIS/val/car-shadow,4,30,False,18.792257217307508,0.42866623401641846
DAVIS/val/car-shadow,4,31,False,19.093363491804546,0.4895670413970947
DAVIS/val/car-shadow,4,32,True,30.109214313584612,0.9263675212860107
DAVIS/val/car-shadow,4,33,False,20.129321747039942,0.5961834788322449
DAVIS/val/car-shadow,4,34,False,19.713593600470514,0.5498217940330505
DAVIS/val/car-shadow,4,35,False,21.691068411323393,0.6626675724983215
DAVIS/val/car-shadow,4,36,True,29.892418033580785,0.9179533123970032
DAVIS/val/car-shadow,4,37,False,25.064564583828282,0.7877815365791321
DAVIS/val/car-shadow,4,38,False,24.919943844619944,0.7834611535072327
DAVIS/val/car-shadow,4,39,True,29.482814748555196,0.9129220843315125
DAVIS/val/goat,4,0,True,27.215750666861528,0.8693979382514954
DAVIS/val/goat,4,1,False,17.55309366430183,0.23857004940509796
DAVIS/val/goat,4,2,False,17.067347517294525,0.16084682941436768
DAVIS/val/goat,4,3,False,16.28414294590797,0.13466618955135345
DAVIS/val/goat,4,4,True,27.512595568769484,0.8788344264030457
DAVIS/val/goat,4,5,False,17.238841747950644,0.1904175877571106
DAVIS/val/goat,4,6,False,18.194715587431524,0.22584326565265656
DAVIS/val/goat,4,7,False,18.542743231431952,0.33721044659614563
DAVIS/val/goat,4,8,True,27.720710394986916,0.8822633624076843
DAVIS/val/goat,4,9,False,18.262750149245477,0.29386094212532043
DAVIS/val/goat,4,10,False,19.33631520746402,0.3503749668598175
DAVIS/val/goat,4,11,False,17.98182966004481,0.2682366669178009
DAVIS/val/goat,4,12,True,27.77176817100188,0.8845598101615906
DAVIS/val/goat,4,13,False,17.52823335839846,0.22751851379871368
DAVIS/val/goat,4,14,False,19.409586040866497,0.39619016647338867
DAVIS/val/goat,4,15,False,21.92248742989512,0.6543108820915222
DAVIS/val/goat,4,16,True,27.713196973256217,0.8842117786407471
DAVIS/val/goat,4,17,False,20.66115207071361,0.5474128127098083
DAVIS/val/goat,4,18,False,19.298471223944293,0.34643301367759705
DAVIS/val/goat,4,19,False,18.78709283380538,0.3641543686389923
DAVIS/val/goat,4,20,True,27.89795161185268,0.89069002866745
DAVIS/val/goat,4,21,False,16.261552783037256,0.09097984433174133
DAVIS/val/goat,4,22,False,18.092317548805788,0.26844581961631775
DAVIS/val/goat,4,23,False,17.789010306857897,0.265120267868042
DAVIS/val/goat,4,24,True,27.83129444359765,0.8872406482696533
DAVIS/val/goat,4,25,False,18.81370547731383,0.3555959165096283
DAVIS/val/goat,4,26,False,19.426549907835373,0.38675251603126526
DAVIS/val/goat,4,27,False,17.36113530207334,0.21707265079021454
DAVIS/val/goat,4,28,True,27.69598868176056,0.8839218616485596
DAVIS/val/goat,4,29,False,16.907994397822414,0.15130889415740967
DAVIS/val/goat,4,30,False,17.12198507446837,0.13402794301509857
DAVIS/val/goat,4,31,False,17.12996125738618,0.18217064440250397
DAVIS/val/goat,4,32,True,27.832800409895526,0.8908164501190186
DAVIS/val/goat,4,33,False,18.061451328681212,0.26828494668006897
DAVIS/val/goat,4,34,False,18.120070458914807,0.272477388381958
DAVIS/val/goat,4,35,False,18.687100620172444,0.33968234062194824
DAVIS/val/goat,4,36,True,27.746260236575402,0.8891511559486389
DAVIS/val/goat,4,37,False,22.045501550926915,0.6645277142524719
DAVIS/val/goat,4,38,False,18.49285632867343,0.28080806136131287
DAVIS/val/goat,4,39,False,18.087474895925773,0.26413631439208984
DAVIS/val/goat,4,40,True,27.64151843941873,0.8855729103088379
DAVIS/val/goat,4,41,False,17.53689610518996,0.21535348892211914
DAVIS/val/goat,4,42,False,17.90891830064082,0.16946519911289215
DAVIS/val/goat,4,43,False,18.262670983309743,0.28819939494132996
DAVIS/val/goat,4,44,True,27.690691012375748,0.8849993348121643
DAVIS/val/goat,4,45,False,17.51899294217377,0.22016353905200958
DAVIS/val/goat,4,46,False,18.119520332610648,0.242050901055336
DAVIS/val/goat,4,47,False,18.26261432090621,0.3326919376850128
DAVIS/val/goat,4,48,True,27.78115688563866,0.8869554400444031
DAVIS/val/goat,4,49,False,20.80690746796932,0.5837175250053406
DAVIS/val/goat,4,50,False,19.602056245525382,0.3831869065761566
DAVIS/val/goat,4,51,False,18.157525984184304,0.2880663573741913
DAVIS/val/goat,4,52,True,27.766399679878848,0.8864099383354187
DAVIS/val/goat,4,53,False,18.590922678084738,0.3293091058731079
DAVIS/val/goat,4,54,False,19.449254507736544,0.3415254056453705
DAVIS/val/goat,4,55,False,19.62805033957132,0.453477144241333
DAVIS/val/goat,4,56,True,27.626949290236077,0.8849274516105652
DAVIS/val/goat,4,57,False,20.170244475596874,0.49555835127830505
DAVIS/val/goat,4,58,False,18.452989915428542,0.26298651099205017
DAVIS/val/goat,4,59,False,17.438592696342308,0.20754458010196686
DAVIS/val/goat,4,60,True,28.00297152502674,0.8944456577301025
DAVIS/val/goat,4,61,False,16.03619726262156,0.0732756182551384
DAVIS/val/goat,4,62,False,16.192405069374416,0.09480059146881104
DAVIS/val/goat,4,63,False,16.584146052451587,0.12390973418951035
DAVIS/val/goat,4,64,True,27.709318181342724,0.8918041586875916
DAVIS/val/goat,4,65,False,16.322949271597576,0.135415181517601
DAVIS/val/goat,4,66,False,16.325951375871526,0.12587322294712067
DAVIS/val/goat,4,67,False,16.75031650051835,0.17468678951263428
DAVIS/val/goat,4,68,True,26.957682639822114,0.8806069493293762
DAVIS/val/goat,4,69,False,15.891045047104274,0.08854186534881592
DAVIS/val/goat,4,70,False,15.873705655497721,0.07662207633256912
DAVIS/val/goat,4,71,False,15.540947808268283,0.06466265767812729
DAVIS/val/goat,4,72,True,26.992127324791664,0.8836784362792969
DAVIS/val/goat,4,73,False,15.739563662618064,0.09077135473489761
DAVIS/val/goat,4,74,False,15.792635144385251,0.09127253293991089
DAVIS/val/goat,4,75,False,16.12744605658309,0.11388128995895386
DAVIS/val/goat,4,76,True,26.806551960534243,0.8807669281959534
DAVIS/val/goat,4,77,False,20.590566539928794,0.5784793496131897
DAVIS/val/goat,4,78,False,18.219885419619587,0.23818309605121613
DAVIS/val/goat,4,79,False,18.65293149682327,0.4085322618484497
DAVIS/val/goat,4,80,True,26.696652853447176,0.8782581686973572
DAVIS/val/goat,4,81,False,16.259444311183785,0.11662423610687256
DAVIS/val/goat,4,82,False,15.94669395513601,0.07964082807302475
DAVIS/val/goat,4,83,False,15.753723786001242,0.09537389129400253
DAVIS/val/goat,4,84,True,26.564115828941226,0.8706112504005432
DAVIS/val/goat,4,85,False,16.19027202189698,0.1739308387041092
DAVIS/val/goat,4,86,False,17.16785720046689,0.16077367961406708
DAVIS/val/goat,4,87,False,17.383084577337442,0.29811838269233704
DAVIS/val/goat,4,88,True,26.711147895253355,0.8759087920188904
DAVIS/val/goat,4,89,True,26.695562712075613,0.8767260909080505
DAVIS/val/soapbox,4,0,True,29.120663938322483,0.8295682072639465
DAVIS/val/soapbox,4,1,False,28.06845422881309,0.7839534878730774
DAVIS/val/soapbox,4,2,False,27.620540857494543,0.7662925124168396
DAVIS/val/soapbox,4,3,False,27.678677661744224,0.7708394527435303
DAVIS/val/soapbox,4,4,True,29.45134263191866,0.8450271487236023
DAVIS/val/soapbox,4,5,False,26.255913819421156,0.7412169575691223
DAVIS/val/soapbox,4,6,False,24.100795073647564,0.6500334739685059
DAVIS/val/soapbox,4,7,False,24.60756355205895,0.6590619683265686
DAVIS/val/soapbox,4,8,True,29.395644741193557,0.8457948565483093
DAVIS/val/soapbox,4,9,False,24.28489164584378,0.6487980484962463
DAVIS/val/soapbox,4,10,False,23.252876595923276,0.5910664200782776
DAVIS/val/soapbox,4,11,False,25.746961960867583,0.7271950840950012
DAVIS/val/soapbox,4,12,True,29.301643347913966,0.8437883257865906
DAVIS/val/soapbox,4,13,False,25.676247721134203,0.7220315337181091
DAVIS/val/soapbox,4,14,False,23.573073797130043,0.6273069381713867
DAVIS/val/soapbox,4,15,False,25.171106031624856,0.7220490574836731
DAVIS/val/soapbox,4,16,True,29.69368983629003,0.8581907749176025
DAVIS/val/soapbox,4,17,False,26.508176690290497,0.7575722336769104
DAVIS/val/soapbox,4,18,False,25.438276692699176,0.7120215892791748
DAVIS/val/soapbox,4,19,False,25.69629242450981,0.72651606798172
DAVIS/val/soapbox,4,20,True,29.99785866230289,0.8704907298088074
DAVIS/val/soapbox,4,21,False,23.293299853689344,0.6094675660133362
DAVIS/val/soapbox,4,22,False,21.81766742539604,0.5085918307304382
DAVIS/val/soapbox,4,23,False,24.415367107135694,0.6776220202445984
DAVIS/val/soapbox,4,24,True,30.18261944612727,0.8786504864692688
DAVIS/val/soapbox,4,25,False,22.959510221119437,0.6246784329414368
DAVIS/val/soapbox,4,26,False,20.687598662814683,0.4894118010997772
DAVIS/val/soapbox,4,27,False,23.130911967274834,0.632525622844696
DAVIS/val/soapbox,4,28,True,30.859000845939903,0.9041585922241211
DAVIS/val/soapbox,4,29,False,24.621841339788038,0.7367381453514099
DAVIS/val/soapbox,4,30,False,22.788486164898405,0.6703398823738098
DAVIS/val/soapbox,4,31,False,25.26774711537085,0.781836211681366
DAVIS/val/soapbox,4,32,True,31.32862900537322,0.916429340839386
DAVIS/val/soapbox,4,33,False,25.988299463321965,0.7908719182014465
DAVIS/val/soapbox,4,34,False,24.09605212278242,0.7327031493186951
DAVIS/val/soapbox,4,35,False,23.318590813516252,0.692477285861969
DAVIS/val/soapbox,4,36,True,30.81235740416579,0.906883716583252
DAVIS/val/soapbox,4,37,False,22.881864796459656,0.6780567169189453
DAVIS/val/soapbox,4,38,False,22.442222557219793,0.658841073513031
DAVIS/val/soapbox,4,39,False,24.992502065284015,0.7824430465698242
DAVIS/val/soapbox,4,40,True,30.939511711934937,0.9156987071037292
DAVIS/val/soapbox,4,41,False,22.72654608859539,0.6651400923728943
DAVIS/val/soapbox,4,42,False,21.837005004444812,0.6208552718162537
DAVIS/val/soapbox,4,43,False,21.121467042437736,0.621139407157898
DAVIS/val/soapbox,4,44,True,30.934448260143128,0.9213269352912903
DAVIS/val/soapbox,4,45,False,20.142006900632342,0.5342437028884888
DAVIS/val/soapbox,4,46,False,19.6076972091927,0.5207594037055969
DAVIS/val/soapbox,4,47,False,21.84916833530692,0.7006590962409973
DAVIS/val/soapbox,4,48,True,31.260660658060928,0.930278480052948
DAVIS/val/soapbox,4,49,False,21.76050116066877,0.6513878703117371
DAVIS/val/soapbox,4,50,False,21.70877545408849,0.6284087300300598
DAVIS/val/soapbox,4,51,False,23.420053423575236,0.7234010100364685
DAVIS/val/soapbox,4,52,True,31.154122480219684,0.9318382143974304
DAVIS/val/soapbox,4,53,False,21.48562978606271,0.6226277947425842
DAVIS/val/soapbox,4,54,False,20.885754679578497,0.5639482140541077
DAVIS/val/soapbox,4,55,False,22.79117422440033,0.6888116002082825
DAVIS/val/soapbox,4,56,True,31.3046637302676,0.9294704794883728
DAVIS/val/soapbox,4,57,False,20.049079927305584,0.5523226857185364
DAVIS/val/soapbox,4,58,False,19.217300963397427,0.450274795293808
DAVIS/val/soapbox,4,59,False,21.25615760388069,0.5634968280792236
DAVIS/val/soapbox,4,60,True,31.587226116360934,0.9306221604347229
DAVIS/val/soapbox,4,61,False,21.614536088951823,0.6247947812080383
DAVIS/val/soapbox,4,62,False,20.446031194652846,0.5389503240585327
DAVIS/val/soapbox,4,63,False,21.89769340499201,0.6450238227844238
DAVIS/val/soapbox,4,64,True,32.50775710522932,0.9426469206809998
DAVIS/val/soapbox,4,65,False,19.63316015879659,0.4722297191619873
DAVIS/val/soapbox,4,66,False,19.416378489790993,0.4577985107898712
DAVIS/val/soapbox,4,67,False,22.173421310714044,0.6537699699401855
DAVIS/val/soapbox,4,68,True,32.4042874519164,0.9448085427284241
DAVIS/val/soapbox,4,69,False,19.208739636032618,0.48171305656433105
DAVIS/val/soapbox,4,70,False,17.23886230879177,0.39146843552589417
DAVIS/val/soapbox,4,71,False,18.867619192368647,0.5284332633018494
DAVIS/val/soapbox,4,72,True,31.726084235190243,0.9392042756080627
DAVIS/val/soapbox,4,73,False,21.024785650645384,0.6266891360282898
DAVIS/val/soapbox,4,74,False,19.351332076716123,0.49642840027809143
DAVIS/val/soapbox,4,75,False,21.299507125004496,0.6293383836746216
DAVIS/val/soapbox,4,76,True,32.031227083774695,0.9421472549438477
DAVIS/val/soapbox,4,77,False,23.00781611564302,0.7096408009529114
DAVIS/val/soapbox,4,78,False,21.172412260998733,0.6146541833877563
DAVIS/val/soapbox,4,79,False,22.493223411692576,0.7019187808036804
DAVIS/val/soapbox,4,80,True,31.739017053195955,0.9418113827705383
DAVIS/val/soapbox,4,81,False,21.56573359107934,0.6436378359794617
DAVIS/val/soapbox,4,82,False,20.083788343848383,0.559194028377533
DAVIS/val/soapbox,4,83,False,19.987672429635232,0.6002293229103088
DAVIS/val/soapbox,4,84,True,31.695561394650827,0.9374682307243347
DAVIS/val/soapbox,4,85,False,20.5666450030866,0.5678356289863586
DAVIS/val/soapbox,4,86,False,20.562276146227415,0.5885764956474304
DAVIS/val/soapbox,4,87,False,22.866931282453486,0.7172386050224304
DAVIS/val/soapbox,4,88,True,31.89281636431495,0.9405908584594727
DAVIS/val/soapbox,4,89,False,22.7543500646027,0.7016612887382507
DAVIS/val/soapbox,4,90,False,21.45632248172157,0.6300329566001892
DAVIS/val/soapbox,4,91,False,23.181305854435674,0.7331199645996094
DAVIS/val/soapbox,4,92,True,32.043806694833286,0.9381380677223206
DAVIS/val/soapbox,4,93,False,18.95876267191171,0.4906074106693268
DAVIS/val/soapbox,4,94,False,17.942311308172687,0.4643501341342926
DAVIS/val/soapbox,4,95,False,19.328857562814964,0.5333815813064575
DAVIS/val/soapbox,4,96,True,31.739914322637222,0.9293937683105469
DAVIS/val/soapbox,4,97,False,23.650999108687508,0.7415561676025391
DAVIS/val/soapbox,4,98,True,31.13113662910824,0.9300182461738586
DAVIS/val/bmx-trees,8,0,True,32.494872655147624,0.9150649905204773
DAVIS/val/bmx-trees,8,1,False,20.228474247639923,0.4567814767360687
DAVIS/val/bmx-trees,8,2,False,17.583604694498618,0.3284885883331299
DAVIS/val/bmx-trees,8,3,False,17.450010652189064,0.3248041570186615
DAVIS/val/bmx-trees,8,4,False,18.981765399614485,0.38346147537231445
DAVIS/val/bmx-trees,8,5,False,19.601109355868584,0.44198787212371826
DAVIS/val/bmx-trees,8,6,False,19.64741394561808,0.4402656555175781
DAVIS/val/bmx-trees,8,7,False,21.597975290023797,0.5696994662284851
DAVIS/val/bmx-trees,8,8,True,32.10851565662401,0.9142999053001404
DAVIS/val/bmx-trees,8,9,False,19.70938537400468,0.42314696311950684
DAVIS/val/bmx-trees,8,10,False,17.05787614528001,0.3107602596282959
DAVIS/val/bmx-trees,8,11,False,17.16722261021127,0.31116944551467896
DAVIS/val/bmx-trees,8,12,False,17.42773301776969,0.3333863317966461
DAVIS/val/bmx-trees,8,13,False,17.191668554991363,0.3173786699771881
DAVIS/val/bmx-trees,8,14,False,17.5996532941019,0.3255677819252014
DAVIS/val/bmx-trees,8,15,False,19.220220909188363,0.39585161209106445
DAVIS/val/bmx-trees,8,16,True,34.39140286897781,0.9314141869544983
DAVIS/val/bmx-trees,8,17,False,19.15668974351601,0.3854394257068634
DAVIS/val/bmx-trees,8,18,False,17.608144547412753,0.332623690366745
DAVIS/val/bmx-trees,8,19,False,17.129699757309275,0.32014787197113037
DAVIS/val/bmx-trees,8,20,False,16.885360992167698,0.30290549993515015
DAVIS/val/bmx-trees,8,21,False,16.62504787562813,0.2901698648929596
DAVIS/val/bmx-trees,8,22,False,16.782100062712196,0.2810409367084503
DAVIS/val/bmx-trees,8,23,False,18.420959579936248,0.3111732304096222
DAVIS/val/bmx-trees,8,24,True,34.28096514413396,0.9423784613609314
DAVIS/val/bmx-trees,8,25,False,20.67160006439066,0.4696638584136963
DAVIS/val/bmx-trees,8,26,False,18.418454449666207,0.3341407775878906
DAVIS/val/bmx-trees,8,27,False,18.062272961120716,0.319559246301651
DAVIS/val/bmx-trees,8,28,False,18.039474658406938,0.3120557963848114
DAVIS/val/bmx-trees,8,29,False,18.542508428749787,0.3385730981826782
DAVIS/val/bmx-trees,8,30,False,18.7039571430785,0.3455212414264679
DAVIS/val/bmx-trees,8,31,False,19.82280073187721,0.3992256224155426
DAVIS/val/bmx-trees,8,32,True,33.28823580865421,0.9429962635040283
DAVIS/val/bmx-trees,8,33,False,21.00896368690848,0.5148292779922485
DAVIS/val/bmx-trees,8,34,False,16.37567061829222,0.16685287654399872
DAVIS/val/bmx-trees,8,35,False,15.551152279039758,0.16999559104442596
DAVIS/val/bmx-trees,8,36,False,15.080168425166177,0.18546931445598602
DAVIS/val/bmx-trees,8,37,False,14.9596371549788,0.1818615198135376
DAVIS/val/bmx-trees,8,38,False,15.824323694437785,0.18755365908145905
DAVIS/val/bmx-trees,8,39,False,18.148222083394447,0.30828025937080383
DAVIS/val/bmx-trees,8,40,True,30.017224311224968,0.9192773699760437
DAVIS/val/bmx-trees,8,41,False,21.755625260463113,0.5831254720687866
DAVIS/val/bmx-trees,8,42,False,20.773867670596445,0.49576911330223083
DAVIS/val/bmx-trees,8,43,False,18.864158617200303,0.33469200134277344
DAVIS/val/bmx-trees,8,44,False,19.29408225233962,0.4159367084503174
DAVIS/val/bmx-trees,8,45,False,20.571777630397648,0.5353747010231018
DAVIS/val/bmx-trees,8,46,False,20.56338579255381,0.5006325244903564
DAVIS/val/bmx-trees,8,47,False,19.273056525349695,0.3894728422164917
DAVIS/val/bmx-trees,8,48,True,31.120648280717866,0.9265456199645996
DAVIS/val/bmx-trees,8,49,False,18.45643655968685,0.31343549489974976
DAVIS/val/bmx-trees,8,50,False,16.641793034859074,0.2041981965303421
DAVIS/val/bmx-trees,8,51,False,17.054225066147804,0.21869097650051117
DAVIS/val/bmx-trees,8,52,False,17.95187947105493,0.26515424251556396
DAVIS/val/bmx-trees,8,53,False,15.737585391373203,0.1856336146593094
DAVIS/val/bmx-trees,8,54,False,15.528019147423935,0.1820799559354782
DAVIS/val/bmx-trees,8,55,False,17.88476522167396,0.24298374354839325
DAVIS/val/bmx-trees,8,56,True,30.69014856663593,0.9191184043884277
DAVIS/val/bmx-trees,8,57,False,18.160424106604186,0.2519126236438751
DAVIS/val/bmx-trees,8,58,False,14.812767209464909,0.14127428829669952
DAVIS/val/bmx-trees,8,59,False,14.142125434040153,0.14600442349910736
DAVIS/val/bmx-trees,8,60,False,14.687829958234817,0.19505655765533447
DAVIS/val/bmx-trees,8,61,False,15.919876819042734,0.21412570774555206
DAVIS/val/bmx-trees,8,62,False,17.740280560883598,0.24801181256771088
DAVIS/val/bmx-trees,8,63,False,19.539635297192017,0.3479035198688507
DAVIS/val/bmx-trees,8,64,True,26.85075951554063,0.8341795802116394
DAVIS/val/bmx-trees,8,65,False,22.05405270155334,0.544619083404541
DAVIS/val/bmx-trees,8,66,False,19.069654270112537,0.2757568955421448
DAVIS/val/bmx-trees,8,67,False,17.81615689738785,0.22272078692913055
DAVIS/val/bmx-trees,8,68,False,17.139173929448038,0.20688247680664062
DAVIS/val/bmx-trees,8,69,False,17.36525671028663,0.197789266705513
DAVIS/val/bmx-trees,8,70,False,17.924494837678832,0.2205246090888977
DAVIS/val/bmx-trees,8,71,False,19.051984223169896,0.29449665546417236
DAVIS/val/bmx-trees,8,72,True,26.404027206279807,0.8082247376441956
