policy,stage97_task_id,source_task_id,sequence,reference_gap,target_index,base_method,selected_candidate,base_psnr,endpoint_sideinfo_psnr,selected_sideinfo_psnr,teacher_oracle_sideinfo_psnr,delta_psnr_vs_endpoint,delta_psnr_vs_base,gap_to_teacher_oracle_psnr,precision_at_keep,energy_recall_total,relative_energy_recall_vs_oracle
endpoint_only,stage97_00011316,stage79_00022805,camel,4,71,stage65_adapter,endpoint_diff_baseline,20.758812463148463,21.523689118204583,21.523689118204583,21.619253697603327,0.0,0.7648766550561206,-0.09556457939874363,0.26668474078178406,0.1335795819759369,0.5465800762176514
always_shared_energy_regression,stage97_00011316,stage79_00022805,camel,4,71,stage65_adapter,shared_energy_regression,20.758812463148463,21.523689118204583,21.37937378994827,21.619253697603327,-0.14431532825631166,0.6205613267998089,-0.2398799076550553,0.44981008768081665,0.1755475103855133,0.7183041572570801
always_shared_topk_bce,stage97_00011316,stage79_00022805,camel,4,71,stage65_adapter,shared_topk_bce,20.758812463148463,21.523689118204583,21.352389417534788,21.619253697603327,-0.17129970066979539,0.5935769543863252,-0.266864280068539,0.4755832850933075,0.17853480577468872,0.7305275797843933
group_best_mean_psnr,stage97_00011316,stage79_00022805,camel,4,71,stage65_adapter,endpoint_diff_baseline,20.758812463148463,21.523689118204583,21.523689118204583,21.619253697603327,0.0,0.7648766550561206,-0.09556457939874363,0.26668474078178406,0.1335795819759369,0.5465800762176514
oracle_task_best,stage97_00011316,stage79_00022805,camel,4,71,stage65_adapter,endpoint_diff_baseline,20.758812463148463,21.523689118204583,21.523689118204583,21.619253697603327,0.0,0.7648766550561206,-0.09556457939874363,0.26668474078178406,0.1335795819759369,0.5465800762176514
endpoint_only,stage97_00011393,stage79_00022882,camel,8,74,linear,endpoint_diff_baseline,19.078798005317868,19.77286382514142,19.77286382514142,20.798592690734203,0.0,0.6940658198235532,-1.0257288655927823,0.3141616880893707,0.22640617191791534,0.4001729190349579
always_shared_energy_regression,stage97_00011393,stage79_00022882,camel,8,74,linear,shared_energy_regression,19.078798005317868,19.77286382514142,19.69886468796458,20.798592690734203,-0.07399913717684115,0.620066682646712,-1.0997280027696235,0.3478024899959564,0.26083680987358093,0.461029052734375
always_shared_topk_bce,stage97_00011393,stage79_00022882,camel,8,74,linear,shared_topk_bce,19.078798005317868,19.77286382514142,19.671674212381824,20.798592690734203,-0.10118961275959748,0.5928762070639557,-1.1269184783523798,0.34074878692626953,0.2638121545314789,0.4662879705429077
group_best_mean_psnr,stage97_00011393,stage79_00022882,camel,8,74,linear,shared_energy_regression,19.078798005317868,19.77286382514142,19.69886468796458,20.798592690734203,-0.07399913717684115,0.620066682646712,-1.0997280027696235,0.3478024899959564,0.26083680987358093,0.461029052734375
oracle_task_best,stage97_00011393,stage79_00022882,camel,8,74,linear,endpoint_diff_baseline,19.078798005317868,19.77286382514142,19.77286382514142,20.798592690734203,0.0,0.6940658198235532,-1.0257288655927823,0.3141616880893707,0.22640617191791534,0.4001729190349579
endpoint_only,stage97_00011393,stage79_00022882,camel,8,74,stage65_adapter,endpoint_diff_baseline,20.19563170937669,20.644918202694345,20.644918202694345,21.243963157566395,0.0,0.44928649331765413,-0.5990449548720491,0.3038524091243744,0.149018794298172,0.5324214100837708
always_shared_energy_regression,stage97_00011393,stage79_00022882,camel,8,74,stage65_adapter,shared_energy_regression,20.19563170937669,20.644918202694345,20.49789254967488,21.243963157566395,-0.14702565301946535,0.3022608402981888,-0.7460706078915145,0.38497015833854675,0.17638340592384338,0.6301909685134888
always_shared_topk_bce,stage97_00011393,stage79_00022882,camel,8,74,stage65_adapter,shared_topk_bce,20.19563170937669,20.644918202694345,20.53102532258395,21.243963157566395,-0.11389288011039511,0.335393613207259,-0.7129378349824442,0.41671186685562134,0.18479931354522705,0.6602597236633301
group_best_mean_psnr,stage97_00011393,stage79_00022882,camel,8,74,stage65_adapter,endpoint_diff_baseline,20.19563170937669,20.644918202694345,20.644918202694345,21.243963157566395,0.0,0.44928649331765413,-0.5990449548720491,0.3038524091243744,0.149018794298172,0.5324214100837708
oracle_task_best,stage97_00011393,stage79_00022882,camel,8,74,stage65_adapter,endpoint_diff_baseline,20.19563170937669,20.644918202694345,20.644918202694345,21.243963157566395,0.0,0.44928649331765413,-0.5990449548720491,0.3038524091243744,0.149018794298172,0.5324214100837708
endpoint_only,stage97_00011533,stage79_00023210,car-roundabout,4,59,linear,endpoint_diff_baseline,16.10313152159008,17.229353462545085,17.229353462545085,19.415597793126246,0.0,1.1262219409550056,-2.186244330581161,0.22409115731716156,0.1939908117055893,0.3210223913192749
always_shared_energy_regression,stage97_00011533,stage79_00023210,car-roundabout,4,59,linear,shared_energy_regression,16.10313152159008,17.229353462545085,17.342504286019405,19.415597793126246,0.11315082347432082,1.2393727644293264,-2.07309350710684,0.25583288073539734,0.22738724946975708,0.37628790736198425
always_shared_topk_bce,stage97_00011533,stage79_00023210,car-roundabout,4,59,linear,shared_topk_bce,16.10313152159008,17.229353462545085,17.316630380569755,19.415597793126246,0.08727691802467064,1.2134988589796762,-2.0989674125564903,0.267498642206192,0.2380620390176773,0.3939529061317444
