candidate,row_count,mean_bytes,mean_mib_per_intermediate_frame,mean_ratio_vs_raw,mean_savings_bytes_vs_raw
delta_index_zlib,120,32623.583333333332,0.031112273534138996,0.7520246959114205,10757.416666666668
component_zlib,120,37162.98333333333,0.035441382726033525,0.8566649762184673,6218.01666666667
residual_zlib,120,37422.4,0.03568878173828125,0.8626449367234504,5958.5999999999985
zlib_whole,120,37426.28333333333,0.035692485173543294,0.8627344536394581,5954.716666666667
raw_fixed,120,43381.0,0.04137134552001953,1.0,0.0
