task_id,sequence,codec,reference_gap,target_index,base_method,keep_fraction,side_bits,keep_gaussians,payload_bytes,payload_mib_per_intermediate_frame,theoretical_bytes_without_header,header_bytes,metadata_bytes,index_bytes,residual_bytes,payload_entropy_bits_per_byte,residual_entropy_bits_per_byte,zlib_whole_bytes,component_zlib_bytes,residual_zlib_bytes,delta_index_zlib_bytes,best_candidate,best_bytes,best_mib_per_intermediate_frame,best_ratio_vs_raw,best_savings_bytes_vs_raw
stage79_00027275,judo,q12,8,9,linear,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,6.6706627786318125,6.279765912867897,30804,30550,31064,25705,delta_index_zlib,25705,0.024514198303222656,0.592540513127867,17676
stage79_00027275,judo,q12,8,9,stage65_adapter,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,7.327096684672719,7.126289267129293,32262,31962,32439,27348,delta_index_zlib,27348,0.026081085205078125,0.6304142366473802,16033
stage79_00023220,car-roundabout,q12,4,73,linear,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,6.9358233002278435,6.637057863206199,34847,34515,34813,30066,delta_index_zlib,30066,0.028673171997070312,0.6930683939973721,13315
stage79_00023220,car-roundabout,q12,4,73,stage65_adapter,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,7.682008225064468,7.604159054376115,40256,39928,40240,35531,delta_index_zlib,35531,0.03388500213623047,0.8190452041216201,7850
stage79_00024321,dance-twirl,q12,4,23,linear,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,6.9383161931061,6.6201378130258925,35298,35038,35279,30411,delta_index_zlib,30411,0.02900218963623047,0.7010211843894792,12970
stage79_00024321,dance-twirl,q12,4,23,stage65_adapter,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,7.718669637534418,7.6178440512640515,40626,40313,40552,35763,delta_index_zlib,35763,0.03410625457763672,0.8243931675157327,7618
stage79_00027528,kite-surf,q12,16,2,linear,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,6.9390620205200495,6.656331326994754,35908,35707,35983,30990,delta_index_zlib,30990,0.029554367065429688,0.7143680413084069,12391
stage79_00027528,kite-surf,q12,16,2,stage65_adapter,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,7.69448271560348,7.6252704222667855,40681,40416,40691,35839,delta_index_zlib,35839,0.034178733825683594,0.8261450865586316,7542
stage79_00024462,dance-twirl,q12,16,17,linear,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,6.9192863866885945,6.605294109326994,35493,35198,35457,30519,delta_index_zlib,30519,0.029105186462402344,0.7035107535557041,12862
stage79_00024462,dance-twirl,q12,16,17,stage65_adapter,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,7.7024419245660205,7.611934256069201,40767,40466,40704,35851,delta_index_zlib,35851,0.03419017791748047,0.8264217053548789,7530
stage79_00022319,breakdance,q12,4,6,linear,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,6.887705977581803,6.601209543698323,35136,34662,35419,30142,delta_index_zlib,30142,0.028745651245117188,0.694820313040271,13239
stage79_00022319,breakdance,q12,4,6,stage65_adapter,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,7.66073094850349,7.578978202138694,39904,39326,40073,34813,delta_index_zlib,34813,0.03320026397705078,0.8024941794794956,8568
stage79_00028691,mbike-trick,q12,16,73,linear,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,6.926828937910582,6.668903421039228,35217,34656,35436,30130,delta_index_zlib,30130,0.028734207153320312,0.6945436942440238,13251
stage79_00028691,mbike-trick,q12,16,73,stage65_adapter,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,7.685594776795322,7.639105442100542,40237,39686,40448,35240,delta_index_zlib,35240,0.03360748291015625,0.8123371983126253,8141
stage79_00027249,judo,q12,4,7,linear,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,6.6481794487230745,6.27362331201343,30660,30328,30887,25321,delta_index_zlib,25321,0.024147987365722656,0.5836887116479564,18060
stage79_00027249,judo,q12,4,7,stage65_adapter,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,7.253778947099045,7.0469728528088,30364,30180,30739,25494,delta_index_zlib,25494,0.024312973022460938,0.5876766326271871,17887
stage79_00023279,car-roundabout,q12,8,67,linear,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,6.936430899706646,6.630541488880174,35145,34851,35043,30313,delta_index_zlib,30313,0.028908729553222656,0.6987621308867937,13068
stage79_00023279,car-roundabout,q12,8,67,stage65_adapter,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,7.722189816943293,7.647012184404399,40645,40389,40606,35872,delta_index_zlib,35872,0.034210205078125,0.8269057882483115,7509
stage79_00027480,kite-surf,q12,4,42,linear,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,6.939659863267569,6.624638267468986,35577,35455,35628,30588,delta_index_zlib,30588,0.029170989990234375,0.7051013116341256,12793
stage79_00027480,kite-surf,q12,4,42,stage65_adapter,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,7.708935269673488,7.602880630986007,40370,40147,40292,35364,delta_index_zlib,35364,0.033725738525390625,0.8151955925405131,8017
stage79_00024695,dog,q12,4,21,linear,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,6.857271029179541,6.50567167949839,33592,33463,33556,29074,delta_index_zlib,29074,0.027727127075195312,0.6702012401742699,14307
stage79_00024695,dog,q12,4,21,stage65_adapter,0.1,6,3686,43381,0.04137134552001953,43362.5,18,52,7372,35939,7.6865681300076325,7.600020446097378,39980,39802,39929,35512,delta_index_zlib,35512,0.03386688232421875,0.8186072243608953,7869
