frontier_index,cost_bytes,cost_mib,target_count,mean_corrected_psnr,score_sum_psnr,chosen_settings
26,5225669,4.983586311340332,37,23.2610740974526,860.6597416057461,bike-packing:00048:00056:gap8=topk_keep0p05_q6;dog:00036:00048:gap12=topk_keep0p1_q6;dogs-jump:00056:00060:gap4=topk_keep0p1_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p2_q6;parkour:00096:00099:gap8=topk_keep0p05_q6
27,5232510,4.990110397338867,37,23.266663243309498,860.8665400024514,bike-packing:00048:00056:gap8=topk_keep0p1_q6;dog:00036:00048:gap12=topk_keep0p1_q6;dogs-jump:00056:00060:gap4=topk_keep0p1_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p05_q6;parkour:00096:00099:gap8=topk_keep0p1_q6
28,5246500,5.003452301025391,37,23.31931042986678,862.8144859050708,bike-packing:00048:00056:gap8=topk_keep0p1_q6;dog:00036:00048:gap12=topk_keep0p1_q6;dogs-jump:00056:00060:gap4=topk_keep0p1_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p1_q6;parkour:00096:00099:gap8=topk_keep0p05_q6
29,5275681,5.031281471252441,37,23.365838256586454,864.5360154936988,bike-packing:00048:00056:gap8=topk_keep0p1_q6;dog:00036:00048:gap12=topk_keep0p1_q6;dogs-jump:00056:00060:gap4=topk_keep0p1_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p1_q6;parkour:00096:00099:gap8=topk_keep0p1_q6
30,5288565,5.0435686111450195,37,23.37303617127528,864.8023383371855,bike-packing:00048:00056:gap8=topk_keep0p1_q6;dog:00036:00048:gap12=topk_keep0p1_q6;dogs-jump:00056:00060:gap4=topk_keep0p05_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p2_q6;parkour:00096:00099:gap8=topk_keep0p05_q6
31,5309835,5.0638532638549805,37,23.384482477263138,865.2258516587361,bike-packing:00048:00056:gap8=topk_keep0p05_q6;dog:00036:00048:gap12=topk_keep0p1_q6;dogs-jump:00056:00060:gap4=topk_keep0p1_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p2_q6;parkour:00096:00099:gap8=topk_keep0p2_q6
32,5317746,5.07139778137207,37,23.419563997994956,866.5238679258134,bike-packing:00048:00056:gap8=topk_keep0p1_q6;dog:00036:00048:gap12=topk_keep0p1_q6;dogs-jump:00056:00060:gap4=topk_keep0p05_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p2_q6;parkour:00096:00099:gap8=topk_keep0p1_q6
33,5328805,5.081944465637207,37,23.49045552812796,869.1468545407346,bike-packing:00048:00056:gap8=topk_keep0p1_q6;dog:00036:00048:gap12=topk_keep0p1_q6;dogs-jump:00056:00060:gap4=topk_keep0p1_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p2_q6;parkour:00096:00099:gap8=topk_keep0p05_q6
34,5357986,5.109773635864258,37,23.536983354847635,870.8683841293625,bike-packing:00048:00056:gap8=topk_keep0p1_q6;dog:00036:00048:gap12=topk_keep0p1_q6;dogs-jump:00056:00060:gap4=topk_keep0p1_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p2_q6;parkour:00096:00099:gap8=topk_keep0p1_q6
35,5388270,5.138654708862305,37,23.604514403182534,873.3670329177538,bike-packing:00048:00056:gap8=topk_keep0p05_q6;dog:00036:00048:gap12=topk_keep0p2_q6;dogs-jump:00056:00060:gap4=topk_keep0p1_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p05_q6;parkour:00096:00099:gap8=topk_keep0p05_q6
36,5412971,5.1622114181518555,37,23.6138639079385,873.7129645937246,bike-packing:00048:00056:gap8=topk_keep0p1_q6;dog:00036:00048:gap12=topk_keep0p1_q6;dogs-jump:00056:00060:gap4=topk_keep0p1_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p2_q6;parkour:00096:00099:gap8=topk_keep0p2_q6
37,5417451,5.1664838790893555,37,23.65104222990221,875.0885625063818,bike-packing:00048:00056:gap8=topk_keep0p05_q6;dog:00036:00048:gap12=topk_keep0p2_q6;dogs-jump:00056:00060:gap4=topk_keep0p1_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p05_q6;parkour:00096:00099:gap8=topk_keep0p1_q6
38,5431441,5.179825782775879,37,23.703689416459486,877.036508409001,bike-packing:00048:00056:gap8=topk_keep0p05_q6;dog:00036:00048:gap12=topk_keep0p2_q6;dogs-jump:00056:00060:gap4=topk_keep0p1_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p1_q6;parkour:00096:00099:gap8=topk_keep0p05_q6
39,5451166,5.198637008666992,37,23.716476477005223,877.5096296491932,bike-packing:00048:00056:gap8=topk_keep0p1_q6;dog:00036:00048:gap12=topk_keep0p2_q6;dogs-jump:00056:00060:gap4=topk_keep0p05_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p05_q6;parkour:00096:00099:gap8=topk_keep0p05_q6
40,5460622,5.20765495300293,37,23.75021724317916,878.758037997629,bike-packing:00048:00056:gap8=topk_keep0p05_q6;dog:00036:00048:gap12=topk_keep0p2_q6;dogs-jump:00056:00060:gap4=topk_keep0p1_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p1_q6;parkour:00096:00099:gap8=topk_keep0p1_q6
41,5473506,5.219942092895508,37,23.757415157868,879.0243608411159,bike-packing:00048:00056:gap8=topk_keep0p05_q6;dog:00036:00048:gap12=topk_keep0p2_q6;dogs-jump:00056:00060:gap4=topk_keep0p05_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p2_q6;parkour:00096:00099:gap8=topk_keep0p05_q6
42,5480347,5.226466178894043,37,23.763004303724898,879.2311592378212,bike-packing:00048:00056:gap8=topk_keep0p1_q6;dog:00036:00048:gap12=topk_keep0p2_q6;dogs-jump:00056:00060:gap4=topk_keep0p05_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p05_q6;parkour:00096:00099:gap8=topk_keep0p1_q6
43,5491406,5.23701286315918,37,23.833895833857902,881.8541458527424,bike-packing:00048:00056:gap8=topk_keep0p1_q6;dog:00036:00048:gap12=topk_keep0p2_q6;dogs-jump:00056:00060:gap4=topk_keep0p1_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p05_q6;parkour:00096:00099:gap8=topk_keep0p05_q6
44,5513746,5.258317947387695,37,23.874834514720675,883.3688770446649,bike-packing:00048:00056:gap8=topk_keep0p05_q6;dog:00036:00048:gap12=topk_keep0p2_q6;dogs-jump:00056:00060:gap4=topk_keep0p1_q6;paragliding-launch:00060:00072:gap12=topk_keep0p05_q6;parkour:00056:00060:gap4=topk_keep0p2_q6;parkour:00096:00099:gap8=topk_keep0p05_q6
