stage97_task_id,source_task_id,sequence,reference_gap,target_index,base_method,candidate,endpoint_energy_recall,candidate_energy_recall,energy_recall_delta,endpoint_precision,candidate_precision,precision_delta,endpoint_sideinfo_psnr,candidate_sideinfo_psnr,sideinfo_psnr_delta,endpoint_delta_psnr_vs_base,candidate_delta_psnr_vs_base,delta_psnr_vs_base_delta,endpoint_gap_to_teacher,candidate_gap_to_teacher,gap_to_teacher_delta,teacher_oracle_sideinfo_psnr,energy_up,psnr_up,energy_up_psnr_down
stage97_00011762,stage79_00023538,car-shadow,16,24,stage65_adapter,shared_energy_regression,0.13195551931858063,0.15203557908535004,0.02008005976676941,0.22436244785785675,0.2875746190547943,0.06321217119693756,17.825234611972288,17.78466584743335,-0.040568764538939206,1.370826444793643,1.3302576802547037,-0.040568764538939206,-2.6160073448265813,-2.6565761093655205,-0.040568764538939206,20.44124195679887,1,0,1
stage97_00011762,stage79_00023538,car-shadow,16,24,stage65_adapter,shared_topk_bce,0.13195551931858063,0.16150201857089996,0.029546499252319336,0.22436244785785675,0.33532285690307617,0.11096040904521942,17.825234611972288,17.838340732442926,0.013106120470638416,1.370826444793643,1.3839325652642813,0.013106120470638416,-2.6160073448265813,-2.602901224355943,0.013106120470638416,20.44124195679887,1,1,0
stage97_00011828,stage79_00023867,cows,4,70,linear,shared_energy_regression,0.19786673784255981,0.217212975025177,0.019346237182617188,0.2655995786190033,0.281334787607193,0.015735208988189697,19.79546846221249,19.805129205943377,0.009660743730886878,0.7583389393343509,0.7679996830652378,0.009660743730886878,-1.1568673041757513,-1.1472065604448645,0.009660743730886878,20.95233576638824,1,1,0
stage97_00011828,stage79_00023867,cows,4,70,linear,shared_topk_bce,0.19786673784255981,0.22370198369026184,0.025835245847702026,0.2655995786190033,0.28269127011299133,0.017091691493988037,19.79546846221249,19.79314658348943,-0.002321878723059001,0.7583389393343509,0.7560170606112919,-0.002321878723059001,-1.1568673041757513,-1.1591891828988103,-0.002321878723059001,20.95233576638824,1,0,1
stage97_00011828,stage79_00023867,cows,4,70,stage65_adapter,shared_energy_regression,0.1264503449201584,0.14995044469833374,0.023500099778175354,0.26424309611320496,0.3665219843387604,0.10227888822555542,20.655931604321054,20.595893161286654,-0.06003844303440076,0.6919990302664338,0.6319605872320331,-0.06003844303440076,-0.7403177546699453,-0.8003561977043461,-0.06003844303440076,21.396249358991,1,0,1
stage97_00011828,stage79_00023867,cows,4,70,stage65_adapter,shared_topk_bce,0.1264503449201584,0.15351657569408417,0.02706623077392578,0.26424309611320496,0.38551273941993713,0.12126964330673218,20.655931604321054,20.593568916086245,-0.06236268823480984,0.6919990302664338,0.629636342031624,-0.06236268823480984,-0.7403177546699453,-0.8026804429047552,-0.06236268823480984,21.396249358991,1,0,1
stage97_00012078,stage79_00024343,dance-twirl,4,53,linear,shared_energy_regression,0.22874771058559418,0.24883036315441132,0.02008265256881714,0.28703200817108154,0.2995116710662842,0.012479662895202637,19.045204951171495,19.085163371759016,0.03995842058752075,1.4167867697873362,1.456745190374857,0.03995842058752075,-2.462197163643374,-2.4222387430558534,0.03995842058752075,21.50740211481487,1,1,0
stage97_00012078,stage79_00024343,dance-twirl,4,53,linear,shared_topk_bce,0.22874771058559418,0.2589457333087921,0.030198022723197937,0.28703200817108154,0.3057515025138855,0.018719494342803955,19.045204951171495,19.161133021039614,0.11592806986811865,1.4167867697873362,1.5327148396554549,0.11592806986811865,-2.462197163643374,-2.3462690937752555,0.11592806986811865,21.50740211481487,1,1,0
stage97_00012078,stage79_00024343,dance-twirl,4,53,stage65_adapter,shared_energy_regression,0.14745716750621796,0.1763370782136917,0.028879910707473755,0.27590885758399963,0.36489418148994446,0.08898532390594482,19.910117361499744,19.74642561776146,-0.16369174373828344,1.2830570891308355,1.119365345392552,-0.16369174373828344,-2.1856877119029505,-2.349379455641234,-0.16369174373828344,22.095805073402694,1,0,1
stage97_00012078,stage79_00024343,dance-twirl,4,53,stage65_adapter,shared_topk_bce,0.14745716750621796,0.17964275181293488,0.03218558430671692,0.27590885758399963,0.3768312633037567,0.10092240571975708,19.910117361499744,19.82831455939931,-0.08180280210043378,1.2830570891308355,1.2012542870304017,-0.08180280210043378,-2.1856877119029505,-2.2674905140033843,-0.08180280210043378,22.095805073402694,1,0,1
