policy,task_count,mean_selected_sideinfo_psnr,mean_endpoint_sideinfo_psnr,mean_oracle_task_best_sideinfo_psnr,mean_teacher_oracle_sideinfo_psnr,mean_delta_psnr_vs_endpoint,mean_gap_to_oracle_task_best,mean_gap_to_teacher_oracle,selection_accuracy,selected_candidate_counts
endpoint_only,120,20.316812710325653,20.316812710325653,20.403744235652297,22.01020466792471,0.0,-0.08693152532665556,-1.693391957599053,0.4583333333333333,endpoint_diff_baseline:120
global_train_best_policy,120,20.316812710325653,20.316812710325653,20.403744235652297,22.01020466792471,0.0,-0.08693152532665556,-1.693391957599053,0.4583333333333333,endpoint_diff_baseline:120
metadata_mlp_cv,120,20.314275971964204,20.316812710325653,20.403744235652297,22.01020466792471,-0.002536738361441741,-0.0894682636880973,-1.695928695960496,0.39166666666666666,endpoint_diff_baseline:48;shared_energy_regression:45;shared_topk_bce:27
oracle_task_best,120,20.403744235652297,20.316812710325653,20.403744235652297,22.01020466792471,0.08693152532665556,0.0,-1.606460432272398,1.0,endpoint_diff_baseline:55;shared_energy_regression:44;shared_topk_bce:21
stage106_fixed_group_policy,120,20.34687234717015,20.316812710325653,20.403744235652297,22.01020466792471,0.030059636844502392,-0.05687188848215317,-1.663332320754551,0.5416666666666666,endpoint_diff_baseline:60;shared_energy_regression:60
train_fold_group_policy,120,20.33946471381412,20.316812710325653,20.403744235652297,22.01020466792471,0.02265200348847392,-0.06427952183818163,-1.670739954110579,0.5333333333333333,endpoint_diff_baseline:57;shared_energy_regression:63
