gap,method,task_count,mean_psnr,min_psnr,p10_psnr,mean_ssim,min_ssim,p10_ssim,mean_ms_ssim,min_ms_ssim,p10_ms_ssim,mean_lpips,max_lpips,p90_lpips,mean_delta_psnr_vs_stage151_recovered,mean_delta_ssim_vs_stage151_recovered,mean_delta_lpips_vs_stage151_recovered
4,original_streamsplat_middle_base,60,22.06421822428011,13.382142950217844,17.192961834877085,0.6008085365096728,0.13895510137081146,0.37271187007427214,0.8013669446110725,0.28308480978012085,0.5652454972267151,0.3014947975675265,0.6503110527992249,0.4241745501756668,-0.8312378934877117,-0.0011954049269358316,-0.04603325972954432
8,original_streamsplat_middle_base,60,20.33727549162514,12.472897671347383,14.745158801376014,0.5203309365858634,0.0891624465584755,0.3226454347372055,0.7005373592178027,0.15403105318546295,0.3308709651231766,0.3593370050191879,0.6770032644271851,0.551969712972641,-1.4725764599412898,-0.04327566338082155,-0.02489723116159439
