task_id,sequence,gap,codec,left_index,right_index,target_index,normalized_time,method,psnr,ssim,ms_ssim,lpips,linear_base_psnr,stage151_recovered_psnr,delta_psnr_vs_linear,delta_psnr_vs_stage151_recovered,linear_base_ssim,stage151_recovered_ssim,delta_ssim_vs_linear,delta_ssim_vs_stage151_recovered,linear_base_lpips,stage151_recovered_lpips,delta_lpips_vs_linear,delta_lpips_vs_stage151_recovered
stage79_00021988,bmx-trees,8,q12,24,32,31,0.875,original_streamsplat_middle_base,19.817661550929373,0.3987099826335907,0.6832576990127563,0.3030117154121399,15.952889840482548,18.369644272421223,3.864771710446824,1.44801727850815,0.24996612966060638,0.38747572898864746,0.14874385297298431,0.011234253644943237,0.4970304071903229,0.5051331520080566,-0.19401869177818298,-0.20212143659591675
stage79_00030895,soapbox,4,q12,48,52,49,0.25,original_streamsplat_middle_base,21.753426772933086,0.6384745836257935,0.8758522272109985,0.2416779100894928,17.00202517759431,20.612336114355916,4.751401595338777,1.1410906585771698,0.36396220326423645,0.5312039256095886,0.274512380361557,0.10727065801620483,0.3907374441623688,0.39915528893470764,-0.14905953407287598,-0.15747737884521484
stage79_00027694,lab-coat,4,q12,4,8,7,0.75,original_streamsplat_middle_base,22.73757316801592,0.5720728635787964,0.8707107901573181,0.29041796922683716,20.509688109761473,23.492060711876597,2.227885058254447,-0.7544875438606766,0.4134903848171234,0.552741527557373,0.15858247876167297,0.01933133602142334,0.3656982183456421,0.3587146997451782,-0.07528024911880493,-0.06829673051834106
stage79_00023928,cows,8,q12,40,48,42,0.25,original_streamsplat_middle_base,21.079156246275605,0.5465402007102966,0.883545994758606,0.27715975046157837,18.19363155639501,20.35960190860408,2.8855246898805937,0.719554337671525,0.2534630596637726,0.4166213572025299,0.29307714104652405,0.12991884350776672,0.3749951720237732,0.3694048523902893,-0.09783542156219482,-0.09224510192871094
stage79_00021315,bike-packing,4,q12,44,48,46,0.5,original_streamsplat_middle_base,17.250293345085865,0.36093243956565857,0.6016496419906616,0.43603086471557617,16.84008313149522,19.934091091189416,0.4102102135906449,-2.6837977461035507,0.421260267496109,0.5588201284408569,-0.06032782793045044,-0.19788768887519836,0.4370484948158264,0.4039720296859741,-0.0010176301002502441,0.03205883502960205
stage79_00028835,motocross-jump,8,q12,8,16,13,0.625,original_streamsplat_middle_base,14.721935068555451,0.4268844425678253,0.31247860193252563,0.6770032644271851,14.041966537936805,17.09649470079111,0.6799685306186465,-2.3745596322356572,0.3918828070163727,0.45292040705680847,0.03500163555145264,-0.026035964488983154,0.6475121974945068,0.6126717329025269,0.029491066932678223,0.0643315315246582
stage79_00025591,drift-straight,8,q12,16,24,19,0.375,original_streamsplat_middle_base,14.42454255956334,0.16218063235282898,0.2969926595687866,0.4983656406402588,12.735262853162945,15.422412700218898,1.689279706400395,-0.9978701406555572,0.12215467542409897,0.32031622529029846,0.04002595692873001,-0.15813559293746948,0.5225613713264465,0.5034502148628235,-0.024195730686187744,-0.005084574222564697
stage79_00023829,cows,4,q12,16,20,19,0.75,original_streamsplat_middle_base,21.948757489036467,0.5958120226860046,0.9059574007987976,0.25519368052482605,19.35620650649653,21.03505944733872,2.5925509825399367,0.9136980416977458,0.33656927943229675,0.4780172109603882,0.2592427432537079,0.11779481172561646,0.3213796019554138,0.31978529691696167,-0.06618592143058777,-0.06459161639213562
stage79_00027753,lab-coat,8,q12,32,40,35,0.375,original_streamsplat_middle_base,14.32422824644359,0.3529540002346039,0.3329145610332489,0.5634276270866394,14.211474788008251,18.02907097334998,0.11275345843533913,-3.7048427269063904,0.3316938877105713,0.4728566110134125,0.021260112524032593,-0.1199026107788086,0.5168157815933228,0.4882572591304779,0.04661184549331665,0.0751703679561615
stage79_00030985,soapbox,8,q12,56,64,61,0.625,original_streamsplat_middle_base,17.387210034848938,0.40150704979896545,0.5917277932167053,0.4524488151073456,14.546673258380745,17.597888638905356,2.840536776468193,-0.2106786040564188,0.27769729495048523,0.42187461256980896,0.12380975484848022,-0.020367562770843506,0.5663919448852539,0.5298906564712524,-0.11394312977790833,-0.07744184136390686
stage79_00026678,horsejump-high,8,q12,8,16,15,0.875,original_streamsplat_middle_base,20.999624981623892,0.6111788153648376,0.8691290616989136,0.30509716272354126,17.492167750531035,21.762700198463932,3.5074572310928573,-0.7630752168400399,0.47448229789733887,0.6250472068786621,0.13669651746749878,-0.013868391513824463,0.3433641195297241,0.3341774344444275,-0.03826695680618286,-0.02908027172088623
stage79_00029700,parkour,8,q12,80,88,87,0.875,original_streamsplat_middle_base,19.931164807842848,0.47595909237861633,0.809658944606781,0.3366873562335968,18.036485221073104,20.454087280500545,1.894679586769744,-0.5229224726576973,0.3193862736225128,0.4712963402271271,0.15657281875610352,0.004662752151489258,0.38345614075660706,0.39214515686035156,-0.046768784523010254,-0.05545780062675476
stage79_00028241,loading,8,q12,32,40,35,0.375,original_streamsplat_middle_base,18.21808284380865,0.5138879418373108,0.7118697166442871,0.41918811202049255,14.040679090070656,16.861092891897002,4.177403753737993,1.3569899519116468,0.27175235748291016,0.4372446835041046,0.24213558435440063,0.07664325833320618,0.5643115043640137,0.5379438400268555,-0.14512339234352112,-0.11875572800636292
stage79_00023221,car-roundabout,8,q12,0,8,1,0.125,original_streamsplat_middle_base,20.70106749576043,0.6876509189605713,0.9015353322029114,0.21388693153858185,15.433326459334932,20.040389041401944,5.267741036425498,0.6606784543584858,0.4826301634311676,0.6355324983596802,0.2050207555294037,0.05211842060089111,0.32149940729141235,0.31692957878112793,-0.1076124757528305,-0.10304264724254608
stage79_00022883,camel,8,q12,72,80,75,0.375,original_streamsplat_middle_base,19.213471722359884,0.3315218687057495,0.7408965826034546,0.3084881603717804,18.670668722341375,20.408097176996733,0.5428030000185089,-1.1946254546368493,0.2631781995296478,0.38774266839027405,0.06834366917610168,-0.056220799684524536,0.36309096217155457,0.3602471947669983,-0.05460280179977417,-0.051759034395217896
stage79_00024692,dog,4,q12,16,20,17,0.25,original_streamsplat_middle_base,24.17254158838173,0.6233420968055725,0.8829558491706848,0.3077339231967926,20.842056170296026,23.011026134938263,3.330485418085704,1.1615154534434673,0.26484131813049316,0.44362831115722656,0.35850077867507935,0.17971378564834595,0.37262973189353943,0.37507912516593933,-0.06489580869674683,-0.06734520196914673
stage79_00027979,libby,8,q12,16,24,17,0.125,original_streamsplat_middle_base,22.42732100000687,0.4746943414211273,0.741878867149353,0.3660985827445984,17.961045346220992,21.08740634938819,4.466275653785878,1.339914650618681,0.3461489975452423,0.45383527874946594,0.128545343875885,0.020859062671661377,0.461667537689209,0.45434290170669556,-0.0955689549446106,-0.08824431896209717
stage79_00026022,goat,8,q12,72,80,78,0.75,original_streamsplat_middle_base,16.44815920715964,0.1584826558828354,0.4776567816734314,0.37546324729919434,16.22386215694107,18.6583918557969,0.2242970502185706,-2.210232648637259,0.11586850136518478,0.3373861312866211,0.042614154517650604,-0.1789034754037857,0.42778271436691284,0.42377614974975586,-0.052319467067718506,-0.04831290245056152
stage79_00027251,judo,4,q12,8,12,10,0.5,original_streamsplat_middle_base,28.667850489350947,0.8959531784057617,0.9561237096786499,0.18032187223434448,27.472676178600572,31.683403727918893,1.1951743107503745,-3.0155532385679464,0.8808261752128601,0.9372896552085876,0.015127003192901611,-0.04133647680282593,0.17436963319778442,0.13995641469955444,0.005952239036560059,0.04036545753479004
stage79_00023460,car-shadow,4,q12,8,12,10,0.5,original_streamsplat_middle_base,22.209852225386058,0.678023636341095,0.8946012854576111,0.2650197148323059,17.886101469569592,22.125776567751217,4.323750755816466,0.08407565763484115,0.5008854269981384,0.6691873669624329,0.17713820934295654,0.00883626937866211,0.3782641589641571,0.35730573534965515,-0.1132444441318512,-0.09228602051734924
stage79_00021592,blackswan,4,q12,20,24,21,0.25,original_streamsplat_middle_base,24.21421519259013,0.6574806571006775,0.8813844919204712,0.2817903459072113,20.805353076697443,23.411299620417783,3.4088621158926884,0.8029155721723491,0.41151466965675354,0.5630174279212952,0.24596598744392395,0.09446322917938232,0.360446035861969,0.3534857928752899,-0.07865568995475769,-0.07169544696807861
stage79_00030333,scooter-black,4,q12,36,40,37,0.25,original_streamsplat_middle_base,14.566759803013039,0.39349493384361267,0.6105632781982422,0.37142905592918396,11.60717265372956,14.891554757180458,2.959587149283479,-0.32479495416741955,0.2362864762544632,0.39826324582099915,0.15720845758914948,-0.004768311977386475,0.49094003438949585,0.4676969647407532,-0.11951097846031189,-0.09626790881156921
stage79_00026362,gold-fish,4,q12,68,72,70,0.5,original_streamsplat_middle_base,25.574813704998427,0.7970196604728699,0.8965444564819336,0.16578176617622375,25.186421414620067,30.182136994950234,0.3883922903783592,-4.6073232899518075,0.7864170074462891,0.8572506308555603,0.01060265302658081,-0.06023097038269043,0.19099904596805573,0.14705093204975128,-0.02521727979183197,0.018730834126472473
stage79_00030525,shooting,4,q12,16,20,19,0.75,original_streamsplat_middle_base,20.8757381181844,0.6266206502914429,0.820446252822876,0.3243756592273712,15.909088426895725,19.2650041162917,4.966649691288676,1.6107340018927019,0.21348629891872406,0.4028032124042511,0.4131343513727188,0.22381743788719177,0.44216135144233704,0.45790183544158936,-0.11778569221496582,-0.13352617621421814
stage79_00024388,dance-twirl,8,q12,16,24,21,0.625,original_streamsplat_middle_base,17.032091999670364,0.42636510729789734,0.6170728206634521,0.4204447567462921,15.266279992989098,19.241324953670794,1.7658120066812657,-2.2092329540004307,0.350795716047287,0.5172548890113831,0.07556939125061035,-0.09088978171348572,0.5169744491577148,0.4861457347869873,-0.09652969241142273,-0.06570097804069519
stage79_00021354,bike-packing,8,q12,24,32,26,0.25,original_streamsplat_middle_base,19.783638260086477,0.6631986498832703,0.8550927639007568,0.2547174394130707,19.739464488898207,23.55610522160536,0.044173771188269484,-3.7724669615188837,0.6769084930419922,0.7750150561332703,-0.013709843158721924,-0.11181640625,0.2544618546962738,0.23421165347099304,0.000255584716796875,0.020505785942077637
stage79_00028529,mbike-trick,4,q12,40,44,43,0.75,original_streamsplat_middle_base,25.74031727406134,0.755861222743988,0.9314013719558716,0.29976728558540344,24.406646101888015,27.82345265171638,1.3336711721733252,-2.08313537765504,0.7204489707946777,0.809847891330719,0.0354122519493103,-0.05398666858673096,0.2667233943939209,0.24902325868606567,0.033043891191482544,0.05074402689933777
stage79_00027040,india,8,q12,24,32,27,0.375,original_streamsplat_middle_base,18.494547012837074,0.4687354564666748,0.6102928519248962,0.5129131078720093,15.502307446824712,19.80225836747487,2.992239566012362,-1.3077113546377959,0.4024505615234375,0.49703899025917053,0.0662848949432373,-0.028303533792495728,0.5070783495903015,0.48132699728012085,0.005834758281707764,0.03158611059188843
stage79_00029146,paragliding-launch,4,q12,64,68,67,0.75,original_streamsplat_middle_base,26.87325763662132,0.6081979274749756,0.8862828016281128,0.24330610036849976,26.415512872751,28.020479976082623,0.45774476387032337,-1.147222339461301,0.5589225888252258,0.6587998867034912,0.049275338649749756,-0.050601959228515625,0.32324880361557007,0.314510315656662,-0.07994270324707031,-0.07120421528816223
stage79_00027490,kite-surf,8,q12,0,8,6,0.75,original_streamsplat_middle_base,23.453374827167515,0.4948028028011322,0.7017119526863098,0.28277507424354553,21.12592313065409,24.32415829372028,2.3274516965134247,-0.8707834665527656,0.42145076394081116,0.5475010275840759,0.07335203886032104,-0.052698224782943726,0.3329600691795349,0.31361478567123413,-0.05018499493598938,-0.0308397114276886
stage79_00024760,dog,8,q12,40,48,42,0.25,original_streamsplat_middle_base,20.695782240623387,0.3315768539905548,0.3843192160129547,0.47743746638298035,19.123639350539364,21.673752881972742,1.5721428900840237,-0.977970641349355,0.3126257359981537,0.4469585418701172,0.018951117992401123,-0.11538168787956238,0.4698469936847687,0.4863710105419159,0.00759047269821167,-0.008933544158935547
stage79_00027957,libby,4,q12,36,40,38,0.5,original_streamsplat_middle_base,20.156636293258234,0.3912874460220337,0.5069558024406433,0.4316088557243347,17.571666355158214,20.65227804696205,2.58496993810002,-0.4956417537038149,0.2899637222290039,0.43379291892051697,0.10132372379302979,-0.042505472898483276,0.58492112159729,0.539701521396637,-0.15331226587295532,-0.10809266567230225
stage79_00025059,dogs-jump,8,q12,16,24,20,0.5,original_streamsplat_middle_base,23.930031050824205,0.7489296793937683,0.8704309463500977,0.244084432721138,21.928344432210093,27.645129277636137,2.0016866186141122,-3.715098226811932,0.7163214683532715,0.7808074951171875,0.032608211040496826,-0.03187781572341919,0.2760017514228821,0.24309439957141876,-0.03191731870174408,0.0009900331497192383
stage79_00029170,paragliding-launch,8,q12,16,24,18,0.25,original_streamsplat_middle_base,23.18656583651089,0.486135333776474,0.8058213591575623,0.31679868698120117,22.025650426477124,24.709121362982607,1.1609154100337662,-1.5225555264717165,0.40347886085510254,0.5116749405860901,0.08265647292137146,-0.02553960680961609,0.392340749502182,0.38373681902885437,-0.07554206252098083,-0.0669381320476532
stage79_00021621,blackswan,8,q12,8,16,10,0.25,original_streamsplat_middle_base,19.85138865930614,0.32582005858421326,0.6296667456626892,0.3940630555152893,19.53161899929818,21.865116746330205,0.31976966000796025,-2.0137280870240666,0.3432246148586273,0.4956629276275635,-0.017404556274414062,-0.16984286904335022,0.40554043650627136,0.39985498785972595,-0.011477380990982056,-0.0057919323444366455
stage79_00030010,pigs,4,q12,12,16,13,0.25,original_streamsplat_middle_base,28.017752005440823,0.8001090884208679,0.9437378644943237,0.23235146701335907,26.80721799956533,28.774582019782464,1.2105340058754912,-0.7568300143416415,0.7213038802146912,0.7812433242797852,0.07880520820617676,0.018865764141082764,0.23980025947093964,0.21969085931777954,-0.007448792457580566,0.012660607695579529
stage79_00022356,breakdance,4,q12,52,56,55,0.75,original_streamsplat_middle_base,20.542736720954153,0.7553033232688904,0.8987454175949097,0.21556556224822998,20.49247811969864,24.913170029983164,0.05025860125551418,-4.370433309029011,0.7667460441589355,0.8442986607551575,-0.011442720890045166,-0.08899533748626709,0.2105635106563568,0.17962470650672913,0.005002051591873169,0.035940855741500854
stage79_00021928,bmx-trees,4,q12,32,36,35,0.75,original_streamsplat_middle_base,16.67697824299807,0.198175847530365,0.462201863527298,0.4233485162258148,15.461306482312642,17.72017115004423,1.2156717606854297,-1.0431929070461585,0.1758648008108139,0.33808815479278564,0.022311046719551086,-0.13991230726242065,0.5273496508598328,0.5162867307662964,-0.10400113463401794,-0.09293821454048157
stage79_00028557,mbike-trick,8,q12,0,8,3,0.375,original_streamsplat_middle_base,21.182561890012593,0.47069787979125977,0.702940046787262,0.3006952404975891,22.953691534202513,25.98450721665096,-1.7711296441899194,-4.801945326638368,0.5832123756408691,0.7195578217506409,-0.11251449584960938,-0.2488599419593811,0.3038899898529053,0.29404693841934204,-0.003194749355316162,0.00664830207824707
stage79_00026409,gold-fish,8,q12,48,56,49,0.125,original_streamsplat_middle_base,28.959460239995284,0.8427021503448486,0.9545371532440186,0.13082382082939148,27.66686880707921,30.80095678994976,1.2925914329160726,-1.8414965499544742,0.8303900361061096,0.8670284152030945,0.012312114238739014,-0.02432626485824585,0.13248279690742493,0.11910240352153778,-0.0016589760780334473,0.011721417307853699
stage79_00030340,scooter-black,8,q12,0,8,4,0.5,original_streamsplat_middle_base,15.212313294706739,0.4846014976501465,0.6723931431770325,0.37352728843688965,14.0733560278232,17.57019503332463,1.1389572668835388,-2.357881738617891,0.3872779905796051,0.5558651089668274,0.09732350707054138,-0.07126361131668091,0.45342499017715454,0.43305230140686035,-0.07989770174026489,-0.0595250129699707
stage79_00025313,drift-chicane,4,q12,32,36,35,0.75,original_streamsplat_middle_base,29.2367162126936,0.8725127577781677,0.9752135872840881,0.2118590921163559,29.126661541584443,30.3365930339948,0.11005467110915745,-1.0998768213011978,0.8716707825660706,0.8935930728912354,0.000841975212097168,-0.021080315113067627,0.1795259714126587,0.165554478764534,0.032333120703697205,0.0463046133518219
stage79_00029561,parkour,4,q12,12,16,15,0.75,original_streamsplat_middle_base,22.8731109273312,0.6052449345588684,0.871690571308136,0.28311988711357117,19.107488249302122,22.44853186605786,3.7656226780290787,0.42457906127334155,0.4361805021762848,0.5796889662742615,0.16906443238258362,0.025555968284606934,0.40068355202674866,0.390780508518219,-0.11756366491317749,-0.10766062140464783
stage79_00030550,shooting,8,q12,8,16,12,0.5,original_streamsplat_middle_base,13.832039684158046,0.2929039001464844,0.1743832230567932,0.6566853523254395,13.63167153397503,16.652653727963077,0.20036815018301546,-2.8206140438050316,0.27642881870269775,0.39914438128471375,0.01647508144378662,-0.10624048113822937,0.6216298937797546,0.587620735168457,0.035055458545684814,0.06906461715698242
stage79_00028203,loading,4,q12,36,40,38,0.5,original_streamsplat_middle_base,21.591010607568663,0.69798344373703,0.8606076240539551,0.30022379755973816,15.152944448704622,18.250027850232346,6.438066158864041,3.3409827573363167,0.28172430396080017,0.470887690782547,0.41625913977622986,0.22709575295448303,0.49707749485969543,0.47778648138046265,-0.19685369729995728,-0.1775626838207245
stage79_00026641,horsejump-high,4,q12,16,20,17,0.25,original_streamsplat_middle_base,21.34730355749003,0.6398712992668152,0.8819892406463623,0.258440226316452,18.18403573221899,22.36069855174252,3.1632678252710384,-1.01339499425249,0.498247355222702,0.6462929844856262,0.14162394404411316,-0.006421685218811035,0.34271103143692017,0.3303286135196686,-0.08427080512046814,-0.07188838720321655
stage79_00023210,car-roundabout,4,q12,56,60,59,0.75,original_streamsplat_middle_base,17.525503050041888,0.49499091506004333,0.7761333584785461,0.27562442421913147,16.10313152159008,19.415597793126246,1.4223715284518086,-1.890094743084358,0.4186805188655853,0.5896206498146057,0.07631039619445801,-0.09462973475456238,0.3447667062282562,0.34128338098526,-0.06914228200912476,-0.06565895676612854
stage79_00025890,goat,4,q12,0,4,3,0.75,original_streamsplat_middle_base,16.28298099619465,0.13895510137081146,0.44201427698135376,0.3948400616645813,15.789834724198732,18.203419520506642,0.49314627199591676,-1.9204385243119937,0.11768173426389694,0.3272343873977661,0.02127336710691452,-0.18827928602695465,0.4688582718372345,0.47936153411865234,-0.0740182101726532,-0.08452147245407104
stage79_00025566,drift-straight,4,q12,36,40,37,0.25,original_streamsplat_middle_base,17.780424232303876,0.39029407501220703,0.6465480923652649,0.3837549090385437,13.83574809596475,17.054627807373958,3.944676136339126,0.7257964249299178,0.1711791306734085,0.3378671705722809,0.21911494433879852,0.05242690443992615,0.4780457615852356,0.46840858459472656,-0.0942908525466919,-0.08465367555618286
stage79_00023498,car-shadow,8,q12,16,24,19,0.375,original_streamsplat_middle_base,21.215794505006794,0.6113175749778748,0.8416097164154053,0.2799166738986969,16.879024058050135,20.839705852013118,4.33677044695666,0.3760886529936762,0.43830323219299316,0.6037052869796753,0.1730143427848816,0.007612287998199463,0.40774980187416077,0.3833175003528595,-0.12783312797546387,-0.1034008264541626
stage79_00027276,judo,8,q12,8,16,10,0.25,original_streamsplat_middle_base,27.831823482504007,0.88114994764328,0.9480286836624146,0.20595267415046692,26.575392204541124,31.542211248593905,1.2564312779628821,-3.710387766089898,0.8741181492805481,0.934147834777832,0.007031798362731934,-0.052997887134552,0.1776590645313263,0.1457923948764801,0.028293609619140625,0.060160279273986816
stage79_00025006,dogs-jump,4,q12,16,20,17,0.25,original_streamsplat_middle_base,25.23439021639429,0.7777981758117676,0.9000982046127319,0.23710842430591583,24.050538836376237,29.831807109685986,1.1838513800180515,-4.5974168932916974,0.765796959400177,0.8349094390869141,0.012001216411590576,-0.057111263275146484,0.2030142992734909,0.17339357733726501,0.03409412503242493,0.06371484696865082
stage79_00026998,india,4,q12,52,56,55,0.75,original_streamsplat_middle_base,20.719838206634897,0.5940695405006409,0.7273001074790955,0.3882785439491272,18.11032123100494,21.951844460816243,2.6095169756299583,-1.2320062541813463,0.4563944339752197,0.6089022159576416,0.13767510652542114,-0.014832675457000732,0.3443620204925537,0.36036205291748047,0.043916523456573486,0.02791649103164673
stage79_00025330,drift-chicane,8,q12,0,8,6,0.75,original_streamsplat_middle_base,28.666408363386644,0.8632456660270691,0.9650606513023376,0.2140527069568634,28.188986124925894,29.95051649525648,0.4774222384607505,-1.2841081318698357,0.8626468181610107,0.8846259117126465,0.0005988478660583496,-0.021380245685577393,0.18641844391822815,0.1759999543428421,0.027634263038635254,0.0380527526140213
stage79_00028811,motocross-jump,4,q12,20,24,22,0.5,original_streamsplat_middle_base,13.382142950217844,0.4249404966831207,0.28308480978012085,0.6503110527992249,11.807716666967824,14.469213815925698,1.5744262832500198,-1.0870708657078545,0.37427353858947754,0.4757796823978424,0.05066695809364319,-0.05083918571472168,0.6092202663421631,0.5703761577606201,0.04109078645706177,0.07993489503860474
